0:0:0 | [CMD] HastasyzBaba(16) => /sarkilar
23:20:56 | [LOCAL]iYasinBey(8): ney deðil
23:20:56 | [CMD] iYasinBey(8) => /l ney deðil
23:20:59 | [eN]Overlord(12): bi insan 21321231312m milyon @7 benim artçýmý öldürdün f16 ile
23:21:1 | [LOCAL]ibrahimkk(6): patronluk
23:21:1 | [CMD] ibrahimkk(6) => /l patronluk
23:21:8 | [CMD] [eN]Overlord(12) => /saat
23:21:8 | [LOCAL]iYasinBey(8): atcan mý para
23:21:8 | [CMD] iYasinBey(8) => /l atcan mý para
23:21:10 | [CMD] [eN]Overlord(12) => /saat 15
23:21:12 | [CMD] xqHost(10) => /31
23:21:12 | [CMD] [eN]Overlord(12) => /saat 14
23:21:13 | [CMD] [eN]Overlord(12) => /saat 13
23:21:14 | [LOCAL]ibrahimkk(6): yoo
23:21:14 | [CMD] ibrahimkk(6) => /l yoo
23:21:16 | [CMD] [eN]Overlord(12) => /saat 18
23:21:19 | [CMD] [eN]Overlord(12) => /saat 11
23:21:20 | [CMD] xqHost(10) => /isef
23:21:22 | [LOCAL]iYasinBey(8): hay ne troll admsýn ha
23:21:22 | [CMD] iYasinBey(8) => /l hay ne troll admsýn ha
23:21:22 | [CMD] xqHost(10) => /ise
23:21:23 | [CMD] ibrahimkk(6) => /bicakla
23:21:23 | [CMD] [eN]Overlord(12) => /saat 11
23:21:24 | [CMD] xqHost(10) => /ise
23:21:25 | [CMD] [eN]Overlord(12) => /saat 10
23:21:25 | [CMD] nik0tin(11) => /sac
23:21:26 | [LOCAL]ibrahimkk(6): :D
23:21:26 | [CMD] ibrahimkk(6) => /l :D
23:21:28 | [CMD] ahmet55(9) => /tamir
23:21:29 | [CMD] [eN]Overlord(12) => /kemer
23:21:30 | [LOCAL]ibrahimkk(6): olemiyim?
23:21:30 | [CMD] ibrahimkk(6) => /l olemiyim?
23:21:34 | [CMD] xqHost(10) => /sigara2
23:21:35 | [LOCAL]iYasinBey(8): öylemisin
23:21:35 | [CMD] iYasinBey(8) => /l öylemisin
23:21:35 | [LOCAL]ibrahimkk(6): oleymisim :D
23:21:35 | [CMD] ibrahimkk(6) => /l oleymisim :D
23:21:37 | [eN]Overlord(12): çok zel ama benen
23:21:39 | [CMD] xqHost(10) => /otur
23:21:40 | [CMD] [eN]Overlord(12) => /djler
23:21:40 | [CMD] xqHost(10) => /otur
23:21:41 | [LOCAL]iYasinBey(8): at 50m kurtul
23:21:41 | [CMD] iYasinBey(8) => /l at 50m kurtul
23:21:52 | [LOCAL]ibrahimkk(6): olm ne 50m ya
23:21:52 | [CMD] ibrahimkk(6) => /l olm ne 50m ya
23:21:53 | [eN]Overlord(12): dj getir krd
23:21:53 | [CMD] iYasinBey(8) => /sac
23:21:56 | [eN]Overlord(12): hýzlý
23:21:57 | [LOCAL]iYasinBey(8): 25m
23:21:57 | [CMD] iYasinBey(8) => /l 25m
23:22:0 | [CMD] ahmet55(9) => /kemer
23:22:0 | [LOCAL]ibrahimkk(6): 70m attim sukur ona
23:22:0 | [CMD] ibrahimkk(6) => /l 70m attim sukur ona
23:22:4 | [LOCAL]ibrahimkk(6): ben cimriyimdir
23:22:4 | [CMD] ibrahimkk(6) => /l ben cimriyimdir
23:22:8 | sezzer(14): köz getir hýzlý
23:22:10 | ibrahimkk(6): aha
23:22:11 | [CMD] xqHost(10) => /sarkibul
23:22:11 | ibrahimkk(6): geldi
23:22:12 | [LOCAL]iYasinBey(8): 30m at 100m im olsun
23:22:12 | [CMD] iYasinBey(8) => /l 30m at 100m im olsun
23:22:16 | xqHost(10): müslüm gürses sigara yok mu telefonda
23:22:18 | iYasinBey(8): oha
23:22:25 | [LOCAL]ibrahimkk(6): aga 2 gun sonra gelcem
23:22:25 | [CMD] ibrahimkk(6) => /l aga 2 gun sonra gelcem
23:22:25 | nik0tin(11): bakayým
23:22:31 | ibrahimkk(6): bende surcem abi
23:22:33 | ibrahimkk(6): bende surcem abi
23:22:33 | iYasinBey(8): oha
23:22:38 | [LOCAL]xqHost(10): pc kapanabilir gelirim
23:22:38 | [CMD] xqHost(10) => /l pc kapanabilir gelirim
23:22:39 | [LOCAL]iYasinBey(8): 30m at 100m im olsun
23:22:39 | [CMD] iYasinBey(8) => /l 30m at 100m im olsun
23:22:40 | [eN]Overlord(12): çeksene herkül
23:22:41 | ibrahimkk(6): bak gitti
23:22:43 | [LOCAL]iYasinBey(8): 30m at 100m im olsun
23:22:43 | [CMD] iYasinBey(8) => /l 30m at 100m im olsun
23:22:43 | [LOCAL]sezzer(14): sorun yok knk
23:22:43 | [CMD] sezzer(14) => /l sorun yok knk
23:22:45 | [CMD] [eN]Overlord(12) => /gobus
23:22:45 | [LOCAL]iYasinBey(8): 30m at 100m im olsun
23:22:45 | [CMD] iYasinBey(8) => /l 30m at 100m im olsun
23:22:46 | [LOCAL]ibrahimkk(6): aga 2 gun sonra gelcem
23:22:46 | [CMD] ibrahimkk(6) => /l aga 2 gun sonra gelcem
23:22:47 | [LOCAL]xqHost(10): tm
23:22:47 | [CMD] xqHost(10) => /l tm
23:22:47 | [LOCAL]ibrahimkk(6): aga 2 gun sonra gelcem
23:22:47 | [CMD] ibrahimkk(6) => /l aga 2 gun sonra gelcem
23:22:48 | [CMD] HeRquL(7) => /get 12
23:22:49 | [LOCAL]ibrahimkk(6): aga 2 gun sonra gelcem
23:22:49 | [CMD] ibrahimkk(6) => /l aga 2 gun sonra gelcem
23:22:50 | [CMD] sezzer(14) => /work
23:22:52 | [eN]Overlord(12): lan
23:22:53 | [CMD] ahmet55(9) => /work
23:22:53 | [LOCAL]ibrahimkk(6): veririm
23:22:53 | [CMD] ibrahimkk(6) => /l veririm
23:22:54 | [LOCAL]iYasinBey(8): tm at þimdi
23:22:54 | [CMD] iYasinBey(8) => /l tm at þimdi
23:22:57 | [eN]Overlord(12): sudayým
23:22:58 | [LOCAL]iYasinBey(8): az havamýz olsun
23:22:58 | [CMD] iYasinBey(8) => /l az havamýz olsun
23:23:0 | [eN]Overlord(12): tþk
23:23:3 | [LOCAL]ibrahimkk(6): aga ben cimri
23:23:3 | [CMD] ibrahimkk(6) => /l aga ben cimri
23:23:4 | [LOCAL]ibrahimkk(6): aga ben cimri
23:23:4 | [CMD] ibrahimkk(6) => /l aga ben cimri
23:23:6 | [LOCAL]ibrahimkk(6): aga ben cimri
23:23:6 | [CMD] ibrahimkk(6) => /l aga ben cimri
23:23:7 | [eN]Overlord(12): okyanusun ortasýna attý ben
23:23:10 | [CMD] HeRquL(7) => /get 12
23:23:13 | [eN]Overlord(12): lan
23:23:14 | [CMD] HeRquL(7) => /get 12
23:23:14 | [LOCAL]ibrahimkk(6): cimri cimri cimri cimri
23:23:14 | [CMD] ibrahimkk(6) => /l cimri cimri cimri cimri
23:23:15 | [LOCAL]xqHost(10): ahmete ayýp mý oldu
23:23:15 | [CMD] xqHost(10) => /l ahmete ayýp mý oldu
23:23:15 | [LOCAL]iYasinBey(8): tm zörlamiyom ama seni seviyorum iyi adamsýn
23:23:15 | [CMD] iYasinBey(8) => /l tm zörlamiyom ama seni seviyorum iyi adamsýn
23:23:16 | {FFCC00}[eN]Overlord(12) {FFFFFF}Kamyoncu olarak spawn oldu.
23:23:18 | [CMD] HeRquL(7) => /get 12
23:23:19 | [eN]Overlord(12): olum düþtüm la
23:23:27 | [LOCAL][eN]Overlord(12): yoldu ne lan
23:23:27 | [CMD] [eN]Overlord(12) => /L yoldu ne lan
23:23:27 | [LOCAL]iYasinBey(8): ama 2 gün sonra alýrým 30m ini
23:23:27 | [CMD] iYasinBey(8) => /l ama 2 gün sonra alýrým 30m ini
23:23:28 | [CMD] HeRquL(7) => /atamir
23:23:29 | [LOCAL]sezzer(14): yok la ahmet takýlmaz öle þeylere
23:23:29 | [CMD] sezzer(14) => /l yok la ahmet takýlmaz öle þeylere
23:23:29 | [LOCAL]ibrahimkk(6): bak seni sevdim
23:23:29 | [CMD] ibrahimkk(6) => /l bak seni sevdim
23:23:31 | [LOCAL][eN]Overlord(12): pilotlara mý geldi bu
23:23:31 | [CMD] [eN]Overlord(12) => /l pilotlara mý geldi bu
23:23:32 | [LOCAL]iYasinBey(8): tm mi?
23:23:32 | [CMD] iYasinBey(8) => /l tm mi?
23:23:32 | nik0tin(11): sudan çekmek yasak
23:23:34 | [CMD] HeRquL(7) => /atamir
23:23:36 | [CMD] ahmet55(9) => /kemer
23:23:38 | [CMD] ahmet55(9) => /kemer
23:23:39 | [LOCAL]HeRquL(7): savaþ uçaðý bu
23:23:39 | [CMD] HeRquL(7) => /l savaþ uçaðý bu
23:23:40 | [CMD] ahmet55(9) => /tamir
23:23:42 | [LOCAL][eN]Overlord(12): ee
23:23:42 | [CMD] [eN]Overlord(12) => /l ee
23:23:47 | [LOCAL][eN]Overlord(12): dur bi
23:23:47 | [CMD] [eN]Overlord(12) => /l dur bi
23:23:49 | [LOCAL]ibrahimkk(6): hesap no
23:23:49 | [CMD] ibrahimkk(6) => /l hesap no
23:23:51 | [LOCAL]ibrahimkk(6): bak seni sevdim
23:23:51 | [CMD] ibrahimkk(6) => /l bak seni sevdim
23:23:52 | [LOCAL]ibrahimkk(6): hesap no
23:23:52 | [CMD] ibrahimkk(6) => /l hesap no
23:23:52 | [LOCAL]ibrahimkk(6): hesap no
23:23:52 | [CMD] ibrahimkk(6) => /l hesap no
23:23:53 | [LOCAL]ibrahimkk(6): hesap no
23:23:53 | [CMD] ibrahimkk(6) => /l hesap no
23:23:54 | [CMD] HeRquL(7) => /atamir
23:23:56 | [CMD] HeRquL(7) => /kemer
23:23:56 | [LOCAL]iYasinBey(8): 1850
23:23:56 | [CMD] iYasinBey(8) => /l 1850
23:24:4 | (BANKA) ibrahimkk(6) 325 nolu banka hesabindan 1850 nolu banka hesabina 30000000$ aktardi.
23:24:6 | [LOCAL][eN]Overlord(12): la in
23:24:6 | [CMD] [eN]Overlord(12) => /l la in
23:24:10 | [LOCAL]HeRquL(7): olmaaz
23:24:10 | [CMD] HeRquL(7) => /l olmaaz
23:24:11 | ibrahimkk(6): Yasini costuruyoz
23:24:12 | [LOCAL][eN]Overlord(12): kanadýna binecme
23:24:12 | [CMD] [eN]Overlord(12) => /l kanadýna binecme
23:24:16 | [LOCAL]ibrahimkk(6): hadi bi hafa at
23:24:16 | [CMD] ibrahimkk(6) => /l hadi bi hafa at
23:24:18 | [LOCAL]ibrahimkk(6): :D
23:24:18 | [CMD] ibrahimkk(6) => /l :D
23:24:25 | (BANKA) iYasinBey(8) 1850 nolu banka hesabindan 30000000$ cekti.
23:24:30 | [CMD] HeRquL(7) => /atamir
23:24:35 | [LOCAL]ibrahimkk(6): hava*
23:24:35 | [CMD] ibrahimkk(6) => /l hava*
23:24:40 | [LOCAL]iYasinBey(8): bide 50m daha
23:24:40 | [CMD] iYasinBey(8) => /l bide 50m daha
23:24:43 | ibrahimkk(6): bu kim>?
23:24:45 | [LOCAL]iYasinBey(8): bide 50m daha
23:24:45 | [CMD] iYasinBey(8) => /l bide 50m daha
23:24:49 | [LOCAL]xqHost(10): gcden konuþuyolarmý
23:24:49 | [CMD] xqHost(10) => /l gcden konuþuyolarmý
23:24:51 | [eN]Overlord(12): ula
23:24:51 | [LOCAL]ibrahimkk(6): yox sana para
23:24:51 | [CMD] ibrahimkk(6) => /l yox sana para
23:24:55 | [LOCAL]sezzer(14): yok knk
23:24:55 | [CMD] sezzer(14) => /l yok knk
23:24:57 | [eN]Overlord(12): yirmaða gideyrum
23:25:0 | [CMD] ibrahimkk(6) => /neslek
23:25:1 | iYasinBey(8): oha 100m oldu la
23:25:2 | [CMD] ibrahimkk(6) => /meslek
23:25:5 | [CMD] ibrahimkk(6) => /meslek
23:25:6 | [CMD] [eN]Overlord(12) => /pm 6la
23:25:7 | HeRquL(7): aadm f-16 ya atladý darbe günü gibi .D
23:25:9 | [CMD] [eN]Overlord(12) => /pm 6 hyda
23:25:15 | ibrahimkk(6): :D
23:25:18 | [eN]Overlord(12): ibrahým
23:25:19 | [CMD] sezzer(14) => /work
23:25:19 | [CMD] ibrahimkk(6) => /karakol
23:25:21 | ibrahimkk(6): ne?
23:25:24 | [CMD] ibrahimkk(6) => /cezaode
23:25:24 | [eN]Overlord(12): para mý yaratýyon
23:25:26 | [CMD] nik0tin(11) => /a lo birazda ben sürem :D 
23:25:26 | [CMD] ibrahimkk(6) => /rescue
23:25:27 | [CMD] [eN]Overlord(12) => /araba
23:25:27 | [LOCAL]sezzer(14): .
23:25:27 | [CMD] sezzer(14) => /l .
23:25:29 | [CMD] iYasinBey(8) => /goto 6
23:25:32 | [LOCAL]xqHost(10): gelmedi
23:25:32 | [CMD] xqHost(10) => /l gelmedi
23:25:32 | ibrahimkk(6): yok la
23:25:35 | iYasinBey(8): yo yatýr mýyor 
23:25:37 | [LOCAL]iYasinBey(8): :ADS:asd
23:25:37 | [CMD] iYasinBey(8) => /l :ADS:asd
23:25:38 | [LOCAL]xqHost(10): gelmedi
23:25:38 | [CMD] xqHost(10) => /l gelmedi
23:25:38 | [LOCAL]xqHost(10): gelmedi
23:25:38 | [CMD] xqHost(10) => /l gelmedi
23:25:38 | [LOCAL]xqHost(10): gelmedi
23:25:38 | [CMD] xqHost(10) => /l gelmedi
23:25:40 | [CMD] nik0tin(11) => /a sýnýrsýz yediydim o hydradan :D 
23:25:43 | [CMD] [eN]Overlord(12) => /kemer
23:25:43 | [CMD] sezzer(14) => /cevir
23:25:44 | [CMD] HeRquL(7) => /a dur yeni ýsýndým :D
23:25:45 | [CMD] [eN]Overlord(12) => /modifiye
23:25:47 | [LOCAL]ibrahimkk(6): para cikarmiyom
23:25:47 | [CMD] ibrahimkk(6) => /l para cikarmiyom
23:25:48 | [eN]Overlord(12): ya
23:25:50 | [LOCAL]ibrahimkk(6): cikariyom
23:25:50 | [CMD] ibrahimkk(6) => /l cikariyom
23:25:50 | [CMD] sezzer(14) => /goreviptal
23:25:52 | [LOCAL]iYasinBey(8): tm 100m at
23:25:52 | [CMD] iYasinBey(8) => /l tm 100m at
23:25:55 | [LOCAL]ibrahimkk(6): gotumde delik var 
23:25:55 | [CMD] ibrahimkk(6) => /l gotumde delik var 
23:25:55 | [eN]Overlord(12): eski bi ss gördüm
23:25:56 | [LOCAL]ibrahimkk(6): :D
23:25:56 | [CMD] ibrahimkk(6) => /l :D
23:25:59 | [CMD] HeRquL(7) => /atamir
23:26:1 | [eN]Overlord(12): adam
23:26:3 | [LOCAL]ibrahimkk(6): :D
23:26:3 | [CMD] ibrahimkk(6) => /l :D
23:26:4 | [CMD] HeRquL(7) => /a specleyin beni
23:26:5 | [LOCAL]iYasinBey(8): banka hesap no 1850 100m bekliyoru
23:26:5 | [CMD] iYasinBey(8) => /l banka hesap no 1850 100m bekliyoru
23:26:7 | [LOCAL]iYasinBey(8): banka hesap no 1850 100m bekliyorum
23:26:7 | [CMD] iYasinBey(8) => /l banka hesap no 1850 100m bekliyorum
23:26:9 | [CMD] sezzer(14) => /work
23:26:10 | [CMD] nik0tin(11) => /spec 7 
23:26:12 | [eN]Overlord(12): arka kasa satýlýr 80m diyor
23:26:13 | [LOCAL]sezzer(14): geldimi knk
23:26:13 | [CMD] sezzer(14) => /l geldimi knk
23:26:15 | [CMD] sezzer(14) => /tamir
23:26:15 | [LOCAL]xqHost(10): +
23:26:15 | [CMD] xqHost(10) => /l +
23:26:16 | [LOCAL]ibrahimkk(6): sizde bok cikar bende para cikiyo
23:26:16 | [CMD] ibrahimkk(6) => /l sizde bok cikar bende para cikiyo
23:26:20 | nik0tin(11): dl 
23:26:20 | {FFCC00}HeRquL(7) {FFFFFF}Kamyoncu olarak spawn oldu.
23:26:21 | [LOCAL]iYasinBey(8): banka hesap no 1850 100m bekliyorum
23:26:21 | [CMD] iYasinBey(8) => /l banka hesap no 1850 100m bekliyorum
23:26:22 | [LOCAL]iYasinBey(8): banka hesap no 1850 100m bekliyorum
23:26:22 | [CMD] iYasinBey(8) => /l banka hesap no 1850 100m bekliyorum
23:26:23 | [CMD] ibrahimkk(6) => /meslek
23:26:24 | [LOCAL]iYasinBey(8): banka hesap no 1850 100m bekliyorum
23:26:24 | [CMD] iYasinBey(8) => /l banka hesap no 1850 100m bekliyorum
23:26:26 | [CMD] HeRquL(7) => /portvehicle 713
23:26:27 | [CMD] nik0tin(11) => /specoff 
23:26:27 | {FFCC00}nik0tin(11) {FFFFFF}Kamyoncu olarak spawn oldu.
23:26:27 | [LOCAL]ibrahimkk(6): yok 
23:26:27 | [CMD] ibrahimkk(6) => /l yok 
23:26:29 | [CMD] HeRquL(7) => /portvehicle 713
23:26:31 | [CMD] nik0tin(11) => /fly 
23:26:32 | [LOCAL]ibrahimkk(6): sana para yokkk
23:26:32 | [CMD] ibrahimkk(6) => /l sana para yokkk
23:26:33 | [LOCAL]iYasinBey(8): 2 gün sonra
23:26:33 | [CMD] iYasinBey(8) => /l 2 gün sonra
23:26:35 | [LOCAL]iYasinBey(8): varbana
23:26:35 | [CMD] iYasinBey(8) => /l varbana
23:26:38 | [CMD] HeRquL(7) => /a izle
23:26:41 | [CMD] HeRquL(7) => /kemer
23:26:43 | [LOCAL]ibrahimkk(6): aga iflas etcem yaw
23:26:43 | [CMD] ibrahimkk(6) => /l aga iflas etcem yaw
23:26:48 | [CMD] nik0tin(11) => /spec 7 
23:26:50 | [LOCAL]ibrahimkk(6): 370m den 270 oldu
23:26:50 | [CMD] ibrahimkk(6) => /l 370m den 270 oldu
23:26:55 | [CMD] HeRquL(7) => /atamir
23:26:58 | [CMD] nik0tin(11) => /a nasýl sürüyon öyle 
23:27:0 | [LOCAL]iYasinBey(8): tm 100m daha
23:27:0 | [CMD] iYasinBey(8) => /l tm 100m daha
23:27:1 | [LOCAL]iYasinBey(8): tm 100m daha
23:27:1 | [CMD] iYasinBey(8) => /l tm 100m daha
23:27:1 | [LOCAL]iYasinBey(8): tm 100m daha
23:27:1 | [CMD] iYasinBey(8) => /l tm 100m daha
23:27:4 | [LOCAL]iYasinBey(8): noluy
23:27:4 | [CMD] iYasinBey(8) => /l noluy
23:27:5 | [LOCAL]ibrahimkk(6): benimi kekliyon?
23:27:5 | [CMD] ibrahimkk(6) => /l benimi kekliyon?
23:27:7 | [LOCAL]ibrahimkk(6): benimi kekliyon?
23:27:7 | [CMD] ibrahimkk(6) => /l benimi kekliyon?
23:27:8 | [LOCAL]ibrahimkk(6): benimi kekliyon?
23:27:8 | [CMD] ibrahimkk(6) => /l benimi kekliyon?
23:27:9 | [LOCAL]ibrahimkk(6): benimi kekliyon?
23:27:9 | [CMD] ibrahimkk(6) => /l benimi kekliyon?
23:27:9 | [LOCAL]iYasinBey(8): yo
23:27:9 | [CMD] iYasinBey(8) => /l yo
23:27:9 | [LOCAL]ibrahimkk(6): benimi kekliyon?
23:27:9 | [CMD] ibrahimkk(6) => /l benimi kekliyon?
23:27:10 | [CMD] HeRquL(7) => /a ha7y 
23:27:10 | {FFCC00}HeRquL(7) {FFFFFF}Kamyoncu olarak spawn oldu.
23:27:11 | [LOCAL]iYasinBey(8): yo
23:27:11 | [CMD] iYasinBey(8) => /l yo
23:27:13 | [LOCAL]ibrahimkk(6): kek versene
23:27:13 | [CMD] ibrahimkk(6) => /l kek versene
23:27:14 | [LOCAL]ibrahimkk(6): kek versene
23:27:14 | [CMD] ibrahimkk(6) => /l kek versene
23:27:14 | [eN]Overlord(12): polis yok
23:27:15 | [CMD] HeRquL(7) => /portvehicle 713
23:27:17 | [CMD] HeRquL(7) => /portvehicle 713
23:27:17 | [LOCAL]iYasinBey(8): valla yokki
23:27:17 | [CMD] iYasinBey(8) => /l valla yokki
23:27:18 | [CMD] nik0tin(11) => /specoff 
23:27:18 | [LOCAL]ibrahimkk(6): canim cekti
23:27:18 | [CMD] ibrahimkk(6) => /l canim cekti
23:27:18 | {FFCC00}nik0tin(11) {FFFFFF}Kamyoncu olarak spawn oldu.
23:27:18 | [CMD] HeRquL(7) => /portvehicle 713
23:27:22 | [LOCAL]iYasinBey(8): sonunu dün yedim
23:27:22 | [CMD] iYasinBey(8) => /l sonunu dün yedim
23:27:23 | [LOCAL]ibrahimkk(6): neyse
23:27:23 | [CMD] ibrahimkk(6) => /l neyse
23:27:23 | [CMD] nik0tin(11) => /slap 11 
23:27:24 | [CMD] nik0tin(11) => /slap 11 
23:27:24 | [eN]Overlord(12): nice
23:27:25 | [LOCAL]ibrahimkk(6): :D
23:27:25 | [CMD] ibrahimkk(6) => /l :D
23:27:27 | [CMD] HeRquL(7) => /cantazele
23:27:29 | [LOCAL]ibrahimkk(6): hadi bb
23:27:29 | [CMD] ibrahimkk(6) => /l hadi bb
23:27:32 | [CMD] HeRquL(7) => /kemer
23:27:33 | [LOCAL]iYasinBey(8): 100m at hesap no: 1850
23:27:33 | [CMD] iYasinBey(8) => /l 100m at hesap no: 1850
23:27:34 | [LOCAL]iYasinBey(8): 100m at hesap no: 1850
23:27:34 | [CMD] iYasinBey(8) => /l 100m at hesap no: 1850
23:27:39 | [LOCAL]ibrahimkk(6): yarin goruscez senle!!
23:27:39 | [CMD] ibrahimkk(6) => /l yarin goruscez senle!!
23:27:40 | [LOCAL]ibrahimkk(6): yarin goruscez senle!!
23:27:40 | [CMD] ibrahimkk(6) => /l yarin goruscez senle!!
23:27:43 | [LOCAL]ibrahimkk(6): abimi cagircam
23:27:43 | [CMD] ibrahimkk(6) => /l abimi cagircam
23:27:45 | [CMD] HeRquL(7) => /atamir
23:27:46 | [LOCAL]iYasinBey(8): tm yarýn at 100m
23:27:46 | [CMD] iYasinBey(8) => /l tm yarýn at 100m
23:27:47 | [LOCAL]xqHost(10): sunrise iyi mi
23:27:47 | [CMD] xqHost(10) => /l sunrise iyi mi
23:27:48 | [LOCAL]ibrahimkk(6): seni dovcek
23:27:48 | [CMD] ibrahimkk(6) => /l seni dovcek
23:27:48 | [LOCAL]iYasinBey(8): çaðýr
23:27:48 | [CMD] iYasinBey(8) => /l çaðýr
23:27:49 | ibrahimkk(6): beyler
23:27:54 | ibrahimkk(6): ambulansi arayin
23:27:55 | [eN]Overlord(12): he
23:27:58 | [eN]Overlord(12): neden
23:27:58 | ibrahimkk(6): yasin i dovdurcem
23:27:59 | [LOCAL]sezzer(14): hiç denemedim knk 4 kapýlý mý
23:27:59 | [CMD] sezzer(14) => /l hiç denemedim knk 4 kapýlý mý
23:27:59 | ibrahimkk(6): :D
23:28:1 | [LOCAL]iYasinBey(8): hýh benim abim senikini dövey
23:28:1 | [CMD] iYasinBey(8) => /l hýh benim abim senikini dövey
23:28:2 | ibrahimkk(6): abi gelsene
23:28:3 | [LOCAL]xqHost(10): he
23:28:3 | [CMD] xqHost(10) => /l he
23:28:5 | ibrahimkk(6): bi problem var
23:28:5 | [LOCAL]iYasinBey(8): biy keye
23:28:5 | [CMD] iYasinBey(8) => /l biy keye
23:28:6 | [LOCAL]xqHost(10): 24m
23:28:6 | [CMD] xqHost(10) => /l 24m
23:28:7 | [eN]Overlord(12): olum benim motora tren çarptý
23:28:8 | [LOCAL]ibrahimkk(6): :D
23:28:8 | [CMD] ibrahimkk(6) => /l :D
23:28:12 | [eN]Overlord(12): ben ggw
23:28:12 | [LOCAL]ibrahimkk(6): biy keye :D
23:28:12 | [CMD] ibrahimkk(6) => /l biy keye :D
23:28:13 | [LOCAL]sezzer(14): 4 kapýlý alcaksan sentinel candýr knk
23:28:13 | [CMD] sezzer(14) => /l 4 kapýlý alcaksan sentinel candýr knk
23:28:17 | [LOCAL]iYasinBey(8): :D
23:28:17 | [CMD] iYasinBey(8) => /l :D
23:28:19 | [LOCAL]xqHost(10): o ne kadar
23:28:19 | [CMD] xqHost(10) => /l o ne kadar
23:28:19 | [eN]Overlord(12): motor atom tost gibi
23:28:22 | [LOCAL]sezzer(14): 16 m
23:28:22 | [CMD] sezzer(14) => /l 16 m
23:28:26 | [LOCAL]iYasinBey(8): neyse knk çýkýyon mu yoksa alemleremi akak
23:28:26 | [CMD] iYasinBey(8) => /l neyse knk çýkýyon mu yoksa alemleremi akak
23:28:27 | [LOCAL]ibrahimkk(6): benim babamin ucagi var olum
23:28:27 | [CMD] ibrahimkk(6) => /l benim babamin ucagi var olum
23:28:27 | [CMD] HeRquL(7) => /atamir
23:28:29 | [LOCAL]ibrahimkk(6): bb 
23:28:29 | [CMD] ibrahimkk(6) => /l bb 
23:28:32 | [LOCAL]ibrahimkk(6): :D
23:28:32 | [CMD] ibrahimkk(6) => /l :D
23:28:33 | [LOCAL]iYasinBey(8): bb
23:28:33 | [CMD] iYasinBey(8) => /l bb
23:28:36 | [LOCAL]iYasinBey(8): ne zaman gircne
23:28:36 | [CMD] iYasinBey(8) => /l ne zaman gircne
23:28:37 | [eN]Overlord(12): herkül
23:28:37 | [LOCAL]ibrahimkk(6): yarin akcaz
23:28:37 | [CMD] ibrahimkk(6) => /l yarin akcaz
23:28:39 | [LOCAL]ibrahimkk(6): yarin
23:28:39 | [CMD] ibrahimkk(6) => /l yarin
23:28:39 | [eN]Overlord(12): kovala beni bebeyim
23:28:41 | [LOCAL]iYasinBey(8): tm 
23:28:41 | [CMD] iYasinBey(8) => /l tm 
23:28:43 | [LOCAL]iYasinBey(8): bb
23:28:43 | [CMD] iYasinBey(8) => /l bb
23:28:43 | [LOCAL]ibrahimkk(6): ama 7 de
23:28:43 | [CMD] ibrahimkk(6) => /l ama 7 de
23:28:46 | [LOCAL]ibrahimkk(6): bb
23:28:46 | [CMD] ibrahimkk(6) => /l bb
23:28:48 | [CMD] ibrahimkk(6) => /adminol
23:28:50 | [CMD] ibrahimkk(6) => /adminol
23:28:51 | [LOCAL]ibrahimkk(6): bb aeo
23:28:51 | [CMD] ibrahimkk(6) => /l bb aeo
23:28:53 | ibrahimkk(6): aeo 
23:28:53 | ibrahimkk(6): bb
23:28:54 | iYasinBey(8): bb
23:28:56 | [CMD] ibrahimkk(6) => /adminol
23:29:0 | iYasinBey(8): bb
23:29:0 | [LOCAL]xqHost(10): kaç basýyo o
23:29:0 | [CMD] xqHost(10) => /l kaç basýyo o
23:29:0 | ibrahimkk(6): para poh deyil
23:29:2 | [LOCAL]xqHost(10): sentinel
23:29:2 | [CMD] xqHost(10) => /L sentinel
23:29:3 | ibrahimkk(6): para paradir
23:29:5 | [LOCAL]sezzer(14): 144
23:29:5 | [CMD] sezzer(14) => /l 144
23:29:7 | ibrahimkk(6): poh da poh dur
23:29:9 | [LOCAL]xqHost(10): bide modifiye açýsýndan dedim
23:29:9 | [CMD] xqHost(10) => /l bide modifiye açýsýndan dedim
23:29:10 | ibrahimkk(6): anlarsin ya :D
23:29:12 | [eN]Overlord(12): atsana cným
23:29:13 | ibrahimkk(6): hadi bb
23:29:13 | iYasinBey(8): :D
23:29:14 | [LOCAL]xqHost(10): sunrise iyi oluyomuþ
23:29:14 | [CMD] xqHost(10) => /l sunrise iyi oluyomuþ
23:29:15 | ibrahimkk(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:29:16 | iYasinBey(8): 100m
23:29:17 | [CMD] HeRquL(7) => /atamir
23:29:19 | iYasinBey(8): çýktý
23:29:19 | [eN]Overlord(12): yassij
23:29:21 | [eN]Overlord(12): yasin
23:29:22 | iYasinBey(8): :d
23:29:23 | iYasinBey(8): efm
23:29:24 | [eN]Overlord(12): o kadar paran var
23:29:27 | [eN]Overlord(12): kardeþ biraz ateþle
23:29:27 | iYasinBey(8): atmam
23:29:30 | [LOCAL]sezzer(14): ha sentinel in modifiyesi yok bi jant var bide renk nitro
23:29:30 | [CMD] sezzer(14) => /l ha sentinel in modifiyesi yok bi jant var bide renk nitro
23:29:33 | [CMD] HeRquL(7) => /atamir
23:29:37 | iYasinBey(8): çimriyim mc ibrahim taklit
