0:0:1 | nik0tin(9): kenidiniz bulmanýz grekiyor 
22:2:58 | Hic(7): Hiç önceden sevgilin oldumu
22:3:9 | TIRCI(10): ettým kabul olmadý be
22:3:15 | Hic(7): ?
22:3:16 | [CMD] TIRCI(10) => /saplakat
22:3:23 | TIRCI(10): olamdý yaný 
22:3:27 | HeRquL(8): Bana onun Rehberliðni yapabilir misin peki
22:3:28 | [CMD] TIRCI(10) => /saplakat
22:3:33 | Konyali42(14): :D
22:3:34 | Hic(7): HeRquL Sen Karizma Adamsýn Senin Olmuþdur.
22:3:36 | Hic(7): Aga bee
22:3:48 | Hic(7): Eski sevgilini bi cümle ile anlatsanýza.
22:3:54 | HeRquL(8): eskiden hýzlý vakitler di
22:4:3 | CcCAtakan1907(12): vakit çalan knk
22:4:4 | TIRCI(10): hýc bana ayarlasana býtane :D
22:4:7 | Hic(7): Ben Þöyle Anlatayým
22:4:8 | Konyali42(14): bir cümle ile ... yok :D
22:4:16 | Hic(7): Misafir Çocuðu Gibiydin,
22:4:25 | Hic(7): Geldin,Daðýttýn Ve Gittin
22:4:27 | [LOCAL]CcCAtakan1907(12): 12k ho :D
22:4:27 | [CMD] CcCAtakan1907(12) => /l 12k ho :D
22:4:30 | [CMD] CcCAtakan1907(12) => /work
22:4:34 | [LOCAL]HeRquL(8): aa eyv :D
22:4:34 | [CMD] HeRquL(8) => /l aa eyv :D
22:4:36 | [CMD] TIRCI(10) => /dus
22:4:43 | [LOCAL]CcCAtakan1907(12): sýnýr 3skor :D
22:4:43 | [CMD] CcCAtakan1907(12) => /l sýnýr 3skor :D
22:4:49 | [CMD] TIRCI(10) => /hayatziplamasý
22:4:53 | [CMD] HeRquL(8) => /duyuru ~r~cok kaprisli cok
22:4:59 | [CMD] TIRCI(10) => /hayatziplamasi
22:5:8 | Konyali42(14): bu cümleden sonra tüm sv susdu :d
22:5:8 | Hic(7): Benden size bi söz
22:5:10 | [LOCAL]CcCAtakan1907(12): bi dk geliyom mutfapa gidip
22:5:10 | [CMD] CcCAtakan1907(12) => /l bi dk geliyom mutfapa gidip
22:5:10 | [LOCAL]HeRquL(8): ayn 
22:5:10 | [CMD] HeRquL(8) => /l ayn 
22:5:22 | TIRCI(10): sevgýlýnýzýn kýz arkadasýný ban ayapýn :D
22:5:27 | Hic(7): Ölmeyi çoktan göze ladým ama yanýmda kimleri götüreceðimi düþünüyorum
22:5:29 | [CMD] TIRCI(10) => /hayatziplamasi
22:5:32 | Hic(7): aldým*
22:5:39 | TIRCI(10): o
22:5:45 | HeRquL(8): @10  sunucunun adý izdivaç mý yazýyoer ASD:ASD,
22:5:47 | TIRCI(10): hic den efso kazýk sozler
22:6:3 | Hic(7): Alper sana evlilik teklifi edicem bak
22:6:3 | [CMD] TIRCI(10) => /hayatziplamasi
22:6:16 | [CMD] TIRCI(10) => /animkapat
22:6:21 | Konyali42(14): ablan star bebegim :D
22:6:30 | [CMD] HeRquL(8) => /duyuru ~g~hic ustad'dan manevi sozler kitabý 2.baski cikti
22:6:32 | TIRCI(10): cýkar cýcek :D
22:6:40 | CcCAtakan1907(12): maicon kýrmýzý kart yedi
22:6:40 | [CMD] Konyali42(14) => /asay Istek Sarki Olmadigi Için Rastgele Açilmistir...
22:6:41 | CcCAtakan1907(12): :D
22:6:47 | [CMD] TIRCI(10) => /saklan
22:6:51 | Hic(7): Gel beraber alalým nefesimizi sevdiðim.Sensiz Boðazýmdn geçmiyor.Gel ve Hayatýmda.Benimler Evlenir misin ?
22:6:51 | CcCAtakan1907(12): gs elendi
22:6:52 | HeRquL(8): ohh þifa olsun yesin yesin
22:7:7 | HeRquL(8): hadi bakalým yasin
22:7:12 | Konyali42(14): aga maicon bu ara salakladi
22:7:13 | [CMD] AleynaWitch(6) => /asiriyuk
22:7:13 | TIRCI(10): o ben bunu cýkarmsýn dýye degýstýrcem kulanayým :D
22:7:21 | [CMD] TIRCI(10) => /animkapat
22:7:25 | [CMD] HeRquL(8) => /uyar 14 uslup
22:7:27 | Konyali42(14): serdar cok formda allah nazardan saklasin
22:7:40 | Hic(7): Ben seni bu yaþýnda yaþamýnýn tam ortasýnde öylesine deðil ölesiye seviyorum Benimle Evlenir misin ?
22:7:50 | HeRquL(8): @7 hangi siteden araþtýrýyon
22:7:54 | CcCAtakan1907(12): :D
22:8:2 | Hic(7): Link yasak deðilmi 
22:8:7 | Hic(7): Pm den atammý ?
22:8:8 | HeRquL(8): yasak
22:8:9 | Konyali42(14): hic joni öyle demiyor ama :D
22:8:11 | HeRquL(8): yok 
22:8:13 | Hic(7): Ok
22:8:21 | [LOCAL]CcCAtakan1907(12): bi tamirlesene þunu :D
22:8:21 | [CMD] CcCAtakan1907(12) => /l bi tamirlesene þunu :D
22:8:24 | [CMD] TIRCI(10) => /araba
22:8:24 | Hic(7): Güzel sözler yaz çýkar
22:8:29 | [LOCAL]CcCAtakan1907(12): beleþe
22:8:29 | [CMD] CcCAtakan1907(12) => /l beleþe
22:8:31 | [CMD] Konyali42(14) => /tamir
22:8:34 | HeRquL(8): sins abiye link attým adam diðer videoda iççek 
22:8:35 | [KAMYONCU] Konyali42, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 730 Saniye
22:8:40 | [CMD] Konyali42(14) => /work
22:8:40 | [CMD] HeRquL(8) => /atamir
22:8:48 | [CMD] TIRCI(10) => /kemer
22:8:51 | CcCAtakan1907(12): sins bey bizim türk yiyceklerini tadmýþ
22:8:52 | Hic(7): Korkun kadar kaçar cesaretin kadar savaþýrsýn !
22:8:52 | [CMD] HeRquL(8) => /fuel
22:8:59 | Konyali42(14): ekmegi elden y.. kelden yiyecen :D
22:9:1 | TIRCI(10): hýc gel yený aracýla kulusturle gezelým 
22:9:8 | Hic(7): Tok Ýnsanlarý sevin.
22:9:11 | [CMD] HeRquL(8) => /uyar 14 uslup x2
22:9:23 | Konyali42(14): tmm susdum :d
22:9:34 | Hic(7): Çünkü gözü aç bir insanýn karný asla,nefis aç bir insanýn kalbi Aþkla doymaz.
22:9:36 | [CMD] TIRCI(10) => /modifiye
22:9:39 | [CMD] Konyali42(14) => /dtemizle
22:9:41 | [CMD] HeRquL(8) => /d yapma böyle koca yara* pardon yürekli dj 
22:9:46 | CcCAtakan1907(12): tm sýktý knk
22:9:50 | [CMD] Hic(7) => /kemer
22:9:50 | [CMD] Konyali42(14) => /d :D
22:9:50 | CcCAtakan1907(12): :D
22:9:56 | CcCAtakan1907(12): yeter laf laf laf
22:9:57 | Hic(7): Az kültürlen olm
22:10:5 | [CMD] CcCAtakan1907(12) => /R susturuldum gene
22:10:7 | [CMD] Konyali42(14) => /asay Istek Sarki Olmadigi Için Rastgele Açilmistir...
22:10:9 | [CMD] Hic(7) => /sac
22:10:11 | [CMD] Konyali42(14) => /asay Istek Sarki Için " /isteksarki <id>" Komutu Ile Bize Bildirebilirsiniz...
22:10:11 | [CMD] CcCAtakan1907(12) => /R kendi kendine susturuluyom
22:10:13 | [CMD] Konyali42(14) => /asay Forum Sayfamiz: trucksamp.com/forum
22:10:14 | [CMD] Konyali42(14) => /asay Ts3 adresimiz ts3.trucksamp.com
22:10:16 | [CMD] Hic(7) => /duyuru The best song
22:10:24 | [CMD] Hic(7) => /duyuru /sac /sac /sac
22:10:24 | TIRCI(10): fazla kultur býseye býsey 
22:10:25 | [CMD] HeRquL(8) => /r hmm oyun sana odunu veriyýr
22:10:26 | [CMD] CcCAtakan1907(12) => /work
22:10:39 | [CMD] CcCAtakan1907(12) => /R 1 sn sustururmusun
22:10:41 | [CMD] Hic(7) => /r Herqul /duyuruda nasýl renkli yazýyonuz
22:10:48 | [CMD] HeRquL(8) => /mute 12 2 bug
22:10:58 | Hic(7): Titrettin beni titrettin !
22:11:7 | [CMD] CcCAtakan1907(12) => /r ~g~ ile mi yoksa  gibi mi
22:11:12 | [CMD] CcCAtakan1907(12) => /r ~g~ ile mi yoksa {00f f00} gibi mi
22:11:13 | [LOCAL]TIRCI(10): sýtalýno mu bu mu daha guzel hýzlý falan ýste herseyýyle 
22:11:13 | [CMD] TIRCI(10) => /l sýtalýno mu bu mu daha guzel hýzlý falan ýste herseyýyle 
22:11:14 | [CMD] Hic(7) => /r Yoska kod ilemi
22:11:15 | [CMD] HeRquL(8) => /r ney 
22:11:23 | Kemer(9) oyuna girdi [IP: 5.176.186.19]
22:11:26 | [LOCAL]Hic(7): Stallion daha iyi
22:11:26 | [CMD] Hic(7) => /l Stallion daha iyi
22:11:30 | CcCAtakan1907(12): .
22:11:37 | 
22:11:42 | {FFCC00}Kemer(9) Otobus Soforu olarak spawn oldu.
22:11:42 | [CMD] Hic(7) => /duyuru ~r~ deneme
22:11:43 | [CMD] CcCAtakan1907(12) => /r /duyuru renkli yazma soruyo
22:11:48 | [CMD] Kemer(9) => /admins
22:11:51 | [CMD] Hic(7) => /r Asay2 deki gibi
22:11:55 | [CMD] HeRquL(8) => /r sana ne lazým
22:11:56 | TIRCI(10): . koysan koca deneme yazcana
22:12:0 | Konyali42(14): bir deneme gördüm sanki
22:12:3 | [CMD] CcCAtakan1907(12) => /r hee ~g~ gibi dimi avni
22:12:8 | Hic(7): Evet evet bir deneme gördüm
22:12:13 | [CMD] Hic(7) => /r Aynen qnq
22:12:15 | Konyali42(14): :d
22:12:16 | [CMD] AleynaWitch(6) => /tamir
22:12:16 | [CMD] HeRquL(8) => /odul lslv
22:12:17 | [CMD] CcCAtakan1907(12) => /R ok
22:12:22 | [CMD] HeRquL(8) => /odul lssf
22:12:25 | Konyali42(14): en güzel cizgi filmlerdi be
22:12:28 | [CMD] HeRquL(8) => /odul  lvls
22:12:29 | [CMD] HeRquL(8) => /odul  lvls
22:12:29 | [CMD] HeRquL(8) => /odul  lvlst
22:12:32 | Hic(7): O kadar çalýþýyo adamlar haketti
22:12:34 | TIRCI(10): lssf atýyo býze atmýyo sýke var 
22:12:43 | [CMD] CcCAtakan1907(12) => /l
22:12:44 | Hic(7): lvls neden 3 kere aldý hojam
22:12:47 | TIRCI(10): býzede
22:12:55 | [CMD] Kemer(9) => /koncoy
22:12:57 | [CMD] Kemer(9) => /koncoys
22:12:57 | HeRquL(8): o çünkü ikramiye aldý
22:12:59 | CcCAtakan1907(12): lv çalýþkan
22:12:59 | [CMD] Kemer(9) => /convoy
22:13:2 | Konyali42(14): lvls sendikali öbürleri harranli :D
22:13:3 | HeRquL(8): 23 Nisan ikramiyesai
22:13:8 | TIRCI(10): bende surerým tren 
22:13:18 | [LOCAL]CcCAtakan1907(12): ben bundan sonra çýkýcam
22:13:18 | [CMD] CcCAtakan1907(12) => /l ben bundan sonra çýkýcam
22:13:18 | HeRquL(8): @10 sürersen çarpýlýrsýn
22:13:21 | [LOCAL]HeRquL(8): tm 
22:13:21 | [CMD] HeRquL(8) => /l tm 
22:13:24 | [CMD] Konyali42(14) => /sirket
22:13:36 | Hic(7): :D
22:13:49 | [CMD] Konyali42(14) => /asay Istek Sarki Olmadigi Için Rastgele Açilmistir...
22:13:51 | [CMD] Konyali42(14) => /asay Istek Sarki Için " /isteksarki <id>" Komutu Ile Bize Bildirebilirsiniz...
22:13:55 | TIRCI(10): býzým 23 nýsanýmýz yokmu bugun denemeye gýrdým onun ýkramýseyý nolcak :D
22:14:4 | HeRquL(8):  #eniyiahiribenyaparim hashtag açsak tutar mý
22:14:10 | [eN]Overlord(11) oyuna girdi [IP: 95.13.66.238]
22:14:12 | Hic(7): Tutar bence
22:14:14 | [CMD] CcCAtakan1907(12) => /adminol
22:14:14 | [CMD] CcCAtakan1907(12) => /adminol
22:14:16 | Konyali42(14): tutar :d
22:14:16 | Hic(7): ßß
22:14:17 | Konyali42(14): bb
22:14:18 | TIRCI(10): bb
22:14:21 | HeRquL(8): ne tutar ama
22:14:23 | CcCAtakan1907(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:14:30 | 
22:14:40 | Hic(7): Oyunda en çok kalan rehber benim lo
22:14:43 | {FFCC00}[eN]Overlord(11) {FFFFFF}Kamyoncu olarak spawn oldu.
22:14:44 | [CMD] Hic(7) => /basarimlar
22:14:45 | [CMD] HeRquL(8) => /asay Araç res geliyor 
22:14:46 | [CMD] HeRquL(8) => /asay Araç res geliyor 
22:14:48 | [CMD] HeRquL(8) => /asay Araç res geliyor 
22:14:53 | [CMD] HeRquL(8) => /respawncars
22:14:54 | [eN]Overlord(11): kim neyi tutuyor beyler
22:14:55 | Konyali42(14): atakan gitti hemen böyle dersin D:D
22:14:57 | [CMD] HeRquL(8) => /cleanupcars
22:15:0 | Hic(7): :d
22:15:6 | [CMD] [eN]Overlord(11) => /d istek var m
22:15:7 | Hic(7): Ayh Ego geldi bana
22:15:7 | Konyali42(14): hastag aciyoruz
22:15:10 | [CMD] Kemer(9) => /admins
22:15:12 | [CMD] Konyali42(14) => /d yok ama sarki var
22:15:17 | [CMD] [eN]Overlord(11) => /D bitince söyler msn
22:15:19 | HeRquL(8): Kemer geldi
22:15:19 | [CMD] [eN]Overlord(11) => /araba
22:15:21 | [CMD] Konyali42(14) => /c tabiki
22:15:24 | Hic(7): #eniyiahiribenyaparim
22:15:26 | [CMD] Konyali42(14) => /d tabiki
22:15:27 | HeRquL(8):  /kemer yaz
22:15:35 | [eN]Overlord(11): grev yapýyorum
22:15:36 | [CMD] [eN]Overlord(11) => /kemer
22:15:39 | Hic(7): @9 Seni nereye takýyoz
22:15:45 | Kemer(9):  /kemer inizi takmayý unutmayýn.
22:15:54 | [CMD] Konyali42(14) => /d bitti ac
22:16:2 | [eN]Overlord(11): Sponsored by Volvo
22:16:7 | [CMD] Hic(7) => /duyuru ~r~ Guvenliginiz icin /kemer
22:16:11 | [CMD] Kemer(9) => /admins
22:16:14 | [CMD] Kemer(9) => /admins
22:16:29 | Hic(7): Bi erik dalý açýnda oynayak yaw
22:16:32 | [CMD] Hic(7) => /tamir
22:16:34 | [CMD] Kemer(9) => /admins
22:16:38 | Konyali42(14): hocam boks kemeri de olurmu :d
22:16:40 | [CMD] [eN]Overlord(11) => /asay Ýstek þarký olmadýðý için Rastgele þarký açýlmýþtýr.
22:16:40 | Hic(7): Obaaw
22:16:41 | [CMD] Kemer(9) => /skapat
22:16:43 | [LOCAL]TIRCI(10): bundan sýkýldýysan baska arac kullanýrmýsýn aga 
22:16:43 | [CMD] TIRCI(10) => /l bundan sýkýldýysan baska arac kullanýrmýsýn aga 
22:16:44 | [CMD] [eN]Overlord(11) => /sac
22:16:49 | [eN]Overlord(11): erik yok bu var yenni?
22:16:50 | [LOCAL]Hic(7): Yok reis bu iyi
22:16:50 | [CMD] Hic(7) => /l Yok reis bu iyi
22:16:54 | Konyali42(14): :D
22:16:55 | [CMD] [eN]Overlord(11) => /kemer
22:16:57 | Hic(7): Gazoz içecenmi Over ?
22:17:0 | [eN]Overlord(11): olur
22:17:12 | Hic(7): Dýn dýrý dýrý dýrý
22:17:16 | [CMD] [eN]Overlord(11) => /kemer
22:17:18 | [CMD] [eN]Overlord(11) => /tamir
22:17:18 | Hic(7): Viyu viyu viyu
22:17:20 | [CMD] [eN]Overlord(11) => /kemer
22:17:21 | Hic(7): Dilililili
22:17:22 | [CMD] Kemer(9) => /admins
22:17:25 | Konyali42(14): gazoz dediniz durun ben bi elmali gazoz alayim görevi bitirdikden sonra :d
22:17:29 | Hic(7): Rehber Kudurdu :D
22:17:29 | TIRCI(10): :D
22:17:32 | HeRquL(8): niðfde gazozu lütfen
22:17:40 | [CMD] [eN]Overlord(11) => /modifiye
22:17:47 | TIRCI(10): nýðde kýzý lutfen :D
22:17:49 | Hic(7): Bana Nuri Gazozundan verin
22:18:6 | Konyali42(14): over 800 ping :d
22:18:8 | TIRCI(10): bana ne olursa olsun verýn 
22:18:14 | [eN]Overlord(11): sponsored by nuri alço
22:18:19 | Hic(7): Strýkenin evvide ne güzel yerdeymiþ yaw
22:18:29 | HeRquL(8): 20m villa satýyorum
22:18:33 | TIRCI(10): tam bý zengýn evý 
22:18:40 | [CMD] Hic(7) => /duyuru ~g~ Gazoz icermisin ?
22:18:41 | HeRquL(8): alacak varmý
22:18:41 | Konyali42(14): teknolojimi herqul
22:18:42 | TIRCI(10): herqul benden 10m ye aldýn :D
22:18:43 | [CMD] HeRquL(8) => /pmoff
22:18:51 | [eN]Overlord(11): @8 lv veya sf demi?
22:18:51 | [CMD] HeRquL(8) => /r olum o kadar da spamlama duyuru yu
22:18:52 | [KAMYONCU] AleynaWitch, Kastamonu Munko Sunta AS'den Blueberry Truck Terminal'e Pano tasidi. Kazanc: 18771$, 1 Skor ve 5 EXP Sure: 558 Saniye
22:18:53 | [CMD] [eN]Overlord(11) => /tamir
22:18:57 | Hic(7): r Ok
22:19:0 | HeRquL(8): ls sahil
22:19:3 | [CMD] HeRquL(8) => /cc
22:19:3 | [CMD] Hic(7) => /r Ok
22:19:6 | TIRCI(10): ls de
22:19:7 | [CMD] Hic(7) => /tamir
22:19:8 | [eN]Overlord(11): biliyorm orayý
22:19:9 | HeRquL(8): ls sahil
22:19:10 | [CMD] Kemer(9) => /admins
22:19:10 | Konyali42(14): nasil bi ev
22:19:13 | HeRquL(8): villa
22:19:16 | TIRCI(10): kotu kucuk 
22:19:20 | HeRquL(8): küçük dfeðil
22:19:21 | Konyali42(14): olaganüstümü teknolojimi
22:19:22 | TIRCI(10): ben san guzelýný satayým 
22:19:26 | [eN]Overlord(11): ev gereksiz ya
22:19:27 | TIRCI(10): výlla
22:19:28 | HeRquL(8): yok lüks villa
22:19:29 | Hic(7): Aynen
22:19:31 | [eN]Overlord(11): ev gereksiz ya
22:19:34 | Konyali42(14): kac para normal villa
22:19:34 | [KAMYONCU] Konyali42, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 512 Saniye
22:19:35 | TIRCI(10): neyý luks yav 
22:19:37 | HeRquL(8): ekmeðimden olacam susun
22:19:41 | Hic(7): :d
22:19:45 | TIRCI(10): :D
22:19:47 | [CMD] Hic(7) => /tamir
22:19:52 | [eN]Overlord(11): Villalar erbat almayýn
22:19:55 | TIRCI(10): guzel elestýrýyom dýmý 
22:20:0 | TIRCI(10): ebncede
22:20:4 | Hic(7): Oyunda olmayan rehberler vurduruyordu net
22:20:4 | [CMD] Kemer(9) => /convoy
22:20:5 | TIRCI(10): ben sattým 
22:20:6 | Konyali42(14): ben bi elmali gazoz kapar :d
22:20:7 | [eN]Overlord(11): bi villa aldým garaj yapacaktým sýðmadý
22:20:7 | [CMD] Konyali42(14) => /afk
22:20:10 | [CMD] Kemer(9) => /admins
22:20:22 | HeRquL(8): konyalý sen bakma onlara hayatýnda villa yüzü görmemiþler kötülüyor
22:20:26 | AleynaWitch(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:20:31 | [eN]Overlord(11): 3 motor zor sýðýyor villaya
22:20:33 | TIRCI(10): ben villa aldým inanmassýnýz 30m ye sattým :D
22:20:36 | Hic(7): Kýzda çýktý
22:20:42 | Hic(7): Kaldýk Erkek Erkeðe
22:20:44 | [eN]Overlord(11): havuza jetmax koyacaktým sýðmadý
22:20:49 | [CMD] Kemer(9) => /admins
22:20:53 | [CMD] HeRquL(8) => /rescue
22:20:58 | TIRCI(10): puh sýgmayor 
22:21:3 | Hic(7): Benim evin üstündede Hydra var
22:21:6 | [CMD] HeRquL(8) => /veh
22:21:7 | [CMD] Hic(7) => /tamir
22:21:13 | [CMD] HeRquL(8) => /veh
22:21:21 | TIRCI(10): goster abkayým evýný gorem haydarýný 
22:21:30 | Hic(7): Gel
22:21:34 | Hic(7): Ahýrda benim evv
22:21:37 | [CMD] HeRquL(8) => /slap 8
22:21:40 | TIRCI(10): :D
22:21:48 | [CMD] HeRquL(8) => /veh
22:21:55 | [CMD] Kemer(9) => /admins
22:21:58 | [CMD] HeRquL(8) => /slap 8
22:21:59 | Bugi(6) oyuna girdi [IP: 95.10.1.228]
22:22:1 | [CMD] [eN]Overlord(11) => /asay Ýstek þarký olmadýðý için Rastgele þarký açýlmýþtýr.
22:22:8 | [CMD] HeRquL(8) => /cleanupcars
22:22:10 | Hic(7): Gel sahilde çekirdek çitleyek
22:22:11 | [eN]Overlord(11): güldük eðlendik þimdi biraz 
22:22:17 | [CMD] HeRquL(8) => /car hotring racer 3 2 2
22:22:20 | TIRCI(10): cek saga :D
22:22:23 | [CMD] HeRquL(8) => /cleanupcars
22:22:24 | [eN]Overlord(11): beyler sahilde buluþuyoruz 
22:22:25 | TIRCI(10): abe
22:22:29 | [CMD] HeRquL(8) => /car infernus 2 2
22:22:29 | TIRCI(10): bekle cekcem 
22:22:32 | {FFCC00}Bugi(6) Otobus Soforu olarak spawn oldu.
22:22:32 | Hic(7): Direk denize atladým olur mu ?
22:22:35 | {FFCC00}Bugi(6) Otobus Soforu olarak spawn oldu.
22:22:41 | Hic(7): Bugi bugi
22:22:45 | Hic(7): Dýn dýn dýn dýn
22:22:51 | Hic(7): Hadi la ölcem
22:22:54 | [CMD] HeRquL(8) => /araba
22:23:0 | [CMD] Kemer(9) => /admins
22:23:9 | [CMD] HeRquL(8) => /cantazele
22:23:10 | Hic(7): Boðuluyom glu glu
22:23:14 | [CMD] HeRquL(8) => /cleanupcars
22:23:16 | [CMD] TIRCI(10) => /araba
22:23:19 | [CMD] HeRquL(8) => /meslek
22:23:20 | [ANTIHACK] Þüpheli Hic(7) => Airbreak-hack
22:23:20 | {FFCC00}HeRquL(8) {FFFFFF}Kamyoncu olarak spawn oldu.
22:23:21 | Bugi(6) 60 saniye içinde giriþ yapmadýðý için tekmelendi
22:23:21 | Bugi(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:23:22 | Hic(7): Eyw
22:23:24 | TIRCI(10): :D
22:23:28 | [CMD] Hic(7) => /tamir
22:23:29 | [CMD] HeRquL(8) => /car infernus 2 2
22:23:34 | [CMD] HeRquL(8) => /cleanupcars
22:23:37 | [CMD] TIRCI(10) => /kemer
22:23:38 | [CMD] Hic(7) => /kemer
22:23:44 | HeRquL(8): sizde araçlara biniyor mu
22:23:49 | [eN]Overlord(11) oyundan cIktI (Hata/Crash) (IP: 95.13.66.238)
22:23:50 | Hic(7): Binio
22:23:53 | [CMD] Hic(7) => /tamir
22:23:58 | HeRquL(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:24:25 | HeRquL(6) oyuna girdi [IP: 91.93.111.21]
22:24:31 | [CMD] Kemer(9) => /admins
22:24:36 | TIRCI(10): cekýordek almayý unutuuk
22:24:36 | 
22:24:38 | {FFCC00}HeRquL(6) {FFFFFF}Kamyoncu olarak spawn oldu.
22:24:44 | [CMD] HeRquL(6) => /admgiris
22:24:45 | [CMD] Kemer(9) => /admins
22:24:47 | Hic(7): Var bende pnp
22:24:51 | [CMD] HeRquL(6) => /dtemizle
22:25:5 | [CMD] Kemer(9) => /admins
22:25:5 | TIRCI(10): surda olsa picamalý kýzlar 
22:25:21 | HeRquL(6): @10 bu ilgi merak ne böyle
22:25:28 | Hic(7): Aynen yaw
22:25:29 | TIRCI(10): :D
22:25:40 | [CMD] Hic(7) => /sandalyeotur
22:25:41 | HeRquL(6): ergenliðe mi girdin noldu 2 günde
22:25:48 | [CMD] Hic(7) => /animkapat
22:25:51 | [CMD] Hic(7) => /animlist
22:25:53 | TIRCI(10): :D
22:25:58 | [CMD] TIRCI(10) => /uzan 
22:26:2 | [CMD] Kemer(9) => /work
22:26:5 | [CMD] TIRCI(10) => /cekirdek
22:26:6 | [CMD] Hic(7) => /sarjor
22:26:10 | [CMD] Hic(7) => /sarjor deagle
22:26:12 | [CMD] Hic(7) => /sarjor deagle
22:26:14 | [CMD] TIRCI(10) => /yagmurduasý
22:26:16 | [CMD] Hic(7) => /sarjor smg
22:26:19 | [CMD] Hic(7) => /sarjor ak
22:26:20 | [CMD] TIRCI(10) => /animlist
22:26:25 | [CMD] Hic(7) => /silahcek
22:26:32 | [CMD] Hic(7) => /animkapat
22:26:32 | [CMD] HeRquL(6) => /r þuna bir kýzwerine
22:26:38 | [CMD] TIRCI(10) => /yagmurdusaý
22:26:38 | [CMD] Hic(7) => /r Banadawerine
22:26:42 | [CMD] Hic(7) => /r :D
22:26:47 | [CMD] TIRCI(10) => /yagmurduasi
22:26:47 | [CMD] Hic(7) => /yat
22:26:51 | [CMD] TIRCI(10) => /yagmurduasi
22:26:55 | [CMD] Hic(7) => /uzan
22:26:56 | [CMD] HeRquL(6) => /r fabrika mý bu sipariþe göre verek
22:27:1 | [CMD] TIRCI(10) => /animkapat
22:27:10 | Hic(7): Týrcý
22:27:14 | [CMD] TIRCI(10) => /yagmurduasi
22:27:15 | TIRCI(10): efm
22:27:16 | Hic(7): Sana karý alacam
22:27:22 | [CMD] Kemer(9) => /admins
22:27:26 | HeRquL(6): @10 ahýrlý olsun mu
22:27:26 | TIRCI(10): sana telefon alacam 
22:27:34 | Hic(7): Hadi ahýrlý olsun
22:27:35 | Kemer(9): size kemer alýcam
22:27:40 | TIRCI(10): :D
22:27:42 | Hic(7): Hemide takmalý
22:27:45 | TIRCI(10): sýze týr alacam 
22:27:48 | [CMD] Hic(7) => /animkapat
22:27:50 | hzpekmez(8) oyuna girdi [IP: 95.10.227.6]
22:27:51 | TIRCI(10): hemde motorlu
22:27:55 | Hic(7): Size hiç biþet almicam
22:27:57 | Hic(7): biþey*
22:28:6 | [CMD] Hic(7) => /dus
22:28:9 | Jodor(11) oyuna girdi [IP: 88.226.204.51]
22:28:10 | 
22:28:11 | [CMD] TIRCI(10) => /animkapat
22:28:13 | Hic(7): Öldüm þa
22:28:15 | Hic(7): la*
22:28:18 | HeRquL(6): evet villa satýyorum 
22:28:19 | hzpekmez(8) Yol Iscisi olarak spawn oldu.
22:28:19 | TIRCI(10): :D
22:28:20 | [CMD] HeRquL(6) => /pmoff
22:28:21 | 
22:28:23 | [CMD] Hic(7) => /animkapat
22:28:23 | {FFCC00}Jodor(11) {FFFFFF}Kamyoncu olarak spawn oldu.
22:28:25 | Hic(7): böðð
22:28:26 | [CMD] Kemer(9) => /admins
22:28:26 | [CMD] Jodor(11) => /sa
22:28:26 | TIRCI(10): gel kaldýrayým 
22:28:28 | [CMD] TIRCI(10) => /as
22:28:28 | [CMD] HeRquL(6) => /as
22:28:29 | [CMD] Kemer(9) => /as
22:28:32 | Hic(7): Aleyküm Selam.
22:28:33 | [CMD] TIRCI(10) => /dus
22:28:38 | [CMD] Jodor(11) => /srespawncars
22:28:39 | HeRquL(6): villa alacaklar söylesin
22:28:41 | [CMD] TIRCI(10) => /kalk
22:28:41 | HeRquL(6): çekeyim
22:28:47 | [CMD] Jodor(11) => /sirket
22:28:50 | [CMD] hzpekmez(8) => /araclarim
22:28:50 | [HB]MENGI(12) oyuna girdi [IP: 94.122.130.227]
22:28:56 | [CMD] hzpekmez(8) => /aracgetir
22:28:59 | [SirketCHT] Jodor(11): ! konyalý
22:29:0 | Hic(7): Satýlýkmýþ lo burasý
22:29:0 | 
22:29:1 | [CMD] hzpekmez(8) => /yardim
22:29:3 | TIRCI(10): ben ama 400k ya okadar var
22:29:6 | {FFCC00}[HB]MENGI(12) Otobus Soforu olarak spawn oldu.
22:29:14 | [CMD] TIRCI(10) => /animkapat
22:29:16 | [CMD] Jodor(11) => /sirketdorse
22:29:18 | [CMD] HeRquL(6) => /aka 12
22:29:18 | TIRCI(10): hýc cek 
22:29:18 | [CMD] [HB]MENGI(12) => /MOTOR
22:29:29 | [CMD] [HB]MENGI(12) => /WORK
22:29:30 | (BANKA) Kemer(9) 2203 nolu banka hesabina 4000000$ yatirdi.
22:29:31 | Hic(7): Kendime çekemem + sebepsiz yere çekemem
