0:0:3 | [CMD] Jodor(16) => /vtamir
22:19:33 | [CMD] CcCAtakan1907(23) => /meslek
22:19:34 | {FFCC00}CcCAtakan1907(23) {FFFFFF}Kamyoncu olarak spawn oldu.
22:19:37 | [CMD] TIRCI(9) => /as
22:19:37 | [CMD] nik0tin(13) => /d öd 
22:19:39 | [CMD] CcCAtakan1907(23) => /melske
22:19:45 | [CMD] sezzer(0) => /pm 23 ben bitiktirmiyom knk her akþam çekiyom
22:19:47 | [CMD] bay.potiy(17) => /sirket 
22:19:50 | [CMD] BeylerBeyi(12) => /d 92-362-23-31-1555
22:19:53 | [CMD] nik0tin(13) => /goto 10 
22:19:53 | [CMD] CcCAtakan1907(23) => /meslek
22:19:55 | {FFCC00}CcCAtakan1907(23) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:19:56 | [CMD] [eN]Overlord(7) => /pm 10 saygýlar
22:19:58 | [CMD] CcCAtakan1907(23) => /rescue
22:20:0 | [CMD] emre_cool(33) => /c hadi beylerbeyi hýzlý
22:20:5 | [CMD] emre_cool(33) => /c beylerbeyi
22:20:10 | [CMD] BeylerBeyi(12) => /c efendim
22:20:14 | [CMD] CcCAtakan1907(23) => /meslek
22:20:16 | {FFCC00}CcCAtakan1907(23) {FFFFFF}Kamyoncu olarak spawn oldu.
22:20:16 | [CMD] bay.potiy(17) => /rescue
22:20:20 | [CMD] BeylerBeyi(12) => /c tm
22:20:21 | [CMD] emre_cool(33) => /c sen beni þirketten atarmýsýn benden sýkýlýp
22:20:24 | [CMD] CcCAtakan1907(23) => /pm 0 full kassan varya ohoo
22:20:28 | [CMD] TIRCI(9) => /meslek
22:20:29 | [CMD] emre_cool(33) => /c sen beni þirketten atarmýsýn benden sýkýlýp atarmýsýn ?
22:20:30 | [CMD] BeylerBeyi(12) => /c yok atmam niye atiyim
22:20:36 | ibrahimkk(14) oyuna girdi [IP: 217.25.19.144]
22:20:36 | [CMD] [eN]Overlord(7) => /cevir
22:20:37 | [CMD] ozantr12345(8) => /araba
22:20:38 | {FFCC00}TIRCI(9) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:20:38 | [SirketCHT] cCc.Bayram.cCC(22): ! arac res
22:20:39 | [CMD] emre_cool(33) => /c bilmiyom bazýlarý öyle
22:20:39 | [eN]Overlord(7): Admin
22:20:41 | [eN]Overlord(7): acil help
22:20:41 | nik0tin(13): Evet
22:20:42 | [CMD] cCc.Bayram.cCC(22) => /sirket
22:20:43 | [eN]Overlord(7): týr yere gömüldü
22:20:43 | [CMD] ozantr12345(8) => /tamir
22:20:44 | [CMD] bay.potiy(17) => /rescue
22:20:44 | [CMD] BrownCute(25) => /kemer
22:20:45 | [CMD] [eN]Overlord(7) => /cevir
22:20:46 | [CMD] [eN]Overlord(7) => /cevir
22:20:47 | 
22:20:47 | nik0tin(13): Sorun nedir 
22:20:47 | [CMD] BeylerBeyi(12) => /c bana bi zararýn yok aksine faydan var
22:20:49 | {FFCC00}ibrahimkk(14) {FFFFFF}Kamyoncu olarak spawn oldu.
22:20:50 | [CMD] cCc.Bayram.cCC(22) => /work
22:20:50 | [CMD] nik0tin(13) => /goto 7 
22:20:51 | [CMD] sezzer(0) => /c baþlatcan mý
22:20:51 | ibrahimkk(14): admin
22:20:52 | [eN]Overlord(7): týr yere gömüldü
22:20:56 | [CMD] CagatayBro(16) => /c gelecek var
22:20:56 | [CMD] cCc.Bayram.cCC(22) => /sirketdorse
22:20:57 | ibrahimkk(14): forum oyuncu sikayeti bakarmsin?
22:20:57 | [CMD] nik0tin(13) => /fly 
22:20:59 | [eN]Overlord(7): la
22:21:0 | Lucifer(27):  /cevir dene
22:21:0 | [CMD] emre_cool(33) => /c teþekkür ederin
22:21:3 | [CMD] cCc.Bayram.cCC(22) => /work
22:21:3 | [CMD] emre_cool(33) => /c teþekkür ederim
22:21:4 | ibrahimkk(14): forum oyuncu sikayeti bakarmsin?
22:21:4 | [LOCAL][eN]Overlord(7): olmuor
22:21:4 | [CMD] [eN]Overlord(7) => /L olmuor
22:21:6 | [CMD] bay.potiy(17) => /rescue
22:21:7 | [CMD] BeylerBeyi(12) => /c :)
22:21:7 | [CMD] nik0tin(13) => /dorseget 39 
22:21:8 | [CMD] TIRCI(9) => /rescue
22:21:10 | [LOCAL][eN]Overlord(7): görev gidiceq
22:21:10 | [CMD] [eN]Overlord(7) => /l görev gidiceq
22:21:11 | [CMD] nik0tin(13) => /dorseget 39 
22:21:12 | [CMD] ibrahimkk(14) => /admins
22:21:13 | [CMD] TIRCI(9) => /gobus
22:21:14 | ibrahimkk(14): selcuk abi
22:21:19 | [CMD] bay.potiy(17) => /sirketdorse
22:21:20 | Lucifer(27): Bakýyorum
22:21:22 | [CMD] BOZKURT545(29) => /convoy
22:21:22 | [CMD] TIRCI(9) => /araba
22:21:23 | [eN]Overlord(7): Allahu Ekber
22:21:23 | [LOCAL]nik0tin(13): bin 
22:21:23 | [CMD] nik0tin(13) => /l bin 
22:21:26 | ibrahimkk(14): ts den bana pm atarmisin?
22:21:26 | [CMD] Lucifer(27) => /musait
22:21:27 | [CMD] TIRCI(9) => /araba
22:21:27 | [CMD] HusO1(20) => /kae
22:21:29 | [CMD] HusO1(20) => /kar
22:21:30 | ibrahimkk(14): selcuk abi
22:21:31 | [CMD] emre_cool(33) => /c epey yaklaþtýn
22:21:31 | [LOCAL][eN]Overlord(7): ters týra nasýl binyim
22:21:31 | [CMD] [eN]Overlord(7) => /L ters týra nasýl binyim
22:21:33 | [CMD] sezzer(0) => /modifiye
22:21:33 | [LOCAL]nik0tin(13): düzelttim 
22:21:33 | [CMD] nik0tin(13) => /l düzelttim 
22:21:33 | [OTOBUSCU] aliturkak, San Fierro Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 1802 Saniye
22:21:35 | ibrahimkk(14): ts den bana pm atarmisin?
22:21:36 | [CMD] HusO1(20) => /kar
22:21:38 | aliturkak(31): ts den pm oluyo mu la
22:21:39 | [CMD] aliturkak(31) => /work
22:21:39 | [LOCAL][eN]Overlord(7): görev gitti zaten
22:21:39 | [CMD] [eN]Overlord(7) => /l görev gitti zaten
22:21:41 | [CMD] nik0tin(13) => /dorseget 39 
22:21:42 | [CMD] aliturkak(31) => /tamir
22:21:44 | [LOCAL][eN]Overlord(7): neyse eyvallah
22:21:44 | [CMD] [eN]Overlord(7) => /l neyse eyvallah
22:21:45 | [CMD] BeylerBeyi(12) => /c giiriþteyim
22:21:48 | [CMD] BOZKURT545(29) => /saa 12
22:21:48 | [LOCAL][eN]Overlord(7): bu arada
22:21:48 | [CMD] [eN]Overlord(7) => /l bu arada
22:21:49 | ozantr12345(8): ibrahim
22:21:52 | [CMD] BOZKURT545(29) => /saat 12
22:21:52 | [LOCAL]nik0tin(13): öd 
22:21:52 | [CMD] nik0tin(13) => /l öd 
22:21:53 | [LOCAL][eN]Overlord(7): JollyJokerVC kim
22:21:53 | [CMD] [eN]Overlord(7) => /l JollyJokerVC kim
22:21:54 | [CMD] BeylerBeyi(12) => /d 92-362-23-31-1555
22:21:54 | [CMD] [eN]Overlord(7) => /kemer
22:21:55 | ibrahimkk(14): cahil dersem bisi olurmu bana?
22:21:56 | [CMD] DOGUKAN67(30) => /rescue
22:21:57 | [CMD] TIRCI(9) => /kemer
22:21:58 | [CMD] emre_cool(33) => /cnereye gittin sen
22:21:59 | ibrahimkk(14): me
22:22:1 | ibrahimkk(14): ne?
22:22:1 | [CMD] emre_cool(33) => /c nereye gittin sen
22:22:1 | [CMD] CcCAtakan1907(23) => /pm 0 pingime bak hacý yav
22:22:2 | [CMD] DOGUKAN67(30) => /rescue
22:22:2 | [CMD] CagatayBro(16) => /work
22:22:5 | aliturkak(31): bence bulaþýr sana :D
22:22:9 | ibrahimkk(14): :D
22:22:11 | [CMD] DOGUKAN67(30) => /rescue
22:22:13 | ibrahimkk(14): derdim ama neyse :D
22:22:14 | [LOCAL][eN]Overlord(7): Þehit mi oldu yoksa
22:22:14 | [CMD] [eN]Overlord(7) => /l Þehit mi oldu yoksa
22:22:18 | [CMD] BeylerBeyi(12) => /c yol yüklenmedi düþtüm orda uzun yoldan geldim
22:22:18 | [CMD] sezzer(0) => /pm 23 yuh akü
22:22:18 | Strike(TR)(24) oyuna girdi [IP: 78.182.73.183]
22:22:19 | [LOCAL][eN]Overlord(7): asker falan diyorlardý
22:22:19 | [CMD] [eN]Overlord(7) => /l asker falan diyorlardý
22:22:21 | [CMD] DOGUKAN67(30) => /goreviptal
22:22:21 | [CMD] [eN]Overlord(7) => /modifiye
22:22:29 | DOGUKAN67(30) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:22:29 | [CMD] CagatayBro(16) => /convoyuye
22:22:31 | 
22:22:33 | {FFCC00}Strike(TR)(24) {FFFFFF}Kamyoncu olarak spawn oldu.
22:22:33 | [LOCAL]nik0tin(13): askerdeydi 
22:22:33 | [CMD] nik0tin(13) => /l askerdeydi 
22:22:34 | [CMD] CcCAtakan1907(23) => /pm 0 facedeki karý ohh
22:22:35 | [CMD] Strike(TR)(24) => /Admgiris
22:22:36 | ibrahimkk(14): hg
22:22:36 | [LOCAL]nik0tin(13): geldi 
22:22:36 | [CMD] nik0tin(13) => /l geldi 
22:22:37 | [LOCAL][eN]Overlord(7): ee
22:22:37 | [CMD] [eN]Overlord(7) => /L ee
22:22:39 | [LOCAL][eN]Overlord(7): ha iyi
22:22:39 | [CMD] [eN]Overlord(7) => /L ha iyi
22:22:41 | [CMD] BrownCute(25) => /kick
22:22:41 | [CMD] sezzer(0) => /pm 3
22:22:43 | batu.123(26) oyuna girdi [IP: 176.33.248.180]
22:22:45 | [CMD] BrownCute(25) => /yardim
22:22:46 | [CMD] Ryder[Tr](6) => /tamir
22:22:47 | [CMD] Lucifer(27) => /musait
22:22:48 | [CMD] Strike(TR)(24) => /sa
22:22:49 | [LOCAL][eN]Overlord(7): Allah korusun mehmetçiklerimizi
22:22:49 | [CMD] [eN]Overlord(7) => /L Allah korusun mehmetçiklerimizi
22:22:49 | [CMD] sezzer(0) => /pm 23 hangisi la
22:22:49 | [CMD] CcCAtakan1907(23) => /as
22:22:50 | [CMD] CagatayBro(16) => /convoyuye
22:22:51 | [CMD] TIRCI(9) => /as
22:22:51 | [CMD] emre_cool(33) => /as
22:22:51 | [CMD] BeylerBeyi(12) => /as
22:22:51 | [CMD] Konyali42(15) => /as
22:22:51 | [CMD] sezzer(0) => /as
22:22:52 | [CMD] [eN]Overlord(7) => /work
22:22:52 | [CMD] [cCc]HulkHulk[cCc](21) => /convoyayril
22:22:52 | [CMD] Lucifer(27) => /as
22:22:52 | [CMD] nik0tin(13) => /as 
22:22:53 | [CMD] Strike(TR)(24) => /Admins
22:22:56 | 
22:22:58 | [CMD] CcCAtakan1907(23) => /pm 0 attýðýn varya
22:22:59 | {FFCC00}batu.123(26) {FFFFFF}Kamyoncu olarak spawn oldu.
22:22:59 | [CMD] Strike(TR)(24) => /fly
22:23:3 | [CMD] sezzer(0) => /pm 3
22:23:5 | [CMD] CagatayBro(16) => /work
22:23:9 | [CMD] CcCAtakan1907(23) => /r strike fener bu hafta kimle oynuyo
22:23:9 | [CMD] bay.potiy(17) => /convoyayril
22:23:11 | ibrahimkk(14): beyler
22:23:12 | [CMD] sezzer(0) => /pm 23 haa lan yengen o senin akýllý ol
22:23:12 | [CMD] ibrahimkk(14) => /as
22:23:12 | [CMD] batu.123(26) => /RESCUE
22:23:14 | ibrahimkk(14): beyler
22:23:17 | [CMD] Strike(TR)(24) => /R bilme
22:23:20 | emre_cool(33): Strike Bey Oyuna HoþGeldiniz.Ýyi oyunlar Dileriz...
22:23:23 | [CMD] CcCAtakan1907(23) => /pm 0 ne ara D:
22:23:25 | [CMD] Strike(TR)(24) => /r bilme
22:23:26 | [CMD] CagatayBro(16) => /asiriyuk
22:23:26 | BeylerBeyi(12): :D
22:23:28 | [CMD] Strike(TR)(24) => /r bilmem
22:23:30 | [eN]Overlord(7): gece 3 te ödül vermeyen strike hoþ geldin
22:23:32 | [CMD] CcCAtakan1907(23) => /r tm
22:23:34 | [CMD] Lucifer(27) => /pm 14 ss de anlasýlmýyor kardesým
22:23:35 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:23:35 | BeylerBeyi(12): :SADAD
22:23:36 | [CMD] batu.123(26) => /RESCUE
22:23:37 | [CMD] nefariouss(19) => /asiriyuk
22:23:43 | [CMD] ibrahimkk(14) => /pm 27 baska ss alanlar vardir
22:23:43 | [CMD] BeylerBeyi(12) => /d 92-362-23-31-1555
22:23:43 | [CMD] sezzer(0) => /pm 23 dünyada boku pembe olan 2 insan varsa biri barbara palvin biride o karý mk
22:23:46 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:23:50 | HusO1(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:23:50 | [CMD] CcCAtakan1907(23) => /pm 0 :D
22:23:51 | [eN]Overlord(7): userden tokat gibi cevap
22:23:53 | [CMD] Lucifer(27) => /pm 14 baskasý atarsa bakarýz tekrar
22:23:55 | ozantr12345(8): bende var
22:23:55 | [CMD] BeylerBeyi(12) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
22:23:55 | [CMD] emre_cool(33) => /modifiye
22:23:56 | [CMD] sezzer(0) => /asiriyuk
22:23:56 | [CMD] BOZKURT545(29) => /work
22:23:57 | [CMD] Strike(TR)(24) => /Sac
22:23:59 | [CMD] ibrahimkk(14) => /pm 27 tmm
22:23:59 | [CMD] sezzer(0) => /asiriyuk
22:24:0 | [CMD] bay.potiy(17) => /fps
22:24:1 | [CMD] ozantr12345(8) => /cevir
22:24:1 | [CMD] CcCAtakan1907(23) => /pm 0 ne güzel ama yav
22:24:3 | [CMD] BeylerBeyi(12) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
22:24:3 | [eN]Overlord(7): ya bu þarkýdan ne zevk alýyosnuz
22:24:4 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:24:6 | [CMD] [eN]Overlord(7) => /skapat
22:24:6 | [CMD] BeylerBeyi(12) => /d 362-23-31-1555
22:24:9 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:24:13 | [CMD] sezzer(0) => /pm 23 sorma mk
22:24:13 | [CMD] BOZKURT545(29) => /sac
22:24:20 | [CMD] BOZKURT545(29) => /asiriyuk
22:24:22 | [CMD] CAKIR34(32) => /asiriyuk
22:24:22 | BeylerBeyi(12): buldozer
22:24:24 | [CMD] Strike(TR)(24) => /rescue
22:24:26 | [CMD] Strike(TR)(24) => /admins
22:24:34 | [CMD] Strike(TR)(24) => /goto lucifer
22:24:35 | [CMD] emre_cool(33) => /ckonvoyda kimler va
22:24:36 | [CMD] nik0tin(13) => /a loga baktým küfür yoktu hiç 
22:24:36 | [CMD] emre_cool(33) => /ckonvoyda kimler var
22:24:40 | [CMD] emre_cool(33) => /c konvoyda kimler var
22:24:40 | BeylerBeyi(12): bozkurt
22:24:47 | [CMD] BeylerBeyi(12) => /c sen ben
22:24:50 | [CMD] Ryder[Tr](6) => /tamir
22:24:51 | [CMD] Lucifer(27) => /a napaysun usagum :D
22:24:52 | BOZKURT545(29): efendm
22:24:53 | [CMD] emre_cool(33) => /c tmm
22:24:54 | BeylerBeyi(12): varsa þekerin patlayalým þekerim
22:24:55 | [CMD] Strike(TR)(24) => /a .D
22:25:0 | BOZKURT545(29): :Dw
22:25:1 | BeylerBeyi(12): :d
22:25:3 | [CMD] Lucifer(27) => /a atla kacýram sený
22:25:3 | [CMD] Strike(TR)(24) => /ogorev 27
22:25:4 | [CMD] CcCAtakan1907(23) => /pm 0 3dondurma yaladým boðaz gg
22:25:6 | BOZKURT545(29): coþtu bizi dj
22:25:9 | Ryder[Tr](6): ahýr ne
22:25:11 | [CMD] ozantr12345(8) => /rescue
22:25:11 | [CMD] Strike(TR)(24) => /vipler
22:25:13 | GSpor1991(18): sa millet
22:25:15 | [CMD] emre_cool(33) => /rescue
22:25:16 | [CMD] CagatayBro(16) => /TAMÝR
22:25:16 | [CMD] TIRCI(9) => /as
22:25:18 | [CMD] CcCAtakan1907(23) => /as
22:25:18 | [CMD] BeylerBeyi(12) => /as
22:25:18 | [CMD] Strike(TR)(24) => /admins
22:25:20 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:25:21 | [CMD] ibrahimkk(14) => /as
22:25:21 | CcCAtakan1907(23):  /sa /as
22:25:21 | [CMD] Lucifer(27) => /work
22:25:22 | [CMD] CagatayBro(16) => /tamir
22:25:23 | ibrahimkk(14): ozantr12345 in bana ettigi kufuru ss alan varsa foruma atarmi?
22:25:27 | [CMD] emre_cool(33) => /c harbaura gel denize düþtüm
22:25:27 | [CMD] ibrahimkk(14) => /pm lucifer abi
22:25:27 | [CMD] sezzer(0) => /pm 23 gel benimkini yala mk ahsgdjgasd
22:25:32 | BeylerBeyi(12): @6 Denemelisin
22:25:32 | ozantr12345(8): he
22:25:34 | [CMD] sezzer(0) => /pm 23 3 tane ne yuh
22:25:35 | [CMD] GSpor1991(18) => /sa
22:25:36 | [CMD] BeylerBeyi(12) => /c :d
22:25:37 | [CMD] CcCAtakan1907(23) => /pm 0 o karýnýnkini yalýcam
22:25:38 | [CMD] BeylerBeyi(12) => /c tm
22:25:38 | emre_cool(33): araç res
22:25:38 | [CMD] Lucifer(27) => /pm 14 evet
22:25:38 | [CMD] cCc.Bayram.cCC(22) => /as
22:25:39 | [CMD] ibrahimkk(14) => /pm 27 chat loglardan bakilsin
22:25:39 | [LOCAL]Strike(TR)(24): bura lucifer ofis demi :D
22:25:39 | [CMD] Strike(TR)(24) => /L bura lucifer ofis demi :D
22:25:39 | [CMD] Lucifer(27) => /as
22:25:40 | [CMD] ibrahimkk(14) => /pm 27 chat loglardan bakilsin
22:25:40 | [CMD] BeylerBeyi(12) => /as
22:25:41 | gorkemu24(20) oyuna girdi [IP: 94.123.196.154]
22:25:41 | [CMD] ibrahimkk(14) => /as
22:25:42 | [CMD] BeylerBeyi(12) => /rescue
22:25:44 | [CMD] Strike(TR)(24) => /ogorev 27
22:25:45 | [CMD] emre_cool(33) => /as
22:25:47 | emre_cool(33): araç res
22:25:48 | [ANTIHACK] Þüpheli Theseus(11) => Airbreak-hack
22:25:49 | [CMD] sezzer(0) => /pm 23 aaaa kikikiki aaaaaaa yengen o senin
22:25:50 | emre_cool(33): araç res
22:25:54 | [CMD] nik0tin(13) => /spec 11 
22:25:54 | Ryder[Tr](6): ahýr ne
22:25:58 | [CMD] nik0tin(13) => /asay Araç Res Geliyor ...    
22:25:58 | [CMD] BOZKURT545(29) => /skapat
22:25:58 | [CMD] nik0tin(13) => /asay Araç Res Geliyor ...    
22:26:0 | [CMD] BOZKURT545(29) => /saa 24
22:26:0 | [CMD] CcCAtakan1907(23) => /pm 0 msj atam mý :D
22:26:3 | bay.potiy(17): týrcý bekleme giþede
22:26:3 | 
22:26:4 | [CMD] BOZKURT545(29) => /saat 24
22:26:6 | emre_cool(33): @6 /sorusor
22:26:8 | [CMD] ozantr12345(8) => /tamir
22:26:9 | {FFCC00}gorkemu24(20) {FFFFFF}Kamyoncu olarak spawn oldu.
22:26:12 | [CMD] nik0tin(13) => /respawncars 
22:26:12 | [CMD] nik0tin(13) => /cantazele 
22:26:13 | TIRCI(9): devam sen 
22:26:13 | [CMD] Theseus(11) => /asiriyuk
22:26:14 | [CMD] sezzer(0) => /pm 23 karýya mý
22:26:15 | bay.potiy(17): þikayet edicem gitmessen
22:26:18 | [CMD] CcCAtakan1907(23) => /pm 0 hee
22:26:20 | [CMD] nik0tin(13) => /asay Oyunda Bir Hileci Yada Oyununuzu Sabote Eden Birisi Var Ýse "/rapor <id> <sebep> Kullanabilirsiniz.     
22:26:21 | [CMD] bay.potiy(17) => /fps
22:26:21 | [CMD] Theseus(11) => /tamir
22:26:22 | [CMD] nik0tin(13) => /asay Yeni Baþlayan Oyuncularýmýz "/kurallar" Kabul Ederek 5 Skor 30.000$ Alabilirler.   
22:26:24 | [CMD] emre_cool(33) => /kemer
22:26:27 | ibrahimkk(14):  @6 seni ahira atiyorlar bi guzel 31 cekiyorlar sonrasi belli zaten
22:26:28 | Dark_Alone_(28) oyuna girdi [IP: 176.88.52.233]
22:26:28 | Dark_Alone_(28) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:26:28 | [CMD] sezzer(0) => /pm 23 instasýný vermiþmiydim la
22:26:30 | BeylerBeyi(12): Harbourda konvoy vardýr!!
22:26:30 | ibrahimkk(14): anlarsin ya :D
22:26:31 | [CMD] BrownCute(25) => /rescue
22:26:32 | [CMD] CcCAtakan1907(23) => /myskin 299
22:26:40 | [CMD] Lucifer(27) => /pm 14 o anda oyunda degýldým bende gorunmez yetkýsý fazla alan bakabýlýr ancak genel log dan
22:26:40 | [CMD] CcCAtakan1907(23) => /pm 0 adý neydi la
22:26:41 | [CMD] GSpor1991(18) => /rescue
22:26:41 | [CMD] gorkemu24(20) => /gobus
22:26:43 | [CMD] cCc.Bayram.cCC(22) => /isteksarki 1413
22:26:45 | [CMD] CcCAtakan1907(23) => /pm 0 bi melikee vardý
22:26:47 | [CMD] nik0tin(13) => /uyar 14 Üslup 
22:26:47 | [CMD] GSpor1991(18) => /karakol
22:26:48 | [CMD] emre_cool(33) => /convoy
22:26:51 | [CMD] GSpor1991(18) => /karakol
22:26:52 | [CMD] BeylerBeyi(12) => /t Harbourda konvoy vardýr!! > emre_cool
22:26:52 | [CMD] sezzer(0) => /pm 23 adýný bilmiyon msj nasý atcan ahsgdad
22:26:53 | [SirketCHT] BrownCute(25): ! patron þirkette senin motor niye yok yav
22:26:56 | [CMD] ibrahimkk(14) => /fontise -1
22:26:57 | [CMD] sezzer(0) => /pm 23 haa
22:27:0 | [CMD] Ryder[Tr](6) => /tamir
22:27:1 | [CMD] ibrahimkk(14) => /fontizse -1
22:27:1 | [CMD] emre_cool(33) => /c nereye girdin la
22:27:2 | [CMD] gorkemu24(20) => /meslek
22:27:3 | bay.potiy(17): beni ahýra atarmýsýnýz
22:27:4 | [SirketCHT] nik0tin(13): ! patronun motoru 
22:27:5 | {FFCC00}gorkemu24(20) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:27:6 | [CMD] BOZKURT545(29) => /sac
22:27:8 | [CMD] gorkemu24(20) => /rescue
22:27:12 | emre_cool(33): araç res
22:27:13 | [SirketCHT] nik0tin(13): ! oyunda olmassa olmaz 
22:27:15 | [CMD] ibrahimkk(14) => /pm 27 tm
22:27:16 | bay.potiy(17): beni ahýra atarmýsýnýz
22:27:16 | [CMD] BeylerBeyi(12) => /tamir
22:27:18 | [CMD] Konyali42(15) => /convoy
22:27:18 | [CMD] sezzer(0) => /pm 23 melikeye atarsan at olm banane
22:27:20 | nik0tin(13): az önce atýldý 
22:27:24 | [CMD] Strike(TR)(24) => /convoy
22:27:24 | [CMD] CcCAtakan1907(23) => /goto 0
22:27:28 | emre_cool(33) oyundan cIktI (Hata/Crash) (IP: 91.93.48.171)
22:27:28 | [CMD] sezzer(0) => /pm 23 o son attýðým karý yengen ama
22:27:28 | [CMD] Theseus(11) => /sac
22:27:30 | cCc.Bayram.cCC(22): Niko ahýr istiyo :D geregini yap :D
22:27:34 | bay.potiy(17): hiç gitmedim reis
22:27:37 | [CMD] sezzer(0) => /akilitac
22:27:37 | [CMD] gorkemu24(20) => /sa
22:27:37 | [eN]Overlord(7): Rehberim
22:27:38 | [CMD] Ryder[Tr](6) => /tamir
22:27:38 | [eN]Overlord(7): caným 
22:27:39 | [CMD] CcCAtakan1907(23) => /pm 0 eminmisin
22:27:40 | [CMD] BeylerBeyi(12) => /d 362-23-31-1555
22:27:41 | [CMD] CagatayBro(16) => /sac
22:27:43 | [CMD] Strike(TR)(24) => /rehberler
22:27:46 | [eN]Overlord(7): beni longway'e götürrü msn
22:27:46 | [CMD] Strike(TR)(24) => /djler
22:27:47 | [CMD] CagatayBro(16) => /skapat
22:27:49 | ibrahimkk(14): adminim canim benim canim benim
22:27:49 | [LOCAL]sezzer(0): ne konuda
22:27:49 | [CMD] sezzer(0) => /l ne konuda
22:27:50 | TIRCI(9): ozan gel 
22:27:50 | ibrahimkk(14): :D
22:27:59 | [CMD] CcCAtakan1907(23) => /pm 0 geliyom bkle
22:28:0 | ibrahimkk(14): selcuk abi
22:28:1 | [CMD] BeylerBeyi(12) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
22:28:1 | [CMD] Strike(TR)(24) => /god
22:28:3 | [CMD] CcCAtakan1907(23) => /goto 7
22:28:3 | ibrahimkk(14): HEY AC
22:28:3 | [CMD] Strike(TR)(24) => /admins
22:28:4 | ozantr12345(8): nope
22:28:8 | ibrahimkk(14): pardon
22:28:9 | [CMD] CcCAtakan1907(23) => /goto 7
22:28:10 | [CMD] BeylerBeyi(12) => /d 23-31-1555-1413
22:28:11 | [CMD] cCc.Bayram.cCC(22) => /pm 12 1413 ne zaman
22:28:15 | sezzer(0): lan gaza bassana
22:28:16 | [CMD] BeylerBeyi(12) => /pm 22 en sonda :d
22:28:16 | [CMD] Strike(TR)(24) => /uyar 14 Caps Kapat
22:28:17 | [CMD] gorkemu24(20) => /convoy
22:28:17 | CAKIR34(32): adminim
22:28:20 | [CMD] Lucifer(27) => /dtemizle
22:28:22 | CAKIR34(32): bug oldu yardým edermisiniz
22:28:22 | [CMD] CagatayBro(16) => /isteksarki 68
22:28:22 | [CMD] Lucifer(27) => /cc
22:28:25 | CAKIR34(32): bug oldu yardým edermisiniz
22:28:25 | nik0tin(13): Evet
22:28:25 | [CMD] BeylerBeyi(12) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
22:28:26 | [CMD] cCc.Bayram.cCC(22) => /pm 12 onu araya sýkýþtýrsana D:
22:28:26 | [CMD] gorkemu24(20) => /convoy
22:28:27 | [CMD] TIRCI(9) => /araba
22:28:28 | [CMD] CagatayBro(16) => /sac
22:28:29 | [CMD] nik0tin(13) => /specoff 
22:28:29 | {FFCC00}nik0tin(13) {FFFFFF}Kamyoncu olarak spawn oldu.
22:28:30 | [CMD] BeylerBeyi(12) => /d 23-31-1555-1413-68
22:28:30 | [CMD] Strike(TR)(24) => /admins
22:28:31 | [OTOBUSCU] Ryder[Tr], Duzce Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 23429$ ve 3 Skor Sure: 1163 Saniye
22:28:31 | [OTOBUSCU] aliturkak, Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 2180 Saniye
22:28:32 | [CMD] nik0tin(13) => /goto 32 
22:28:35 | [CMD] BeylerBeyi(12) => /pm 22 öyle olmaz hak yeriz :/
22:28:36 | [CMD] Lucifer(27) => /duyuru CALISIN GENCLER BOS DURMAYIN !! 
22:28:36 | [CMD] Ryder[Tr](6) => /work
22:28:37 | [CMD] CcCAtakan1907(23) => /araba
22:28:38 | gorkemu24(20): ceza kesmem yasak mý týra
22:28:38 | [CMD] Lucifer(27) => /duyuru CALISIN GENCLER BOS DURMAYIN !!
22:28:41 | [CMD] TIRCI(9) => /kemer
22:28:42 | [CMD] nik0tin(13) => /araba 
22:28:44 | ibrahimkk(14): selcuk abi
22:28:47 | [CMD] batu.123(26) => /tamir
22:28:48 | CcCAtakan1907(23): takip
22:28:50 | [CMD] CagatayBro(16) => /skapat
