0:0:0 | [CMD] HeRquL(14) => /work
22:7:13 | [CMD] huso608(12) => /atamir
22:7:18 | [CMD] huseyin(21) => /d biz cekeriz
22:7:19 | [CMD] Karpuzlupasta(22) => /araba,
22:7:20 | [CMD] Karpuzlupasta(22) => /araba
22:7:21 | [CMD] huseyin(21) => /d giriþ cýkýþ yq
22:7:22 | [CMD] BeylerBeyi(10) => /d eyw <3
22:7:24 | CagatayBro(26): Fedakar Oyuncu Baþarýmý Nasýl Yapýlýyor ?
22:7:25 | [CMD] huso608(12) => /atamir
22:7:26 | [CMD] BOZKURT545(9) => /pm 24 bok vardýda kesti 100k alcktm 4k için götürdü paramý
22:7:26 | [CMD] huseyin(21) => /get chilgin
22:7:27 | Konyali42(18): gizli kasa icin komut neydi
22:7:28 | [SirketCHT] Jodor(33): ! geliyorum
22:7:28 | [CMD] huseyin(21) => /get huso 
22:7:32 | [CMD] huso608(12) => /atamir
22:7:32 | [CMD] huso608(12) => /fuel
22:7:34 | Sahildeniz(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:7:34 | [CMD] Konyali42(18) => /basarimlar
22:7:36 | [CMD] huseyin(21) => /a baba araba kullanýrken
22:7:37 | Fublary3003(25): admin veya rehber olamn gerekiypr
22:7:38 | ibrahimkk(38): rehber veya admin olman lazim
22:7:41 | [CMD] huseyin(21) => /car straf 0 
22:7:44 | [CMD] Freezer3543(24) => /pm 9 Aga polis boyle de gorev mi gitti
22:7:46 | [CMD] huseyin(21) => /car stre  0 
22:7:47 | [CMD] huseyin(21) => /car stre  0 0 
22:7:48 | Konyali42(18): gizli kasa icin komut neydi
22:7:51 | [CMD] huseyin(21) => /myskin 304
22:7:52 | [CMD] Konyali42(18) => /gkasa
22:7:56 | CagatayBro(26): eyw kardeþim
22:7:57 | [CMD] Konyali42(18) => /gizlikasalar
22:7:57 | [CMD] huseyin(21) => /giveweapon 21 mp5 5000 
22:7:57 | [CMD] BeylerBeyi(10) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr... 
22:8:0 | ibrahimkk(38): o.d
22:8:0 | [CMD] huseyin(21) => /giveweapon 21 mp4 5000 
22:8:1 | [CMD] Konyali42(18) => /gkasalar
22:8:2 | [LOCAL]huseyin(21): bin .d
22:8:2 | [CMD] huseyin(21) => /l bin .d
22:8:3 | [CMD] ekmeksevenyiyen(15) => /SA
22:8:4 | ibrahimkk(38): gorevimiz
22:8:5 | [CMD] ibrahimkk(38) => /as
22:8:5 | [CMD] huseyin(21) => /giveweapon 21 m4 5000 
22:8:5 | huso608(12): gizli kasa icin komut bulunmamakta
22:8:7 | [CMD] ASLANBEY(20) => /sirket
22:8:7 | [CMD] huseyin(21) => /modifiye
22:8:9 | [CMD] BeylerBeyi(10) => /as
22:8:12 | [CMD] huseyin(21) => /cleanupcars
22:8:12 | [CMD] BOZKURT545(9) => /pm 24 gitmedide aþýrý yüke çok para veriyodu kesti geldidew
22:8:14 | [CMD] Chilgin[byhack](8) => /wanted 8 0
22:8:15 | [CMD] huso608(12) => /caroption
22:8:17 | [CMD] huseyin(21) => /kemer
22:8:18 | [CMD] Karpuzlupasta(22) => /modifiye
22:8:18 | [CMD] huseyin(21) => /dtemizle
22:8:19 | [CMD] huseyin(21) => /asay2 s 
22:8:20 | ibrahimkk(38): ya 3 kisi birden nasil kasa buluyonuz?
22:8:23 | [CMD] BeylerBeyi(10) => /d gizli kasalarýn hepsini taþýyýnca birþey veriyormu
22:8:27 | ekmeksevenyiyen(15): !hüseyn maaþ ver
22:8:27 | sezzer(19): kg clip
22:8:29 | [CMD] Freezer3543(24) => /pm 9 Aga asýrý yuk zaten bu yuzden iyi para veriyo
22:8:30 | Konyali42(18): baskan 30 unu topladiginda 1m aliyorsun diye yazan bi pencere komutu
22:8:31 | [SirketCHT] huseyin(21): ! veririz
22:8:31 | [CMD] huso608(12) => /caroption
22:8:31 | [CMD] Chilgin[byhack](8) => /d veryo
22:8:31 | (BANKA) Fublary3003(25) 2173 nolu banka hesabindan 600000$ cekti.
22:8:32 | [CMD] huseyin(21) => /sirket
22:8:33 | [CMD] ASLANBEY(20) => /gobus
22:8:36 | [CMD] huso608(12) => /caroption
22:8:36 | [CMD] Chilgin[byhack](8) => /d boþuna konulmadý
22:8:37 | [CMD] BeylerBeyi(10) => /d ne veriyor
22:8:39 | [CMD] ASLANBEY(20) => /gobus
22:8:39 | [CMD] huso608(12) => /caroption
22:8:42 | TIRCI(32): kumardan f basýp oynadým nasýl cýkcam byaa para gýrcek yoksa
22:8:43 | [CMD] huso608(12) => /caroption
22:8:45 | [SirketCHT] Konyali42(18): ! huseyin
22:8:46 | Jodor(33): sen bi kere bizim þirketten deðilsin
22:8:46 | [CMD] Chilgin[byhack](8) => /d /yardim da yazar
22:8:47 | [CMD] huso608(12) => /caroption
22:8:47 | [CMD] Madness(29) => /tamir
22:8:48 | [CMD] ASLANBEY(20) => /icerigir
22:8:49 | [SirketCHT] Konyali42(18): ! bi komut vardi
22:8:50 | [CMD] BeylerBeyi(10) => /d eyw
22:8:51 | [CMD] BeylerBeyi(10) => /yardim
22:8:53 | sezzer(19): týrcý
22:8:54 | (BANKA) Fublary3003(25) 2120 nolu banka hesabina 600000$ yatirdi.
22:8:54 | [SirketCHT] huseyin(21): ! hangisi
22:8:58 | [CMD] ASLANBEY(20) => /isyerimenu
22:8:58 | [CMD] huseyin(21) => /vipgor 18 
22:8:59 | sezzer(19): kumarda para gitmiyo
22:9:0 | [CMD] BOZKURT545(9) => /pm 24 kesmese olmaz sanki yav
22:9:1 | [CMD] cCc.Bayram.cCC(39) => /modifiye
22:9:1 | [SirketCHT] Gazapizm_(7): ! la hadi 
22:9:4 | sezzer(19): geri geliyo
22:9:4 | Gazapizm_(7): jodor
22:9:5 | [CMD] CagatayBro(26) => /isteksarki 20
22:9:5 | [CMD] ASLANBEY(20) => /gobus
22:9:6 | [SirketCHT] Konyali42(18): ! 30 gizli kasayi bulan 1m kazanacak yaziyor o komutta
22:9:9 | [CMD] ASLANBEY(20) => /icerigir
22:9:10 | [CMD] ibrahimkk(38) => /modifiye
22:9:11 | Gazapizm_(7): hadi
22:9:12 | [CMD] ASLANBEY(20) => /isyerimenu
22:9:13 | [CMD] Freezer3543(24) => /pm 9 Olmaz aga adamýn iþi bu
22:9:14 | [SirketCHT] huseyin(21): ! /yardim 
22:9:16 | [CMD] Gazapizm_(7) => /convoy
22:9:16 | [CMD] BeylerBeyi(10) => /asay Ýstek þarkýnýz çalýnýyor iyi oyunlar dileriz... 
22:9:16 | [CMD] ASLANBEY(20) => /isyerimenu
22:9:19 | [CMD] CagatayBro(26) => /akilitle
22:9:19 | [CMD] Konyali42(18) => /yardim
22:9:20 | TIRCI(32): para harcanmýyomu
22:9:21 | [SirketCHT] Chilgin[byhack](8): ! /yardim mi diyo
22:9:21 | [CMD] ASLANBEY(20) => /gobus
22:9:22 | Jodor(33): yoldayýz gazap
22:9:23 | [CMD] huso608(12) => /a bu sirketler ne olacak
22:9:26 | [SirketCHT] huseyin(21): ! la 
22:9:27 | [CMD] CagatayBro(26) => /work
22:9:27 | [CMD] ASLANBEY(20) => /icerigir
22:9:27 | [CMD] ibrahimkk(38) => /yardim
22:9:27 | [CMD] huso608(12) => /a bos olanlar
22:9:29 | [CMD] ASLANBEY(20) => /isyerimenu
22:9:29 | Gazapizm_(7): ne kadar kaldý
22:9:32 | (BANKA) Fublary3003(25) 2173 nolu banka hesabina 357000$ yatirdi.
22:9:32 | [SirketCHT] Konyali42(18): ! hah aynen eyv :D
22:9:32 | [CMD] ASLANBEY(20) => /isyerimenu
22:9:33 | [SirketCHT] huseyin(21): ! 30 kasayý bulursan 1m 100 skor verir
22:9:34 | [CMD] BOZKURT545(9) => /pm 24 attým parasýný daha ne yaw
22:9:38 | [CMD] Konyali42(18) => /yardim
22:9:39 | [CMD] Fublary3003(25) => /meslek
22:9:42 | [SirketCHT] huseyin(21): ! 100 skordu heralde unuttum bi bakam
22:9:43 | [CMD] huseyin(21) => /yardim
22:9:43 | {FFCC00}Fublary3003(25) {FFFFFF}Pilot olarak spawn oldu.
22:9:45 | [SirketCHT] ibrahimkk(38): ! toplam mi  yoksa ekstirami
22:9:49 | [SirketCHT] BeylerBeyi(10): ! aynen 100 skor
22:9:50 | [SirketCHT] huseyin(21): ! evet 100 skor 
22:9:50 | [CMD] Freezer3543(24) => /pm 9 Israr et aga belki atar
22:9:53 | [SirketCHT] ibrahimkk(38): ! toplam mi  yoksa ekstirami
22:9:54 | [CMD] sezzer(19) => /stamir
22:9:55 | [SirketCHT] Chilgin[byhack](8): ! /yardim da yazar
22:9:55 | [CMD] CagatayBro(26) => /goreviptal
22:9:56 | [CMD] CagatayBro(26) => /work
22:9:57 | TIRCI(32): kumar oynayýnca para gýtmýyomu 
22:9:59 | [CMD] Fublary3003(25) => /kemer
22:9:59 | guchi_lolo(17) oyuna girdi [IP: 46.216.128.196]
22:10:0 | [SirketCHT] BeylerBeyi(10): ! ekstra
22:10:1 | sezzer(19): gitmiyo
22:10:1 | [CMD] Fublary3003(25) => /work
22:10:2 | [SirketCHT] huseyin(21): ! ekstra
22:10:3 | [SirketCHT] Chilgin[byhack](8): ! /yardim da yazar
22:10:6 | [SirketCHT] ibrahimkk(38): ! cok guzelmis
22:10:8 | TIRCI(32): gelýyomu
22:10:8 | guchi_lolo(17) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:10:9 | [LOCAL]huseyin(21): beleþ týr ve kasa
22:10:9 | [CMD] huseyin(21) => /l beleþ týr ve kasa
22:10:10 | [LOCAL]huseyin(21): :D
22:10:10 | [CMD] huseyin(21) => /l :D
22:10:12 | [CMD] CagatayBro(26) => /rescue
22:10:12 | sezzer(19): gelmiyo
22:10:13 | [LOCAL]Chilgin[byhack](8): D:
22:10:13 | [CMD] Chilgin[byhack](8) => /l D:
22:10:14 | [CMD] Karpuzlupasta(22) => /afk
22:10:14 | [CMD] huseyin(21) => /srespawncars
22:10:15 | [SirketCHT] Konyali42(18): ! nerden bulacaz 30 u :D
22:10:16 | (BANKA) ASLANBEY(20) 809 nolu banka hesabina 20000000$ yatirdi.
22:10:17 | [CMD] huseyin(21) => /dtemizle
22:10:17 | [CMD] huseyin(21) => /asay2 s 
22:10:18 | BeylerBeyi(10): ne gider ne gelir
22:10:21 | [CMD] Fublary3003(25) => /work
22:10:21 | [CMD] ASLANBEY(20) => /rescue
22:10:22 | [SirketCHT] huseyin(21): ! arýcan .d
22:10:24 | [SirketCHT] ibrahimkk(38): ! :D
22:10:26 | [CMD] CagatayBro(26) => /kemer
22:10:26 | [SirketCHT] Chilgin[byhack](8): ! her tarafta
22:10:27 | [CMD] buyukustadbitti(11) => /work
22:10:28 | [CMD] Jodor(33) => /vtamir
22:10:29 | [CMD] BOZKURT545(9) => /pm 24 ne etcm be hak yemekren korksa direk atardý ztn
22:10:32 | Gazapizm_(7): edirne için çal
22:10:33 | [CMD] Slipy16(23) => /tamir
22:10:33 | [CMD] ASLANBEY(20) => /araba
22:10:34 | [CMD] Fublary3003(25) => /kemer
22:10:35 | [CMD] huso608(12) => /a adas sana yazdým ya bugun en son olaný
22:10:36 | [CMD] Jodor(33) => /tiryazi Convoy týrýdýr hoopp
22:10:37 | [CMD] CagatayBro(26) => /work
22:10:37 | [CMD] [UP]MUST@F@(14) => /goreviptal
22:10:39 | [CMD] huseyin(21) => /a he
22:10:39 | [CMD] Gazapizm_(7) => /convoy
22:10:41 | [CMD] [UP]MUST@F@(14) => /convoy
22:10:41 | [LOCAL]eren1616(16): ts gel
22:10:41 | [CMD] eren1616(16) => /l ts gel
22:10:42 | [CMD] CagatayBro(26) => /goreviptal
22:10:43 | [CMD] Karpuzlupasta(22) => /AFK
22:10:43 | [CMD] CagatayBro(26) => /work
22:10:45 | [CMD] ASLANBEY(20) => /araba
22:10:45 | [CMD] Freezer3543(24) => /pm 9 Aga atcagýný bilmiyodu ama 
22:10:46 | [CMD] huso608(12) => /a bu sirket arac dorseleri
22:10:47 | [LOCAL]Slipy16(23): tm
22:10:47 | [CMD] Slipy16(23) => /l tm
22:10:48 | [CMD] Karpuzlupasta(22) => /afk
22:10:50 | [CMD] huseyin(21) => /a he
22:10:51 | [CMD] Karpuzlupasta(22) => /geldim
22:10:52 | [LOCAL]huso608(12): ne yapabiliriz
22:10:52 | [CMD] huso608(12) => /l ne yapabiliriz
22:10:53 | [CMD] Karpuzlupasta(22) => /geldim
22:10:55 | [CMD] [UP]MUST@F@(14) => /rescue
22:10:55 | ibrahimkk(38): beyler
22:10:55 | [LOCAL]eren1616(16): ip atýyom bizim ts nin
22:10:55 | [CMD] eren1616(16) => /l ip atýyom bizim ts nin
22:10:57 | [SirketCHT] Jodor(33): ! harboura giriþ yaptým
22:10:59 | ibrahimkk(38): cal keke cal derler ya
22:10:59 | Gazapizm_(7): herkes oturduðu+çal yazsýn nerden oynuyonuz gorek
22:11:0 | [LOCAL]huseyin(21): bu nerde la
22:11:0 | [CMD] huseyin(21) => /l bu nerde la
22:11:4 | [CMD] TIRCI(32) => /isyerimenu
22:11:5 | ibrahimkk(38): ordaki keke ne alaka?
22:11:6 | [LOCAL]huseyin(21): bakarýz ona bi çözüm huso
22:11:6 | [CMD] huseyin(21) => /l bakarýz ona bi çözüm huso
22:11:7 | [CMD] Freezer3543(24) => /pm 9 Mesela senin bana para atcagýndan haberim vardý yukunu aldým mý 
22:11:10 | [CMD] huseyin(21) => /akilitle
22:11:12 | [SirketCHT] Konyali42(18): ! jodor kac m
22:11:13 | [CMD] BOZKURT545(9) => /pm 24 paraný attým neden kestim dedi rüþvet ban sebebi dedi 
22:11:14 | Gazapizm_(7): herkes oturduðu+çal yazsýn nerden oynuyonuz gorek
22:11:16 | [CMD] sezzer(19) => /isteksarki 1538
22:11:18 | [LOCAL]Slipy16(23): at 
22:11:18 | [CMD] Slipy16(23) => /l at 
22:11:19 | [CMD] BeylerBeyi(10) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr... 
22:11:21 | TIRCI(32): .
22:11:25 | [CMD] cCc.Bayram.cCC(39) => /rescue
22:11:27 | [CMD] ibrahimkk(38) => /cevir
22:11:28 | [LOCAL]huso608(12): patronlukla alakalý bi durum muu o is
22:11:28 | [CMD] huso608(12) => /l patronlukla alakalý bi durum muu o is
22:11:28 | [CMD] cCc.Bayram.cCC(39) => /rescue
22:11:29 | Jodor(33): araç res plz
22:11:29 | [CMD] Freezer3543(24) => /pm 9 Evet rusver ban sebebi
22:11:29 | [CMD] [UP]MUST@F@(14) => /kemer
22:11:30 | [CMD] ibrahimkk(38) => /tamir
22:11:31 | [CMD] huso608(12) => /asay Arac Res Geliyor!!! 
22:11:33 | [CMD] huso608(12) => /asay Arac Res Geliyor!!! 
22:11:34 | ibrahimkk(38): hayir
22:11:35 | [LOCAL]huseyin(21): bakarým
22:11:35 | [CMD] huseyin(21) => /l bakarým
22:11:35 | [LOCAL]Chilgin[byhack](8): hüseyin otoparklarý cok sevid :d
22:11:35 | [CMD] Chilgin[byhack](8) => /l hüseyin otoparklarý cok sevid :d
22:11:35 | [CMD] huso608(12) => /asay Arac Res Geliyor!!! 
22:11:35 | [CMD] Freezer3543(24) => /pm 9 Ama mafya dinlemez :D
22:11:36 | [CMD] huso608(12) => /respawncars
22:11:36 | [CMD] [UP]MUST@F@(14) => /work
22:11:37 | ibrahimkk(38): hayir
22:11:37 | BeylerBeyi(10): herkez memleketini bir özelliðiyle anlatssýn
22:11:38 | Madness(29): dur hayýr
22:11:43 | [LOCAL]huseyin(21): drift atýlcak yer .d
22:11:43 | [CMD] huseyin(21) => /l drift atýlcak yer .d
22:11:44 | Freezer3543(24): @10 Boyoz
22:11:46 | [CMD] huseyin(21) => /vtamir
22:11:46 | BeylerBeyi(10): Edit Çiðköfte
22:11:46 | [CMD] sezzer(19) => /rescue
22:11:46 | [CMD] BOZKURT545(9) => /pm 24 ilk baþta dedim atýyým diye cvp vermedi bnde bilmiydom ban sebebi oldðunu
22:11:49 | [CMD] sezzer(19) => /rescue
22:11:52 | {FFCC00}sezzer(19) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:11:52 | [LOCAL]huseyin(21): de bunuyla biraz zor
22:11:52 | [CMD] huseyin(21) => /l de bunuyla biraz zor
22:11:53 | [CMD] sezzer(19) => /rescue
22:11:54 | Konyali42(18): etliekmek
22:11:56 | (BANKA) TIRCI(32) 2160 nolu banka hesabina 2000000$ yatirdi.
22:11:56 | [CMD] ibrahimkk(38) => /kemer
22:11:56 | [LOCAL]Chilgin[byhack](8): :D
22:11:56 | [CMD] Chilgin[byhack](8) => /l :D
22:11:58 | [CMD] sezzer(19) => /araba
22:11:58 | buyukustadbitti(11): kömür
22:12:0 | [CMD] cCc.Bayram.cCC(39) => /modifiye
22:12:1 | Freezer3543(24): Boyoz
22:12:2 | ibrahimkk(38): can res 
22:12:3 | [CMD] huseyin(21) => /cantazele
22:12:5 | [CMD] huso608(12) => /atamir
22:12:9 | ibrahimkk(38): saol
22:12:13 | BeylerBeyi(10): @18 çok zor o yav (ismin)
22:12:14 | [CMD] ASLANBEY(20) => /galeri
22:12:14 | [LOCAL]Chilgin[byhack](8): bide bu sivil polis skinleri iyimiþ :D
22:12:14 | [CMD] Chilgin[byhack](8) => /l bide bu sivil polis skinleri iyimiþ :D
22:12:16 | uzeyir1579(17) oyuna girdi [IP: 176.216.100.25]
22:12:19 | Freezer3543(24): :D
22:12:20 | [LOCAL]huseyin(21): sivil polisiz .d
22:12:20 | [CMD] huseyin(21) => /l sivil polisiz .d
22:12:23 | [CMD] ibrahimkk(38) => /cevir
22:12:25 | [CMD] ibrahimkk(38) => /cevir
22:12:25 | [LOCAL]Chilgin[byhack](8): D:
22:12:25 | [CMD] Chilgin[byhack](8) => /l D:
22:12:27 | [SirketCHT] Konyali42(18): ! jodor
22:12:28 | [CMD] ibrahimkk(38) => /cevir
22:12:30 | [CMD] huso608(12) => /a skin alayým
22:12:31 | [SirketCHT] Konyali42(18): ! kac metre kaldi da
22:12:31 | [CMD] Gazapizm_(7) => /isteksarki 1237
22:12:32 | ekmeksevenyiyen(15): komür
22:12:33 | [LOCAL]huseyin(21): Siz VIP müþterisiniz
22:12:33 | [CMD] huseyin(21) => /l Siz VIP müþterisiniz
22:12:34 | [SirketCHT] Jodor(33): ! geldim
22:12:34 | 
22:12:36 | [CMD] huseyin(21) => /vtamir
22:12:36 | [LOCAL]Slipy16(23): eren
22:12:36 | [CMD] Slipy16(23) => /l eren
22:12:37 | [LOCAL]eren1616(16): 185.136.204.170:9987
22:12:37 | [CMD] eren1616(16) => /l 185.136.204.170:9987
22:12:39 | nefariouss(27) oyuna girdi [IP: 176.33.252.215]
22:12:39 | [CMD] Freezer3543(24) => /pm 9 Aga kac para zarardaysan atýyým soyle
22:12:40 | [CMD] Gazapizm_(7) => /convoy
22:12:42 | [LOCAL]eren1616(16): ??
22:12:42 | [CMD] eren1616(16) => /l ??
22:12:42 | [SirketCHT] Konyali42(18): ! helesükür :D
22:12:43 | [LOCAL]huseyin(21): lüks limuzine biniyonuz
22:12:43 | [CMD] huseyin(21) => /l lüks limuzine biniyonuz
22:12:45 | [LOCAL]Karpuzlupasta(22): za :D
22:12:45 | [CMD] Karpuzlupasta(22) => /l za :D
22:12:45 | BeylerBeyi(10): gazapizm çýkýcam birazdan ama yetiþirsem isteðini açarým
22:12:45 | {FFCC00}uzeyir1579(17) {FFFFFF}Kamyoncu olarak spawn oldu.
22:12:46 | [CMD] BeylerBeyi(10) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr... 
22:12:48 | [SirketCHT] Madness(29): ! biddi
22:12:49 | [LOCAL]Chilgin[byhack](8): :D
22:12:49 | [CMD] Chilgin[byhack](8) => /l :D
22:12:52 | [CMD] BeylerBeyi(10) => /d 1237
22:12:52 | [CMD] Gazapizm_(7) => /convoy
22:12:55 | [CMD] Gazapizm_(7) => /convoy
22:12:57 | [LOCAL]Karpuzlupasta(22): ah
22:12:57 | [CMD] Karpuzlupasta(22) => /l ah
22:12:58 | [CMD] Gazapizm_(7) => /convoy
22:12:58 | [CMD] Konyali42(18) => /convoy
22:13:0 | [CMD] Freezer3543(24) => /afk
22:13:1 | [CMD] Gazapizm_(7) => /convoy
22:13:2 | [CMD] huseyin(21) => /vtamir
22:13:2 | [SirketCHT] Karpuzlupasta(22): ! yuh ama abi naptýn yaw
22:13:5 | [CMD] Jodor(33) => /convoysifrekaldir
22:13:6 | [CMD] BOZKURT545(9) => /pm 24 eyvallah reis Allah razý olsun
22:13:6 | [SirketCHT] Karpuzlupasta(22): ! kafamý kýrdýn
22:13:7 | [CMD] Gazapizm_(7) => /convoy
22:13:8 | [LOCAL]BeylerBeyi(10): sezer arkadan bi el atsana :D
22:13:8 | [CMD] BeylerBeyi(10) => /l sezer arkadan bi el atsana :D
22:13:10 | [LOCAL]BeylerBeyi(10): sezer arkadan bi el atsana :D
22:13:10 | [CMD] BeylerBeyi(10) => /l sezer arkadan bi el atsana :D
22:13:10 | [SirketCHT] Konyali42(18): ! sifre herzaman ayni sanirim :D
22:13:11 | [CMD] huso608(12) => /myskin 500
22:13:13 | [CMD] Jodor(33) => /work
22:13:15 | [CMD] Madness(29) => /c hadi iyi aksamlar
22:13:15 | [CMD] eren1616(16) => /komutlar
22:13:15 | DatShot(28) oyuna girdi [IP: 87.21.102.61]
22:13:16 | [CMD] sezzer(19) => /araba
22:13:18 | [CMD] Konyali42(18) => /c bb
22:13:19 | [CMD] Madness(29) => /convoyayril
22:13:20 | 
22:13:21 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:21 | cCc.Bayram.cCC(39): 2. kasa  buldum
22:13:22 | [CMD] huseyin(21) => /setskin 12 120 
22:13:23 | [CMD] huso608(12) => /myskin 150
22:13:23 | [CMD] huseyin(21) => /eject 12
22:13:24 | sezzer(19): atýcam beylerbeyi
22:13:25 | [CMD] CagatayBro(26) => /vtamir
22:13:27 | [LOCAL]Slipy16(23): geldim
22:13:27 | [CMD] Slipy16(23) => /l geldim
22:13:27 | (BANKA) Madness(29) 2171 nolu banka hesabindan 200000$ cekti.
22:13:27 | [LOCAL]huseyin(21): in bin babuþ
22:13:27 | [CMD] huseyin(21) => /l in bin babuþ
22:13:28 | [CMD] CagatayBro(26) => /tamir
22:13:29 | {FFCC00}DatShot(28) {FFFFFF}Kamyoncu olarak spawn oldu.
22:13:31 | [LOCAL]BeylerBeyi(10): eyw yinede saðol
22:13:31 | [CMD] BeylerBeyi(10) => /l eyw yinede saðol
22:13:32 | [CMD] huseyin(21) => /akilitac
22:13:33 | [LOCAL]Slipy16(23): beni kayýt yap
22:13:33 | [CMD] Slipy16(23) => /l beni kayýt yap
22:13:33 | [CMD] Jodor(33) => /asiriyuk
22:13:33 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:34 | [LOCAL]huseyin(21): açtým gir
22:13:34 | [CMD] huseyin(21) => /l açtým gir
22:13:34 | [CMD] ASLANBEY(20) => /ev
22:13:36 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:37 | [CMD] Jodor(33) => /asiriyuk
22:13:37 | [LOCAL]huseyin(21): bin lo .d
22:13:37 | [CMD] huseyin(21) => /l bin lo .d
22:13:39 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:40 | [CMD] huseyin(21) => /akilitac
22:13:41 | [CMD] huseyin(21) => /akilitac
22:13:41 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:41 | [LOCAL]Chilgin[byhack](8): ac la þunu
22:13:41 | [CMD] Chilgin[byhack](8) => /l ac la þunu
22:13:41 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:42 | [LOCAL]huseyin(21): :D
22:13:42 | [CMD] huseyin(21) => /l :D
22:13:44 | sezzer(19): nasý çýktýn la
22:13:46 | [LOCAL]huseyin(21): açtým la
22:13:46 | [CMD] huseyin(21) => /l açtým la
22:13:48 | Ahmetjan145(31) oyuna girdi [IP: 88.238.210.221]
22:13:48 | [CMD] ASLANBEY(20) => /ev
22:13:49 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:52 | sezzer(19): arkadan vurcaktým
22:13:52 | BeylerBeyi(10): indim itekledim
22:13:54 | BeylerBeyi(10): :D
22:13:54 | [CMD] huseyin(21) => /akilitac
22:13:54 | [CMD] Jodor(33) => /c convoytýrýdýr yazýn
22:13:55 | [CMD] ibrahimkk(38) => /asiriyuk
22:13:56 | [ANTIHACK] Þüpheli DatShot(28) => Airbreak-hack
22:13:56 | [CMD] Gazapizm_(7) => /asiriyuk
22:13:57 | [LOCAL]huseyin(21): /akilitac .d
22:13:57 | [CMD] huseyin(21) => /l /akilitac .d
22:13:57 | [LOCAL]eren1616(16): sohpet 1 e gel
22:13:57 | [CMD] eren1616(16) => /l sohpet 1 e gel
22:13:59 | [LOCAL]huseyin(21): sen yaz 
22:13:59 | [CMD] huseyin(21) => /l sen yaz 
22:14:0 | 
22:14:1 | [CMD] huso608(12) => /spec 28
22:14:1 | Gazapizm_(7): hadi
22:14:4 | [CMD] huseyin(21) => /vtamir
22:14:5 | {FFCC00}Ahmetjan145(31) {FFFFFF}Kamyoncu olarak spawn oldu.
22:14:7 | [CMD] Chilgin[byhack](8) => /akilitac
22:14:8 | [CMD] ibrahimkk(38) => /tamir
22:14:9 | Gazapizm_(7): aþýrýyuk alamýyom
22:14:10 | [CMD] TIRCI(32) => /gobus
22:14:10 | [CMD] huso608(12) => /slap 28
22:14:14 | Karpuzlupasta(22): lag
22:14:14 | [CMD] BOZKURT545(9) => /isteksarki 1532
22:14:15 | [LOCAL]Chilgin[byhack](8): sürücü deðil sizniz diyo
22:14:15 | [CMD] Chilgin[byhack](8) => /l sürücü deðil sizniz diyo
22:14:16 | [CMD] huseyin(21) => /eject 8 
22:14:17 | Gazapizm_(7): aþýrýyuk alamýyom
22:14:17 | [CMD] Jodor(33) => /tiryazi CONVOY TIRIDIR
22:14:17 | [CMD] huseyin(21) => /cleanupcars
22:14:19 | [LOCAL]huseyin(21): .d
22:14:19 | [CMD] huseyin(21) => /l .d
22:14:20 | [CMD] Gazapizm_(7) => /asiriyuk
22:14:21 | [CMD] huseyin(21) => /car stret 0 0 
22:14:22 | sezzer(19): konvoydamýsýn gazap
22:14:24 | [CMD] DatShot(28) => /engine
22:14:25 | [CMD] huseyin(21) => /kemer
22:14:26 | Gazapizm_(7): evt
22:14:26 | [CMD] BeylerBeyi(10) => /pm 9 istek almýyorum çýkýcam þimdi
22:14:28 | Jodor(33): ben de alamadým lagdandýr
22:14:28 | [CMD] huseyin(21) => /modifiye
22:14:29 | Gazapizm_(7): lag da
22:14:31 | sezzer(19): sona kaldýysan vermez
22:14:31 | Karpuzlupasta(22) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:14:33 | [CMD] Chilgin[byhack](8) => /kemer
22:14:33 | [CMD] huseyin(21) => /modifiye
22:14:35 | [CMD] BeylerBeyi(10) => /pm 9 k.b
22:14:36 | [CMD] huso608(12) => /a adas dorse suruyor ýd 28
22:14:37 | [CMD] BOZKURT545(9) => /pm 10 tmm reis hayýrlý akþmlar
22:14:39 | [CMD] Fublary3003(25) => /tamir
22:14:39 | [CMD] huseyin(21) => /a hm
22:14:42 | [CMD] Fublary3003(25) => /work
22:14:42 | [CMD] huseyin(21) => /spec 28 
22:14:42 | [CMD] BeylerBeyi(10) => /pm 9 eyw sanada <3
22:14:43 | Jodor(33): 2 kiþiye vermedi bu sefer sezzer
22:14:43 | [CMD] [UP]MUST@F@(14) => /cevir
22:14:43 | [CMD] Gazapizm_(7) => /fps
22:14:45 | [CMD] huso608(12) => /a bak bi
22:14:46 | [CMD] Chilgin[byhack](8) => /spec 28
