0:0:0 | sezzer(6): 120 mi
21:38:39 | [LOCAL]DangerTr07(8): qnq o balon degilde 
21:38:39 | [CMD] DangerTr07(8) => /l qnq o balon degilde 
21:38:39 | [CMD] Muya(21) => /rescue
21:38:42 | [CMD] TheS1LKENAdam(10) => /goto 21
21:38:42 | [CMD] huseyin(12) => /myskin 287
21:38:48 | [LOCAL]DangerTr07(8): o ejderhalar süper 
21:38:48 | [CMD] DangerTr07(8) => /l o ejderhalar süper 
21:38:48 | [CMD] Muya(21) => /kemer
21:38:49 | Axefi(16): kaç  ölü var biçtim geçtim hepinizi :D
21:38:51 | TheS1LKENAdam(10): Muya ayný anda
21:38:53 | TheS1LKENAdam(10): Bekle
21:38:55 | Muya(21): tmm
21:38:59 | [LOCAL]Berkay08(15): ejder güzelde
21:38:59 | [CMD] Berkay08(15) => /l ejder güzelde
21:39:0 | [LOCAL]DangerTr07(8): þimdi 15 tane balon yada 12 tane balon iþimi görür dimi ? 
21:39:0 | [CMD] DangerTr07(8) => /l þimdi 15 tane balon yada 12 tane balon iþimi görür dimi ? 
21:39:0 | [CMD] BeylerBeyi(6) => /work
21:39:1 | [CMD] alp1661(11) => /work
21:39:4 | [LOCAL]Berkay08(15): maliyet çok
21:39:4 | [CMD] Berkay08(15) => /l maliyet çok
21:39:9 | [CMD] Axefi(16) => /rescue
21:39:10 | selimdemote(7): silkenle muya ben olsam gelmezdim
21:39:16 | [LOCAL]DangerTr07(8): þuan bende 8 tane var
21:39:16 | [CMD] DangerTr07(8) => /l þuan bende 8 tane var
21:39:18 | Muya(21): bn Muya
21:39:19 | TheS1LKENAdam(10): Biz geliriz
21:39:19 | Muya(21): gelirim
21:39:22 | [LOCAL]Berkay08(15): görür ama hava savunmasý iyi yerleri alamazsýn
21:39:22 | [CMD] Berkay08(15) => /l görür ama hava savunmasý iyi yerleri alamazsýn
21:39:23 | [CMD] huseyin(12) => /car rhino 0 0 
21:39:24 | [CMD] BeylerBeyi(6) => /work
21:39:28 | Axefi(16): bnde geliyom
21:39:29 | TheFlash02(17): s,
21:39:32 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:39:34 | [CMD] Muya(21) => /rescue
21:39:34 | [CMD] TheS1LKENAdam(10) => /goto 21
21:39:36 | [CMD] TheS1LKENAdam(10) => /goto 21
21:39:38 | Muya(21): huseyin
21:39:39 | [CMD] huseyin(12) => /asay Arac Res Geliyor!  
21:39:39 | [CMD] huseyin(12) => /asay Arac Res Geliyor!  
21:39:40 | [LOCAL]DangerTr07(8): hava savunmasýný aliyor bazen denk geliyor
21:39:40 | [CMD] DangerTr07(8) => /l hava savunmasýný aliyor bazen denk geliyor
21:39:41 | huseyin(12): he
21:39:41 | Muya(21): hydra vir :D
21:39:44 | [CMD] huseyin(12) => /respawncars 
21:39:47 | TheS1LKENAdam(10): aynen
21:39:48 | [CMD] huseyin(12) => /akilitle
21:39:48 | Muya(21): bombalayam bi orayý :D
21:39:48 | [CMD] huseyin(12) => /akilitle
21:39:50 | [LOCAL]DangerTr07(8): ona doðru ayarliyorum
21:39:50 | [CMD] DangerTr07(8) => /l ona doðru ayarliyorum
21:39:52 | sezzer(0): muya
21:39:52 | [CMD] huseyin(12) => /vtamir 
21:39:54 | [CMD] huseyin(12) => /kemer
21:39:54 | [CMD] DangerTr07(8) => /cleanupcars
21:39:55 | [CMD] huseyin(12) => /god
21:39:56 | [LOCAL]Berkay08(15): hl
21:39:56 | [CMD] Berkay08(15) => /l hl
21:39:56 | [CMD] huseyin(12) => /god
21:39:57 | [CMD] BeylerBeyi(6) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
21:40:1 | Axefi selimdemote'i öldürdü. Oldurme Sekli: 49
21:40:4 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:40:4 | selimdemote(7): oha
21:40:5 | {FFCC00}selimdemote(7) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:40:5 | Muya(21): hya
21:40:7 | [CMD] BeylerBeyi(6) => /work
21:40:8 | Axefi(16): tank ne la :D
21:40:8 | sezzer(0): sen de mi axefi asdghkjhgad
21:40:10 | [CMD] huseyin(12) => /respawn 360 
21:40:12 | selimdemote(7): þehit oldum
21:40:13 | [CMD] huseyin(12) => /vtamir 
21:40:14 | [LOCAL]DangerTr07(8): ilk baþtakini askerden indirip sonra havaný indiriyimi ? 
21:40:14 | [CMD] DangerTr07(8) => /l ilk baþtakini askerden indirip sonra havaný indiriyimi ? 
21:40:17 | Axefi(16): :DD
21:40:18 | [LOCAL]DangerTr07(8): direk onaayarlar
21:40:18 | [CMD] DangerTr07(8) => /l direk onaayarlar
21:40:20 | [CMD] Axefi(16) => /rescue
21:40:24 | [CMD] selimdemote(7) => /meslek
21:40:26 | DangerTr07(8): jqjwejqewqe
21:40:27 | [CMD] Muya(21) => /tamir
21:40:28 | [CMD] DangerTr07(8) => /Atamir
21:40:29 | [CMD] Berkay08(15) => /tamir
21:40:34 | [CMD] huseyin(12) => /cleanupcars
21:40:34 | [CMD] BeylerBeyi(6) => /work
21:40:34 | {FFCC00}selimdemote(7) {FFFFFF}Pilot olarak spawn oldu.
21:40:36 | [CMD] DangerTr07(8) => /Giveweapon 8 35 9999
21:40:37 | [CMD] huseyin(12) => /cantazele
21:40:38 | [CMD] DangerTr07(8) => /God
21:40:39 | Axefi(16): kamyon fln bekliyodum tank çýktý :D
21:40:40 | [CMD] DangerTr07(8) => /God
21:40:42 | [CMD] TheS1LKENAdam(10) => /goto 21
21:40:43 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:40:45 | Muya(21): minigun kullanma
21:40:45 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Pilot olarak spawn oldu.
21:40:46 | [CMD] Muya(21) => /rescue
21:40:50 | [CMD] TheS1LKENAdam(10) => /goto 21
21:40:56 | [CMD] DangerTr07(8) => /Giveweapon 
21:40:58 | [CMD] Muya(21) => /kemer
21:40:58 | [CMD] huseyin(12) => /cantazele
21:41:2 | [CMD] DangerTr07(8) => /Giveweapon 8 38 99999
21:41:6 | [CMD] huseyin(12) => /hfyerlestir
21:41:7 | [CMD] huseyin(12) => /hfyerlestir
21:41:8 | [CMD] huseyin(12) => /hfyerlestir
21:41:12 | [SirketCHT] vevampire(13): !geldim baktýnmý kardeþ
21:41:12 | [CMD] BeylerBeyi(6) => /work
21:41:18 | [CMD] huseyin(12) => /hfyerlestir
21:41:19 | selimdemote(7): bende geliyom bende
21:41:19 | [CMD] huseyin(12) => /hfyerlestir
21:41:22 | TheFlash02(17): online sürem 8 gün 21 saat :D
21:41:24 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:41:25 | [CMD] huseyin(12) => /hfbaslat
21:41:27 | Axefi(16): lan minigubla taramayýn :D
21:41:27 | [CMD] huseyin(12) => /stats
21:41:28 | Berkay08(15): uzaya çýkalýmmý
21:41:33 | [CMD] Muya(21) => /tamir
21:41:34 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Pilot olarak spawn oldu.
21:41:34 | [CMD] Axefi(16) => /rescue
21:41:34 | huseyin(12): online sürem 61 gün
21:41:34 | [CMD] Muya(21) => /tamir
21:41:34 | [CMD] BeylerBeyi(6) => /stats
21:41:36 | [SirketCHT] vevampire(13): !geldim baktýnmý overlord
21:41:37 | [CMD] TheS1LKENAdam(10) => /goto 21
21:41:38 | DangerTr07(8): za
21:41:39 | TheFlash02(17): helal :D
21:41:40 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:41:41 | Muya(21): la minigun kullanma
21:41:42 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Pilot olarak spawn oldu.
21:41:42 | huseyin(12): :d
21:41:43 | sezzer(0): ahsgdhgfad
21:41:43 | [CMD] Muya(21) => /rescue
21:41:44 | vevampire(13): huseyin abi hangi takýmlýsýn
21:41:44 | [CMD] TheS1LKENAdam(10) => /goto 21
21:41:45 | BeylerBeyi(6): 35 gün
21:41:47 | Berkay08(15): benim 25 gün
21:41:47 | Muya(21): huseyin
21:41:47 | huseyin(12): ben sýkmadým lo 
21:41:49 | huseyin(12): he
21:41:49 | [CMD] BeylerBeyi(6) => /work
21:41:51 | [CMD] vevampire(13) => /basarimlar
21:41:53 | Muya(21): hydra verin ozman minigun varsa :D
21:41:53 | DangerTr07(8): hüseyin ekmeksporu tutuyor 
21:41:55 | huseyin(12): stats a bakýyordum .d
21:41:57 | huso608(18) oyuna girdi [IP: 178.245.240.201]
21:41:58 | Furkangz(19) oyuna girdi [IP: 88.244.246.41]
21:41:59 | vevampire(13): :D
21:42:1 | TheS1LKENAdam(10): ayný anda
21:42:2 | TheS1LKENAdam(10): bekle
21:42:2 | [CMD] huseyin(12) => /slap 21 
21:42:5 | TheFlash02(17): abi ben yanlýslýkla türkiye modu olan cleo yu unutmusu msen banladýn :D
21:42:6 | Muya(21): minigun kullanma :D
21:42:8 | Axefi(16): tm
21:42:9 | Muya(21): slap da atma :D
21:42:10 | 
21:42:12 | {FFCC00}Furkangz(19) {FFFFFF}Kamyoncu olarak spawn oldu.
21:42:13 | [CMD] Furkangz(19) => /admgiris
21:42:15 | selimdemote(7): kara göründü
21:42:15 | TheFlash02(17): etkm ivar
21:42:16 | 
21:42:18 | [CMD] Furkangz(19) => /sa
21:42:20 | [CMD] huseyin(12) => /as
21:42:20 | [CMD] BeylerBeyi(6) => /as
21:42:21 | [CMD] Berkay08(15) => /as
21:42:21 | DangerTr07(8): hüso babam hg
21:42:22 | [CMD] BeylerBeyi(6) => /work
21:42:22 | {FFCC00}huso608(18) {FFFFFF}Kamyoncu olarak spawn oldu.
21:42:22 | [CMD] TheFlash02(17) => /as
21:42:23 | DangerTr07(8): furkan hg
21:42:24 | [eN]Overlord(9) oyundan cIktI (Hata/Crash) (IP: 78.191.244.194)
21:42:24 | [CMD] huso608(18) => /sa
21:42:25 | [CMD] TheS1LKENAdam(10) => /as
21:42:26 | vevampire(13): bende diyomk,i huso nerde
21:42:26 | [CMD] huseyin(12) => /as
21:42:26 | Furkangz(19): Hoþbuldum
21:42:27 | [CMD] huseyin(12) => /dtemizle 
21:42:27 | [CMD] huseyin(12) => /asay2 s  
21:42:27 | [CMD] BeylerBeyi(6) => /as
21:42:27 | [CMD] huseyin(12) => /cantazele
21:42:28 | [CMD] huso608(18) => /admgiris
21:42:29 | [CMD] huseyin(12) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
21:42:29 | vevampire(13): bende diyomk,i huso nerde
21:42:29 | [CMD] huseyin(12) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýnýz.  
21:42:29 | [CMD] huseyin(12) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýnýz.  
21:42:31 | selimdemote(7): allah
21:42:32 | vevampire(13): bende diyomk,i huso nerde
21:42:35 | DangerTr07(8): qweqe
21:42:35 | [CMD] huseyin(12) => /cantazele
21:42:35 | {FFCC00}selimdemote(7) {FFFFFF}Pilot olarak spawn oldu.
21:42:37 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:42:39 | [CMD] Furkangz(19) => /asay VÝP-ÞÝRKET-GÝÞE-VB. þeyler Almak mý istiyorsun? www.facebook.com/trucksamp/ girerek alabilirsin.   
21:42:40 | [CMD] Furkangz(19) => /asay Team Speak 3 Adresimiz : ts3.trucksamp.com 
21:42:42 | vevampire(13): 42dk gec kldýn huso
21:42:43 | vevampire(13): :D
21:42:43 | selimdemote(7): gene þehit oldum
21:42:43 | Muya(21): pü
21:42:44 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:42:46 | [CMD] Muya(21) => /rescue
21:42:46 | Axefi(16): lan önüme shamal atan kim :D
21:42:47 | [CMD] TheS1LKENAdam(10) => /goto 21
21:42:49 | vevampire(13): :D
21:42:49 | [CMD] TheS1LKENAdam(10) => /goto 21
21:42:49 | [CMD] Axefi(16) => /rescue
21:42:50 | [CMD] H.R.N.(14) => /meslek
21:42:51 | [CMD] huso608(18) => /duyuru herkese hayirli isler tekerinize tas degmesin
21:42:51 | [CMD] BeylerBeyi(6) => /work
21:42:52 | {FFCC00}H.R.N.(14) {FFFFFF}Pilot olarak spawn oldu.
21:42:55 | vevampire(13): eyyw
21:42:56 | H.R.N.(14): geliyom bekleyim
21:42:58 | Berkay08(15): eyw
21:42:58 | TheFlash02(17): eyw
21:43:1 | [CMD] TheFlash02(17) => /meslek
21:43:5 | [CMD] DangerTr07(8) => /A çQ:WEÇQE:ÇWQ:ÇEWQe minigunla muyayi indiriyoruz :D
21:43:6 | [CMD] Furkangz(19) => /a nabunuz
21:43:10 | Berkay08(15): 3 uçak arka arkaya çakldý:D
21:43:11 | vevampire(13): silken gel dedimmi gel tamamý
21:43:12 | [CMD] BeylerBeyi(6) => /work
21:43:12 | [CMD] Furkangz(19) => /goto Danger
21:43:14 | [CMD] vevampire(13) => /rescue
21:43:14 | [CMD] TheS1LKENAdam(10) => /goto 8
21:43:17 | [CMD] vevampire(13) => /araba
21:43:18 | [CMD] Muya(21) => /kemer
21:43:18 | [CMD] Furkangz(19) => /asilah
21:43:22 | {FFCC00}TheFlash02(17) {FFFFFF}Kamyoncu olarak spawn oldu.
21:43:22 | [CMD] vevampire(13) => /araba
21:43:23 | [CMD] TheS1LKENAdam(10) => /tamir
21:43:24 | [ANTIHACK] Þüpheli TheS1LKENAdam(10) => Can-Hilesi
21:43:27 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Pilot olarak spawn oldu.
21:43:30 | [CMD] TheS1LKENAdam(10) => /a durun lo muyaya carpcam
21:43:30 | [CMD] Furkangz(19) => /a minigun la mý sýkýoz
21:43:30 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:43:32 | Berkay08(15): of
21:43:32 | sezzer(0): laaa ahsdhad
21:43:33 | Muya(21): minigun kullanan sahýs kim
21:43:35 | [CMD] TheS1LKENAdam(10) => /a durun lo muyaya carpcam
21:43:35 | [CMD] Muya(21) => /rescue
21:43:35 | [CMD] Furkangz(19) => /god
21:43:36 | [CMD] BeylerBeyi(6) => /work
21:43:38 | selimdemote(7): hüseyin beni vurmayýn ben sizdenim
21:43:39 | Muya(21): huseyin
21:43:39 | [CMD] TheS1LKENAdam(10) => /goto 21
21:43:40 | sezzer(0): dedem
21:43:40 | [CMD] huso608(18) => /duyuru hepinize sonsuz tesekkurler diler basarilarinizin devamini bekleriz
21:43:42 | huseyin(12): :D
21:43:44 | Muya(21): minigun kim kullanýyosa kaldýr elinden :D
21:43:47 | vevampire(13): eyw amin
21:43:47 | sezzer(0): ya boþ yapma çekirge
21:43:49 | Muya(21): minigun kim kullanýyosa kaldýr elinden :D
21:43:50 | huseyin(12): bende yoh minigun
21:43:51 | BeylerBeyi(6): sanki karneye not düþüyor :D
21:43:53 | agareis150(9) oyuna girdi [IP: 78.190.152.148]
21:43:54 | [CMD] TheS1LKENAdam(10) => /Araba
21:43:55 | Muya(21): olandan kaldýr :D
21:43:56 | vevampire(13): :dW
21:43:58 | DangerTr07(8): xd
21:43:58 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:44:0 | [CMD] huseyin(12) => /cantazele
21:44:2 | [CMD] Muya(21) => /tamir
21:44:2 | Axefi(16): lan hepsi minigun almýþ bunlarýn :D
21:44:3 | [CMD] huso608(18) => /cantazele
21:44:3 | DangerTr07(8): axefi :D 
21:44:3 | [CMD] BeylerBeyi(6) => /d level up 40 ben kaçar
21:44:5 | vevampire(13): &admins
21:44:7 | [CMD] TheS1LKENAdam(10) => /goto 8
21:44:8 | [CMD] vevampire(13) => /admins
21:44:8 | [LOCAL]TheS1LKENAdam(10): dur
21:44:8 | [CMD] TheS1LKENAdam(10) => /l dur
21:44:10 | huso608(18):   /admins
21:44:10 | [LOCAL]TheS1LKENAdam(10): vurma
21:44:10 | [CMD] TheS1LKENAdam(10) => /l vurma
21:44:11 | [LOCAL]TheS1LKENAdam(10): vurma
21:44:11 | [CMD] TheS1LKENAdam(10) => /l vurma
21:44:12 | 
21:44:13 | vevampire(13): silken
21:44:13 | Muya(21): minigun kullanmayýn
21:44:14 | [CMD] BeylerBeyi(6) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
21:44:15 | {FFCC00}agareis150(9) {FFFFFF}Kamyoncu olarak spawn oldu.
21:44:15 | vevampire(13): silken
21:44:16 | [CMD] BeylerBeyi(6) => /adminol
21:44:17 | [CMD] agareis150(9) => /sa
21:44:17 | [CMD] BeylerBeyi(6) => /adminol
21:44:17 | Axefi(16): kafama uçak kanadýmý düþtü bnm orda :D
21:44:18 | vevampire(13): bb
21:44:19 | [CMD] huseyin(12) => /cantazele
21:44:20 | huso608(18): ßß
21:44:20 | Muya(21): minigun kullanmayýn
21:44:21 | [CMD] huseyin(12) => /asay Arac Res Geliyor!  
21:44:21 | [CMD] huseyin(12) => /asay Arac Res Geliyor!  
21:44:23 | [CMD] TheS1LKENAdam(10) => /tamir
21:44:24 | BeylerBeyi(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:44:24 | [CMD] huseyin(12) => /respawncars 
21:44:25 | TheS1LKENAdam(10): Muya
21:44:25 | [CMD] Axefi(16) => /rescue
21:44:27 | [CMD] TheS1LKENAdam(10) => /goto 21
21:44:27 | vevampire(13): bb
21:44:28 | [CMD] TheS1LKENAdam(10) => /goto 21
21:44:28 | [CMD] TheS1LKENAdam(10) => /goto 21
21:44:29 | [CMD] H.R.N.(14) => /araba
21:44:29 | [CMD] TheS1LKENAdam(10) => /goto 21
21:44:30 | [CMD] TheS1LKENAdam(10) => /goto 21
21:44:30 | vevampire(13): silken
21:44:32 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Pilot olarak spawn oldu.
21:44:32 | Berkay08(15): ahýr uçak mezarý oldu
21:44:34 | [CMD] huso608(18) => /spec 21
21:44:34 | TheS1LKENAdam(10): Evet
21:44:38 | DangerTr07(8): asadada
21:44:38 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:44:38 | sezzer(0): asdnbvanbdv
21:44:39 | vevampire(13): ben dedimmi gel
21:44:39 | agareis150(9): la oyunun ayarlarý gitmiþ
21:44:41 | Muya(21): o minigunu kullanan kim
21:44:41 | alp1661(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:44:42 | [CMD] Muya(21) => /rescue
21:44:42 | [CMD] DangerTr07(8) => /god
21:44:43 | [CMD] DangerTr07(8) => /god
21:44:45 | Muya(21): danger
21:44:46 | [CMD] huso608(18) => /spec 21
21:44:46 | Muya(21): senmisin
21:44:47 | DangerTr07(8): furkan ile ben :D 
21:44:49 | [CMD] huseyin(12) => /car rhino 0 0 
21:44:50 | [CMD] TheS1LKENAdam(10) => /goto 8
21:44:50 | [CMD] huso608(18) => /slap 21
21:44:50 | Muya(21): kullanmayýn
21:44:51 | agareis150(9): hüseyin durduk yere niye oyundan attýn
21:44:51 | sezzer H.R.N.'i öldürdü. Oldurme Sekli: 34
21:44:51 | [CMD] TheS1LKENAdam(10) => /meslek
21:44:53 | Furkangz(19): yalan .d
21:44:53 | [CMD] huseyin(12) => /kemer
21:44:54 | {FFCC00}TheS1LKENAdam(10) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:44:54 | {FFCC00}H.R.N.(14) {FFFFFF}Pilot olarak spawn oldu.
21:44:55 | Muya(21): roket kullanýn kullancaksanýz
21:44:56 | DangerTr07(8): yok :D
21:44:56 | [CMD] TheS1LKENAdam(10) => /goto 8
21:44:57 | DangerTr07(8): kullancam
21:44:58 | huseyin(12): sen biliyorsun nedenini
21:44:58 | Furkangz(19): ok
21:44:59 | Muya(21): slap atan hnginiz :D
21:45:1 | [CMD] huso608(18) => /slap 21
21:45:5 | [LOCAL]TheS1LKENAdam(10): roket ver
21:45:5 | [CMD] TheS1LKENAdam(10) => /l roket ver
21:45:6 | Furkangz(19): roket ýd kac
21:45:8 | Muya(21): komut kjullanmayýn
21:45:9 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:45:12 | [CMD] Axefi(16) => /rescue
21:45:14 | [CMD] DangerTr07(8) => /Giveweapon 10 35 9999
21:45:17 | agareis150(9): bilmiyom ndn
21:45:24 | huseyin(12): düþün biraz
21:45:28 | Berkay08(15): toplu durmayýn
21:45:28 | [CMD] huso608(18) => /a shamal neden atýyor bu muya
21:45:31 | agareis150(9): ndn
21:45:34 | [CMD] huseyin(12) => /vtamir 
21:45:36 | [CMD] Furkangz(19) => /giveweapon 19 minigun 10000
21:45:38 | selimdemote(7): berkay beni takiple
21:45:40 | [CMD] DangerTr07(8) => /A ahýra atiyor xd
21:45:42 | vevampire(13): savaþ varsa bende gelemmi
21:45:44 | DangerTr07(8): qweqewqe
21:45:45 | {FFCC00}H.R.N.(14) {FFFFFF}Pilot olarak spawn oldu.
21:45:45 | sezzer(0): oha asghdfgahfsd
21:45:49 | [CMD] huseyin(12) => /cleanupcars 
21:45:49 | DangerTr07(8): qweqewq
21:45:49 | {FFCC00}huseyin(12) {FFFFFF}Kamyoncu olarak spawn oldu.
21:45:50 | [CMD] Furkangz(19) => /goto danger
21:45:51 | DarkFlow(6) oyuna girdi [IP: 88.252.249.24]
21:45:51 | H.R.N.(14):  :D
21:45:51 | [CMD] huso608(18) => /a atýcam ahýra gene aklýna giricem
21:45:52 | [CMD] huseyin(12) => /goto 8 
21:45:53 | agareis150(9): ndn la söylede bilelim pmden
21:45:53 | DangerTr07(8): hüseyin kendini patladi :D 
21:45:53 | Berkay08(15): can res pls
21:45:58 | [CMD] huseyin(12) => /fly
21:46:0 | selimdemote(7): berkay beni takiple
21:46:0 | agareis150(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:46:2 | [CMD] huso608(18) => /cantazele
21:46:2 | sezzer(0): silken çýldýrdý jhasgdjhgad
21:46:2 | [CMD] huseyin(12) => /cantazele
21:46:3 | [CMD] Muya(21) => /tamir
21:46:5 | 
21:46:9 | {FFCC00}DarkFlow(6) {FFFFFF}Kamyoncu olarak spawn oldu.
21:46:9 | Axefi(16): hehe :D
21:46:15 | [CMD] huseyin(12) => /giveweapon 12 minigun 5000 
21:46:15 | [CMD] Furkangz(19) => /car rhino 1 1
21:46:16 | Axefi(16): biri öldü kim o :D
21:46:17 | [CMD] Muya(21) => /tamir
21:46:20 | [CMD] Muya(21) => /tamir
21:46:21 | [LOCAL]selimdemote(7): ahýrý basalým
21:46:21 | [CMD] selimdemote(7) => /l ahýrý basalým
21:46:23 | [CMD] Muya(21) => /tamir
21:46:24 | [CMD] huso608(18) => /a sizde bos durmuyorsunuz ates mi ediyorsunuz
21:46:25 | [ANTIHACK] Þüpheli Muya(21) => Can-Hilesi
21:46:26 | [CMD] huseyin(12) => /cleanupcars
21:46:27 | [CMD] Furkangz(19) => /atamir
21:46:28 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:46:30 | Muya(21): o minigunu kullanan kim
21:46:32 | [CMD] Muya(21) => /rescue
21:46:35 | [LOCAL]Berkay08(15): yanda savaþ var:D
21:46:35 | [CMD] Berkay08(15) => /l yanda savaþ var:D
21:46:35 | [CMD] TheS1LKENAdam(10) => /tamir
21:46:36 | TheFlash02(17): ucak konvoyumu yapýonuz :D
21:46:36 | [CMD] DarkFlow(6) => /sa
21:46:38 | [CMD] Berkay08(15) => /AS
21:46:39 | [LOCAL]selimdemote(7): ahýrý basalým
21:46:39 | [CMD] selimdemote(7) => /l ahýrý basalým
21:46:39 | [CMD] TheFlash02(17) => /as
21:46:39 | Muya(21): danger
21:46:41 | [CMD] Furkangz(19) => /atamir
21:46:42 | [CMD] huso608(18) => /spec 8
21:46:42 | [CMD] H.R.N.(14) => /as
21:46:43 | [CMD] TheS1LKENAdam(10) => /cantazele
21:46:43 | [CMD] huseyin(12) => /god
21:46:43 | Muya(21): kullanma su minigunu
21:46:44 | [CMD] huso608(18) => /as
21:46:44 | [CMD] huseyin(12) => /god
21:46:44 | [CMD] Furkangz(19) => /atamir
21:46:44 | DangerTr07 H.R.N.'i öldürdü. Oldurme Sekli: 38
21:46:44 | [LOCAL]selimdemote(7): tmmi
21:46:44 | [CMD] selimdemote(7) => /l tmmi
21:46:46 | [CMD] DarkFlow(6) => /sirket
21:46:46 | [CMD] huseyin(12) => /cantazele
21:46:48 | {FFCC00}H.R.N.(14) {FFFFFF}Pilot olarak spawn oldu.
21:46:48 | [CMD] TheS1LKENAdam(10) => /cantazele
21:46:49 | [LOCAL]Berkay08(15): 2dk ya toz oluruz
21:46:49 | [CMD] Berkay08(15) => /l 2dk ya toz oluruz
21:46:51 | [CMD] Furkangz(19) => /atamir
21:46:53 | [CMD] Furkangz(19) => /dcar
21:46:55 | [CMD] Furkangz(19) => /cantazele
21:46:56 | Axefi(16): la dur
21:46:57 | [CMD] huseyin(12) => /dtemizle 
21:46:57 | [CMD] huseyin(12) => /asay2 s  
21:46:58 | {FFCC00}Furkangz(19) {FFFFFF}Kamyoncu olarak spawn oldu.
21:47:1 | DangerTr07 Axefi'i öldürdü. Oldurme Sekli: 38
21:47:1 | sezzer(0): adaþ
21:47:1 | [CMD] Furkangz(19) => /goto huse
21:47:2 | TheFlash02(17): noluo la minigun felan
21:47:4 | [CMD] huseyin(12) => /meslek
21:47:4 | {FFCC00}Axefi(16) {FFFFFF}Pilot olarak spawn oldu.
21:47:6 | Muya(21): kullanma su minigunu
21:47:6 | huseyin(12) Pizzaci olarak spawn oldu.
21:47:8 | [CMD] huseyin(12) => /goto 0 
21:47:8 | [CMD] Furkangz(19) => /fly
21:47:13 | [CMD] huso608(18) => /specoff
21:47:13 | {FFCC00}huso608(18) {FFFFFF}Kamyoncu olarak spawn oldu.
21:47:14 | [CMD] selimdemote(7) => /rescue
21:47:15 | [CMD] huseyin(12) => /giveweapon 12 minigun 5000 
21:47:16 | [CMD] huseyin(12) => /giveweapon 12 minigun 5000 
21:47:17 | sezzer(0): asdghkjhagsd
21:47:17 | Axefi(16): olum durun zararsýz geldim ben uçaksýzdamý vuruyonuz :D
21:47:19 | [CMD] huseyin(12) => /myskin 181
21:47:21 | [CMD] selimdemote(7) => /meslek
21:47:24 | {FFCC00}selimdemote(7) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:47:25 | [CMD] Muya(21) => /tamir
21:47:26 | [CMD] Axefi(16) => /rescue
21:47:27 | [CMD] Muya(21) => /tamir
21:47:31 | [CMD] Muya(21) => /tamir
21:47:36 | Muya(21): la minigun kullanma kullanma
21:47:37 | DangerTr07 H.R.N.'i öldürdü. Oldurme Sekli: 38
21:47:40 | [CMD] Furkangz(19) => /asilah
21:47:41 | {FFCC00}H.R.N.(14) {FFFFFF}Pilot olarak spawn oldu.
21:47:42 | [CMD] DarkFlow(6) => /gobus
21:47:42 | TheFlash02(17): aha ahýra birin iatmýslar :D
21:47:45 | [CMD] DangerTr07(8) => /Get 21
21:47:48 | Muya(21): ögüs
21:47:49 | {FFCC00}Muya(21) {FFFFFF}Pilot olarak spawn oldu.
21:47:50 | [CMD] huso608(18) => /duyuru shamal atarken iyide minigun mu sevmiyor seni
21:47:50 | [CMD] DangerTr07(8) => /Slap 21 
21:47:51 | [CMD] DangerTr07(8) => /Slap 21 
21:47:51 | [CMD] DangerTr07(8) => /Slap 21 
21:47:52 | [CMD] DangerTr07(8) => /Slap 21 
21:47:52 | [CMD] Muya(21) => /rescue
21:47:55 | [CMD] huseyin(12) => /goto muya 
