0:0:0 | [CMD] TIRCI(23) => /basarimlar
20:52:0 | Furkangz(20): ancak
20:52:0 | [LOCAL]sezzer(25): ben konvoya kaçýyom knk
20:52:0 | [CMD] sezzer(25) => /l ben konvoya kaçýyom knk
20:52:1 | [CMD] Konyali42(22) => /pm 25 harbour gel
20:52:2 | CcCAtakan1907(14): siz yaparsnýzda biz yapmazmýyýz testeree
20:52:2 | [CMD] sezzer(25) => /meslek
20:52:2 | [CMD] Konyali42(22) => /convoy
20:52:3 | [CMD] DangerTr07(21) => /a :D 
20:52:3 | Furkangz(20): Bu serverda
20:52:4 | {FFCC00}sezzer(25) {FFFFFF}Kamyoncu olarak spawn oldu.
20:52:4 | MeRMi(17): svde nedir
20:52:6 | Furkangz(20): Baþka niyetlerle
20:52:7 | [CMD] DangerTr07(21) => /A anat boyko :D 
20:52:9 | [CMD] sezzer(25) => /rescue
20:52:10 | [CMD] DangerTr07(21) => /A anlat
20:52:11 | [CMD] iYasinBey(23) => /fly
20:52:12 | Furkangz(20): kullanýlan yer
20:52:14 | Moskova_Kurdu(27) oyuna girdi [IP: 212.252.166.46]
20:52:15 | [CMD] CcCAtakan1907(14) => /animkapat
20:52:17 | [CMD] Strike(TR)(16) => /admins
20:52:18 | [CMD] CcCAtakan1907(14) => /goto 25
20:52:19 | [CMD] MeRMi(17) => /modifiye
20:52:21 | [CMD] BoykoXD(8) => /a pardon arkadaþlar küfür ettim ama 
20:52:22 | [CMD] DarkFlow(10) => /dus
20:52:24 | 
20:52:25 | {FFCC00}Moskova_Kurdu(27) {FFFFFF}Kamyoncu olarak spawn oldu.
20:52:27 | [LOCAL]CcCAtakan1907(14): hangisi knk
20:52:27 | [CMD] CcCAtakan1907(14) => /l hangisi knk
20:52:27 | [CMD] Moskova_Kurdu(27) => /admgiris
20:52:28 | [CMD] Furkangz(20) => /a kufur edinde cok etmeyin
20:52:29 | [CMD] eren1616(9) => /a babasýnýn kafasýnda þiþe kýrmýþlar küfür felan etmiþler dövmüþler
20:52:32 | [LOCAL]sezzer(25): konyali nin
20:52:32 | [CMD] sezzer(25) => /l konyali nin
20:52:33 | [CMD] Moskova_Kurdu(27) => /admins
20:52:36 | burak71(0): gorevýptal
20:52:36 | [CMD] CcCAtakan1907(14) => /convoy
20:52:38 | [CMD] sezzer(25) => /convyoy
20:52:39 | selimdemote(12): kürt iyi bayramlar la
20:52:41 | [CMD] Furkangz(20) => /dtemizle
20:52:42 | MeRMi(17): mesela hangi niyet
20:52:43 | [CMD] sezzer(25) => /convoy
20:52:44 | [CMD] DangerTr07(21) => /a oglim insanlar cýldýrdý 
20:52:45 | [CMD] Moskova_Kurdu(27) => /a amdinler çok fazla olmuþ yaw 
20:52:45 | bareking(26) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:52:48 | [CMD] burak71(0) => /goreviptal
20:52:48 | DangerTr07(21): Muskova hg 
20:52:49 | [CMD] testere151(7) => /a küfürü aþýrýya kaçýrmayýn beyler
20:52:50 | [CMD] BoykoXD(8) => /a þiþe deðil mustayla vurdular
20:52:52 | [CMD] HeRquL(11) => /a durup dururken mi yapmýþlar
20:52:53 | [CMD] iYasinBey(23) => /fly
20:52:54 | [CMD] HeRquL(11) => /work
20:52:54 | [CMD] Furkangz(20) => /a ayn 
20:52:55 | Moskova_Kurdu(27): hoþ bulmadým
20:52:56 | [CMD] Furkangz(20) => /goto 7
20:52:58 | DangerTr07(21): mert nbr
20:52:59 | [CMD] Jodor(18) => /boombox yerdenal
20:53:1 | DangerTr07(21): niye 
20:53:3 | [CMD] BoykoXD(8) => /a evet
20:53:4 | Moskova_Kurdu(27): sen varsýn die
20:53:5 | DangerTr07(21): ayýp :( 
20:53:6 | [CMD] Jodor(18) => /boombox yerekoy
20:53:7 | [CMD] Konyali42(22) => /c atakan
20:53:7 | [CMD] testere151(7) => /balon
20:53:9 | DangerTr07(21): al üzdün kankaný 
20:53:9 | [CMD] CcCAtakan1907(14) => /c he
20:53:10 | [CMD] iYasinBey(23) => /ise
20:53:11 | [CMD] HeRquL(11) => /a ilginç 
20:53:11 | Furkangz(20): ucur bený testo
20:53:12 | [CMD] eren1616(9) => /atamir
20:53:12 | Furkangz(20): :D
20:53:13 | [CMD] Konyali42(22) => /c ben sezerle yapacaktim
20:53:15 | testere151(7): :D
20:53:16 | Moskova_Kurdu(27): aðla sen
20:53:20 | [CMD] iYasinBey(23) => /bira
20:53:21 | DangerTr07(21): niye .s 
20:53:21 | [CMD] CcCAtakan1907(14) => /c tm yapýn siz
20:53:22 | [CMD] Jodor(18) => /boombox muzikac
20:53:22 | [CMD] Konyali42(22) => /c sen istersen dangerinkine katil
20:53:23 | [CMD] Strike(TR)(16) => /work
20:53:25 | Moskova_Kurdu(27): bilmm
20:53:26 | [CMD] CcCAtakan1907(14) => /convoyayril
20:53:27 | [CMD] Furkangz(20) => /god
20:53:28 | [SirketCHT] Jodor(18): ! dark aþaðý in
20:53:29 | DangerTr07(21): banlarim mert :QÇWEQ 
20:53:29 | [CMD] CcCAtakan1907(14) => /convoy
20:53:31 | [CMD] Furkangz(20) => /acantazele
20:53:32 | Moskova_Kurdu(27): :( 
20:53:32 | DangerTr07(21): iyiym de :p 
20:53:33 | iYasinBey(23): darkfollow elime bak
20:53:33 | [CMD] Furkangz(20) => /cantazele
20:53:33 | [SirketCHT] Jodor(18): ! basket sahasýndayým
20:53:34 | [CMD] Moskova_Kurdu(27) => /work
20:53:38 | iYasinBey(23): darflow elime bak
20:53:40 | [CMD] BoykoXD(8) => /a olum varya adam mustayla dövülünce kafasý sersemleniþ
20:53:41 | [CMD] eren1616(9) => /vipler
20:53:41 | [CMD] Moskova_Kurdu(27) => /sirketdorse
20:53:41 | [CMD] Konyali42(22) => /work
20:53:42 | [CMD] sezzer(25) => /c sa knk
20:53:43 | [CMD] DarkFlow(10) => /ise
20:53:44 | [CMD] DangerTr07(21) => /A Mert Galp <3 
20:53:48 | [LOCAL]Furkangz(20): go
20:53:48 | [CMD] Furkangz(20) => /l go
20:53:48 | [CMD] Strike(TR)(16) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
20:53:49 | [CMD] HeRquL(11) => /a demir musta deðilmi
20:53:50 | [CMD] DangerTr07(21) => /Atamir
20:53:51 | [CMD] Moskova_Kurdu(27) => /a Akciðer <3 
20:53:52 | [CMD] BoykoXD(8) => /a evet
20:53:53 | [CMD] iYasinBey(23) => /animkapart
20:53:54 | [CMD] Konyali42(22) => /c as knk
20:53:56 | [CMD] DangerTr07(21) => /A Dallak <3 
20:53:56 | [CMD] iYasinBey(23) => /animkapat
20:53:57 | [CMD] Furkangz(20) => /balon
20:53:57 | [CMD] HeRquL(11) => /a oyle yapar o
20:53:59 | [SirketCHT] DangerTr07(21): ! sezzer 
20:54:1 | [SirketCHT] DangerTr07(21): ! yi beni yi 
20:54:2 | [CMD] Konyali42(22) => /c knk ben baslatamiyorum ayni görev -.-
20:54:2 | [SirketCHT] sezzer(25): ! he knk
20:54:4 | DarkFlow(10): can res
20:54:5 | [LOCAL]testere151(7): durmuyo QW:E
20:54:5 | [CMD] testere151(7) => /l durmuyo QW:E
20:54:6 | [CMD] Konyali42(22) => /convoylider 25
20:54:8 | [CMD] DangerTr07(21) => /Cantazele
20:54:8 | [CMD] Furkangz(20) => /balon
20:54:8 | [SirketCHT] sezzer(25): ! yicem knk konvoydaým asghdjhgasd
20:54:9 | [CMD] BoykoXD(8) => /a olum alný çok derin
20:54:9 | [CMD] Moskova_Kurdu(27) => /a Dalyarak <3 
20:54:10 | [CMD] iYasinBey(23) => /goto 25
20:54:11 | DarkFlow(10): geçti
20:54:11 | [CMD] sezzer(25) => /work
20:54:12 | [SirketCHT] DangerTr07(21): ! D 
20:54:13 | [CMD] HeRquL(11) => /a angi bölgesine vurmuþlar
20:54:13 | {FFCC00}DarkFlow(10) {FFFFFF}Kamyoncu olarak spawn oldu.
20:54:14 | DarkFlow(10): :D
20:54:15 | [CMD] Furkangz(20) => /balon
20:54:15 | MeRMi(17): hurþit
20:54:16 | [CMD] iYasinBey(23) => /goto 25
20:54:17 | DangerTr07(21): Ý:(
20:54:18 | Jodor(18): parti time
20:54:19 | DangerTr07(21): pü sana 
20:54:20 | MeRMi(17): korktunmu la :D
20:54:20 | [LOCAL]eren1616(9): noluyoz 
20:54:20 | [CMD] eren1616(9) => /l noluyoz 
20:54:25 | [CMD] MeRMi(17) => /tamir
20:54:25 | [CMD] sezzer(25) => /asiriyuk
20:54:25 | {FFCC00}burak71(0) {FFFFFF}Kamyoncu olarak spawn oldu.
20:54:27 | [CMD] Furkangz(20) => /fly
20:54:28 | [CMD] DarkFlow(10) => /rescue
20:54:29 | [LOCAL]eren1616(9): yasin kafayý yedi
20:54:29 | [CMD] eren1616(9) => /l yasin kafayý yedi
20:54:30 | [CMD] BoykoXD(8) => /a alnýný tam vurmuþlar ortasýna
20:54:30 | [SirketCHT] Moskova_Kurdu(27): ! Çalýþýn ula 
20:54:32 | selimdemote(12): sab ezaný okundu arkadaþlar hadi imana gelin
20:54:32 | [LOCAL]iYasinBey(23): :ADS
20:54:32 | [CMD] iYasinBey(23) => /l :ADS
20:54:35 | [CMD] testere151(7) => /plane
20:54:37 | [CMD] Jodor(18) => /dans 4
20:54:41 | [LOCAL]Furkangz(20): dur keybind acam
20:54:41 | [CMD] Furkangz(20) => /l dur keybind acam
20:54:41 | DNZY(26) oyuna girdi [IP: 85.104.42.184]
20:54:41 | [CMD] iYasinBey(23) => /goto 12
20:54:44 | [CMD] CcCAtakan1907(14) => /convoyiptal
20:54:45 | [CMD] iYasinBey(23) => /goto 12
20:54:50 | [CMD] iYasinBey(23) => /goto 12
20:54:53 | [CMD] Furkangz(20) => /plane
20:54:53 | [CMD] HeRquL(11) => /a o bölge baygýnlýk falan yapar gözlerin yan tarafýda 
20:54:54 | [CMD] Moskova_Kurdu(27) => /aka 19 
20:54:57 | [SirketCHT] DarkFlow(10): ! geliyom
20:54:59 | iYasinBey(23): selim arkana bak
20:55:0 | [CMD] burak71(0) => /work
20:55:2 | [CMD] Moskova_Kurdu(27) => /aka 26
20:55:3 | [SirketCHT] Jodor(18): ! ok
20:55:4 | [CMD] BoykoXD(8) => /a olum varya olayda bn olsaydým suana kadar hapisteydim
20:55:9 | [CMD] Jodor(18) => /dans 5
20:55:10 | [CMD] Strike(TR)(16) => /A hangi
20:55:11 | [SirketCHT] aliturkak(15): ! püü þirkete kasmýyonz :D
20:55:14 | [CMD] Jodor(18) => /dans 1
20:55:15 | [CMD] BoykoXD(8) => /a bayýlmadý
20:55:20 | [CMD] BoykoXD(8) => /a 4 kiþi saldýrdý 
20:55:20 | [CMD] Strike(TR)(16) => /baliksat
20:55:20 | Furkangz(20): leptop ta hydara kullanýlmaz :D
20:55:20 | [SirketCHT] Jodor(18): ! kim kasmýyo
20:55:23 | [CMD] Jodor(18) => /sirket
20:55:23 | [LOCAL]iYasinBey(23): 3m atsana aga
20:55:23 | [CMD] iYasinBey(23) => /l 3m atsana aga
20:55:23 | CcCAtakan1907(14): 7dl
20:55:24 | testere151(7): :D
20:55:29 | [SirketCHT] aliturkak(15): ! siz napýyonz ki la
20:55:30 | DangerTr07(21): nasil kullanýlmaz
20:55:31 | [CMD] BoykoXD(8) => /a biri tutup 3 kiþi vurduý
20:55:31 | DNZY(26) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:55:33 | DangerTr07(21): eminmisin 
20:55:33 | [CMD] HeRquL(11) => /a çete falanmýymýþ bunlar
20:55:35 | [SirketCHT] aliturkak(15): ! kasýyonuz mu
20:55:35 | [CMD] Moskova_Kurdu(27) => /a kime lo 
20:55:36 | Furkangz(20): bak fn 8 yapýom hýzlanýyor sonra durmuyor :D
20:55:36 | [LOCAL]iYasinBey(23): 3m atsana aga
20:55:36 | [CMD] iYasinBey(23) => /l 3m atsana aga
20:55:38 | testere151(7): ben yolda kullancam Q:WE
20:55:38 | [SirketCHT] Jodor(18): ! patronuz biz
20:55:41 | [CMD] CcCAtakan1907(14) => /convoy
20:55:42 | [SirketCHT] aliturkak(15): ! olsn :D
20:55:44 | [SirketCHT] Konyali42(22): ! :D
20:55:44 | [SirketCHT] Jodor(18): ! hem 23m kasmýþým :D
20:55:45 | DangerTr07(21): furkan eminmisin d
20:55:46 | [LOCAL]iYasinBey(23): 3m atsana aga
20:55:46 | [CMD] iYasinBey(23) => /l 3m atsana aga
20:55:47 | [CMD] MeRMi(17) => /tair
20:55:47 | BeylerBeyi(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:55:48 | [CMD] BoykoXD(8) => /a yok ya  tam oöler
20:55:48 | [LOCAL]iYasinBey(23): 3m atsana aga
20:55:48 | [CMD] iYasinBey(23) => /l 3m atsana aga
20:55:50 | Furkangz(20):  danger biliosan soylesene 
20:55:51 | [SirketCHT] Jodor(18): ! yeter deðil mi
20:55:52 | [CMD] HeRquL(11) => /a babanýn düþmaný falan olmasýn
20:55:52 | [CMD] MeRMi(17) => /tamir
20:55:52 | [CMD] BoykoXD(8) => /a yok ya  tam oçler
20:55:52 | [CMD] testere151(7) => /atamir
20:55:54 | [CMD] Strike(TR)(16) => /A teror örgütü degil demi
20:55:55 | DangerTr07(21): 8 ile 2 :D 
20:55:57 | [LOCAL]iYasinBey(23): 3m atsana aga
20:55:57 | [CMD] iYasinBey(23) => /l 3m atsana aga
20:55:59 | [CMD] CcCAtakan1907(14) => /convoy
20:55:59 | aliturkak(15): danger
20:56:0 | aliturkak(15): geliyom
20:56:1 | (26) 60 saniye içinde giriþ yapmadýðý için tekmelendi
20:56:1 | DangerTr07(21): ? 
20:56:6 | DangerTr07(21): gel harbour 
20:56:7 | Furkangz(20): sen leptop mu kullanýon
20:56:8 | [CMD] Jodor(18) => /emrah
20:56:8 | [CMD] Moskova_Kurdu(27) => /a kimi dövmüþler la 
20:56:9 | dostluk(13) oyuna girdi [IP: 85.106.117.210]
20:56:12 | [CMD] BoykoXD(8) => /a la yok babam kimseyeyle sorunu tok
20:56:12 | [CMD] eren1616(9) => /c baþlattt
20:56:12 | [CMD] Jodor(18) => /basarimlar 
20:56:12 | DangerTr07(21): he 
20:56:12 | [CMD] iYasinBey(23) => /pm 7 aaa bize 3m yoh mu?
20:56:12 | [CMD] testere151(7) => /admins
20:56:13 | [CMD] iYasinBey(23) => /pm 7 aaa bize 3m yoh mu?
20:56:14 | [CMD] iYasinBey(23) => /pm 7 aaa bize 3m yoh mu?
20:56:14 | [CMD] iYasinBey(23) => /pm 7 aaa bize 3m yoh mu?
20:56:17 | [CMD] BoykoXD(8) => /a babamý
20:56:20 | [CMD] HeRquL(11) => /work
20:56:22 | [LOCAL]selimdemote(12): aga para bitti la dur ben sana verem 3myi ama dükkanda varsa
20:56:22 | [CMD] selimdemote(12) => /l aga para bitti la dur ben sana verem 3myi ama dükkanda varsa
20:56:23 | 
20:56:23 | [CMD] Moskova_Kurdu(27) => /a nie dövmüþler
20:56:25 | [CMD] testere151(7) => /uyar 23 pm flood
20:56:25 | {FFCC00}dostluk(13) Otobus Soforu olarak spawn oldu.
20:56:26 | [CMD] Moskova_Kurdu(27) => /work
20:56:27 | [CMD] MeRMi(17) => /tamir
20:56:28 | (26) 60 saniye içinde giriþ yapmadýðý için tekmelendi
20:56:31 | iYasinBey(23): vay
20:56:31 | [CMD] selimdemote(12) => /gobus
20:56:34 | iYasinBey(23): öylemi olduk
20:56:36 | [CMD] DangerTr07(21) => /A insanlar cýldýrdý :D 
20:56:37 | (26) 60 saniye içinde giriþ yapmadýðý için tekmelendi
20:56:38 | Moskova_Kurdu(27): öyle olduk
20:56:39 | [CMD] BoykoXD(8) => /a durup dururken 4 kiþi saldýrdý
20:56:41 | [CMD] sezzer(25) => /c wtf ödedi lan ajsdghashgd
20:56:41 | [CMD] DangerTr07(21) => /convoylider 
20:56:43 | [CMD] Strike(TR)(16) => /fly
20:56:43 | [CMD] Moskova_Kurdu(27) => /asiriyuk
20:56:44 | [CMD] BoykoXD(8) => /a bide alkol var
20:56:46 | [CMD] Furkangz(20) => /asay VÝP-ÞÝRKET-GÝÞE-VB. þeyler Almak mý istiyorsun? www.facebook.com/trucksamp/ girerek alabilirsin.   
20:56:46 | [CMD] DangerTr07(21) => /convoylider 9 
20:56:46 | [CMD] CcCAtakan1907(14) => /c baþlat sezer 
20:56:46 | [CMD] Furkangz(20) => /asay Team Speak 3 Adresimiz : ts3.trucksamp.com 
20:56:47 | [CMD] DarkFlow(10) => /dus
20:56:47 | [CMD] Furkangz(20) => /asay Yardýma Ýhtiyacý Olan Varmý ?? 
20:56:51 | [CMD] Konyali42(22) => /c gec kaldin knk
20:56:53 | [SirketCHT] DangerTr07(21): ! ali gelcek 
20:56:53 | [CMD] Strike(TR)(16) => /a baban vurdumu hic
20:56:55 | [CMD] iYasinBey(23) => /goto 12
20:56:56 | [CMD] DangerTr07(21) => /convoyuye
20:56:58 | [CMD] iYasinBey(23) => /goto 12
20:57:1 | [CMD] DangerTr07(21) => /C ali gelcek 
20:57:1 | [CMD] selimdemote(12) => /icerigir
20:57:6 | [CMD] selimdemote(12) => /icerigir
20:57:7 | [CMD] eren1616(9) => /c ohoo
20:57:8 | [CMD] selimdemote(12) => /gobus
20:57:9 | DangerTr07(21): katil ali 
20:57:10 | [CMD] sezzer(25) => /c kasýyo ya knk bassamda geri atýyo
20:57:11 | [CMD] CcCAtakan1907(14) => /c binmiþtir týra hadi
20:57:12 | [CMD] iYasinBey(23) => /goto 12
20:57:13 | [CMD] selimdemote(12) => /icerigir
20:57:13 | [CMD] testere151(7) => /admins
20:57:13 | [CMD] BoykoXD(8) => /a olum 4 kiþþi saldýrmýþ diyom sen bana babam vurdmu diyon .d
20:57:14 | [SirketCHT] Jodor(18): ! ben çýkýyorum görüþmek üzere
20:57:16 | Jodor(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:57:16 | [CMD] eren1616(9) => /c BAÞLA
20:57:17 | [CMD] Konyali42(22) => /c eyv
20:57:20 | [SirketCHT] aliturkak(15): ! gg
20:57:20 | [KAMYONCU] aliturkak, Longway Warehouse'den Harbour Island Warehouse'e Elektronik Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 480 Saniye
20:57:21 | [CMD] Furkangz(20) => /A harbi ha
20:57:21 | [CMD] testere151(7) => /a 9 adminiz sw de lo
20:57:22 | [SirketCHT] Konyali42(22): ! bb
20:57:22 | [CMD] selimdemote(12) => /isyerimenu
20:57:27 | [CMD] dostluk(13) => /kemer
20:57:27 | [CMD] selimdemote(12) => /gobus
20:57:28 | [CMD] Moskova_Kurdu(27) => /a sen çýk da 8 kalak 
20:57:30 | aliturkak(15): dorsem gitti te allam
20:57:33 | Faer_Ytub(18) oyuna girdi [IP: 188.227.45.116]
20:57:34 | [CMD] selimdemote(12) => /icerigir
20:57:34 | [CMD] Furkangz(20) => /a olsun
20:57:34 | [CMD] iYasinBey(23) => /a ayn
20:57:38 | [CMD] Furkangz(20) => /a cýkma
20:57:38 | [CMD] selimdemote(12) => /isyerimenu
20:57:40 | [CMD] BoykoXD(8) => /a bide babmý kan tutuyor
20:57:41 | [CMD] eren1616(9) => /a bi etk yapak la
20:57:41 | aliturkak(15): danger bana bi dorse indirsene yav :D
20:57:41 | [CMD] Furkangz(20) => /a <3
20:57:41 | [SirketCHT] DarkFlow(10): ! bende çýkar iyi oyunlar
20:57:43 | [CMD] Strike(TR)(16) => /a odul verek :D
20:57:45 | [CMD] iYasinBey(23) => /goto 12
20:57:46 | [SirketCHT] aliturkak(15): ! bb
20:57:47 | [CMD] testere151(7) => /a user az
20:57:47 | [CMD] selimdemote(12) => /gobus
20:57:47 | DarkFlow(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:57:47 | [CMD] Strike(TR)(16) => /A saka
20:57:47 | [CMD] BoykoXD(8) => /a yüzü gözð birden kandý
20:57:47 | [SirketCHT] Konyali42(22): ! bb
20:57:48 | [CMD] iYasinBey(23) => /goto 12
20:57:49 | DangerTr07(21): idi kaçtý
20:57:51 | DangerTr07(21): onun
20:57:51 | [CMD] iYasinBey(23) => /goto 12
20:57:55 | MeRMi(17): kardeþ araba yok oldu
20:57:55 | [CMD] selimdemote(12) => /icerigir
20:57:55 | [CMD] CcCAtakan1907(14) => /modifiye
20:57:56 | sezzer(25): danger donumu indir
20:57:58 | 
20:57:58 | [CMD] selimdemote(12) => /isyerimenu
20:57:58 | [CMD] iYasinBey(23) => /goto 12
20:57:59 | aliturkak(15): bilmiyom bakmadým hiç
20:58:1 | iYasinBey(23): s
20:58:2 | [CMD] DangerTr07(21) => /getedorse
20:58:4 | [CMD] dostluk(13) => /work
20:58:5 | [CMD] selimdemote(12) => /isyerimenu
20:58:5 | MeRMi(17): neyse boþver :D
20:58:7 | aliturkak(15): indir iþte bi tane :D
20:58:7 | [CMD] iYasinBey(23) => /isyerimenu
20:58:8 | Faer_Ytub(18) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:58:8 | [CMD] MeRMi(17) => /gobus
20:58:11 | [CMD] DangerTr07(21) => /dorseget
20:58:11 | [CMD] iYasinBey(23) => /goto 12
20:58:14 | [CMD] eren1616(9) => /vtamir
20:58:15 | MeRMi(17): can tazele
20:58:15 | [CMD] testere151(7) => /a indirme
20:58:16 | [CMD] BoykoXD(8) => /a Allahtan bi sey olmadý
20:58:19 | [CMD] DangerTr07(21) => /dorseget 78 
20:58:20 | [CMD] Furkangz(20) => /cantazele
20:58:23 | [CMD] Strike(TR)(16) => /osaat 21
20:58:25 | [CMD] MeRMi(17) => /icerigir
20:58:26 | [CMD] DangerTr07(21) => /Cantazele
20:58:26 | selimdemote(12): senin için sattým
20:58:27 | [CMD] aliturkak(15) => /saat 12
20:58:29 | [CMD] Moskova_Kurdu(27) => /sac
20:58:29 | [CMD] Furkangz(20) => /ohava
20:58:30 | [CMD] Konyali42(22) => /saat 12
20:58:32 | [CMD] DangerTr07(21) => /dorseget 231
20:58:33 | [CMD] eren1616(9) => /saat 16
20:58:33 | [CMD] MeRMi(17) => /isyerimenu
20:58:33 | iYasinBey(23): adan ya
20:58:36 | iYasinBey(23): adam ya
20:58:37 | [CMD] aliturkak(15) => /convoy
20:58:39 | [CMD] HeRquL(11) => /work
20:58:42 | [CMD] testere151(7) => /cleanupcars
20:58:43 | [CMD] Strike(TR)(16) => /gobus
20:58:45 | [CMD] Furkangz(20) => /dtemizle
20:58:47 | [CMD] DangerTr07(21) => /kemer
20:58:50 | [CMD] aliturkak(15) => /kemer
20:58:51 | [CMD] MeRMi(17) => /isyerimenu
20:58:51 | DangerTr07(21): eren lider sensin
20:58:51 | [CMD] aliturkak(15) => /tamir
20:58:51 | [CMD] Furkangz(20) => /asay VÝP-ÞÝRKET-GÝÞE-VB. þeyler Almak mý istiyorsun? www.facebook.com/trucksamp/ girerek alabilirsin.   
20:58:55 | DangerTr07(21): baþlat :D 
20:58:55 | [CMD] eren1616(9) => /c BAÞLAT LO BAÞALT
20:58:57 | [CMD] testere151(7) => /spec 15
20:59:0 | [CMD] aliturkak(15) => /c la lider sensin
20:59:0 | [CMD] DangerTr07(21) => /c lan lider sensin xD
20:59:3 | selimdemote(12): bekle þu deliðim geçsin
20:59:5 | MeRMi(17): oha iþyerini geliþtirdim para bitti :D
20:59:5 | [CMD] Moskova_Kurdu(27) => /convoy
20:59:10 | [CMD] testere151(7) => /gobus
20:59:10 | [CMD] eren1616(9) => /c ali baþlat 
20:59:12 | huseyin(10) oyuna girdi [IP: 88.232.173.227]
20:59:12 | [CMD] BoykoXD(8) => /a neyse ya k.byýn beyler kafanýzý sisirdim
20:59:13 | bareking(18) oyuna girdi [IP: 176.88.9.7]
20:59:15 | selimdemote(12): bekle þu deliliðim
20:59:17 | [CMD] DangerTr07(21) => /C lider sensin xD
20:59:17 | [CMD] MeRMi(17) => /isyerimenu
20:59:18 | [CMD] Strike(TR)(16) => /a yok 
20:59:19 | [CMD] DangerTr07(21) => /C lider sensin xD
20:59:20 | [CMD] BoykoXD(8) => /a akþam akþam
20:59:21 | [CMD] eren1616(9) => /c ana :D
20:59:22 | [CMD] eren1616(9) => /work
20:59:24 | selimdemote(12): içtik biraz
20:59:25 | [CMD] aliturkak(15) => /c te allam yav lidersin sen baþlat
20:59:25 | [CMD] testere151(7) => /sac
20:59:26 | 
20:59:26 | [CMD] DangerTr07(21) => /c hýyar pü
20:59:26 | 
20:59:26 | [CMD] CcCAtakan1907(14) => /c iki kere yapmýþtýk þimdiye :D
20:59:28 | {FFCC00}huseyin(10) Otobus Soforu olarak spawn oldu.
20:59:28 | [CMD] iYasinBey(23) => /a ne þiþirmesi aga
20:59:29 | [CMD] MeRMi(17) => /isterimenu
20:59:31 | Strike(TR)(16): ufff
20:59:31 | [CMD] huseyin(10) => /admgiris
20:59:32 | Strike(TR)(16): :D
20:59:32 | {FFCC00}bareking(18) {FFFFFF}Kamyoncu olarak spawn oldu.
20:59:33 | [CMD] MeRMi(17) => /isyerimenu
20:59:34 | [CMD] huseyin(10) => /sa
20:59:37 | [CMD] BoykoXD(8) => /as
20:59:37 | [CMD] Strike(TR)(16) => /as
20:59:37 | [CMD] iYasinBey(23) => /a yazýk huseyinin adý sýðmýyor
20:59:38 | [CMD] testere151(7) => /a 10 amdin olduk
20:59:38 | [CMD] selimdemote(12) => /as
20:59:38 | [CMD] sezzer(25) => /as
20:59:38 | [CMD] iYasinBey(23) => /as
20:59:42 | [CMD] huseyin(10) => /dtemizle 
20:59:42 | [CMD] testere151(7) => /admins
20:59:42 | [CMD] huseyin(10) => /asay2 s  
20:59:45 | MeRMi(17): admin
20:59:46 | [CMD] bareking(18) => /modotr
20:59:47 | [CMD] huseyin(10) => /a Nays
20:59:48 | [CMD] testere151(7) => /as
20:59:48 | Strike(TR)(16): evet
20:59:48 | Furkangz(20): strike nerdesin vurcam seni
20:59:49 | MeRMi(17): aracým yok oldu
20:59:49 | eren1616(9): evet
20:59:50 | [CMD] huseyin(10) => /admins
20:59:51 | [CMD] bareking(18) => /motor
20:59:52 | [CMD] DangerTr07(21) => /asiriyuk
20:59:53 | [CMD] Strike(TR)(16) => /goto 20
20:59:57 | [CMD] Strike(TR)(16) => /goto 20
20:59:58 | [CMD] huseyin(10) => /ohava 14 
21:0:1 | [CMD] huseyin(10) => /osaat 12 
21:0:3 | [CMD] Strike(TR)(16) => /god
21:0:6 | MeRMi(17): eyw bbe
21:0:6 | [CMD] DangerTr07(21) => /Saat 6 
21:0:6 | [CMD] iYasinBey(23) => /pm 27 aga 3m versene
21:0:6 | Strike(TR)(16): gg vip
21:0:7 | [CMD] iYasinBey(23) => /pm 27 aga 3m versene
21:0:9 | [CMD] iYasinBey(23) => /pm 27 aga 3m versene
21:0:9 | [CMD] DangerTr07(21) => /Saat 12
21:0:11 | [CMD] bareking(18) => /work
21:0:11 | [CMD] testere151(7) => /specoff
21:0:11 | {FFCC00}testere151(7) {FFFFFF}Kamyoncu olarak spawn oldu.
21:0:12 | [CMD] DangerTr07(21) => /hava 1
21:0:15 | [CMD] Strike(TR)(16) => /goto huse
21:0:15 | [CMD] huseyin(10) => /sac
21:0:16 | [CMD] Moskova_Kurdu(27) => /a amdinlik bitmiþ
21:0:16 | [CMD] huseyin(10) => /djler
21:0:18 | [CMD] HeRquL(11) => /a hanginiz trolledi la
21:0:20 | [CMD] Strike(TR)(16) => /car infernus 0 0
21:0:22 | emirhanertem(26) oyuna girdi [IP: 95.5.22.146]
21:0:23 | [CMD] HeRquL(11) => /vipler
21:0:24 | DangerTr07(21): deminki hava süperdi hüseyin :# 
