0:0:3 | [CMD] ScrappeR(7) => /gobus
21:10:31 | [CMD] Freezer3543(27) => /l :D
21:10:31 | [CMD] HeRquL(9) => /atamir
21:10:33 | [CMD] Fublary3003(6) => /goreviptal
21:10:34 | [CMD] Fublary3003(6) => /work
21:10:36 | [CMD] huseyin(7) => /a id 14 e parmka atýn
21:10:37 | [LOCAL]Jodor(15): benim araca bin
21:10:37 | [CMD] Jodor(15) => /l benim araca bin
21:10:38 | [CMD] Fublary3003(6) => /goreviptal
21:10:38 | [CMD] Freezer3543(27) => /kemer
21:10:38 | 
21:10:38 | Hic(23): Kargocu ortak olucak varmý ?
21:10:38 | Brokoli(14): admin tplen
21:10:39 | [SirketCHT] cCc.Bayram.cCC(12): ! ne oldu kanka 
21:10:39 | [CMD] Fublary3003(6) => /work
21:10:40 | Brokoli(14): admin tplen
21:10:42 | {FFCC00}OkanMutlu(24) {FFFFFF}Kamyoncu olarak spawn oldu.
21:10:43 | [CMD] huseyin(7) => /tele
21:10:43 | [CMD] TheMorgan(0) => /gps
21:10:43 | [SirketCHT] BULDOZER(06)(17): ! ya üzüldüm be knka dedimiz adam sattý
21:10:44 | [CMD] Fublary3003(6) => /goreviptalt
21:10:44 | [CMD] TheFireman(16) => /tamir
21:10:46 | [CMD] Freezer3543(27) => /kemer
21:10:46 | [CMD] H.R.N.(26) => /asay Yardým Ýstiyen Varmý?
21:10:46 | [CMD] Fublary3003(6) => /work
21:10:46 | [CMD] huseyin(7) => /tele herqul 14 
21:10:47 | [SirketCHT] BeylerBeyi(10): ! freezer çýktý ya þirketten
21:10:48 | Brokoli(14): acil
21:10:50 | Brokoli(14): ben
21:10:51 | [CMD] ubeydo(21) => /rescue
21:10:51 | [SirketCHT] cCc.Bayram.cCC(12): ! eveyt
21:10:52 | [CMD] HeRquL(9) => /aka 14
21:10:52 | [CMD] Muya(13) => /tamir
21:10:53 | H.R.N.(26): noldu
21:10:54 | TheMorgan(0): navigasyon varmý
21:10:54 | [CMD] Fublary3003(6) => /gorevipatal
21:10:56 | [CMD] eren1616(11) => /pm 24 beni seviyonmu ?
21:10:57 | [CMD] Hic(23) => /goto 14
21:10:57 | [SirketCHT] BeylerBeyi(10): ! onu söylüyor
21:10:58 | [CMD] Fublary3003(6) => /goreviptl
21:10:59 | [SirketCHT] BULDOZER(06)(17): !insallah sirketleri batar
21:11:0 | Hic(23): Yok
21:11:0 | [CMD] eren1616(11) => /atamir
21:11:1 | [CMD] Fublary3003(6) => /gpreviptal
21:11:4 | [CMD] eren1616(11) => /pm 24 beni seviyonmu ?
21:11:5 | [CMD] huseyin(7) => /goto 14 
21:11:6 | [CMD] Fublary3003(6) => /goreviptal
21:11:7 | [CMD] Fublary3003(6) => /work
21:11:8 | [CMD] HeRquL(9) => /goto hus
21:11:9 | Brokoli(14): sýkýþtým
21:11:10 | [SirketCHT] BULDOZER(06)(17): !bu sirkete muhtac kalsýnlar
21:11:11 | [CMD] huseyin(7) => /fly
21:11:12 | [CMD] H.R.N.(26) => /goto 14
21:11:12 | [CMD] Fublary3003(6) => /goreviptal
21:11:13 | [CMD] OkanMutlu(24) => /pm 11 hayýr
21:11:14 | Hic(23): Adam sýkýþmýþ
21:11:15 | [CMD] Fublary3003(6) => /work
21:11:19 | [CMD] Fublary3003(6) => /goreviptal
21:11:20 | [CMD] HeRquL(9) => /get 26 
21:11:20 | [CMD] Fublary3003(6) => /work
21:11:22 | [CMD] eren1616(11) => /pm 24 sen bilirsin baþkasýna 3m atayým bari
21:11:24 | [CMD] huseyin(7) => /dorseget 699 
21:11:26 | [CMD] Fublary3003(6) => /goreviptal
21:11:26 | [CMD] Muya(13) => /tamir
21:11:27 | [CMD] H.R.N.(26) => /araba
21:11:28 | huseyin(7): tak
21:11:28 | [LOCAL]Jodor(15): geliþte sen sürersin :)
21:11:28 | [CMD] Jodor(15) => /l geliþte sen sürersin :)
21:11:29 | [CMD] Fublary3003(6) => /work
21:11:31 | [CMD] OkanMutlu(24) => /pm 11 at
21:11:32 | [CMD] HeRquL(9) => /god
21:11:32 | [CMD] Fublary3003(6) => /goreviptal
21:11:33 | [SirketCHT] cCc.Bayram.cCC(12): ! freezer tam bi karaktersiz diyor tamam biþey yapmýycam diyor sonra týrý çalýyor mafyada
21:11:33 | [CMD] Hic(23) => /arana
21:11:34 | [CMD] Fublary3003(6) => /work
21:11:34 | [LOCAL]Freezer3543(27): Ok
21:11:34 | [CMD] Freezer3543(27) => /l Ok
21:11:36 | [CMD] Hic(23) => /araba
21:11:38 | [CMD] eren1616(11) => /pm 24 niye sevmiyomuþsýn beni
21:11:38 | [CMD] Fublary3003(6) => /goreviptal
21:11:40 | [CMD] Fublary3003(6) => /work
21:11:41 | Brokoli(14): saolun
21:11:43 | [CMD] HeRquL(9) => /portvehicle 701
21:11:43 | [CMD] H.R.N.(26) => /goto 0
21:11:44 | [CMD] Muya(13) => /tamir
21:11:45 | [CMD] Fublary3003(6) => /goreviptal
21:11:46 | [CMD] Fublary3003(6) => /Wrok
21:11:47 | [LOCAL]Jodor(15): buldozere de ki psn ile art kardeþ þirket :D 
21:11:47 | [CMD] Jodor(15) => /l buldozere de ki psn ile art kardeþ þirket :D 
21:11:48 | [CMD] huseyin(7) => /cantazele
21:11:48 | [CMD] Hic(23) => /modifiye
21:11:48 | [CMD] HeRquL(9) => /portvehicle 702
21:11:50 | [CMD] Fublary3003(6) => /wort
21:11:51 | [SirketCHT] BULDOZER(06)(17): !la bosver deme onun adýný bana
21:11:52 | [CMD] Fublary3003(6) => /work
21:11:53 | H.R.N.(26): morga nneryi arýyon
21:11:54 | [CMD] huseyin(7) => /r heli ile goto olmak nedir lo
21:11:55 | [CMD] eren1616(11) => /pm 24 insan düþmanýna para atarmý ?
21:11:55 | [SirketCHT] BULDOZER(06)(17): !aglýyom be
21:11:57 | [CMD] Hic(23) => /kemer
21:11:59 | [CMD] Fublary3003(6) => /goreviptal
21:11:59 | [LOCAL]TheMorgan(0): sa
21:11:59 | [CMD] TheMorgan(0) => /l sa
21:12:1 | [CMD] HeRquL(9) => /portvehicle 706
21:12:1 | [CMD] Fublary3003(6) => /work
21:12:1 | [CMD] Hic(23) => /r Aynen lo
21:12:2 | [CMD] Muya(13) => /tamir
21:12:2 | Gezegen(19): uçutmuycam muya :D
21:12:4 | [CMD] Hic(23) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
21:12:4 | selimdemote(18): öle deil
21:12:5 | [CMD] HeRquL(9) => /portvehicle 709
21:12:6 | [CMD] Fublary3003(6) => /goreviptal
21:12:6 | [CMD] H.R.N.(26) => /r atlarken yazdým o da gldi :p
21:12:6 | [LOCAL]Freezer3543(27): Aga adam ''Onun tek sozuyle gittin kýrdýn beni''diyo
21:12:6 | [CMD] Freezer3543(27) => /l Aga adam ''Onun tek sozuyle gittin kýrdýn beni''diyo
21:12:7 | [CMD] Fublary3003(6) => /work
21:12:7 | [CMD] eren1616(11) => /pm 24 bari isteyene atayým
21:12:11 | OkanMutlu(24) oyundan cIktI (Hata/Crash) (IP: 85.106.121.180)
21:12:12 | [CMD] huseyin(7) => /r hmm 
21:12:12 | [SirketCHT] BULDOZER(06)(17): !burasý iyi
21:12:13 | [LOCAL]Freezer3543(27): Kalbimde ayrý yerin var senin
21:12:13 | [CMD] Freezer3543(27) => /l Kalbimde ayrý yerin var senin
21:12:14 | [CMD] Fublary3003(6) => /goreviptal
21:12:15 | [CMD] Muya(13) => /tamir
21:12:16 | [CMD] Fublary3003(6) => /work
21:12:18 | Hic(23): Kargocu ortak olucak varmý ?
21:12:20 | eren1616(11): ilk 3m yazana 3m vericem
21:12:21 | eren1616(11): ilk 3m yazana 3m vericem
21:12:21 | [CMD] Fublary3003(6) => /goreviptal
21:12:23 | [CMD] HeRquL(9) => /a baþka bakalýmmý iþyeir açmalýk
21:12:23 | [CMD] Fublary3003(6) => /work
21:12:23 | ahmet55(22): ben
21:12:23 | TheFireman(16): 3m
21:12:23 | H.R.N.(26): themorgan nereyi arýyon
21:12:24 | Hic(23): 3m
21:12:25 | [CMD] TheMorgan(0) => /pm 26 hayýrdýr
21:12:29 | [CMD] Muya(13) => /tamir
21:12:29 | BeylerBeyi(10): 6m
21:12:30 | eren1616(11) TheFireman(16)'a 3000000$ para gönderdi
21:12:30 | [CMD] eren1616(11) => /paragonder 16 3000000
21:12:32 | BeylerBeyi(10): 6m ver :D
21:12:35 | [CMD] TheFireman(16) => /pm 11 adamsýn
21:12:35 | [LOCAL]Jodor(15): ne alakasý var þimdi ya o da duygusala baðlamýþ :/ 
21:12:35 | [CMD] Jodor(15) => /l ne alakasý var þimdi ya o da duygusala baðlamýþ :/ 
21:12:40 | Hic(23): Kargocu ortak olucak varmý ?
21:12:40 | [CMD] Muya(13) => /tamir
21:12:40 | [LOCAL]H.R.N.(26): gps varmý diye sordunya bi yermi arýyon
21:12:40 | [CMD] H.R.N.(26) => /l gps varmý diye sordunya bi yermi arýyon
21:12:41 | Gezegen(19): fdfhjsdfhsfvgs
21:12:44 | selimdemote(18): bu çocukta biþey var
21:12:44 | ahmet55(22): ben hýc
21:12:47 | [CMD] Muya(13) => /tamir
21:12:48 | [CMD] eren1616(11) => /pm 16 chatten yazsana bunu
21:13:0 | [LOCAL]Jodor(15): eyw.dostum. deðerlisin. 
21:13:0 | [CMD] Jodor(15) => /l eyw.dostum. deðerlisin. 
21:13:0 | [CMD] cCc.Bayram.cCC(12) => /tamir
21:13:0 | cCc.Bayram.cCC(12): arac res
21:13:0 | TheFireman(16): adamsýn eren
21:13:0 | [CMD] TheMorgan(0) => /pm 26 yo kkn
21:13:0 | [CMD] Hic(23) => /meslek
21:13:0 | [SirketCHT] BULDOZER(06)(17): !üzdü beni suan aglattý be
21:13:0 | [ANTIHACK] Þüpheli Muya(13) => Airbreak-hack
21:13:0 | [ANTIHACK] Þüpheli Jodor(15) => Airbreak-hack
21:13:0 | [ANTIHACK] Þüpheli eren1616(11) => Airbreak-hack
21:13:2 | [CMD] TheMorgan(0) => /pm 26 yok knk saol
21:13:4 | [CMD] Muya(13) => /tamir
21:13:4 | 
21:13:7 | [CMD] Hic(23) => /rescue
21:13:8 | TIRCI(20): dur
21:13:9 | [LOCAL]Freezer3543(27): Sen de :)
21:13:9 | [CMD] Freezer3543(27) => /l Sen de :)
21:13:10 | Gezegen(19): muya hala direnuyonya
21:13:10 | eren1616(11): eyw
21:13:13 | [CMD] BeylerBeyi(10) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
21:13:17 | [CMD] Muya(13) => /tamir
21:13:19 | [SirketCHT] BULDOZER(06)(17): !cok üzüldðm be
21:13:21 | [CMD] H.R.N.(26) => /isreksarki 896
21:13:23 | [OTOBUSCU] TheFireman, Las Venturas Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 10574$ ve 2 Skor Sure: 1658 Saniye
21:13:24 | [CMD] eren1616(11) => /pm 24 evet deseysdit/asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
21:13:24 | [CMD] eren1616(11) => /asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
21:13:25 | [CMD] TheFireman(16) => /work
21:13:26 | Gezegen(19): sdfmaskjfhsedfsd
21:13:27 | [CMD] H.R.N.(26) => /isteksarki 896
21:13:28 | [SirketCHT] BeylerBeyi(10): ! boþver takma 
21:13:28 | {FFCC00}Gezegen(19) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:13:29 | [CMD] BeylerBeyi(10) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
21:13:30 | [CMD] Hic(23) => /sac
21:13:30 | [CMD] eren1616(11) => /asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
21:13:31 | [CMD] BeylerBeyi(10) => /d 896
21:13:31 | Muya(13): :D
21:13:32 | [CMD] Hic(23) => /kemer
21:13:34 | [CMD] eren1616(11) => /respawncars 
21:13:36 | [SirketCHT] cCc.Bayram.cCC(12): ! lan beylerbeyi okul numaramdý o benim 5 sene önce :D
21:13:36 | Gezegen(19): gel tekrar
21:13:39 | Muya(13): i,nat etrtirdiniz
21:13:40 | [CMD] HeRquL(9) => /a hüseyin burasý nasýl
21:13:40 | selimdemote(18): can res
21:13:42 | TIRCI(20): bu araba senýn mý
21:13:43 | [CMD] huseyin(7) => /cantazele
21:13:44 | [CMD] selimdemote(18) => /rescue
21:13:44 | [SirketCHT] BeylerBeyi(10): ! :D
21:13:46 | [CMD] huseyin(7) => /goto 9 
21:13:48 | [CMD] Jodor(15) => /vtamir
21:13:48 | [CMD] Hic(23) => /araba
21:13:49 | [CMD] Fublary3003(6) => /work
21:13:52 | [CMD] eren1616(11) => /pm 16 evet deseydin sana atýcaktým bunu
21:13:52 | [LOCAL]huseyin(7): þuan iþyeri açmýyoz
21:13:52 | [CMD] huseyin(7) => /l þuan iþyeri açmýyoz
21:13:53 | [CMD] Fublary3003(6) => /goreviptal
21:13:53 | ahmet55(22): evet
21:13:53 | DeathStroke(24) oyuna girdi [IP: 78.176.34.188]
21:13:54 | [CMD] Fublary3003(6) => /work
21:13:54 | [SirketCHT] BULDOZER(06)(17): !ya knka dedimiz adam satýyoya
21:13:57 | [LOCAL]HeRquL(9): tm 
21:13:57 | [CMD] HeRquL(9) => /l tm 
21:13:57 | [LOCAL]huseyin(7): yeterince açtýk 
21:13:57 | [CMD] huseyin(7) => /l yeterince açtýk 
21:13:58 | [CMD] Hic(23) => /modifiye
21:14:0 | [CMD] Muya(13) => /tamir
21:14:0 | [CMD] eren1616(11) => /pm 16 yanlýþ id
21:14:4 | [LOCAL]HeRquL(9): istek olunca mý açýýyor
21:14:4 | [CMD] HeRquL(9) => /l istek olunca mý açýýyor
21:14:5 | [SirketCHT] cCc.Bayram.cCC(12): ! deeymez buldozer
21:14:5 | 
21:14:8 | [CMD] huseyin(7) => /myskin 285
21:14:8 | [CMD] Hic(23) => /kemer
21:14:13 | [CMD] HeRquL(9) => /atamir
21:14:13 | [LOCAL]huseyin(7): zamaný gelince 
21:14:13 | [CMD] huseyin(7) => /l zamaný gelince 
21:14:14 | [SirketCHT] BeylerBeyi(10): ! dediði gibi deðmez
21:14:14 | {FFCC00}DeathStroke(24) {FFFFFF}Pilot olarak spawn oldu.
21:14:15 | [CMD] huseyin(7) => /vtamir
21:14:16 | [CMD] huseyin(7) => /d bitti
21:14:17 | [SirketCHT] BULDOZER(06)(17): !vallaha deymezmis
21:14:17 | ahmet55(22): býrý modofiye etmýs bole degýldý
21:14:18 | TIRCI(20): guzel beným araba yý gork
21:14:18 | [CMD] DeathStroke(24) => /sa
21:14:19 | [CMD] huseyin(7) => /sac
21:14:19 | [CMD] Muya(13) => /tamir
21:14:23 | selimdemote(18): ben bi kumarhanelerime bakam
21:14:23 | [CMD] Hic(23) => /arenk1
21:14:25 | OkanMutlu(25) oyuna girdi [IP: 85.106.121.180]
21:14:27 | [SirketCHT] cCc.Bayram.cCC(12): ! yaþ kaç
21:14:27 | [CMD] DeathStroke(24) => /pm 20 ban yiceksin kardeþim g.o
21:14:28 | [CMD] BeylerBeyi(10) => /as
21:14:29 | [CMD] ubeydo(21) => /kemer
21:14:31 | Hic(23): Aleyküm Selam.
21:14:31 | [CMD] Muya(13) => /tamir
21:14:32 | [CMD] ubeydo(21) => /akilitle
21:14:33 | [SirketCHT] BeylerBeyi(10): ! benim mi
21:14:36 | [CMD] DeathStroke(24) => /pm 20 dolandýrýcýlýktan
21:14:38 | [CMD] Hic(23) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
21:14:38 | [SirketCHT] cCc.Bayram.cCC(12): ! buldozer
21:14:39 | [CMD] Hic(23) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz... 
21:14:40 | [CMD] ubeydo(21) => /cevir
21:14:41 | [CMD] Hic(23) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
21:14:41 | selimdemote(18): hayalet muya
21:14:44 | [CMD] Muya(13) => /tamir
21:14:45 | [CMD] ubeydo(21) => /tamir
21:14:47 | [CMD] ubeydo(21) => /tamir
21:14:47 | [SirketCHT] BeylerBeyi(10): ! 17 miþ .D
21:14:50 | [CMD] TIRCI(20) => /araba
21:14:50 | [SirketCHT] cCc.Bayram.cCC(12): ! :D
21:14:52 | [CMD] H.R.N.(26) => /araba
21:14:55 | [CMD] selimdemote(18) => /gobus
21:14:57 | [CMD] Fublary3003(6) => /t sa
21:14:57 | huseyin(7): 17 nin sonuna boþluk koy
21:15:1 | BULDOZER(06)(17): la mal chat
21:15:4 | OkanMutlu(25) oyundan cIktI (Hata/Crash) (IP: 85.106.121.180)
21:15:4 | [CMD] Muya(13) => /tamir
21:15:5 | [SirketCHT] cCc.Bayram.cCC(12): ! buldozer sonunda boþluk býrak
21:15:7 | [CMD] HeRquL(9) => /a senin longway giþedeki ücret kesince ekrana yazý vermiyo
21:15:7 | [CMD] selimdemote(18) => /icerigit
21:15:7 | [SirketCHT] BULDOZER(06)(17): !17 
21:15:9 | BeylerBeyi(10): chata küfür eden adam :d
21:15:9 | [CMD] huseyin(7) => /uyar 17 uslup 
21:15:10 | [CMD] selimdemote(18) => /icerigir
21:15:11 | TIRCI(20): ahmet bak
21:15:12 | Gezegen(19): selim knk 3 yýldýz var :D
21:15:12 | [SirketCHT] BULDOZER(06)(17): !ana algýladý 
21:15:15 | [LOCAL]Freezer3543(27): Sen sur reis ben afk
21:15:15 | [CMD] Freezer3543(27) => /l Sen sur reis ben afk
21:15:15 | [CMD] Jodor(15) => /araba
21:15:22 | [CMD] huseyin(7) => /a iyi iþte
21:15:22 | [LOCAL]Jodor(15): ok
21:15:22 | [CMD] Jodor(15) => /l ok
21:15:22 | DeathStroke(24): beyler @20 arkadaþýmýz ban yicek herkesin bilgisine
21:15:23 | [LOCAL]Freezer3543(27): Yazýsýyorum arkadasýmla
21:15:23 | [CMD] Freezer3543(27) => /l Yazýsýyorum arkadasýmla
21:15:25 | [CMD] selimdemote(18) => /isyerimenu
21:15:26 | [LOCAL]Jodor(15): þirkete gidek
21:15:26 | [CMD] Jodor(15) => /l þirkete gidek
21:15:32 | selimdemote(18): tm bekle
21:15:33 | [SirketCHT] BULDOZER(06)(17): !la öf bide özür diliyo kankamsýn küsme diyo
21:15:33 | [SirketCHT] cCc.Bayram.cCC(12): ! okuyonmu buldozer 
21:15:34 | [CMD] Fublary3003(6) => /work
21:15:36 | Brokoli(14): neden
21:15:37 | [SirketCHT] BULDOZER(06)(17): !evt 
21:15:38 | ahmet55(22): bekle týrcý
21:15:38 | [CMD] DeathStroke(24) => /rescue
21:15:38 | [CMD] selimdemote(18) => /gobus
21:15:39 | [CMD] Fublary3003(6) => /goreviptal
21:15:40 | [CMD] Fublary3003(6) => /work
21:15:42 | [CMD] ahmet55(22) => /arava
21:15:43 | DeathStroke(24): dolandýrýclýk
21:15:44 | TIRCI(20): gel sur
21:15:45 | [CMD] Fublary3003(6) => /goreviptal
21:15:45 | [CMD] ahmet55(22) => /araba
21:15:46 | [CMD] selimdemote(18) => /icerigir
21:15:46 | [CMD] Fublary3003(6) => /work
21:15:48 | [CMD] selimdemote(18) => /isyerimenu
21:15:49 | [CMD] H.R.N.(26) => /work
21:15:51 | [CMD] Fublary3003(6) => /goreviptal
21:15:52 | [CMD] Fublary3003(6) => /work
21:15:53 | [CMD] huseyin(7) => /admins
21:15:54 | [SirketCHT] DeathStroke(24): ! @20 ban yicen g.o
21:15:55 | [SirketCHT] DeathStroke(24): ! @20 ban yicen g.o
21:15:55 | [SirketCHT] BULDOZER(06)(17): !ne karaktersizler var be
21:15:55 | [CMD] Hic(23) => /asay Yeni gelen oyuncularýmýz /kurallar yazýp kabul ettikten sonra 0.000$ ve  skor kazanabilirler...  
21:15:56 | ahmet55(22): buda beným :D
21:15:56 | [CMD] huseyin(7) => /musait
21:15:56 | [CMD] Hic(23) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
21:15:56 | [CMD] Hic(23) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýn...  
21:15:57 | [CMD] Hic(23) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýn...  
21:15:59 | [CMD] eren1616(11) => /goto 7
21:16:0 | [CMD] Hic(23) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
21:16:0 | [CMD] Fublary3003(6) => /goreviptal
21:16:1 | [OTOBUSCU] TheFireman, Los Santos Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 10574$ ve 2 Skor Sure: 1793 Saniye
21:16:1 | [CMD] Fublary3003(6) => /work
21:16:1 | ubeydo(21): HRN ayýp ama
21:16:2 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
21:16:3 | [CMD] TheFireman(16) => /work
21:16:5 | [SirketCHT] cCc.Bayram.cCC(12): ! ÇAlýþmaya baþladýnda o kadar çok orusbu çocugu görceksinki artýk alýþcaksýn
21:16:5 | [CMD] DeathStroke(24) => /rehberler
21:16:6 | [CMD] Muya(13) => /rescue
21:16:7 | [CMD] Fublary3003(6) => /goreviptal
21:16:7 | Gezegen(19): ahah:D
21:16:9 | [CMD] BeylerBeyi(10) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
21:16:10 | [CMD] Fublary3003(6) => /work
21:16:11 | [CMD] TheFireman(16) => /goreviptal
21:16:12 | [CMD] TheFireman(16) => /work
21:16:14 | [CMD] Fublary3003(6) => /goreviptal
21:16:15 | H.R.N.(26): kaçýcaksýnn
21:16:16 | [CMD] Fublary3003(6) => /work
21:16:16 | [CMD] ubeydo(21) => /tamir
21:16:17 | [SirketCHT] BeylerBeyi(10): ! bayram küfür etme yasak
21:16:17 | Muya(13): kapal ýalandasýnýz nasýl vuram,
21:16:20 | [CMD] Fublary3003(6) => /goreviptal
21:16:22 | [CMD] Fublary3003(6) => /work
21:16:22 | selimdemote(18): mesut lvye gel
21:16:25 | [SirketCHT] cCc.Bayram.cCC(12): ! sory
21:16:25 | [CMD] selimdemote(18) => /rescue
21:16:26 | [CMD] Fublary3003(6) => /goreviptal
21:16:26 | [CMD] DeathStroke(24) => /kemer
21:16:27 | [CMD] Fublary3003(6) => /work
21:16:29 | Hic(23): t/asay Yardýma ihtiyacý olan,yolunu kaybeden varmý  ?  
21:16:29 | [CMD] DeathStroke(24) => /admins
21:16:29 | [CMD] eren1616(11) => /cleanupcars
21:16:31 | [CMD] Fublary3003(6) => /goreviptal
21:16:31 | Gezegen(19): knk gelemiyomki yýldýz var 
21:16:31 | [SirketCHT] BULDOZER(06)(17): !ben o bu sirkete girene kaadar onla iletisim kurmam
21:16:33 | [CMD] Fublary3003(6) => /work
21:16:36 | [CMD] selimdemote(18) => /rescue
21:16:36 | [CMD] H.R.N.(26) => /r püü
21:16:38 | [CMD] TIRCI(20) => /araba
21:16:38 | [LOCAL]HeRquL(9): þuraya bi tesis falan olrak iþyeri açýlsa 
21:16:38 | [CMD] HeRquL(9) => /l þuraya bi tesis falan olrak iþyeri açýlsa 
21:16:39 | [CMD] eren1616(11) => /car turismo 93 93
21:16:40 | [CMD] TheFireman(16) => /say
21:16:41 | [CMD] selimdemote(18) => /rescue
21:16:42 | [CMD] TheFireman(16) => /asay
21:16:42 | [CMD] DeathStroke(24) => /pm 11 yardým edermisin
21:16:42 | [CMD] Hic(23) => /r KOmut vvar la /cc atýni
21:16:44 | [CMD] Fublary3003(6) => /goreviptal
21:16:45 | [CMD] DeathStroke(24) => /modifiye
21:16:47 | [CMD] CcCAtakan1907(8) => /cc
21:16:48 | [SirketCHT] cCc.Bayram.cCC(12): ! Buldozer girdindede kurma
21:16:48 | [CMD] Fublary3003(6) => /work
21:16:48 | selimdemote(18): mesut lvye gel
21:16:48 | [CMD] eren1616(11) => /pm 24 buyrun
21:16:48 | [CMD] Jodor(15) => /vtamir
21:16:49 | [CMD] CcCAtakan1907(8) => /pcc
21:16:50 | [CMD] BeylerBeyi(10) => /asay Forum Sayfamýz: trucksamp.com/forum
21:16:50 | [CMD] huseyin(7) => /cc
21:16:50 | [CMD] BeylerBeyi(10) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
21:16:52 | selimdemote(18): coþcaz
21:16:53 | [SirketCHT] cCc.Bayram.cCC(12): ! Buldozer girdindede kurma
21:16:54 | [LOCAL]HeRquL(9): Petrol olarak
21:16:54 | [CMD] HeRquL(9) => /l Petrol olarak
21:16:56 | [CMD] Brokoli(14) => /asiriyük
21:16:57 | TIRCI(20): bak
21:16:59 | [CMD] Brokoli(14) => /asiriyuk
21:17:0 | [CMD] CcCAtakan1907(8) => /R bütün sv örendi asayý
21:17:3 | [CMD] Fublary3003(6) => /goreviptal
21:17:5 | [CMD] eren1616(11) => /cleanupcars
21:17:6 | [LOCAL]huseyin(7): hý
21:17:6 | [CMD] huseyin(7) => /l hý
21:17:8 | [CMD] Fublary3003(6) => /work
21:17:8 | [CMD] DeathStroke(24) => /pm 11 @20 dolandýrýcý
21:17:10 | selimdemote(18): mesut lvye gel
21:17:10 | [CMD] Hic(23) => /r Yaw
21:17:13 | selimdemote(18): coþcaz
21:17:14 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
21:17:15 | [CMD] ahmet55(22) => /modifiye
21:17:15 | [SirketCHT] BULDOZER(06)(17): !aglattýya lan beni 
21:17:15 | [CMD] eren1616(11) => /pm 24 naptý ?
21:17:16 | [LOCAL]HeRquL(9): petrol iþletmeciliði
21:17:16 | [CMD] HeRquL(9) => /l petrol iþletmeciliði
21:17:17 | {FFCC00}Gezegen(19) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:17:18 | [CMD] Jodor(15) => /cevir
21:17:20 | [CMD] DeathStroke(24) => /pm 20 kendisinden ev satýn aldým ancak evi baþkasýna satmýþ
21:17:21 | [CMD] Gezegen(19) => /rescue
21:17:21 | Muya(13): gezegen :D
21:17:21 | [CMD] eren1616(11) => /admins
21:17:23 | [SirketCHT] BULDOZER(06)(17): !aglýyorum suan
21:17:24 | [CMD] huseyin(7) => /r Bizdende fail adminler varmý acaba diðer swlerde
21:17:25 | Gezegen(19): efem
21:17:27 | Gezegen(19): geldim
21:17:27 | [CMD] Hic(23) => /r Hangi sayýlara ayarlýdýðýmý unutuyom yaw
21:17:28 | Muya(13): yasýyonmu
21:17:31 | Gezegen(19): oldum
21:17:34 | [CMD] Brokoli(14) => /tamir
21:17:34 | Muya(13): :D
21:17:35 | TheFireman(16): huseyin otobüste 10k kazanýyorum senin giþelere 10 k gidiyor
21:17:36 | [CMD] Fublary3003(6) => /stats
21:17:39 | selimdemote(18): arabayý çýkar
21:17:39 | TheFireman(16): net 0 :D
21:17:39 | [CMD] Gezegen(19) => /arba
21:17:42 | Hic(23): 1m atacak delikanlý var ?
21:17:42 | [CMD] Gezegen(19) => /araba
21:17:43 | DeathStroke(24): :D
21:17:47 | [CMD] huseyin(7) => /r bn F2 lere attým
21:17:49 | [CMD] H.R.N.(26) => /r ben keybindle uðraþmýyom
21:17:53 | [CMD] eren1616(11) => /paragonder 23 3000000
21:17:54 | [CMD] CcCAtakan1907(8) => /afk
21:17:55 | huseyin(7): ;)
21:17:56 | [CMD] CcCAtakan1907(8) => /musait
21:17:59 | eren1616(11): hiç
21:17:59 | selimdemote(18): bas gaza aþkým
21:18:0 | TIRCI(20): arac res
21:18:0 | [CMD] Muya(13) => /gobus
21:18:3 | eren1616(11): banka id ?
21:18:3 | DeathStroke(24): hüseyin
21:18:7 | [CMD] Jodor(15) => /vtamir
21:18:9 | [CMD] ubeydo(21) => /cevir
