0:0:2 | TunlordBeyWT(6): neyse biter þimdi
21:26:22 | [CMD] ahmet55(24) => /modifiye
21:26:23 | [CMD] SakarYALI.(28) => /tamir
21:26:24 | aliturkak(33): hay :D
21:26:24 | [CMD] Strike(TR)(18) => /a helall
21:26:25 | {FFCC00}aliturkak(33) {FFFFFF}Pilot olarak spawn oldu.
21:26:27 | bera_315(29): aðlayýnjü
21:26:27 | VIPTRUCKS(22): baþarým kasýyom knka
21:26:28 | [CMD] eduardo666(13) => /c bekliyom yavaþ gidiyom gel
21:26:29 | Strike(TR) bera_315'i öldürdü. Oldurme Sekli: 49
21:26:29 | Fublary3003(7) oyundan cIktI (Hata/Crash) (IP: 78.178.39.177)
21:26:31 | [CMD] ahmet55(24) => /work
21:26:33 | [CMD] testere151(26) => /atamir
21:26:33 | {FFCC00}bera_315(29) {FFFFFF}Kamyoncu olarak spawn oldu.
21:26:34 | [CMD] GSLIMERT(14) => /tiryazý BOZOK GELDÝ
21:26:37 | [CMD] GSLIMERT(14) => /tiryazi
21:26:37 | [CMD] ahmet55(24) => /goreviptal
21:26:38 | Strike(TR) ClipCamper20'i öldürdü. Oldurme Sekli: 49
21:26:39 | ASLANBEY(35) oyundan cIktI (Hata/Crash) (IP: 176.232.229.205)
21:26:40 | [CMD] irem_60(11) => /meslek
21:26:40 | [CMD] ahmet55(24) => /work
21:26:40 | Hic(12): Hala kasamadýnmý ?
21:26:42 | [CMD] GSLIMERT(14) => /tiryazi BOZOK GELDÝ
21:26:42 | {FFCC00}ClipCamper20(6) {FFFFFF}Kamyoncu olarak spawn oldu.
21:26:43 | testere151 ReisErAyTR'i öldürdü. Oldurme Sekli: 49
21:26:43 | ReisErAyTR(19): gg
21:26:44 | [CMD] Strike(TR)(18) => /a id 19
21:26:45 | [CMD] [UP]MUST@F@(21) => /rescu
21:26:46 | {FFCC00}irem_60(11) {FFFFFF}Kamyoncu olarak spawn oldu.
21:26:47 | ReisErAyTR(19) Cöpcü olarak spawn oldu.
21:26:48 | VIPTRUCKS(22): vakit olmadýki
21:26:49 | Hic(12): Qim kazandý ?
21:26:50 | [CMD] [UP]MUST@F@(21) => /rescue
21:26:50 | [CMD] Strike(TR)(18) => /odul 19
21:26:51 | [CMD] testere151(26) => /a ver 4 tane
21:26:51 | [CMD] VIPTRUCKS(22) => /basrimlar
21:26:52 | [CMD] Strike(TR)(18) => /odul 19
21:26:53 | [CMD] Strike(TR)(18) => /odul 19
21:26:54 | ReisErAyTR(19): ben
21:26:54 | [CMD] Strike(TR)(18) => /odul 19
21:26:57 | H.R.N.(15): Tebrikler
21:26:57 | [CMD] VIPTRUCKS(22) => /basarimlar
21:27:1 | ReisErAyTR(19): saðol
21:27:3 | BOZKURT545(7) oyuna girdi [IP: 88.230.183.61]
21:27:4 | [CMD] sabbah(37) => /work
21:27:5 | ibrahimkk(8): tu masallah
21:27:7 | [CMD] [UP]MUST@F@(21) => /rescue
21:27:9 | [CMD] bera_315(29) => /rescue
21:27:12 | [CMD] bay.potiy(36) => /rescue
21:27:13 | [CMD] DarkFlow(25) => /hava 17
21:27:16 | [CMD] [UP]MUST@F@(21) => /rescue
21:27:16 | 
21:27:17 | [CMD] bera_315(29) => /meslek
21:27:18 | VIPTRUCKS(22): daha yapabileceðim 3 baþarým var rahat 2.5k yým
21:27:18 | [CMD] ibrahimkk(8) => /etkgit
21:27:18 | [LOCAL]Hic(12): ReisErAyTR ye Tebrikler.
21:27:18 | [CMD] Hic(12) => /l ReisErAyTR ye Tebrikler.
21:27:18 | [CMD] testere151(26) => /goetk 7
21:27:19 | [CMD] SakarYALI.(28) => /c yavas gel yavas gel
21:27:19 | 
21:27:21 | [CMD] BOZKURT545(7) => /sa
21:27:24 | [CMD] VIPTRUCKS(22) => /as
21:27:24 | [CMD] H.R.N.(15) => /as
21:27:24 | [CMD] Hic(12) => /asay ReisErAyTR ye Tebrikler.
21:27:27 | [CMD] bera_315(29) => /rescue
21:27:27 | [CMD] Strike(TR)(18) => /goto testom
21:27:28 | (BANKA) ReisErAyTR(19) 2180 nolu banka hesabina 200000$ yatirdi.
21:27:29 | [CMD] [UP]MUST@F@(21) => /convoy
21:27:30 | SonEjderya34(35) oyuna girdi [IP: 78.161.211.214]
21:27:30 | sabbah(37): yeewwe
21:27:31 | Hic(12): Aleyküm Selam Hoþgeldiniz,Ýyi Oyunlar... 
21:27:31 | [CMD] Strike(TR)(18) => /goto testere
21:27:33 | [CMD] SakarYALI.(28) => /c giþe var yavas
21:27:34 | [CMD] [UP]MUST@F@(21) => /c nerdesiniz
21:27:36 | ReisErAyTR(19): saðol hic
21:27:37 | BOZKURT545(7): ortak varmý kargoya
21:27:39 | [CMD] irem_60(11) => /kemer
21:27:40 | Hic(12): Rica
21:27:42 | [CMD] VIPTRUCKS(22) => /r testere ts3 den istiyolar seni bak bi
21:27:42 | [CMD] testere151(26) => /car shamal . .
21:27:43 | ahmet55(24): ben 
21:27:43 | [CMD] Hic(12) => /meslek
21:27:44 | ozantr12345(32) Mafya olarak spawn oldu.
21:27:45 | [CMD] VIPTRUCKS(22) => /asay Hile kullananlarý bildirmek için /rapor <id> <sebep> komutunu kullanabilirsiniz.  
21:27:46 | [CMD] ClipCamper20(6) => /rescue
21:27:47 | ReisErAyTR(19): saklamba. acin
21:27:47 | {FFCC00}Hic(12) {FFFFFF}Pilot olarak spawn oldu.
21:27:48 | [CMD] [UP]MUST@F@(21) => /c nerdesiniz
21:27:48 | [CMD] bera_315(29) => /rescue
21:27:49 | [CMD] ahmet55(24) => /goreviptal
21:27:50 | [CMD] Hic(12) => /goto 22
21:27:52 | [CMD] ahmet55(24) => /meslek
21:27:53 | [CMD] irem_60(11) => /meslek
21:27:54 | ibrahimkk(8): kanatta kal olcak
21:27:54 | ReisErAyTR(19): saklambac acin
21:27:55 | 
21:27:55 | [CMD] testere151(26) => /a baþlat sen
21:27:56 | [CMD] [cCc]HulkHulk[cCc](9) => /convoy
21:27:56 | {FFCC00}irem_60(11) Otobus Soforu olarak spawn oldu.
21:27:57 | ReisErAyTR(19): tm
21:27:57 | ozantr12345(32): mazi daðý
21:27:58 | ozantr12345(32): mazi daðý
21:27:59 | BOZKURT545(7): @12 reis rehber mi oldun :D hayýrlý olsun
21:28:0 | [CMD] Hic(12) => /kemer
21:28:1 | [CMD] ahmet55(24) => /rescue
21:28:5 | [CMD] bera_315(29) => /rescue
21:28:6 | 
21:28:8 | [eN]Overlord(34): bencede saklambaç
21:28:8 | [CMD] VIPTRUCKS(22) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
21:28:9 | [CMD] ReisErAyTR(19) => /meslek
21:28:10 | Hic(12): Teþekkürler.
21:28:10 | ozantr12345(32): mazi daðý
21:28:13 | [CMD] BOZKURT545(7) => /kemer
21:28:15 | [CMD] ahmet55(24) => /work
21:28:16 | [CMD] Strike(TR)(18) => /etk baslat Kanatta Kal
21:28:16 | [CMD] BOZKURT545(7) => /saat 24
21:28:16 | [UP]MUST@F@(21): saklambaç
21:28:17 | ReisErAyTR(19) Mafya olarak spawn oldu.
21:28:18 | [CMD] BOZKURT545(7) => /kar
21:28:19 | [CMD] [UP]MUST@F@(21) => /etkgit
21:28:20 | bera_315(29): saklambaç
21:28:21 | [CMD] [cCc]HulkHulk[cCc](9) => /convoyar  21
21:28:21 | [CMD] aliturkak(33) => /etkgit
21:28:21 | [CMD] irem_60(11) => /kemer
21:28:22 | [CMD] bera_315(29) => /etkgit
21:28:22 | [CMD] batu.123(16) => /tamir
21:28:23 | [CMD] ibrahimkk(8) => /etkgit
21:28:23 | [CMD] ReisErAyTR(19) => /etkgit
21:28:23 | [CMD] Hic(12) => /etkgit
21:28:23 | [CMD] [eN]Overlord(34) => /tamir
21:28:24 | [CMD] VIPTRUCKS(22) => /cevir
21:28:24 | [CMD] [cCc]HulkHulk[cCc](9) => /convoyat  21
21:28:26 | [CMD] eduardo666(13) => /c hadi gs
21:28:28 | [CMD] bera_315(29) => /basariler
21:28:31 | [CMD] Konyali42(10) => /etkgit
21:28:32 | [CMD] GSLIMERT(14) => /C GELIYOM
21:28:33 | [CMD] bera_315(29) => /basarilar
21:28:34 | [CMD] Strike(TR)(18) => /etk dondur
21:28:36 | [CMD] Hic(12) => /asay Etkinlik Baþlamýþdýr /etkgit
21:28:37 | [CMD] bera_315(29) => /basarimlar
21:28:42 | [CMD] luplup67(17) => /etkgit
21:28:43 | [CMD] BOZKURT545(7) => /kar
21:28:43 | ReisErAyTR(19):  /etkgit !!!!
21:28:44 | [CMD] ozantr12345(32) => /etkgit
21:28:45 | [CMD] VIPTRUCKS(22) => /etkgit
21:28:45 | [CMD] ozantr12345(32) => /etkgit
21:28:46 | {FFCC00}SonEjderya34(35) {FFFFFF}Kamyoncu olarak spawn oldu.
21:28:46 | [CMD] bera_315(29) => /kurallar
21:28:48 | [CMD] ozantr12345(32) => /etkgit
21:28:48 | [LOCAL]BOZKURT545(7): reis etkye hadi
21:28:48 | [CMD] BOZKURT545(7) => /l reis etkye hadi
21:28:49 | [CMD] Hic(12) => /asay Etkinlik Baþlamýþdýr /etkgit
21:28:49 | [CMD] irem_60(11) => /work
21:28:49 | [CMD] luplup67(17) => /etkgit
21:28:50 | alperentar(30): server efsaneee
21:28:50 | [CMD] ozantr12345(32) => /etkgit
21:28:51 | [LOCAL]ahmet55(24): havayý gece yapýnca cok guzel oluyo
21:28:51 | [CMD] ahmet55(24) => /l havayý gece yapýnca cok guzel oluyo
21:28:52 | ozantr12345(32): a
21:28:53 | [CMD] ClipCamper20(6) => /etkgit
21:28:53 | [CMD] Strike(TR)(18) => /etk baslat Kanatta Kal!!!
21:28:54 | ozantr12345(32): gelmiyor
21:28:54 | [CMD] VIPTRUCKS(22) => /etkgit
21:28:54 | [LOCAL]ahmet55(24): nasýl
21:28:54 | [CMD] ahmet55(24) => /l nasýl
21:28:55 | [CMD] luplup67(17) => /araba
21:28:55 | [CMD] VIPTRUCKS(22) => /asay Yeni gelen oyuncularýmýz /kurallar kabul ederek 30.000$ ve 5 skor kazanabilirler. 
21:28:55 | [CMD] BOZKURT545(7) => /etkgit
21:28:55 | [CMD] ClipCamper20(6) => /etkgit
21:28:56 | [CMD] ozantr12345(32) => /etkgit
21:28:56 | H.R.N.(15):  >>> /etkgit <<<
21:29:0 | [CMD] luplup67(17) => /etkgit
21:29:2 | [CMD] ahmet55(24) => /etkgit
21:29:2 | [CMD] ozantr12345(32) => /animlist
21:29:3 | [CMD] alperentar(30) => /kurallar
21:29:3 | [CMD] Hic(12) => /asay Eðer bir oyuncudan þikayetçi iseniz /sikayet <id> <sebep> þeklinde gönderebilirsiniz... 
21:29:5 | [LOCAL]BOZKURT545(7): etkgit yaz gel hadi
21:29:5 | [CMD] BOZKURT545(7) => /l etkgit yaz gel hadi
21:29:7 | [CMD] testere151(26) => /kemer
21:29:8 | ibrahimkk(8): kadir hoca bana takti
21:29:9 | [CMD] Strike(TR)(18) => /etk dondur
21:29:11 | [CMD] bay.potiy(36) => /convoy
21:29:13 | [CMD] VIPTRUCKS(22) => /asay Kanatta Kal etkinliðine katýlmak için --> /etkgit
21:29:18 | [LOCAL]SakarYALI.(28): burdan mý la yol
21:29:18 | [CMD] SakarYALI.(28) => /l burdan mý la yol
21:29:20 | [CMD] alperentar(30) => /kurallar
21:29:20 | [CMD] SakarYALI.(28) => /tamir
21:29:20 | [CMD] [cCc]HulkHulk[cCc](9) => /work
21:29:20 | [CMD] ahmet55(24) => /goreviptal
21:29:23 | [CMD] Hic(12) => /asay Etkinlik Baþlamýþdýr /etkgit
21:29:25 | [CMD] Strike(TR)(18) => /etk baslat Kanatta Kal SONNN
21:29:26 | [CMD] ahmet55(24) => /pcc
21:29:27 | luplup67(17): ödül olarak herkese 5 skor atin 
21:29:29 | [CMD] ReisErAyTR(19) => /etkgit
21:29:31 | ReisErAyTR(19):  /etkgit !!!!
21:29:32 | bera_315(29): admin bu kötü ya
21:29:37 | VIPTRUCKS(22): sabbah bey 
21:29:38 | [CMD] VIPTRUCKS(22) => /asay Yeni gelen oyuncularýmýz /kurallar kabul ederek 30.000$ ve 5 skor kazanabilirler. 
21:29:39 | [CMD] ahmet55(24) => /pcc
21:29:39 | [CMD] ozantr12345(32) => /oradadurliseli
21:29:41 | [CMD] ozantr12345(32) => /oradadurliseli
21:29:41 | [LOCAL]SakarYALI.(28): aga yol nerden
21:29:41 | [CMD] SakarYALI.(28) => /l aga yol nerden
21:29:41 | [CMD] ahmet55(24) => /pc
21:29:43 | [CMD] bera_315(29) => /kurallar
21:29:43 | Hic(12): Tamam Konyalý Reüz
21:29:43 | [CMD] ahmet55(24) => /pcc
21:29:44 | [CMD] VIPTRUCKS(22) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
21:29:46 | [CMD] SakarYALI.(28) => /c beyler yolu bulamadým
21:29:47 | [CMD] ClipCamper20(6) => /dus
21:29:49 | [CMD] ozantr12345(32) => /sandalyeotur
21:29:49 | [CMD] ClipCamper20(6) => /animkapat
21:29:50 | [CMD] eduardo666(13) => /c takip et
21:29:52 | Hic(12): Yokum 
21:29:54 | [CMD] ozantr12345(32) => /animkapat
21:29:54 | Hic(12): :D
21:29:56 | [CMD] ahmet55(24) => /pcc
21:29:57 | Hic(12): Yemiyo :D
21:29:57 | testere151(26): qW:E
21:29:57 | alperentar(30) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:29:57 | ozantr12345(32): konyalý
21:29:59 | [CMD] ahmet55(24) => /pcc
21:29:59 | luplup67(17): buyukustad
21:29:59 | [CMD] ibrahimkk(8) => /rapor 6 ve 32 anim yapiyo etkde
21:30:0 | BOZKURT545(7): açsana admn bizi
21:30:1 | [CMD] ahmet55(24) => /pcc
21:30:1 | aliturkak(33): çözsene admin
21:30:2 | ozantr12345(32): varým lo
21:30:2 | [CMD] ahmet55(24) => /pcc
21:30:3 | Konyali42(10): efendim
21:30:3 | [CMD] BOZKURT545(7) => /sac
21:30:4 | ozantr12345(32): 1msine
21:30:5 | [CMD] ahmet55(24) => /pcc
21:30:6 | [CMD] Strike(TR)(18) => /a senmi sürcen
21:30:7 | [CMD] ahmet55(24) => /pcc
21:30:10 | bera_315(29): admin bey/haným çözermisin
21:30:10 | [CMD] testere151(26) => /a ayn
21:30:11 | [CMD] ahmet55(24) => /pcc
21:30:13 | [CMD] Strike(TR)(18) => /etk coz
21:30:15 | Hic(12): Adam ts de lo
21:30:18 | [CMD] VIPTRUCKS(22) => /asay Denize düþerseniz artýk çekilmeyecektir.Lütfen dikkatli olunuz
21:30:20 | ozantr12345(32): ok
21:30:21 | testere151(26): herkes kanatlara
21:30:22 | [KAMYONCU] H.R.N., Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 573 Saniye
21:30:22 | SonEjderya34(35) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:30:29 | [CMD] GSLIMERT(14) => /c sakaryalý malmýsýn
21:30:31 | [CMD] H.R.N.(15) => /etkgit
21:30:31 | aytunc213122(20): viptrucks
21:30:34 | VIPTRUCKS(22): buyrun
21:30:35 | [CMD] SakarYALI.(28) => /Tamir
21:30:36 | agareis150(30) oyuna girdi [IP: 78.190.146.19]
21:30:36 | H.R.N.(15): etk aç lo admin
21:30:39 | Hic(12): Beyler Yapýþtýrýcý nerde ?
21:30:39 | aytunc213122(20): oyun yüklenmedi denize uçtum
21:30:42 | [CMD] Hic(12) => /asay Sunucuda istediðiniz þarkýnýn çalmasýný istiyorsan /isteksarki <id> þeklinde DJ'Lere iletebilirsin... 
21:30:44 | aytunc213122(20): köprüden
21:30:44 | aliturkak(33): uçak gidiyo
21:30:45 | 
21:30:47 | aliturkak(33): herkes kazandý :D
21:30:47 | 
21:30:49 | [CMD] agareis150(30) => /sa
21:30:49 | [CMD] ozantr12345(32) => /saklan
21:30:49 | aytunc213122(20): emkatu otogarda
21:30:50 | VIPTRUCKS(22): yapcak biþi yok
21:30:50 | ozantr12345(32): ok
21:30:51 | Hic(12): Aleyküm Selam Hoþgeldiniz,Ýyi Oyunlar... 
21:30:51 | [CMD] ibrahimkk(8) => /as
21:30:52 | [CMD] SakarYALI.(28) => /c gel geç gel aglama kardeþim :))
21:30:52 | [CMD] GSLIMERT(14) => /as
21:30:53 | ozantr12345(32): hehe
21:30:57 | aytunc213122(20): harita yüklenmedi diye
21:30:57 | VIPTRUCKS(22): bi ben çýkamadým lo .D
21:30:58 | testere151(26): herkes kanatlara 
21:30:59 | Hic(12): Ozan þahidim
21:30:59 | testere151(26): herkes kanatlara 
21:31:0 | [CMD] Strike(TR)(18) => /spec 26
21:31:3 | ozantr12345(32): tmm lo
21:31:4 | [CMD] GSLIMERT(14) => /c ne aglayacam onume kýrýyon 
21:31:5 | aliturkak(33) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:31:6 | [CMD] VIPTRUCKS(22) => /araba
21:31:7 | agareis150(30): benide çek testere
21:31:7 | [CMD] irem_60(11) => /saat 0 
21:31:12 | [CMD] H.R.N.(15) => /goto 26
21:31:12 | agareis150(30): benide çek testere
21:31:13 | [CMD] irem_60(11) => /java 0 
21:31:14 | Hic(12): Beyler ALýn Japonlarý
21:31:15 | [CMD] eduardo666(13) => /c kavga yok devams
21:31:15 | [CMD] irem_60(11) => /saat 12 
21:31:16 | agareis150(30): bende katýlayým
21:31:19 | ahmet55(24): anim kullakmak varmý kanatta
21:31:20 | luplup67(17): sür 
21:31:21 | [CMD] ozantr12345(32) => /japon
21:31:21 | Hic(12): Enes naptýn qnq ?
21:31:23 | VIPTRUCKS(22): çýkamýyom testere
21:31:25 | [CMD] VIPTRUCKS(22) => /araba
21:31:27 | agareis150(30): bende katýlayým
21:31:28 | testere151(26): hyr anim kullanmak yasak
21:31:29 | BOZKURT545(7): hadi 
21:31:30 | agareis150(30): benide çek testere
21:31:31 | ahmet55(24): tm
21:31:31 | testere151(26): arkdan zýpla
21:31:32 | [LOCAL]ozantr12345(32): HADE
21:31:32 | [CMD] ozantr12345(32) => /l HADE
21:31:33 | agareis150(30): benide çek testere
21:31:35 | Hic(12): Ozanda anim var
21:31:36 | Hic(12): Ozanda anim var
21:31:38 | [CMD] H.R.N.(15) => /asay anim yasak etk de !
21:31:38 | aliturkak(33) oyuna girdi [IP: 176.88.7.117]
21:31:39 | ClipCamper20(6): ozanda anim var
21:31:41 | [CMD] bera_315(29) => /anim
21:31:43 | [CMD] bera_315(29) => /animdur
21:31:43 | {FFCC00}aytunc213122(20) Otobus Soforu olarak spawn oldu.
21:31:43 | agareis150(30): benide çek testere
21:31:44 | agareis150(30): benide çek testere
21:31:45 | agareis150(30): benide çek testere
21:31:45 | [CMD] bera_315(29) => /yardim
21:31:46 | agareis150(30): benide çek testere
21:31:47 | [LOCAL]Hic(12): ANÝM YASAKTIR !!
21:31:47 | [CMD] Hic(12) => /l ANÝM YASAKTIR !!
21:31:47 | 
21:31:48 | testere151(26): hyr
21:31:51 | {FFCC00}aliturkak(33) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
21:31:51 | [CMD] ozantr12345(32) => /saklan
21:31:53 | agareis150(30): nedn
21:31:56 | [CMD] Hic(12) => /asay ANÝM YASAKTIR !!
21:31:57 | [CMD] aliturkak(33) => /stats
21:32:0 | ReisErAyTR(19): flood yapmayin!!
21:32:0 | [LOCAL]ozantr12345(32): anim var lo
21:32:0 | [CMD] ozantr12345(32) => /l anim var lo
21:32:5 | [CMD] ozantr12345(32) => /animkapat
21:32:5 | ClipCamper20(6): ozanda anim var
21:32:6 | [CMD] irem_60(11) => /sikayet 30 Flood & Spam
21:32:7 | [CMD] H.R.N.(15) => /asay anim yasak etk de !
21:32:11 | [UP]MUST@F@(21): etk katýlým süresi bitti çünkü
21:32:12 | Hic(12): Ozan Anim Cýs
21:32:12 | ahmet55(24): reis kanatta durmuyo
21:32:13 | [CMD] testere151(26) => /atamir
21:32:14 | H.R.N.(15):  /animkapat
21:32:23 | [CMD] ozantr12345(32) => /nevarla
21:32:25 | ahmet55(24): :D uctum 
21:32:25 | [CMD] ozantr12345(32) => /nevarlan
21:32:26 | [KAMYONCU] PENEZ, LV Refinery'den Tugayogullari Petrol'e Dizel tasidi. Kazanc: 16684$, 1 Skor ve 5 EXP Sure: 279 Saniye
21:32:26 | [CMD] ozantr12345(32) => /nevarlan
21:32:29 | BOZKURT545(7): abi bu etkinlk çok saçma yav
21:32:29 | Hic(12): Ulo yirmaða cideyrum
21:32:30 | [CMD] aliturkak(33) => /work
21:32:32 | [CMD] BOZKURT545(7) => /rescue
21:32:35 | [CMD] aliturkak(33) => /goreviptal
21:32:35 | agareis150(30): art ne
21:32:35 | [CMD] aytunc213122(20) => /work
21:32:37 | [CMD] ReisErAyTR(19) => /rescue
21:32:39 | [CMD] ahmet55(24) => /rescue
21:32:40 | agareis150(30): kimin þirket
21:32:40 | Hic(12): Enes gel yüzek
21:32:41 | VIPTRUCKS(22): hic gel 
21:32:43 | [CMD] ozantr12345(32) => /rescue
21:32:44 | Hic(12): Art=Sanat
21:32:46 | VIPTRUCKS(22): baþarým kasýyom gel
21:32:47 | [CMD] ozantr12345(32) => /karakol
21:32:48 | [CMD] VIPTRUCKS(22) => /rescue
21:32:49 | Hic(12): Jodorun Þirketi
21:32:51 | agareis150(30): art kimin þirketi
21:32:53 | ozantr12345(32): konyalý
21:32:54 | agareis150(30): tm
21:32:54 | ozantr12345(32): ver 1m
21:32:55 | ozantr12345(32): ver 1m
21:32:56 | [CMD] ahmet55(24) => /rescue
21:32:58 | PENEZ(23): TIR FELAN SATIN ALMAK ÝÇÝN NAPIYORUZ
21:32:58 | [CMD] bera_315(29) => /rescue
21:32:59 | BOZKURT545(7): 3 kere katýldým bu etkye kalkýþta düþmemeyi baþaramdm yav
21:33:0 | VIPTRUCKS(22): art resim deðilmi
21:33:2 | VIPTRUCKS(22): caps off
21:33:5 | Hic(12): caps kapa @23 bey
21:33:5 | ozantr12345(32): konyalý 1m ver
21:33:7 | [CMD] ozantr12345(32) => /rescue
21:33:8 | [CMD] aliturkak(33) => /gobus
21:33:8 | [CMD] ahmet55(24) => /work
21:33:10 | Hic(12): Art sanat qnq
21:33:10 | [CMD] irem_60(11) => /admins
21:33:11 | [CMD] VIPTRUCKS(22) => /work
21:33:12 | ReisErAyTR(19): nasil ev alab'l'r'm___
21:33:12 | [CMD] bera_315(29) => /rescue
21:33:13 | [CMD] Hic(12) => /got o22
21:33:14 | H.R.N.(15): ben :D
21:33:14 | [CMD] DarkFlow(25) => /uyeal 30
21:33:16 | [UP]MUST@F@(21): ben kazandým
21:33:16 | [eN]Overlord(34): @22 picture resim demek art sanat
21:33:17 | [CMD] Hic(12) => /goto 22
21:33:18 | [LOCAL]ahmet55(24): sen gorevdemýsýn
21:33:18 | [CMD] ahmet55(24) => /l sen gorevdemýsýn
21:33:20 | [CMD] aliturkak(33) => /ehliyetyeri
21:33:22 | BOZKURT545(7): uçak minnacýk 20 kiþi katýlýyor
21:33:23 | [CMD] [eN]Overlord(34) => /tamar
21:33:24 | [SirketCHT] DarkFlow(25): ! hg
21:33:24 | [CMD] ozantr12345(32) => /meslek
21:33:25 | [CMD] BOZKURT545(7) => /goreviptal
21:33:25 | [CMD] testere151(26) => /asay kazanan @21 tebrikler
21:33:25 | ReisErAyTR(19): nasil ev alabilirim 
21:33:26 | (BANKA) Konyali42(10) 1447 nolu banka hesabindan 1000000$ cekti.
21:33:26 | [CMD] ozantr12345(32) => /rescue
21:33:27 | [CMD] testere151(26) => /asay kazanan @21 tebrikler
21:33:27 | VIPTRUCKS(22): ingilizce cahiliyim
21:33:28 | [CMD] bera_315(29) => /rescue
21:33:29 | [LOCAL]BOZKURT545(7): evet
21:33:29 | [CMD] BOZKURT545(7) => /l evet
21:33:29 | Hic(12): Kargo yapcak varmý ?
21:33:30 | [SirketCHT] agareis150(30): ! hb
21:33:30 | [UP]MUST@F@(21): eyw
21:33:32 | [CMD] ahmet55(24) => /goreviptal
21:33:32 | [CMD] agareis150(30) => /sirket
21:33:33 | aytunc213122(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:33:34 | [CMD] ahmet55(24) => /work
21:33:34 | [CMD] testere151(26) => /odul 21
21:33:35 | [CMD] testere151(26) => /odul 21
21:33:36 | [CMD] testere151(26) => /odul 21
21:33:36 | aliturkak(33): aynen saklambaç
21:33:36 | [CMD] testere151(26) => /odul 21
21:33:38 | ozantr12345(32): püü
21:33:38 | Konyali42(10) ozantr12345(32)'a 1000000$ para gönderdi
21:33:38 | [CMD] Konyali42(10) => /paragonder 32 1000000
21:33:39 | [LOCAL]BOZKURT545(7): ama iptal ette bidaha al reis
21:33:39 | [CMD] BOZKURT545(7) => /l ama iptal ette bidaha al reis
21:33:41 | [CMD] testere151(26) => /etk spawn
21:33:41 | {FFCC00}[UP]MUST@F@(21) {FFFFFF}Kamyoncu olarak spawn oldu.
21:33:41 | ozantr12345(32): yee
21:33:42 | VIPTRUCKS(22): hani bana kadir hani bana
21:33:42 | ReisErAyTR(19): mustafa yarasin
21:33:43 | [CMD] Hic(12) => /say @21 Bey Tebrik Ederim.
21:33:43 | [CMD] ahmet55(24) => /goreviptal
21:33:46 | [CMD] luplup67(17) => /ayril
21:33:48 | [CMD] aliturkak(33) => /meslek
21:33:48 | [UP]MUST@F@(21): eyw
21:33:48 | [CMD] Konyali42(10) => /rescue
21:33:48 | [CMD] ozantr12345(32) => /report 31 polis afk
21:33:49 | [CMD] Hic(12) => /asay @21 Bey Tebrik Ederim.
21:33:49 | [LOCAL]ahmet55(24): olmuyo
21:33:49 | [CMD] ahmet55(24) => /l olmuyo
21:33:50 | bera_315(29): admin baþka etk
21:33:50 | {FFCC00}aliturkak(33) {FFFFFF}Kamyoncu olarak spawn oldu.
21:33:50 | [CMD] luplup67(17) => /rescue
21:33:50 | [CMD] ibrahimkk(8) => /etkcik
21:33:51 | testere151(26):  /etkcik
21:33:52 | [CMD] aliturkak(33) => /meslek
21:33:52 | VIPTRUCKS(22): hani bana kadir hani bana
21:33:53 | [CMD] Konyali42(10) => /rescue
21:33:54 | [CMD] H.R.N.(15) => /r ben kazanmadýmmý testere
21:33:55 | {FFCC00}aliturkak(33) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:33:56 | [OTOBUSCU] [eN]Overlord, Las Venturas Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 751 Saniye
21:33:56 | 
21:33:57 | ReisErAyTR(19): nasil ev alabilirim 
21:33:58 | [CMD] testere151(26) => /r hyr
21:34:1 | Hic(12): Kargo yapcak varmý ?
21:34:1 | [CMD] ozantr12345(32) => /etkcik
21:34:3 | [CMD] BOZKURT545(7) => /pm 24 sen geç yana
21:34:4 | [CMD] luplup67(17) => /etkcik
21:34:4 | [UP]MUST@F@(21): ben
21:34:5 | [CMD] H.R.N.(15) => /r alla alla 
21:34:6 | [CMD] SakarYALI.(28) => /tamir
21:34:6 | [CMD] aliturkak(33) => /rescue
21:34:7 | [CMD] testere151(26) => /goetk 7
21:34:7 | ozantr12345(32) Mafya olarak spawn oldu.
21:34:7 | [CMD] [UP]MUST@F@(21) => /meslek
21:34:8 | [CMD] testere151(26) => /goetk 5
21:34:9 | [eN]Overlord(34): +1 saklambaç
21:34:10 | luplup67(17) Gemici olarak spawn oldu.
21:34:10 | [CMD] testere151(26) => /goetk 4
21:34:10 | ozantr12345(32): konyalý
21:34:11 | [CMD] testere151(26) => /goetk 3
21:34:15 | [LOCAL]ahmet55(24): atla
