0:0:16 | [CMD] TIRCI(16) => /araba
20:13:4 | [CMD] Hic(17) => /work
20:13:6 | [CMD] testere151(10) => /god
20:13:20 | [CMD] hotlig(22) => /rescue
20:13:24 | aliturkak(14): 126 skor sonra 5k olcam
20:13:33 | [CMD] eduardo666(18) => /kemer
20:13:42 | [CMD] Big_Wiliams(16) => /motor
20:13:44 | aliturkak(14): @22 neredesn gülüm
20:13:45 | [CMD] [pG]aLcAtRaZ(23) => /work
20:13:56 | GreatTeam(25) oyundan cIktI (Hata/Crash) (IP: 176.41.119.176)
20:14:2 | [CMD] Younapo.(21) => /stamir
20:14:6 | [ANTIHACK] Þüpheli Big_Wiliams(16) => Airbreak-hack
20:14:7 | aliturkak(14): týrcý herhalde küstü la
20:14:16 | [CMD] testere151(10) => /spec 16
20:14:17 | Younapo.(21): týrcýma
20:14:19 | Younapo.(21): laf etme
20:14:21 | [CMD] BoykoXD(0) => /a id 22 ters seritten atýyoru
20:14:22 | Younapo.(21): adam olun
20:14:27 | Jodor(15): ibo nereye
20:14:27 | [CMD] testere151(10) => /a at 
20:14:29 | aliturkak(14): kanka sen laglýsýn meslek deðiþ dedim ona sadece la
20:14:33 | Younapo.(21): ona karýþan bana karýþmýþtýr
20:14:34 | [CMD] BoykoXD(0) => /uyar  22 Ters serit
20:14:36 | ibrahimkk(12): yol burda
20:14:41 | {FFCC00}Big_Wiliams(16) {FFFFFF}Kamyoncu olarak spawn oldu.
20:14:44 | [BAN] testere151(10) Big_Wiliams(16)'i 2 gün 0 saat banladý. Sebep: Hile Kýllanýmý
20:14:44 | [CMD] testere151(10) => /ban 16 2 0 Hile Kýllanýmý
20:14:45 | Big_Wiliams(16) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:14:45 | 
20:14:47 | [CMD] BoykoXD(0) => /atamir
20:14:52 | [CMD] BoykoXD(0) => /fuel
20:14:53 | aliturkak(14): neyse afk ben :d
20:14:59 | [CMD] aliturkak(14) => /melek
20:15:1 | [CMD] aliturkak(14) => /meslek
20:15:2 | Younapo.(21): isminden anlýyorsun
20:15:2 | {FFCC00}aliturkak(14) {FFFFFF}Kamyoncu olarak spawn oldu.
20:15:5 | Younapo.(21): hile oldugunu
20:15:7 | Hic(17): Testo kýl nerdeymiþ :D ?
20:15:7 | [CMD] aliturkak(14) => /afk
20:15:8 | Younapo.(21): bakmaya gerek yok :D
20:15:10 | [CMD] ibrahimkk(12) => /rapor 14 afk polis
20:15:12 | Berkay08(6) oyuna girdi [IP: 188.120.40.53]
20:15:19 | [CMD] testere151(10) => /goto 17
20:15:21 | [CMD] Sparta298(8) => /spec 14
20:15:21 | 
20:15:23 | [CMD] BoykoXD(0) => /spec 14
20:15:24 | {FFCC00}Berkay08(6) {FFFFFF}Kamyoncu olarak spawn oldu.
20:15:30 | [CMD] Berkay08(6) => /sa
20:15:32 | [CMD] testere151(10) => /as
20:15:32 | [CMD] ASLANBEY(20) => /as
20:15:33 | [CMD] Hic(17) => /as
20:15:33 | ibrahimkk(12): a/s
20:15:34 | [CMD] ibrahimkk(12) => /as
20:15:34 | [CMD] Jodor(15) => /vtamir
20:15:34 | [CMD] Konyali42(7) => /as
20:15:35 | [CMD] DarkFlow(11) => /as
20:15:35 | [CMD] Sparta298(8) => /a Ali polismi
20:15:35 | [CMD] BoykoXD(0) => /specoff
20:15:36 | Sparta298(8): Aleyküm Selam.
20:15:36 | {FFCC00}BoykoXD(0) {FFFFFF}Kamyoncu olarak spawn oldu.
20:15:38 | [CMD] Jodor(15) => /as
20:15:40 | [SirketCHT] ASLANBEY(20): !berkay docks gel
20:15:41 | [CMD] BoykoXD(0) => /a hayýr
20:15:41 | [CMD] testere151(10) => /a hyr
20:15:42 | [CMD] Sparta298(8) => /specoff
20:15:42 | {FFCC00}Sparta298(8) {FFFFFF}Kamyoncu olarak spawn oldu.
20:15:45 | [SirketCHT] Berkay08(6): ! tm
20:15:48 | [CMD] Sparta298(8) => /a Uyarý atmýþlar ?
20:15:48 | [CMD] Berkay08(6) => /rescue
20:15:48 | [CMD] ASLANBEY(20) => /tamir
20:15:50 | [SirketCHT] Sparta298(8): ! Berkay hg
20:15:53 | [CMD] testere151(10) => /a boþver 
20:15:55 | [SirketCHT] Berkay08(6): ! hb knk
20:15:59 | [CMD] Sparta298(8) => /pm 26 2 hack yakaladým knk :d
20:15:59 | [CMD] eduardo666(18) => /cevir
20:16:1 | [CMD] Sparta298(8) => /kemer
20:16:3 | [CMD] Sparta298(8) => /atamir
20:16:7 | [CMD] Younapo.(21) => /gc Bozok Convoy <3
20:16:9 | [CMD] Berkay08(6) => /kemer
20:16:11 | [CMD] BoykoXD(0) => /a ya id 22 dorsemi çaldý ya .d
20:16:12 | [CMD] Sparta298(8) => /pm 6 2 hack yakaladým knk
20:16:15 | [CMD] Jodor(15) => /convoysifre bozok
20:16:16 | [CMD] Berkay08(6) => /convoy
20:16:17 | testere151(10): püð
20:16:19 | ibrahimkk(12): gelismis cat?
20:16:23 | Hic(17): QW:Eq:Qw:eq genemi lo ?
20:16:24 | [CMD] Berkay08(6) => /pm 8 hll be sana
20:16:24 | [CMD] Sparta298(8) => /pm 6 Troll + Tp hack
20:16:26 | [SirketCHT] Jodor(15): ! þifre bozok
20:16:29 | [CMD] Hic(17) => /kemer
20:16:30 | ibrahimkk(12): gelismis chat?
20:16:34 | [SirketCHT] Berkay08(6): ! :D
20:16:35 | [CMD] BoykoXD(0) => /a uyar 22 Dorse çalmak atýyorum
20:16:37 | Younapo.(21): geliþmiþ benim gibi
20:16:37 | Sparta298(8):  /gc
20:16:37 | [CMD] ASLANBEY(20) => /gc :D
20:16:40 | [CMD] eduardo666(18) => /tamir
20:16:42 | [CMD] Sparta298(8) => /a Yasak deðil
20:16:43 | [CMD] ibrahimkk(12) => /gc sa
20:16:43 | Younapo.(21): birisin kullanabilceði birþey
20:16:43 | [SirketCHT] Hic(17): ! neyin þifresi ?
20:16:45 | [CMD] xUmutPvo(19) => /gc
20:16:45 | [CMD] Berkay08(6) => /CONVOY
20:16:52 | [SirketCHT] Konyali42(7): ! basak bilemedin safak :DDD
20:16:52 | [CMD] Sparta298(8) => /a çalabilir
20:16:53 | [SirketCHT] Jodor(15): ! bankanýn kasasýnýn þifresi
20:16:55 | [CMD] testere151(10) => /a aþýrý yük se biþey olmaz
20:16:57 | [SirketCHT] Hic(17): ! QW:Eq:Qw:eq
20:16:59 | [CMD] BoykoXD(0) => /a olum görev gitti .d
20:17:5 | Younapo.(21): eyw
20:17:5 | [SirketCHT] Jodor(15): ! convoyun convoyun
20:17:7 | Younapo.(21): kardeþim
20:17:8 | [CMD] Berkay08(6) => /modifiye
20:17:11 | [CMD] testere151(10) => /a aþýrý yük mü vardý
20:17:12 | [CMD] Sparta298(8) => /a Admin userden üstündürde
20:17:13 | [SirketCHT] Hic(17): ! hee QW:Eq:Qw:eq
20:17:16 | [CMD] ibrahimkk(12) => /gc /sa
20:17:17 | [CMD] Sparta298(8) => /a Aþýrý yük de deðil
20:17:21 | [CMD] Sparta298(8) => /musait
20:17:22 | [CMD] Berkay08(6) => /gc as
20:17:24 | [CMD] Sparta298(8) => /geldim
20:17:25 | [CMD] hotlig(22) => /modifiye
20:17:27 | [CMD] Sparta298(8) => /sa
20:17:29 | [CMD] BoykoXD(0) => /as
20:17:30 | [CMD] ibrahimkk(12) => /as
20:17:30 | [CMD] Berkay08(6) => /as
20:17:30 | [CMD] Konyali42(7) => /as
20:17:31 | [CMD] Younapo.(21) => /as
20:17:31 | [CMD] testere151(10) => /as
20:17:32 | [CMD] DarkFlow(11) => /as
20:17:32 | [CMD] ASLANBEY(20) => /c arac res
20:17:33 | [CMD] BoykoXD(0) => /goto 8
20:17:37 | Hic(17): ALeyküm Selam Hoþgeldin.
20:17:39 | [CMD] hotlig(22) => /cevir
20:17:41 | Sparta298(8): Hb
20:17:41 | [CMD] BoykoXD(0) => /kemer
20:17:42 | [CMD] ASLANBEY(20) => /gc arac res
20:17:43 | [CMD] hotlig(22) => /tamir
20:17:46 | ibrahimkk(12): hg
20:17:46 | Sparta298(8):  Araç res geliyor!!
20:17:50 | Sparta298(8): Araç res geliyor!!
20:17:53 | [CMD] Sparta298(8) => /respawncars
20:17:54 | [CMD] BoykoXD(0) => /.
20:17:56 | [CMD] BoykoXD(0) => /cantazele
20:17:57 | [CMD] Berkay08(6) => /pm 0 naptýn knk
20:17:59 | Hic(17): qmq senmi yaptýn þarkýyý @8 :D
20:18:3 | Sparta298(8): Evet.
20:18:4 | Sparta298(8): :d
20:18:7 | Sparta298(8): beðendinmi
20:18:8 | [CMD] testere151(10) => /sac
20:18:10 | Hic(17): Quduur
20:18:12 | Younapo.(21): daha bitmedi
20:18:12 | [CMD] BoykoXD(0) => /pm 6 napam adminlik görevi yapýyom sen
20:18:12 | [CMD] Jodor(15) => /vbenzin
20:18:13 | ibrahimkk(12): guzel
20:18:17 | Hic(17): Qopun Beler
20:18:25 | [CMD] Berkay08(6) => /pm 0 bende userlik:D
20:18:26 | Younapo.(21): sesi az gibi ama
20:18:30 | Sparta298(8): Evet
20:18:32 | [CMD] BoykoXD(0) => /pm 6 kargo yapakmý
20:18:33 | Sparta298(8): Biraz
20:18:41 | Sparta298(8): ucundan :D
20:18:43 | [CMD] Berkay08(6) => /pm 0 konvoya katýlcam
20:18:44 | BoykoXD(0): Sparta sen devam et knk
20:18:50 | Sparta298(8): Knk bu daðmý
20:18:54 | Sparta298(8): Beni býrak sen devam et
20:19:2 | [CMD] Jodor(15) => /saat 0
20:19:2 | [CMD] BoykoXD(0) => /goto 6
20:19:2 | [CMD] Berkay08(6) => /workj
20:19:6 | [CMD] ibrahimkk(12) => /cevir
20:19:8 | [CMD] Sparta298(8) => /dtemizle
20:19:8 | [CMD] Konyali42(7) => /convoykontrol
20:19:14 | [CMD] Konyali42(7) => /convoykontrol
20:19:20 | [CMD] BoykoXD(0) => /kemer
20:19:21 | ibrahimkk(12): admin
20:19:25 | ibrahimkk(12): 232 idli dorse
20:19:25 | ibrahimkk(12): 232 idli dorse
20:19:26 | Hic(17): Beyler 4k oldum Alýrým bi Hayýrlý OLsun
20:19:26 | [CMD] xUmutPvo(19) => /gc
20:19:27 | ibrahimkk(12): 232 idli dorse gitti
20:19:31 | ibrahimkk(12): 232 idli dorse gitti
20:19:31 | Sparta298(8): Dors çekmek yasal
20:19:32 | Berkay08(6): h.o
20:19:34 | Sparta298(8): yasak 
20:19:34 | ibrahimkk(12): 232 idli dorse gitti
20:19:36 | Younapo.(21): hayýrlý olsun kardeþim
20:19:38 | ibrahimkk(12): 232 idli dorse gitti
20:19:39 | testere151(10): bu sefer çekmiyorum
20:19:40 | [LOCAL]Hic(17): Amdin buba ben çýkýyom
20:19:40 | [CMD] Hic(17) => /l Amdin buba ben çýkýyom
20:19:41 | ibrahimkk(12): nasil yasak?
20:19:41 | [CMD] Sparta298(8) => /uyar 12 Flood
20:19:44 | [CMD] Hic(17) => /adminol
20:19:45 | [CMD] Hic(17) => /adminol
20:19:45 | [CMD] BoykoXD(0) => /a dorse nasýl kaybediyorsun ya
20:19:48 | Berkay08(6): bb
20:19:50 | ibrahimkk(12): laaaaaaaaaa
20:19:51 | Hic(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:19:52 | [CMD] Sparta298(8) => /a Düzeldi o bug
20:19:57 | [CMD] Berkay08(6) => /convoy
20:19:57 | testere151(10): neden se sürekli senin dorsen kayboluyo
20:19:58 | [CMD] Sparta298(8) => /uyar 12 Harf uzatma
20:19:58 | ibrahimkk(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:20:2 | Younapo.(21): gg
20:20:4 | [CMD] Jodor(15) => /c yükünü veren docksa geçsin
20:20:9 | Sparta298(8): Ama hakketdi.
20:20:11 | [CMD] BoykoXD(0) => /a la ege tam ben y apcaktým ya
20:20:15 | Younapo.(21): yani
20:20:17 | [CMD] Sparta298(8) => /a Erkenciyim :D
20:20:24 | Younapo.(21): acýmýcaksýn
20:20:32 | Sparta298(8): Neyi
20:20:40 | Younapo.(21): sol alt bak
20:20:40 | [CMD] BoykoXD(0) => /djler
20:20:41 | Younapo.(21): anlarsýn
20:20:42 | [CMD] Sparta298(8) => /a bi sen bi ben yapakmý halil knk :D
20:20:43 | [CMD] DarkFlow(11) => /convoykontrol
20:20:48 | [CMD] BoykoXD(0) => /a olur knk .d
20:20:56 | [CMD] ASLANBEY(20) => /c dikkatli olun
20:20:56 | [SirketCHT] Jodor(15): ! þifre bozok
20:21:2 | [CMD] Berkay08(6) => /convoy
20:21:4 | [CMD] DarkFlow(11) => /sirket
20:21:10 | [CMD] testere151(10) => /meslek
20:21:11 | Sparta298(8): Anlamadým :d
20:21:12 | {FFCC00}testere151(10) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:21:19 | [CMD] DarkFlow(11) => /adminol
20:21:20 | Younapo.(21): jodor türkçe okunuþu yodor diye
20:21:20 | [CMD] testere151(10) => /car inf . .
20:21:21 | Sparta298(8): Bb
20:21:22 | DarkFlow(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:21:23 | Jodor(15): bb
20:21:24 | BoykoXD(0): ßß
20:21:28 | [CMD] testere151(10) => /kemer
20:21:36 | [CMD] BoykoXD(0) => /modifye
20:21:38 | [CMD] BoykoXD(0) => /modifiye
20:21:54 | [CMD] BoykoXD(0) => /atamir
20:21:55 | Jodor(15): apo what
20:21:55 | [CMD] hotlig(22) => /tamir
20:21:56 | [CMD] BoykoXD(0) => /fuel
20:22:3 | Younapo.(21): ne nednei ?
20:22:12 | Jodor(15): jodor þili bi yönetmenin isminden bi kýsmý
20:22:14 | [CMD] hotlig(22) => /tamir
20:22:15 | Sparta298(8): Sap sap dolaþmýyayým
20:22:16 | Jodor(15): jodorowsky
20:22:19 | [CMD] BoykoXD(0) => /admins
20:22:19 | [CMD] aliturkak(14) => /geldim
20:22:19 | Sparta298(8): Bari balýkçýlýk yapam
20:22:21 | [CMD] Konyali42(7) => /c ben bi hemen 1 dk wc afk
20:22:23 | [CMD] BoykoXD(0) => /afk
20:22:24 | [CMD] BoykoXD(0) => /musait
20:22:26 | Sparta298(8): Araçres geliyor
20:22:29 | Sparta298(8): Araç res geliyor
20:22:37 | [CMD] Sparta298(8) => /respawncars
20:22:38 | [CMD] Jodor(15) => /c ters þerit gelmeyecekseniz baþlayayým 
20:22:41 | [CMD] Sparta298(8) => /meslek
20:22:44 | Sparta298(8): Kadir
20:22:46 | Emirbaba3373(9) oyuna girdi [IP: 212.252.117.209]
20:22:47 | testere151(10): efm
20:22:49 | [CMD] eduardo666(18) => /tamir
20:22:50 | Sparta298(8): Bozoðun önüne gel knk
20:22:54 | [CMD] hotlig(22) => /tamir
20:22:54 | testere151(10): geldim qwe:
20:23:1 | testere151(10): sen deðilmiþin Q:WE
20:23:4 | [CMD] Berkay08(6) => /c baþlat jodor baba
20:23:6 | [CMD] [pG]aLcAtRaZ(23) => /basarimlar
20:23:6 | 
20:23:10 | {FFCC00}Emirbaba3373(9) {FFFFFF}Kamyoncu olarak spawn oldu.
20:23:12 | Sparta298(8): Þuan
20:23:16 | Sparta298(8): Bozoðun önündeyim
20:23:18 | [CMD] Jodor(15) => /c tamam
20:23:18 | Emirbaba3373(9): nerdesiniz convoy
20:23:19 | [CMD] BoykoXD(0) => /geldim
20:23:20 | [CMD] BoykoXD(0) => /musait
20:23:20 | [CMD] Jodor(15) => /work
20:23:21 | [CMD] Emirbaba3373(9) => /convoy
20:23:30 | [CMD] [pG]aLcAtRaZ(23) => /basarimlar
20:23:34 | hotlig(22): hahaha
20:23:34 | [CMD] ASLANBEY(20) => /asiriyuk
20:23:35 | Emirbaba3373(9): jador
20:23:37 | [CMD] Sparta298(8) => /ise
20:23:41 | Sparta298(8): Geliyonmu kadir :d
20:23:41 | Jodor(15): jodor
20:23:42 | Emirbaba3373(9): knk þifre koymuþsun
20:23:42 | huseyin(11) oyuna girdi [IP: 88.232.173.236]
20:23:45 | [CMD] Berkay08(6) => /asiriyuk
20:23:46 | testere151(10): az bkle
20:23:47 | [CMD] Younapo.(21) => /asiriyuk
20:23:50 | 
20:23:50 | BoykoXD(0): Nereye ege knk
20:23:52 | [SirketCHT] Jodor(15): ! sabahtan beri yazýyorum ya
20:23:52 | {FFCC00}huseyin(11) Otobus Soforu olarak spawn oldu.
20:23:52 | [CMD] hotlig(22) => /tamir
20:23:54 | [CMD] huseyin(11) => /admgiris
20:23:56 | [SirketCHT] Jodor(15): ! þifre bozok diye
20:23:57 | [CMD] huseyin(11) => /sa
20:23:58 | Sparta298(8): Bozoðun önüne ceza için
20:23:59 | [CMD] BoykoXD(0) => /as
20:23:59 | Sparta298(8): Aleyküm Selam.
20:24:0 | [CMD] Jodor(15) => /as
20:24:0 | [CMD] Berkay08(6) => /as
20:24:2 | [CMD] huseyin(11) => /sac
20:24:2 | [CMD] BoykoXD(0) => /.
20:24:3 | [CMD] ASLANBEY(20) => /as
20:24:4 | Sparta298(8): Oo hüseyin gelmiþ
20:24:6 | [CMD] [pG]aLcAtRaZ(23) => /sa
20:24:8 | [CMD] Emirbaba3373(9) => /convoy
20:24:9 | [CMD] ASLANBEY(20) => /as
20:24:9 | Sparta298(8): Aleyküm Selam.
20:24:9 | [CMD] BoykoXD(0) => /as
20:24:11 | [CMD] huseyin(11) => /aka 13 
20:24:13 | [CMD] hotlig(22) => /rescue
20:24:14 | [CMD] huseyin(11) => /a þu id 13 kim 
20:24:16 | Sparta298(8): Hoþgelmiþen
20:24:17 | Younapo.(21): fiuuf
20:24:21 | Emirbaba3373(9): jador suan nerdesiniz
20:24:21 | [CMD] Konyali42(7) => /c geldim
20:24:26 | [CMD] Sparta298(8) => /a büyük ustadýn hesabýný çalmýþ dead
20:24:27 | Jodor(15): baþladýk biz
20:24:28 | [CMD] hotlig(22) => /modifiye
20:24:28 | [CMD] BoykoXD(0) => /a büyükustadbitti
20:24:28 | Younapo.(21): jador kim :DSA:D
20:24:29 | [CMD] Konyali42(7) => /asiriyuk
20:24:29 | [CMD] Sparta298(8) => /a od pardon
20:24:31 | [CMD] testere151(10) => /car inf . .
20:24:32 | [CMD] Konyali42(7) => /asiriyuk
20:24:33 | [CMD] Sparta298(8) => /a ne deadý
20:24:33 | [CMD] huseyin(11) => /a dead poh mu çalmýþ
20:24:34 | Jodor(15): harboura gel 5 dk sonra 
20:24:36 | [CMD] testere151(10) => /car inf . .
20:24:36 | ASLANBEY(20): jador deðil jodor lan
20:24:38 | [CMD] Sparta298(8) => /a Od gamrs
20:24:39 | [CMD] huseyin(11) => /a kim çalmýþ
20:24:42 | [CMD] testere151(10) => /cleanupcars
20:24:43 | Emirbaba3373(9): tm
20:24:44 | [CMD] huseyin(11) => /a hm 
20:24:45 | Jodor(15): artýk býktým
20:24:45 | [CMD] Sparta298(8) => /a Oc_Gamers
20:24:45 | [CMD] testere151(10) => /cevir
20:24:50 | Jodor(15): ne diyorlarsa kafiyim :D
20:24:51 | [CMD] Emirbaba3373(9) => /rescue
20:24:51 | [CMD] huseyin(11) => /a peki sunucuda niye tutuyonuz
20:24:56 | ASLANBEY(20): ::D
20:24:58 | [CMD] Sparta298(8) => /a Onumu
20:24:59 | hotlig(22): polis gelm hadi
20:25:0 | [CMD] huseyin(11) => /a evt
20:25:2 | [CMD] [pG]aLcAtRaZ(23) => /kemer
20:25:2 | Jodor(15): hodor, jador, kodor, nodor
20:25:4 | [CMD] huseyin(11) => /bangor buyukustad
20:25:4 | [CMD] Sparta298(8) => /a A7 bekliyo diye biliyom
20:25:7 | [CMD] Sparta298(8) => /a hesap için
20:25:9 | [CMD] hotlig(22) => /tamir
20:25:14 | Jodor(15): ha bi jordi var :D
20:25:15 | [CMD] [pG]aLcAtRaZ(23) => /work
20:25:16 | [CMD] huseyin(11) => /bangor Od_gamers
20:25:20 | Younapo.(21): :ADA
20:25:21 | Sparta298(8): Kadir geliyonmu
20:25:22 | [CMD] Emirbaba3373(9) => /meslek
20:25:24 | [CMD] huseyin(11) => /spec 13 
20:25:25 | {FFCC00}Emirbaba3373(9) {FFFFFF}Pilot olarak spawn oldu.
20:25:28 | Sparta298(8): Banada 298 li sparta diyolar
20:25:29 | [CMD] huseyin(11) => /slap 13 
20:25:29 | ReisErAyTR(12) oyuna girdi [IP: 212.252.158.4]
20:25:29 | [CMD] huseyin(11) => /slap 13 
20:25:30 | Younapo.(21): anne katili jordi :D
20:25:30 | [CMD] huseyin(11) => /slap 13 
20:25:30 | Sparta298(8): :(
20:25:30 | [CMD] huseyin(11) => /slap 13 
20:25:31 | [CMD] huseyin(11) => /slap 13 
20:25:32 | [CMD] huseyin(11) => /slap 13 
20:25:34 | [ANTIHACK] Þüpheli testere151(10) => Airbreak-hack
20:25:36 | [CMD] huseyin(11) => /setskin 13 87  
20:25:38 | Sparta298(8): püü
20:25:38 | [CMD] huseyin(11) => /slap 13 
20:25:38 | [CMD] huseyin(11) => /slap 13 
20:25:38 | [CMD] Emirbaba3373(9) => /kemer
20:25:38 | hotlig(22): polis gel hhadi
20:25:39 | [CMD] huseyin(11) => /slap 13 
20:25:40 | [CMD] huseyin(11) => /slap 13 
20:25:41 | 
20:25:41 | [CMD] huseyin(11) => /slap 13 
20:25:42 | [CMD] Emirbaba3373(9) => /work
20:25:42 | Sparta298(8): Adminlik ölmüþ
20:25:43 | [CMD] huseyin(11) => /slap 13 
20:25:44 | {FFCC00}ReisErAyTR(12) {FFFFFF}Kamyoncu olarak spawn oldu.
20:25:44 | BugraBabey1(16) oyuna girdi [IP: 85.101.92.202]
20:25:44 | [CMD] huseyin(11) => /specoff
20:25:45 | {FFCC00}huseyin(11) Otobus Soforu olarak spawn oldu.
20:25:46 | ASLANBEY(20): konvoya katýlacanlar 10 dk ye kadar harbourda beklesin
20:25:47 | [CMD] ReisErAyTR(12) => /sa
20:25:47 | [CMD] huseyin(11) => /dtemizle
20:25:48 | [CMD] Berkay08(6) => /c ben gg suya lagg
20:25:48 | [CMD] Jodor(15) => /asiriyuk
20:25:49 | {FFCC00}buyukustadbitti(13) {FFFFFF}Kamyoncu olarak spawn oldu.
20:25:49 | [CMD] BoykoXD(0) => /goto 8
20:25:50 | [CMD] Sparta298(8) => /a Ayýp kadir ayýp
20:25:50 | [CMD] Berkay08(6) => /as
20:25:50 | [CMD] BoykoXD(0) => /as
20:25:52 | Sparta298(8): Aleyküm Selam.
20:25:54 | [CMD] testere151(10) => /car inf . .
20:25:54 | [CMD] Emirbaba3373(9) => /meslek
20:25:56 | [CMD] huseyin(11) => /as
20:25:59 | [CMD] huseyin(11) => /rescue
20:25:59 | [CMD] testere151(10) => /cleanupcars
20:26:0 | [CMD] Jodor(15) => /c g.o.
20:26:1 | Emirbaba3373(9) Oduncu olarak spawn oldu.
20:26:1 | [CMD] BoykoXD(0) => /.
20:26:3 | [CMD] [pG]aLcAtRaZ(23) => /d;l
20:26:5 | [LOCAL]Sparta298(8): polis ol 2 dk
20:26:5 | [CMD] Sparta298(8) => /l polis ol 2 dk
20:26:6 | [CMD] Berkay08(6) => /c eyw
20:26:7 | [LOCAL]Sparta298(8): boyko
20:26:7 | [CMD] Sparta298(8) => /l boyko
20:26:9 | [LOCAL]BoykoXD(0): tm
20:26:9 | [CMD] BoykoXD(0) => /l tm
20:26:9 | [CMD] Berkay08(6) => /c eyw
20:26:10 | {FFCC00}BugraBabey1(16) Otobus Soforu olarak spawn oldu.
20:26:11 | [CMD] [pG]aLcAtRaZ(23) => /tamir
20:26:12 | [CMD] BoykoXD(0) => /meslek
20:26:16 | {FFCC00}BoykoXD(0) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:26:19 | [CMD] Berkay08(6) => /c ben bu lagý varya 
20:26:21 | [CMD] BoykoXD(0) => /goto 8
20:26:27 | [CMD] Sparta298(8) => /meslek
20:26:29 | [CMD] ReisErAyTR(12) => /rescue
20:26:29 | [CMD] Berkay08(6) => /convoyayril
20:26:31 | [CMD] Jodor(15) => /convoyat 6
20:26:34 | Sparta298(8) Balikci olarak spawn oldu.
20:26:36 | [CMD] Emirbaba3373(9) => /work
20:26:36 | [CMD] Berkay08(6) => /rescue
20:26:39 | [CMD] testere151(10) => /a nabýyon goto olup ceza kesmek yasak
20:26:39 | [CMD] Jodor(15) => /sirket
20:26:44 | [CMD] hotlig(22) => /rescue
20:26:47 | [CMD] ReisErAyTR(12) => /rescue
20:26:47 | [CMD] Sparta298(8) => /a goto olmadiki
20:26:49 | [CMD] hotlig(22) => /rescue
20:26:50 | Berkay08(6): polis sudayým ceza kes
20:26:51 | [CMD] huseyin(11) => /giseparacek
20:26:52 | [CMD] Sparta298(8) => /a þirkete ýþlýnlandý
20:26:56 | [CMD] BoykoXD(0) => /a aynn
20:26:56 | [CMD] huseyin(11) => /spec 10  
20:26:57 | [CMD] ReisErAyTR(12) => /convoy
20:27:1 | [CMD] Sparta298(8) => /kemer
20:27:4 | [CMD] Sparta298(8) => /work
20:27:4 | [CMD] testere151(10) => /a goto 8 yazdýðýný gördüm
20:27:7 | [CMD] hotlig(22) => /modifiye
20:27:11 | [SirketCHT] Jodor(15): ! suda öldür kendini :/
20:27:13 | [LOCAL]huseyin(11): ss alsaydýn goto olarak kestiyse
20:27:13 | [CMD] huseyin(11) => /l ss alsaydýn goto olarak kestiyse
20:27:14 | [CMD] Sparta298(8) => /a Ben görmedim valla
20:27:17 | [SirketCHT] Konyali42(7): ! aynen
20:27:19 | [CMD] BoykoXD(0) => /l.
20:27:20 | [SirketCHT] Berkay08(6): ! iyi fikir
20:27:21 | [CMD] ReisErAyTR(12) => /kemer
20:27:24 | [LOCAL]testere151(10): cmd hzlý geçti
20:27:24 | [CMD] testere151(10) => /l cmd hzlý geçti
20:27:26 | [CMD] Sparta298(8) => /a kadir
20:27:27 | [CMD] BugraBabey1(16) => /work
20:27:28 | [LOCAL]huseyin(11): tmm
20:27:28 | [CMD] huseyin(11) => /l tmm
20:27:29 | [CMD] ReisErAyTR(12) => /modifiye
20:27:31 | [LOCAL]testere151(10): alamadým
20:27:31 | [CMD] testere151(10) => /l alamadým
20:27:33 | [CMD] Konyali42(7) => /convoykontrol
20:27:34 | [CMD] Sparta298(8) => /a Hoca varmý saksýda biþey dedi
20:27:38 | [CMD] Konyali42(7) => /convoy
20:27:41 | [CMD] BoykoXD(0) => /meslek
20:27:43 | 
20:27:44 | [CMD] hotlig(22) => /tamir
20:27:46 | [CMD] Sparta298(8) => /a ben tenefüsüde dedim
20:27:49 | Berkay08(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:27:52 | [CMD] Sparta298(8) => /a varmý sakso da biþey :D
20:27:55 | [CMD] Sparta298(8) => /a dedim
20:27:59 | [CMD] ReisErAyTR(12) => /work
20:28:7 | Younapo.(21): çalamassýn
20:28:8 | [CMD] huseyin(11) => /dtemizle
20:28:9 | Younapo.(21): yasak
20:28:11 | [CMD] huseyin(11) => /specoff
20:28:12 | {FFCC00}huseyin(11) Otobus Soforu olarak spawn oldu.
20:28:12 | Younapo.(21): þirket aracý bu
20:28:13 | Berkay08(6) oyuna girdi [IP: 188.120.40.53]
20:28:15 | [CMD] Emirbaba3373(9) => /work
20:28:17 | [CMD] BoykoXD(0) => /pm 10 knk bn bilmiyordum ya polis olurken goto olmak 
20:28:21 | 
20:28:22 | [CMD] BoykoXD(0) => /pm 10 k.b
20:28:22 | [CMD] hotlig(22) => /work
20:28:23 | [CMD] Sparta298(8) => /modifiye
20:28:25 | [CMD] Jodor(15) => /akilitle
20:28:26 | {FFCC00}Berkay08(6) {FFFFFF}Kamyoncu olarak spawn oldu.
20:28:30 | ASLANBEY(20): convoy aracýný alamaký
