0:0:0 | Kraply(13): -_-
23:16:30 | [CMD] Chawito(16) => /work
23:16:30 | [CMD] EvoturK(0) => /afk
23:16:31 | [CMD] EvoturK(0) => /afk
23:16:32 | [CMD] Chawito(16) => /goreviptal
23:16:33 | [CMD] Chawito(16) => /work
23:16:33 | [eN]Overlord(11): Fub
23:16:34 | [CMD] Chawito(16) => /goreviptal
23:16:35 | [CMD] EvoturK(0) => /setlevel 12 4
23:16:35 | [CMD] Chawito(16) => /work
23:16:37 | [CMD] Chawito(16) => /goreviptal
23:16:37 | Fublary3003(17): ge
23:16:38 | [CMD] Chawito(16) => /work
23:16:38 | Fublary3003(17): he
23:16:39 | [CMD] Chawito(16) => /goreviptal
23:16:40 | [CMD] Chawito(16) => /work
23:16:40 | ubeydo(9): ula mUya
23:16:42 | [CMD] EvoturK(0) => /geldim
23:16:42 | [CMD] Chawito(16) => /goreviptal
23:16:42 | [CMD] Chawito(16) => /work
23:16:43 | [eN]Overlord(11): araç sade kalýcak
23:16:43 | efepro0550(8): yardýmd
23:16:43 | [CMD] EvoturK(0) => /afk
23:16:43 | emre_cool(28): evo benide admin yap
23:16:44 | [CMD] EvoturK(0) => /god
23:16:44 | [CMD] Chawito(16) => /goreviptal
23:16:45 | [CMD] Chawito(16) => /work
23:16:46 | [eN]Overlord(11): modifiyesini elleme aracýn
23:16:47 | [CMD] Chawito(16) => /goreviptal
23:16:47 | [CMD] Chawito(16) => /work
23:16:48 | [CMD] huso608(12) => /a hersey icin tesekkur ederim
23:16:48 | [CMD] [eN]Overlord(11) => /tamir
23:16:49 | [CMD] Chawito(16) => /goreviptal
23:16:50 | [CMD] Chawito(16) => /work
23:16:51 | Fublary3003(17): tm
23:16:52 | [CMD] Chawito(16) => /goreviptal
23:16:52 | vevampire(19): abi burda kalmak kotü iþti be
23:16:52 | [CMD] Chawito(16) => /work
23:16:53 | [CMD] huso608(12) => /get 15
23:16:54 | [CMD] Chawito(16) => /goreviptal
23:16:55 | [CMD] Chawito(16) => /work
23:16:57 | [CMD] Chawito(16) => /goreviptal
23:16:57 | [CMD] Chawito(16) => /work
23:16:58 | theazrail(15): bi da
23:16:59 | [CMD] Chawito(16) => /goreviptal
23:17:0 | [CMD] Chawito(16) => /work
23:17:1 | [CMD] Chawito(16) => /goreviptal
23:17:1 | vevampire(19): virajý alamadý araba
23:17:1 | [CMD] Chawito(16) => /work
23:17:2 | [CMD] Chawito(16) => /goreviptal
23:17:3 | [CMD] Chawito(16) => /work
23:17:4 | [CMD] Chawito(16) => /goreviptal
23:17:5 | [CMD] Chawito(16) => /work
23:17:5 | [eN]Overlord(11): zýrhlýya jant ve air taktýrmak saçma
23:17:6 | [CMD] Chawito(16) => /goreviptal
23:17:6 | [CMD] Chawito(16) => /work
23:17:7 | theazrail(15): yer altýndayým
23:17:7 | [CMD] huso608(12) => /get 19
23:17:8 | [CMD] Chawito(16) => /goreviptal
23:17:9 | [CMD] Chawito(16) => /work
23:17:10 | [CMD] Chawito(16) => /goreviptal
23:17:10 | emre_cool(28): muya ahýrdan çýk ahýrý koruyoruz
23:17:13 | efepro0550(8): yardýmt
23:17:14 | RavlyCoder(7): ahir acikmi
23:17:14 | vevampire(19): bi araba otobus oldugunu farketmedým
23:17:15 | [LOCAL]Gezegen(14): .D 
23:17:15 | [CMD] Gezegen(14) => /l .D 
23:17:15 | [CMD] Chawito(16) => /work
23:17:16 | huso608(12):   /rescue
23:17:16 | [CMD] efepro0550(8) => /tamir
23:17:16 | [CMD] Chawito(16) => /goreviptal
23:17:17 | vevampire(19): eyw
23:17:17 | [CMD] Chawito(16) => /work
23:17:18 | [CMD] Chawito(16) => /goreviptal
23:17:18 | RavlyCoder(7): dfjhdfk
23:17:19 | [CMD] Chawito(16) => /work
23:17:19 | [CMD] Chawito(16) => /goreviptal
23:17:20 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 534 Saniye
23:17:20 | [CMD] Chawito(16) => /work
23:17:21 | [CMD] Chawito(16) => /goreviptal
23:17:21 | [CMD] emre_cool(28) => /t beyler ahýra kimseyi sokmuyoruz
23:17:23 | theazrail(15): kaldým la
23:17:24 | [CMD] Chawito(16) => /work
23:17:25 | [CMD] Chawito(16) => /goreviptal
23:17:25 | [CMD] Chawito(16) => /work
23:17:27 | [CMD] Chawito(16) => /goreviptal
23:17:27 | [CMD] Chawito(16) => /work
23:17:28 | [CMD] huso608(12) => /get 15
23:17:28 | [ANTIHACK] Þüpheli theazrail(15) => Airbreak-hack
23:17:28 | [LOCAL]ubeydo(9): knk ahýra yaklaþsana
23:17:28 | [CMD] ubeydo(9) => /l knk ahýra yaklaþsana
23:17:28 | theazrail(15): yaw
23:17:29 | [CMD] Chawito(16) => /goreviptal
23:17:31 | [CMD] Chawito(16) => /work
23:17:32 | theazrail(15): heh
23:17:32 | Mike_(13): adminn sürekli aracým kayboluyorr
23:17:32 | [CMD] Gezegen(14) => /t beyler 3 yýldýz Bozok
23:17:33 | [CMD] Chawito(16) => /goreviptal
23:17:33 | RavlyCoder(7): ahýr açýkmý gençler
23:17:33 | [CMD] Chawito(16) => /work
23:17:36 | [CMD] Chawito(16) => /goreviptal
23:17:36 | [CMD] DarkFlow(10) => /pm 12 huso
23:17:44 | [CMD] Moskova_Kurdu(20) => /musait
23:17:47 | [CMD] Muya(26) => /rescue
23:17:49 | [CMD] ReDCraZy(22) => /goreviptal
23:17:49 | huso608(12): @13 aracta sorun veya pig sorunu yasýyorsundur
23:17:50 | [CMD] Chawito(16) => /meslek
23:17:53 | [CMD] DarkFlow(10) => /pm 12 gel konvoy yapalým 
23:17:54 | [CMD] huso608(12) => /pm 10 buyur reis
23:17:54 | [CMD] Chawito(16) => /meslek
23:17:55 | [CMD] ReDCraZy(22) => /meslek
23:17:55 | Jodor(21) oyuna girdi [IP: 78.169.255.252]
23:17:57 | [CMD] Gezegen(14) => /t biriniz ceza kessin bozok
23:17:57 | [CMD] ReDCraZy(22) => /meslek
23:18:5 | [CMD] emre_cool(28) => /tamir
23:18:6 | [CMD] Chawito(16) => /meslek
23:18:7 | 
23:18:8 | [CMD] huso608(12) => /pm 10 sw kalabalýk kusuruma bakmayasin
23:18:10 | {FFCC00}Chawito(16) {FFFFFF}Pilot olarak spawn oldu.
23:18:10 | {FFCC00}Jodor(21) {FFFFFF}Kamyoncu olarak spawn oldu.
23:18:11 | (BANKA) Gezegen(14) 1080 nolu banka hesabina 1100000$ yatirdi.
23:18:13 | [CMD] [eN]Overlord(11) => /tamir
23:18:15 | [CMD] Mike_(13) => /tamir
23:18:18 | [CMD] Jodor(21) => /sa
23:18:18 | [CMD] DarkFlow(10) => /pm 12 :D tmm 
23:18:19 | {FFCC00}ReDCraZy(22) {FFFFFF}Polis olarak spawn oldu.
23:18:20 | [CMD] Chawito(16) => /meslek
23:18:20 | [CMD] DarkFlow(10) => /as
23:18:21 | [CMD] Fublary3003(17) => /As
23:18:21 | [CMD] EvoturK(0) => /as
23:18:22 | {FFCC00}Chawito(16) {FFFFFF}Polis olarak spawn oldu.
23:18:23 | [CMD] theazrail(15) => /as
23:18:24 | [CMD] Jodor(21) => /myskin 294
23:18:24 | [CMD] ReDCraZy(22) => /sa
23:18:26 | [CMD] Chawito(16) => /as
23:18:28 | [CMD] ubeydo(9) => /as
23:18:30 | [SirketCHT] Jodor(21): ! dark
23:18:32 | [CMD] emre_cool(28) => /as
23:18:34 | emre_cool(28):  /sa /as
23:18:34 | [SirketCHT] DarkFlow(10): ! evet
23:18:34 | [SirketCHT] Jodor(21): ! ban mý yedin 
23:18:39 | [CMD] emre_cool(28) => /tamir
23:18:40 | [CMD] Muya(26) => /tamir
23:18:40 | [CMD] Chawito(16) => /resce
23:18:41 | Gezegen(14): Polis-Çevik Bozok Þirketine Gelsin 3 Yýldýzým Var !!!
23:18:43 | [CMD] Chawito(16) => /rescue
23:18:44 | [SirketCHT] DarkFlow(10): ! kufurden 
23:18:44 | efepro0550(8): yardýmw
23:18:45 | Muya(26): ahýrdakiler kafanýza düserim ha :D
23:18:46 | [CMD] RavlyCoder(7) => /tamir
23:18:52 | [SirketCHT] Jodor(21): ! forumda sezzer konu açmýþ. 
23:18:55 | ubeydo(9): gel düþ la yiyosa
23:18:56 | ubeydo(9): :D
23:18:57 | [CMD] Gezegen(14) => /araba
23:18:59 | huso608(12): @8 problem nedir
23:19:6 | [SirketCHT] Jodor(21): ! boþ ver sezzeri o sürekli kýþkýrtýyor milleti muhatap olma 
23:19:7 | Muya(26): ynýndakiler cekilsin istemiyosa
23:19:9 | [SirketCHT] DarkFlow(10): ! husoyla hergece ugrasýyolar adamlar 
23:19:11 | [CMD] Jodor(21) => /sirket
23:19:12 | efepro0550(8): arac yerini bulamadým
23:19:15 | Gezegen(14): oyun iyice sapýttý 
23:19:15 | efepro0550(8): galeriyiw
23:19:20 | [CMD] [eN]Overlord(11) => /tamir
23:19:21 | [SirketCHT] DarkFlow(10): ! benimde tepem attý 
23:19:22 | {FFCC00}Muya(26) {FFFFFF}Pilot olarak spawn oldu.
23:19:22 | ubeydo(9): ahaha :D
23:19:24 | [SirketCHT] Jodor(21): ! biliyorum.
23:19:24 | Muya(26): :D
23:19:24 | huso608(12): 5 saniye
23:19:25 | ubeydo(9): myaaaa
23:19:27 | ubeydo(9): muyaaa
23:19:30 | [SirketCHT] Jodor(21): ! dengesizler boþ ver
23:19:31 | Muya(26): orda deilmissiniz :D
23:19:32 | emre_cool(28): huso ahýra uçak düþtü
23:19:34 | ubeydo(9): ben patlattým :D aSdmaskd
23:19:37 | [CMD] huso608(12) => /uyar 9 harf uzatma reis
23:19:40 | RavlyCoder(7): bende düþürcem
23:19:41 | Muya(26): ubeydo bilerek düsdüm :D
23:19:43 | [CMD] RavlyCoder(7) => /meslek
23:19:45 | Muya(26): huso
23:19:48 | [CMD] huso608(12) => /goto 8
23:19:49 | {FFCC00}RavlyCoder(7) {FFFFFF}Pilot olarak spawn oldu.
23:19:50 | Muya(26): 3hargfi gecmedi
23:19:51 | vevampire(19): abi
23:19:52 | [CMD] RavlyCoder(7) => /sac
23:19:53 | [SirketCHT] Jodor(21): ! muhatap olma kimseyle.bak bana kimseyi siklememe kararý aldým :D 
23:19:53 | [CMD] RavlyCoder(7) => /rescue
23:19:55 | ubeydo(9): bende ben patlattým sandým lo :D
23:19:58 | theazrail(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:19:58 | [CMD] RavlyCoder(7) => /rescue
23:20:1 | [SirketCHT] DarkFlow(10): ! :D 
23:20:3 | huso608(12): buyrun @19  
23:20:5 | emre_cool(28): huso ben çevik kuvvetim ama silahým yok
23:20:6 | [SirketCHT] Jodor(21): ! çoluk çocuk hepsi. 
23:20:8 | [CMD] RavlyCoder(7) => /kemer
23:20:10 | vevampire(19): sen san frierro otagarý bilionmu
23:20:11 | [CMD] RavlyCoder(7) => /modifiye
23:20:13 | [CMD] ubeydo(9) => /t nerdesiniz , tamam!
23:20:21 | [SirketCHT] Jodor(21): ! oduncu olacam afk görev
23:20:22 | {FFCC00}Muya(26) {FFFFFF}Pilot olarak spawn oldu.
23:20:22 | Fublary3003(17): oha
23:20:23 | [CMD] Jodor(21) => /meslek
23:20:23 | Muya(26): :D
23:20:26 | Jodor(21) Oduncu olarak spawn oldu.
23:20:26 | ubeydo(9): o ne la
23:20:26 | [LOCAL][eN]Overlord(11): fub
23:20:26 | [CMD] [eN]Overlord(11) => /l fub
23:20:27 | [SirketCHT] DarkFlow(10): ! hergece husoyla alay ediyo itler 
23:20:29 | huso608(12): harita uzerinde haritadan bakabilirsin
23:20:31 | [CMD] Jodor(21) => /myskin 294
23:20:32 | ubeydo(9): muya mevlana : dakjsdasd
23:20:32 | RavlyCoder(7): aeromexico havayollarý ahýra acil iniþ yapýyor tecavüz edilmeyi göze almýþlardý...
23:20:34 | Muya(26): cok güzel düsdüm ylnýz :D
23:20:34 | [CMD] Fublary3003(17) => /tamir
23:20:36 | [CMD] huso608(12) => /goto 8
23:20:41 | emre_cool(28): EEE adminler ahýrý basýlmýþtýr ve bundan sonra userlerin olucaktýr ahýr
23:20:41 | Chawito(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:20:42 | [CMD] ubeydo(9) => /t hadi basak
23:20:45 | ReDCraZy(22) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:20:46 | [SirketCHT] Jodor(21): ! sezzeri salla ya
23:20:50 | [CMD] emre_cool(28) => /t 3
23:20:51 | [CMD] emre_cool(28) => /t 2
23:20:52 | vevampire(19):  san frierro otagarý bilen var mý
23:20:53 | [CMD] emre_cool(28) => /t 1
23:20:55 | [CMD] emre_cool(28) => /t go
23:20:56 | [SirketCHT] DarkFlow(10): ! velet hepsi 
23:20:57 | [CMD] ubeydo(9) => /t goo
23:20:57 | [SirketCHT] Jodor(21): ! boþ ver onlarý. huso baþkan icabýna bakar
23:20:59 | ubeydo(9): gooo
23:21:0 | [LOCAL]Fublary3003(17): over knka bekle 1 dkya geleom
23:21:0 | [CMD] Fublary3003(17) => /l over knka bekle 1 dkya geleom
23:21:7 | [CMD] efepro0550(8) => /tamir
23:21:9 | [CMD] Jodor(21) => /work
23:21:11 | [CMD] DarkFlow(10) => /tamir
23:21:13 | [eN]Overlord(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:21:14 | [LOCAL]emre_cool(28): gelsenize
23:21:14 | [CMD] emre_cool(28) => /l gelsenize
23:21:17 | [CMD] Jodor(21) => /sirket
23:21:18 | {FFCC00}Muya(26) {FFFFFF}Pilot olarak spawn oldu.
23:21:18 | [LOCAL]ubeydo(9): bu zýrhlý kaç basýyor
23:21:18 | [CMD] ubeydo(9) => /L bu zýrhlý kaç basýyor
23:21:19 | [CMD] emre_cool(28) => /tamir
23:21:21 | [CMD] Muya(26) => /rescue
23:21:23 | {FFCC00}RavlyCoder(7) {FFFFFF}Pilot olarak spawn oldu.
23:21:26 | [CMD] RavlyCoder(7) => /rescue
23:21:30 | [CMD] RavlyCoder(7) => /sac
23:21:30 | [CMD] Jodor(21) => /bonus
23:21:36 | emre_cool(28): EEE adminler ahýrý basýlmýþtýr ve bundan sonra userlerin olucaktýr ahýr
23:21:39 | RavlyCoder(7): radyoda neden hep ayný þarký var 
23:21:41 | [CMD] RavlyCoder(7) => /djler
23:21:41 | [SirketCHT] Jodor(21): ! bonus görev yapýp gezelim
23:21:41 | [LOCAL]Fublary3003(17): geldim
23:21:41 | [CMD] Fublary3003(17) => /l geldim
23:21:45 | [CMD] RavlyCoder(7) => /modifiye
23:21:45 | Sancak(18): emre kardeþim spam yapma
23:21:46 | efepro0550(8): dura
23:21:47 | [SirketCHT] Jodor(21): ! odun keseyim geliyorum
23:21:50 | efepro0550(8): durwa
23:21:50 | [eN]Overlord(11) oyuna girdi [IP: 85.101.116.247]
23:21:51 | [CMD] Sancak(18) => /vipler
23:21:52 | [SirketCHT] DarkFlow(10): ! ok görev alýyom docktayým 
23:21:59 | emre_cool(28): hee sancak mapin resimlerine baktýnmý
23:22:0 | Fublary3003(17): over nerdesin
23:22:0 | RavlyCoder(7): djlerin radyo açmadan gitmesi yasak degilmi
23:22:1 | [CMD] Gezegen(14) => /gobus
23:22:2 | emre_cool(28): hee sancak mapin resimlerine baktýnmý
23:22:4 | [SirketCHT] Jodor(21): ! ok
23:22:9 | [CMD] DarkFlow(10) => /work
23:22:13 | Sancak(18): la kardeþ spam yapma diyorum
23:22:17 | efepro0550(8): dur
23:22:19 | Sancak(18): ne mapý
23:22:19 | [ANTIHACK] Þüpheli emre_cool(28) => Airbreak-hack
23:22:21 | CcCAtakan1907(15) oyuna girdi [IP: 78.190.153.55]
23:22:22 | 
23:22:23 | [CMD] Sancak(18) => /spec 28
23:22:23 | emre_cool(28): spawn yapmýyom zaten
23:22:23 | {FFCC00}Muya(26) {FFFFFF}Pilot olarak spawn oldu.
23:22:25 | {FFCC00}[eN]Overlord(11) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
23:22:27 | [CMD] emre_cool(28) => /tamir
23:22:28 | [eN]Overlord(11): fub
23:22:28 | (BANKA) Gezegen(14) 1080 nolu banka hesabina 56666$ yatirdi.
23:22:31 | 
23:22:31 | Fublary3003(17): efm
23:22:31 | Muya(26): spam spawn deil :D
23:22:32 | [eN]Overlord(11): benim zýrhlýya sahip çýk
23:22:33 | {FFCC00}CcCAtakan1907(15) {FFFFFF}Kamyoncu olarak spawn oldu.
23:22:34 | [CMD] CcCAtakan1907(15) => /sa
23:22:36 | ubeydo(9): emre bi ceza kes
23:22:36 | emre_cool(28): baktýnmý diye soruyom
23:22:37 | [CMD] [eN]Overlord(11) => /rescue
23:22:38 | emre_cool(28): as
23:22:39 | Fublary3003(17): tm
23:22:44 | (BANKA) Gezegen(14) 1080 nolu banka hesabindan 56636$ cekti.
23:22:46 | Sancak(18): senle anlaþamýyoruz ki biz
23:22:47 | Fublary3003(17): fbý truckmu
23:22:49 | Sancak(18): ne mapý diyprum
23:22:50 | Muya(26): skorumda cok güzel .d
23:22:51 | [eN]Overlord(11): aynen
23:22:51 | [CMD] emre_cool(28) => /kemer
23:22:55 | efepro0550(8): eyw
23:23:0 | [CMD] CcCAtakan1907(15) => /sirket
23:23:0 | [LOCAL]Fublary3003(17): dur
23:23:0 | [CMD] Fublary3003(17) => /l dur
23:23:2 | emre_cool(28): tmm sakince söylicem
23:23:3 | RavlyCoder(7): patlamadý
23:23:4 | [CMD] [eN]Overlord(11) => /kemer
23:23:4 | huso608(12): Rica Ederim
23:23:5 | [CMD] Jodor(21) => /odunsar
23:23:7 | [CMD] EvoturK(0) => /a pizzacý bugunu da parmakladým
23:23:9 | [CMD] RavlyCoder(7) => /tamir
23:23:9 | [CMD] Jodor(21) => /odunsat
23:23:10 | [CMD] EvoturK(0) => /geldim
23:23:11 | [CMD] Gezegen(14) => /meslek
23:23:11 | emre_cool(28): yahu ben size map yapcam dedimya
23:23:12 | {FFCC00}Gezegen(14) {FFFFFF}Kamyoncu olarak spawn oldu.
23:23:13 | [CMD] Jodor(21) => /rescue
23:23:14 | huso608(12): @19 yolu bulabildin mi
23:23:16 | Fublary3003(17): koruyom þua n knk
23:23:17 | [CMD] Jodor(21) => /meslek
23:23:18 | emre_cool(28): sancak bey
23:23:20 | [CMD] huso608(12) => /a sonuc nedir reis
23:23:20 | {FFCC00}Jodor(21) {FFFFFF}Kamyoncu olarak spawn oldu.
23:23:21 | RavlyCoder(7): lan atþ etme
23:23:21 | Sancak(18): ?
23:23:23 | [CMD] CcCAtakan1907(15) => /afk
23:23:24 | emre_cool(28): yahu ben size map yapcam dedimya
23:23:24 | [CMD] Jodor(21) => /myskin 299
23:23:28 | RavlyCoder(7): cevik ateþ ediyor
23:23:28 | [CMD] Jodor(21) => /myskin 294
23:23:28 | Sancak(18): ee
23:23:30 | RavlyCoder(7): durduk yere
23:23:32 | [CMD] EvoturK(0) => /a okandan dosyalarý alabilirsem
23:23:33 | [CMD] RavlyCoder(7) => /tamir
23:23:36 | [LOCAL]Fublary3003(17): geberrrr þldfasas
23:23:36 | [CMD] Fublary3003(17) => /l geberrrr þldfasas
23:23:36 | [CMD] EvoturK(0) => /a güncelleme yaptýðýmda düzelecek
23:23:37 | [CMD] CcCAtakan1907(15) => /musait
23:23:41 | [CMD] Gezegen(14) => /ev
23:23:42 | Muya(26): bn çýakr hayýrlý aksamlar
23:23:42 | [CMD] EvoturK(0) => /a + 23 nisan vip þeysi gelecek
23:23:47 | [CMD] huso608(12) => /a allah hepimizden razý olsun
23:23:49 | [LOCAL]RavlyCoder(7): sen geber
23:23:49 | [CMD] RavlyCoder(7) => /l sen geber
23:23:49 | [CMD] Muya(26) => /pm 0 godbye evom :D
23:23:52 | [CMD] [eN]Overlord(11) => /tamir
23:23:54 | [CMD] Mike_(13) => /busal
23:23:55 | huso608(12): @19 yolu bulabildin mi
23:23:56 | [CMD] EvoturK(0) => /a iþyeri satýþ alýþ loglarýnda iþyeri id si yazmýyordu
23:23:57 | [CMD] Muya(26) => /pm  kendüne iyü bah :D
23:23:57 | Muya(26) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:23:59 | emre_cool(28): onunn resimlerini benden istedin mapin foruma map bölümüne resimlerini koydum birde ordaki açýklamayý oku
23:24:1 | [CMD] Mike_(13) => /evsatýnal
23:24:2 | [CMD] EvoturK(0) => /a gavat userlerin yalanlarýna maruz kalabiliyorduk
23:24:3 | vevampire(19): evet gerek yok
23:24:4 | [CMD] [eN]Overlord(11) => /tamir
23:24:5 | RavlyCoder(7): ubeydo
23:24:5 | [CMD] EvoturK(0) => /a onu da ekledim
23:24:6 | RavlyCoder(7): napýyon
23:24:7 | [CMD] Mike_(13) => /satýnal
23:24:8 | [CMD] efepro0550(8) => /galeri
23:24:9 | RavlyCoder(7): benim canýmda gitti
23:24:10 | [CMD] [eN]Overlord(11) => /tamir
23:24:10 | [CMD] Jodor(21) => /araba
23:24:12 | RavlyCoder(7): ?
23:24:15 | [CMD] EvoturK(0) => /a artýk sattýðý aldýðý evin id si de kaydolacak
23:24:15 | huso608(12): @19 anlasýldý iyi oyunlar
23:24:18 | sezzer(16) oyuna girdi [IP: 85.102.135.28]
23:24:21 | ubeydo(9): sorry
23:24:21 | vevampire(19): sanada
23:24:21 | [CMD] huso608(12) => /a guzel
23:24:25 | [CMD] huso608(12) => /asay VIP-PARA-SKOR-sIRKET-GISE Vb.Urunlerden Satin Almak Isteyenler Forumdan Alabilirsiniz http://www.trucksamp.com... 
23:24:25 | [CMD] Jodor(21) => /vtamir
23:24:27 | [CMD] RavlyCoder(7) => /tamir
23:24:29 | 
23:24:30 | [CMD] huso608(12) => /a yusuf 
23:24:31 | [CMD] [eN]Overlord(11) => /cevir
23:24:32 | [CMD] [eN]Overlord(11) => /tamir
23:24:33 | Fublary3003(17): emre in arabadan
23:24:35 | sezzer(16) Itfaiyeci olarak spawn oldu.
23:24:37 | [CMD] Sancak(18) => /a evt
23:24:38 | [CMD] sezzer(16) => /sa
23:24:38 | [CMD] ubeydo(9) => /akilitle
23:24:39 | [CMD] CcCAtakan1907(15) => /geldimt
23:24:39 | [CMD] EvoturK(0) => /as
23:24:40 | [CMD] ubeydo(9) => /as
23:24:41 | [CMD] CcCAtakan1907(15) => /as
23:24:41 | [CMD] emre_cool(28) => /kemer
23:24:42 | [CMD] efepro0550(8) => /galeri
23:24:42 | [CMD] emre_cool(28) => /as
23:24:43 | Fublary3003(17): la ubeydo
23:24:43 | [CMD] CcCAtakan1907(15) => /geldim
23:24:44 | [CMD] EvoturK(0) => /a direkt satýlan evler de kaydolacak
23:24:44 | [CMD] emre_cool(28) => /kemer
23:24:45 | sezzer(16): ohh evo gitmiþ
23:24:45 | [CMD] CcCAtakan1907(15) => /musait
23:24:46 | [CMD] vevampire(19) => /as
23:24:46 | [CMD] huso608(12) => /a satýs yapamýyoruz gidip bedava vip dagýtýyon
23:24:48 | ubeydo(9): hadi da asask
23:24:48 | [CMD] EvoturK(0) => /a onlar kayýt dýþý oluyordu
23:24:48 | Fublary3003(17): getir þunu
23:24:51 | ubeydo(9): hadi basak
23:24:52 | [CMD] EvoturK(0) => /spec 16
23:24:53 | [CMD] sezzer(16) => /araba
23:24:55 | RavlyCoder(7): tecavüzden korkan türistler
23:24:57 | [CMD] huso608(12) => /a sýkacam topuklarýna
23:25:1 | RavlyCoder(7): ucaga binip kactý
23:25:4 | RavlyCoder(7): dspkfgjdofyjrtyk
23:25:5 | Fublary3003(17): ubeydo getir þu arabayý
23:25:7 | [CMD] emre_cool(28) => /t bastýkta bizi takan yokki
23:25:8 | [CMD] Mike_(13) => /ahýr
23:25:12 | [CMD] Mike_(13) => /ahir
23:25:13 | [CMD] Sancak(18) => /a biz bu sunucuyu para için yönetmiyoruz
23:25:13 | [CMD] huso608(12) => /a aynen ozkan dogru dedin
23:25:15 | emre_cool(28): admin beyler ahýr basýlmýþtýr
23:25:17 | RavlyCoder(7): ahýra acil iniþ
23:25:19 | [LOCAL]ubeydo(9): vurma !!
23:25:19 | [CMD] ubeydo(9) => /l vurma !!
23:25:25 | [CMD] efepro0550(8) => /icerigir
23:25:27 | [CMD] [eN]Overlord(11) => /tamir
23:25:28 | [CMD] huso608(12) => /a sonnucta yatýrým dememismiydin
23:25:28 | [CMD] Jodor(21) => /bonus
23:25:28 | vevampire(19): abi beným dýreklere alerjim var tüm direkleri kýrýyorum biþi olurmu
23:25:31 | [CMD] EvoturK(0) => /spec 28
23:25:31 | [LOCAL]Fublary3003(17): atkafasý ya
23:25:31 | [CMD] Fublary3003(17) => /l atkafasý ya
23:25:31 | emre_cool(28): admin beyler ahýr basýlmýþtýr bundan sonra ahýr userlerin olucaktýr
23:25:32 | RavlyCoder(7): turistler ineklerle foto cekilcek
23:25:35 | [CMD] EvoturK(0) => /specoff
23:25:35 | {FFCC00}EvoturK(0) {FFFFFF}Kamyoncu olarak spawn oldu.
23:25:37 | [CMD] EvoturK(0) => /goto 28
23:25:38 | [CMD] Jodor(21) => /rescue
23:25:39 | [CMD] emre_cool(28) => /tamir
23:25:40 | vevampire(19): abi beným dýreklere alerjim var tüm direkleri kýrýyorum biþi olurmu
23:25:44 | [CMD] Sancak(18) => /a ben satýþ yapmaya çalýþýrým olursa olur olmazsa olmaz
23:25:45 | [CMD] efepro0550(8) => /rescue
23:25:46 | [LOCAL]Fublary3003(17): benim araç çalýndý asdknasgkasgd
23:25:46 | [CMD] Fublary3003(17) => /l benim araç çalýndý asdknasgkasgd
23:25:46 | [CMD] emre_cool(28) => /kemer
23:25:47 | [CMD] RavlyCoder(7) => /tamir
23:25:47 | [CMD] EvoturK(0) => /ahirjob 28
23:25:48 | [CMD] EvoturK(0) => /god
23:25:49 | [CMD] EvoturK(0) => /god
23:25:50 | [CMD] EvoturK(0) => /ahirjob 28
23:25:52 | [CMD] ubeydo(9) => /t over
23:25:52 | [CMD] EvoturK(0) => /ahirjob 17
23:25:53 | [CMD] EvoturK(0) => /ahirjob 17
23:25:55 | [CMD] emre_cool(28) => /t lla kurtarýn
23:25:56 | [CMD] EvoturK(0) => /ahirjob 9
23:25:57 | [CMD] EvoturK(0) => /ahirjob 9
23:25:58 | Fublary3003(17): ya eco
23:25:59 | efepro0550(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:26:1 | [CMD] EvoturK(0) => /ahirjob 11
23:26:1 | [CMD] Sancak(18) => /a 1 ay önce okan sunucuda ki herkese vip dagýttý adminlere 10 günlk sana 4 aylýk vip verdi
23:26:3 | [CMD] EvoturK(0) => /ahirjob 11
23:26:3 | ubeydo(9): :D
23:26:4 | Fublary3003(17): skýný deðiþtir
23:26:4 | [CMD] EvoturK(0) => /ahirjob 11
23:26:5 | [CMD] EvoturK(0) => /ahirjob 11
23:26:5 | [CMD] Jodor(21) => /kasabirak
23:26:5 | [CMD] huso608(12) => /a bizlerde elimizden geldigince yardim ediyoruz da
23:26:7 | [CMD] EvoturK(0) => /ahirjob 11
23:26:8 | [CMD] EvoturK(0) => /ahirjob 11
23:26:8 | [CMD] Gezegen(14) => /adminol
23:26:11 | [CMD] EvoturK(0) => /setskin 17 120
23:26:11 | [LOCAL][eN]Overlord(11): lan ben suçlu var diye geldim
23:26:11 | [CMD] [eN]Overlord(11) => /l lan ben suçlu var diye geldim
23:26:12 | vevampire(19): bb
23:26:12 | [CMD] Jodor(21) => /kasabirak
23:26:16 | CcCAtakan1907(15): ßß
23:26:16 | Gezegen(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
