0:0:2 | [CMD] huso608(12) => /admins
20:47:25 | [CMD] BoykoXD(6) => /tiryazi Boyko bir adamdýr.
20:47:25 | EvoturK(29): yasin
20:47:25 | TheS1LKENAdam(8): þüpjeli
20:47:25 | [LOCAL]DeathStroke(9): benim kumarhane
20:47:25 | [CMD] DeathStroke(9) => /l benim kumarhane
20:47:26 | [CMD] EmirEUEU(27) => /pm 33 banlýyken býlemý :D
20:47:28 | EvoturK(29): sen ne ara admin oldun
20:47:28 | Emirbaba3373(17): ya ne oluyo ya
20:47:28 | [LOCAL]DeathStroke(9): .DAsdssadsadas
20:47:28 | [CMD] DeathStroke(9) => /l .DAsdssadsadas
20:47:29 | [CMD] Berkay08(33) => /pm 27 neþe kaynaðýsýn len
20:47:33 | huseyin(19) oyuna girdi [IP: 81.214.104.138]
20:47:33 | [CMD] EmirEUEU(27) => /pm 33 okey
20:47:33 | EvoturK(29): ben seni dj olarak seviyordum
20:47:37 | [LOCAL]DeathStroke(9): hadi yav kudurdum
20:47:37 | [CMD] DeathStroke(9) => /l hadi yav kudurdum
20:47:37 | [CMD] SametEyup(31) => /motor
20:47:37 | EvoturK(29): dön tekrar djol
20:47:39 | agareis150(7): evotürk
20:47:39 | iYasinBey(14): ben mi
20:47:41 | [CMD] EmirEUEU(27) => /pm 33 özelden konuþuyorum basen
20:47:41 | [CMD] SametEyup(31) => /kemer
20:47:41 | agareis150(7): evotürk
20:47:43 | [CMD] Strike(TR)(24) => /admins
20:47:45 | 
20:47:46 | EvoturK(29): evet
20:47:47 | [CMD] Emirbaba3373(17) => /sac
20:47:47 | [CMD] EmirEUEU(27) => /Pm 33 uþendým chatan konuþmaya D:
20:47:48 | {FFCC00}huseyin(19) Otobus Soforu olarak spawn oldu.
20:47:48 | TheS1LKENAdam(8): girdiði mi vardý oyuna evo bey :D
20:47:48 | iYasinBey(14):  yoh
20:47:49 | agareis150(7): evim kayýp napcam
20:47:51 | [CMD] huseyin(19) => /admgiris
20:47:51 | iYasinBey(14): dönmem
20:47:53 | EvoturK(29): yapacak bir þey yok asfa
20:47:53 | [CMD] Strike(TR)(24) => /admins
20:47:53 | [CMD] emirhanertem(18) => /fýrtýna
20:47:54 | [CMD] huseyin(19) => /sa
20:47:54 | [LOCAL]DeathStroke(9): hadi yav
20:47:54 | [CMD] DeathStroke(9) => /l hadi yav
20:47:55 | [CMD] ReisErAyTR(37) => /as
20:47:55 | WatchGoodMan(26): 8as
20:47:56 | [CMD] Berkay08(33) => /pm 27 faceden ekle
20:47:57 | [CMD] EmirEUEU(27) => /admins
20:47:57 | [CMD] BoykoXD(6) => /tiryazi Arabam þekil önümden çekil
20:47:57 | [CMD] WatchGoodMan(26) => /as
20:47:59 | [CMD] BeylerBeyi(16) => /as
20:47:59 | [CMD] Berkay08(33) => /as
20:47:59 | [LOCAL]DeathStroke(9): ahýra at beni
20:47:59 | [CMD] DeathStroke(9) => /l ahýra at beni
20:47:59 | agareis150(7): evim kayýp napcam
20:48:0 | [CMD] DeathStroke(9) => /as
20:48:1 | [CMD] EmirEUEU(27) => /pm 33 söyle ýsmý
20:48:1 | [CMD] ReisErAyTR(37) => /kemer
20:48:1 | agareis150(7): evim kayýp napcam
20:48:2 | [CMD] agareis150(7) => /as
20:48:3 | [CMD] EmirEUEU(27) => /admins
20:48:4 | [CMD] EvoturK(29) => /ahirjob 9
20:48:4 | [CMD] EvoturK(29) => /ahirjob 9
20:48:5 | [CMD] EvoturK(29) => /ahirjob 9
20:48:5 | agareis150(7): evotürk
20:48:6 | [ANTIHACK] Þüpheli SametEyup(31) => Airbreak-hack
20:48:7 | [CMD] BoykoXD(6) => /atamir
20:48:7 | [CMD] ReisErAyTR(37) => /modifiye
20:48:7 | [CMD] testere151(28) => /bangor emirreeu
20:48:8 | TheS1LKENAdam(8): Dur üstüne çýkcam
20:48:9 | EvoturK(29): az efkar kasacam yala da þunu hemen
20:48:9 | [CMD] huseyin(19) => /spec 31 
20:48:10 | [CMD] TheS1LKENAdam(8) => /vtamir
20:48:12 | [CMD] EvoturK(29) => /ahirjob 9
20:48:12 | DeathStroke(9): evoyu izlemeyin
20:48:15 | DeathStroke(9): sakýn
20:48:15 | EvoturK(29): heh yeterli
20:48:17 | [CMD] testere151(28) => /a hüso
20:48:17 | {FFCC00}Emirbaba3373(17) {FFFFFF}Kamyoncu olarak spawn oldu.
20:48:18 | [CMD] TheS1LKENAdam(8) => /cevir
20:48:19 | [CMD] Berkay08(33) => /pm 27 berkay kibar
20:48:19 | [CMD] EvoturK(29) => /kemer
20:48:19 | [CMD] iYasinBey(14) => /d dj havalý biþwey aç etk var
20:48:19 | [CMD] BoykoXD(6) => /a ya yunus yapma
20:48:20 | [CMD] huseyin(19) => /a he
20:48:21 | [CMD] iYasinBey(14) => /d dj havalý biþwey aç etk var
20:48:22 | [CMD] huseyin(19) => /srespawncars
20:48:23 | [CMD] DeathStroke(9) => /kemer
20:48:25 | [CMD] iYasinBey(14) => /a etk olcak þimdi
20:48:25 | [CMD] EvoturK(29) => /setskin 9 120
20:48:25 | Emirbaba3373(17): oyundA HÝLE VAR
20:48:26 | [CMD] iYasinBey(14) => /a :D
20:48:27 | [CMD] huseyin(19) => /aka 31 
20:48:29 | agareis150(7): evo izliyimmi yanýna çekde
20:48:29 | [LOCAL]DeathStroke(9): paramýzý isterik
20:48:29 | [CMD] DeathStroke(9) => /l paramýzý isterik
20:48:29 | [CMD] BoykoXD(6) => /a arac maholdu
20:48:30 | [CMD] BeylerBeyi(16) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr... 
20:48:31 | [CMD] TheS1LKENAdam(8) => /uyar 17 Caps off
20:48:32 | [CMD] BoykoXD(6) => /atamir
20:48:32 | [CMD] EvoturK(29) => /atamir
20:48:32 | [CMD] testere151(28) => /a emirreeu sban çaksana çift hesap diye
20:48:32 | [CMD] BeylerBeyi(16) => /d al
20:48:33 | [LOCAL]DeathStroke(9): beleþe olmuyor o iþler
20:48:33 | [CMD] DeathStroke(9) => /l beleþe olmuyor o iþler
20:48:34 | [CMD] iYasinBey(14) => /dj reyiz
20:48:36 | [CMD] ReisErAyTR(37) => /rescue
20:48:36 | [BAN] huseyin(19) SametEyup(31)'i 2 gün 0 saat banladý. Sebep: Hile Kullanýmý 
20:48:36 | [CMD] huseyin(19) => /ban 31 2 0 Hile Kullanýmý 
20:48:36 | SametEyup(31) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:48:36 | {FFCC00}huseyin(19) Otobus Soforu olarak spawn oldu.
20:48:37 | [cCc]HulkHulk[cCc](12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:48:38 | [CMD] BoykoXD(6) => /tamir
20:48:40 | [CMD] testere151(28) => /a banlamýþtým
20:48:40 | [CMD] Berkay08(33) => /asay /sac
20:48:42 | [CMD] iYasinBey(14) => /d bu bitince rockstar aç
20:48:45 | [LOCAL]DeathStroke(9): :D
20:48:45 | [CMD] DeathStroke(9) => /l :D
20:48:47 | [CMD] TheS1LKENAdam(8) => /vtamir
20:48:48 | [CMD] huseyin(19) => /getid emir
20:48:49 | [CMD] agareis150(7) => /T evo yanýna çekde izliyim
20:48:53 | [BAN] huseyin(19) EmirEUEU(27)'i sinirsiz banladý. Sebep: Çift Hesap
20:48:53 | [CMD] huseyin(19) => /sban 27 Çift Hesap
20:48:53 | EmirEUEU(27) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:48:54 | [CMD] agareis150(7) => /meslek
20:48:54 | [CMD] ReisErAyTR(37) => /kemer
20:48:55 | [CMD] DeathStroke(9) => /t sa
20:48:56 | {FFCC00}agareis150(7) {FFFFFF}Kamyoncu olarak spawn oldu.
20:48:57 | [CMD] TheS1LKENAdam(8) => /a ov þet hüseyin bey girmiþ
20:48:57 | [CMD] huseyin(19) => /bangor EmirREEU
20:48:58 | Berkay08(33): :sfdsfsdf
20:48:58 | [CMD] agareis150(7) => /T evo yanýna çekde izliyim
20:49:0 | Emirbaba3373(17): sen banlayana kadar þirketin anasý aðladý
20:49:3 | [CMD] huseyin(19) => /a Tabi
20:49:5 | [CMD] huseyin(19) => /dtemizle 
20:49:5 | [CMD] huseyin(19) => /asay2 s  
20:49:7 | [LOCAL]TheS1LKENAdam(8): :D
20:49:7 | [CMD] TheS1LKENAdam(8) => /l :D
20:49:8 | DeathStroke(9): :D
20:49:9 | [CMD] iYasinBey(14) => /isteksarki rockstar
20:49:9 | [CMD] EvoturK(29) => /get agareis150
20:49:9 | [CMD] huseyin(19) => /srespawncars
20:49:11 | huseyin(19): Zamanla @17 
20:49:13 | [CMD] Berkay08(33) => /rescue
20:49:14 | [CMD] Strike(TR)(24) => /A EmirREUE de banlandý cift hesap diye
20:49:14 | huseyin(19): kanýt lazým @17 
20:49:14 | [CMD] testere151(28) => /a emirreeu bu nicki banlýcaktýn sban :/
20:49:20 | ReisErAyTR(37): sirket aranir
20:49:21 | [CMD] ubeydo(0) => /work
20:49:21 | Emirbaba3373(17): can ver admin bey
20:49:21 | [CMD] BoykoXD(6) => /a kadir monster aracý versene ya bu felt oldu .d
20:49:22 | [LOCAL]DeathStroke(9): hoþ geldin
20:49:22 | [CMD] DeathStroke(9) => /l hoþ geldin
20:49:22 | [CMD] wzkral6785665(32) => /tamir
20:49:22 | [CMD] iYasinBey(14) => /isteksarki 1169
20:49:23 | huseyin(19): h
20:49:23 | [CMD] huseyin(19) => /cantazele
20:49:25 | huseyin(19):  /kemer
20:49:25 | ozgur(12) oyuna girdi [IP: 85.106.118.232]
20:49:25 | [CMD] TheS1LKENAdam(8) => /cantazele
20:49:26 | [CMD] Emirbaba3373(17) => /kemer
20:49:27 | [CMD] BeylerBeyi(16) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr... 
20:49:28 | [CMD] huseyin(19) => /srespawncars
20:49:28 | [CMD] huseyin(19) => /asay Arac Res Geliyor!  
20:49:29 | [CMD] huseyin(19) => /asay Arac Res Geliyor!  
20:49:29 | EmirEUEU(27) oyuna girdi [IP: 176.88.7.42]
20:49:29 | EmirEUEU(27) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:49:31 | [CMD] iYasinBey(14) => /d adi rockstar yaz çýkar
20:49:31 | [CMD] BeylerBeyi(16) => /d 1169
20:49:32 | [ANTIHACK] Þüpheli romancavalle(22) => Airbreak-hack
20:49:33 | [CMD] iYasinBey(14) => /d adi rockstar yaz çýkar
20:49:34 | [CMD] huseyin(19) => /respawncars 
20:49:34 | [CMD] BeylerBeyi(16) => /d ok
20:49:35 | [CMD] huseyin(19) => /spec 22 
20:49:36 | [CMD] agareis150(7) => /T ahýra yatýrda izleyim ahýrý
20:49:37 | kosova(10): kardes sýrket alýmlarý forumdanmý yapýlýyor
20:49:37 | [CMD] aliturkak(15) => /tamir
20:49:37 | [CMD] TheS1LKENAdam(8) => /goto 14
20:49:40 | KozaK(27) oyuna girdi [IP: 92.112.52.108]
20:49:40 | [CMD] huseyin(19) => /specoff
20:49:40 | {FFCC00}huseyin(19) Otobus Soforu olarak spawn oldu.
20:49:40 | [CMD] TheS1LKENAdam(8) => /vtamir
20:49:42 | Emirbaba3373(17): can res
20:49:42 | [CMD] Berkay08(33) => /d tm
20:49:43 | DeathStroke(9): evetr
20:49:43 | [CMD] huseyin(19) => /cantazele
20:49:44 | [CMD] ubeydo(0) => /rescue
20:49:44 | [CMD] agareis150(7) => /t adamý ama
20:49:44 | DeathStroke(9): evet
20:49:47 | [CMD] BoykoXD(6) => /kemer
20:49:48 | [CMD] ubeydo(0) => /goreviptal
20:49:50 | iYasinBey(14): evo admin giriþ yap
20:49:50 | [CMD] ubeydo(0) => /rescue
20:49:51 | [CMD] ekmeksevenyiyen(21) => /tamir
20:49:53 | [CMD] romancavalle(22) => /skapat
20:49:53 | [CMD] iYasinBey(14) => /a aga evo
20:49:53 | ozgur(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:49:54 | TheS1LKENAdam(8): :/
20:49:54 | [LOCAL]DeathStroke(9): özgür abi
20:49:54 | [CMD] DeathStroke(9) => /l özgür abi
20:49:56 | [CMD] Berkay08(33) => /d ben mi açýyým beylerbeyi
20:49:57 | [CMD] BeylerBeyi(16) => /admins
20:49:57 | [LOCAL]BoykoXD(6): lo yunus carpma knk
20:49:57 | [CMD] BoykoXD(6) => /l lo yunus carpma knk
20:49:58 | TheS1LKENAdam(8): Ah yasin ah
20:49:58 | [CMD] testere151(28) => /etk baslat Monsterdan Kaç
20:50:0 | [CMD] huseyin(19) => /a evo seni görür burdan 
20:50:0 | [CMD] agareis150(7) => /T @9 ahýr zamanýn geldi
20:50:1 | emirhanertem(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:50:2 | [CMD] Berkay08(33) => /etkgit
20:50:3 | [CMD] huseyin(19) => /a sen yaz
20:50:3 | [CMD] BoykoXD(6) => /a 20.50 
20:50:3 | [CMD] BeylerBeyi(16) => /d farketmez
20:50:3 | Umut(12) oyuna girdi [IP: 46.1.133.228]
20:50:4 | TheS1LKENAdam(8):  /etkgit
20:50:5 | [CMD] EvoturK(29) => /ahirjob 
20:50:5 | [CMD] ClipCamper20(35) => /goreviptal
20:50:5 | [CMD] ReisErAyTR(37) => /etkg't
20:50:6 | [CMD] EvoturK(29) => /ahirjob 7
20:50:6 | [LOCAL]DeathStroke(9): özgür abi
20:50:6 | [CMD] DeathStroke(9) => /l özgür abi
20:50:7 | [CMD] BeylerBeyi(16) => /meslek
20:50:7 | [CMD] EvoturK(29) => /ahirjob 7
20:50:7 | [CMD] EvoturK(29) => /ahirjob 7
20:50:8 | 
20:50:8 | [CMD] WatchGoodMan(26) => /tamir
20:50:8 | [CMD] ReisErAyTR(37) => /etkgit
20:50:8 | [CMD] ClipCamper20(35) => /etkgit
20:50:9 | [CMD] EvoturK(29) => /ahirjob 7
20:50:9 | [CMD] Emirbaba3373(17) => /sac
20:50:9 | [CMD] huseyin(19) => /dtemizle 
20:50:9 | [CMD] huseyin(19) => /asay2 s  
20:50:10 | [LOCAL]DeathStroke(9): voovvvv
20:50:10 | [CMD] DeathStroke(9) => /l voovvvv
20:50:10 | BeylerBeyi(16) Pizzaci olarak spawn oldu.
20:50:10 | [CMD] Berkay08(33) => /asay /etkgit
20:50:11 | [CMD] agareis150(7) => /Etkgit
20:50:11 | [CMD] Strike(TR)(24) => /admins
20:50:12 | [CMD] BeylerBeyi(16) => /etkgit
20:50:12 | [CMD] EvoturK(29) => /kemer
20:50:13 | EvoturK(29): asfsaf
20:50:13 | iYasinBey(14):  /etkgit
20:50:13 | [KAMYONCU] aliturkak, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 1083 Saniye
20:50:14 | iYasinBey(14):  /etkgit
20:50:15 | [CMD] BeylerBeyi(16) => /afk
20:50:16 | [CMD] BeylerBeyi(16) => /geldim
20:50:17 | [CMD] TheS1LKENAdam(8) => /write
20:50:17 | [CMD] ubeydo(0) => /etkgit
20:50:18 | Emirbaba3373(17): þarký çalmýyo sac yazmama raðmen
20:50:18 | [CMD] testere151(28) => /etk baslat Monsterdan Kaç
20:50:19 | EmirEUEU(18) oyuna girdi [IP: 176.88.7.42]
20:50:19 | EmirEUEU(18) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:50:20 | [LOCAL]DeathStroke(9): abi
20:50:20 | [CMD] DeathStroke(9) => /l abi
20:50:21 | [CMD] ubeydo(0) => /etkgit
20:50:21 | [CMD] QuarryTech(30) => /kemer
20:50:22 | [CMD] Strike(TR)(24) => /djler
20:50:22 | [CMD] QuarryTech(30) => /kemer
20:50:22 | [CMD] Berkay08(33) => /d tm sen açarsýn
20:50:22 | [CMD] BoykoXD(6) => /tiryazý Arabam þekil önümden çekil
20:50:23 | [CMD] agareis150(7) => /T ekye gittim zaaa :)
20:50:24 | [CMD] agareis150(7) => /T ekye gittim zaaa :)
20:50:25 | kosova(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:50:27 | [CMD] BeylerBeyi(16) => /d tm
20:50:28 | [CMD] BoykoXD(6) => /tiryazi Arabam þekil önümden çekil
20:50:28 | [CMD] agareis150(7) => /Etkgit
20:50:28 | [CMD] Emirbaba3373(17) => /etkgit
20:50:28 | [LOCAL]EvoturK(29): seni ahýra attýrýp kendi izleyecekti asfa
20:50:28 | [CMD] EvoturK(29) => /l seni ahýra attýrýp kendi izleyecekti asfa
20:50:29 | [CMD] Strike(TR)(24) => /rehberler
20:50:30 | [CMD] huseyin(19) => /dtemizle 
20:50:31 | [CMD] huseyin(19) => /asay2 s  
20:50:31 | Umut(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:50:31 | KozaK(27) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:50:32 | [CMD] TheS1LKENAdam(8) => /write
20:50:33 | [CMD] buyukustadbitti(11) => /tamir
20:50:34 | iYasinBey(14): hakan yavaþ ciðerimi söktün
20:50:34 | [CMD] Strike(TR)(24) => /admins
20:50:37 | [LOCAL]DeathStroke(9): yav bana para at gözünü sevim
20:50:37 | [CMD] DeathStroke(9) => /l yav bana para at gözünü sevim
20:50:38 | [CMD] testere151(28) => /etk baslat Monsterdan Kaç
20:50:38 | [CMD] huseyin(19) => /dtemizle 
20:50:38 | [CMD] huseyin(19) => /asay2 s  
20:50:40 | [LOCAL]DeathStroke(9): kýtlýktayýz
20:50:40 | [CMD] DeathStroke(9) => /l kýtlýktayýz
20:50:42 | BoykoXD(6):  /etkgit
20:50:43 | [LOCAL]EvoturK(29): nope
20:50:43 | [CMD] EvoturK(29) => /l nope
20:50:46 | [CMD] TheS1LKENAdam(8) => /vtamir
20:50:47 | [CMD] BoykoXD(6) => /vipgör
20:50:48 | [LOCAL]DeathStroke(9): abi nolur ya
20:50:48 | [CMD] DeathStroke(9) => /l abi nolur ya
20:50:49 | [CMD] BoykoXD(6) => /vip gör
20:50:49 | [CMD] huseyin(19) => /etkgit
20:50:50 | Emirbaba3373(17): çöz testere baba
20:50:53 | agareis150(7): the siþlken
20:50:54 | [LOCAL]huseyin(19): Selamlar
20:50:54 | [CMD] huseyin(19) => /l Selamlar
20:50:55 | testere151(28): bkle
20:50:56 | [CMD] huseyin(19) => /myskin 181
20:50:57 | TheS1LKENAdam(8): Evet
20:50:57 | [LOCAL]BeylerBeyi(16): As
20:50:57 | [CMD] BeylerBeyi(16) => /l As
20:50:57 | [CMD] BoykoXD(6) => /vipgor
20:50:58 | [LOCAL]testere151(28): hg QW:E
20:50:58 | [CMD] testere151(28) => /l hg QW:E
20:50:58 | [CMD] huseyin(19) => /dondur 19 1 . 
20:50:59 | [LOCAL]ubeydo(0): as
20:50:59 | [CMD] ubeydo(0) => /l as
20:50:59 | [CMD] Emirbaba3373(17) => /31
20:50:59 | [CMD] BoykoXD(6) => /vipgor 6
20:51:0 | TunlordBeyWT(10) oyuna girdi [IP: 213.254.137.235]
20:51:0 | [LOCAL]huseyin(19): hb
20:51:0 | [CMD] huseyin(19) => /l hb
20:51:1 | iYasinBey(14): Gencler /etkgit
20:51:2 | [LOCAL]DeathStroke(9): o kadar parayla kaç kiþiyi ahýra ttýn bilioz
20:51:2 | [CMD] DeathStroke(9) => /l o kadar parayla kaç kiþiyi ahýra ttýn bilioz
20:51:3 | agareis150(7): deðiþ sunu
20:51:4 | [CMD] EvoturK(29) => /atamir
20:51:4 | [CMD] testere151(28) => /etk baslat Monsterdan Kaç
20:51:6 | BoykoXD(6):  /etkgit
20:51:8 | [CMD] TheS1LKENAdam(8) => /djler
20:51:8 | [CMD] agareis150(7) => /etkgit
20:51:9 | 
20:51:12 | [CMD] huseyin(19) => /myskin 304
20:51:12 | TheS1LKENAdam(8):  /djler
20:51:13 | [CMD] BoykoXD(6) => /kemer
20:51:13 | DeathStroke(9):  /etkgitme
20:51:14 | 
20:51:15 | [CMD] BoykoXD(6) => /kemer
20:51:15 | Emirbaba3373(17): çöz
20:51:16 | agareis150(7): la tetstere
20:51:17 | [CMD] BeylerBeyi(16) => /balon
20:51:18 | [CMD] TheS1LKENAdam(8) => /modifiye
20:51:19 | aliturkak(15): @9 :D
20:51:21 | [OTOBUSCU] Fublary3003, Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 354 Saniye
20:51:21 | agareis150(7): deðiþ sunu evo yaptý
20:51:22 | [CMD] SHiZoFReNiX(23) => /tamir
20:51:22 | [CMD] testere151(28) => /etk baslat Monsterdan Kaç Son!
20:51:24 | [LOCAL]DeathStroke(9): lütfen ya
20:51:24 | [CMD] DeathStroke(9) => /l lütfen ya
20:51:24 | TunlordBeyWT(10): Selamun Aleyküm
20:51:27 | [CMD] iYasinBey(14) => /as
20:51:27 | [CMD] Berkay08(33) => /as
20:51:28 | [CMD] BoykoXD(6) => /as
20:51:29 | [CMD] huseyin(19) => /as
20:51:29 | [CMD] Fublary3003(25) => /etkgit
20:51:29 | [CMD] EvoturK(29) => /as
20:51:29 | agareis150(7): aloo
20:51:31 | [CMD] DeathStroke(9) => /kemer
20:51:31 | [CMD] BoykoXD(6) => /admins
20:51:35 | [CMD] huseyin(19) => /saril
20:51:36 | [CMD] huseyin(19) => /saril
20:51:36 | iYasinBey(14): tunlord tamda etk baþlýcak ne ballýsýn
20:51:37 | [CMD] BeylerBeyi(16) => /as
20:51:38 | [CMD] Fublary3003(25) => /stats
20:51:38 | ReisErAyTR(37): forum linki alanilirmiyim
20:51:40 | [CMD] aliturkak(15) => /as
20:51:40 | [CMD] EvoturK(29) => /atamir
20:51:40 | TunlordBeyWT(10): ya beyler naparsanýz yapýn internetinizi Superonline almayýn ya
20:51:41 | [LOCAL]DeathStroke(9): abi
20:51:41 | [CMD] DeathStroke(9) => /l abi
20:51:41 | iYasinBey(14):  /etkgit
20:51:41 | [CMD] TheS1LKENAdam(8) => /tiryazi DJ S1LKEN
20:51:43 | [CMD] ubeydo(0) => /stats
20:51:44 | [CMD] testere151(28) => /etk can 1
20:51:44 | [LOCAL]DeathStroke(9): tam ahýra atsana
20:51:44 | [CMD] DeathStroke(9) => /l tam ahýra atsana
20:51:45 | [CMD] huseyin(19) => /dtemizle 
20:51:45 | [CMD] huseyin(19) => /asay2 s  
20:51:46 | [LOCAL]DeathStroke(9): yerinde
20:51:46 | [CMD] DeathStroke(9) => /l yerinde
20:51:48 | [CMD] huseyin(19) => /god
20:51:48 | iYasinBey(14): neden tunlord
20:51:49 | [CMD] aliturkak(15) => /admins
20:51:50 | [CMD] TunlordBeyWT(10) => /djler
20:51:50 | BoykoXD(6):  /etkgit
20:51:51 | Umut(12) oyuna girdi [IP: 46.1.133.228]
20:51:52 | [LOCAL]TheS1LKENAdam(8): týr yazým görünmüyor ak
20:51:52 | [CMD] TheS1LKENAdam(8) => /l týr yazým görünmüyor ak
20:51:52 | [CMD] huseyin(19) => /dans 3
20:51:53 | [CMD] EvoturK(29) => /slap 9
20:51:53 | [CMD] testere151(28) => /etk skin 294
20:51:54 | iYasinBey(14): ben eskiden onu kullanýydým
20:51:54 | agareis150(7): la nicki fdeðiþ testere
20:51:55 | Emirbaba3373(17): çoz
20:51:57 | [CMD] EvoturK(29) => /cmdkapat
20:51:57 | [CMD] huseyin(19) => /myskin 304
20:51:59 | agareis150(7): evo zaaa
20:52:0 | [LOCAL]iYasinBey(14): aracdan in bin
20:52:0 | [CMD] iYasinBey(14) => /l aracdan in bin
20:52:2 | Fublary3003(25): bundan sonra kanata kal yapýn
20:52:4 | Umut(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:52:5 | TunlordBeyWT(10): saat 8 den belli kesin internet sabah
20:52:5 | [CMD] testere151(28) => /etk coz
20:52:6 | [CMD] EvoturK(29) => /musait
20:52:9 | iYasinBey(14): ben gayet memnundum
20:52:9 | [CMD] TunlordBeyWT(10) => /gobus
20:52:12 | iYasinBey(14): sende sorun
20:52:12 | [CMD] DeathStroke(9) => /pm 29 Tamam Abi Saygýlar.
20:52:12 | [LOCAL]TheS1LKENAdam(8): görünmüyor
20:52:12 | [CMD] TheS1LKENAdam(8) => /l görünmüyor
20:52:15 | [CMD] huseyin(19) => /dtemizle 
20:52:16 | [CMD] huseyin(19) => /asay2 s  
20:52:16 | [CMD] Strike(TR)(24) => /admins
20:52:18 | [CMD] TheS1LKENAdam(8) => /vtamir
20:52:20 | [CMD] TheS1LKENAdam(8) => /kemer
20:52:20 | iYasinBey(14): bir kere bile altyapý sorunu yaþamadým
20:52:25 | [CMD] testere151(28) => /duyuru 3
20:52:26 | [CMD] iYasinBey(14) => /cevir
20:52:27 | [CMD] testere151(28) => /duyuru 2
20:52:28 | [CMD] testere151(28) => /duyuru 1
20:52:29 | [CMD] TunlordBeyWT(10) => /etkgit
20:52:29 | hakanbaba(12) oyuna girdi [IP: 78.164.48.17]
20:52:30 | [CMD] testere151(28) => /duyuru gbasla
20:52:31 | DeathStroke(9): Beylerrrr
20:52:33 | [CMD] huseyin(19) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
20:52:37 | [CMD] huseyin(19) => /fly
20:52:39 | DeathStroke(9): Evonun Þifresini Buldumö
20:52:40 | DeathStroke(9): Evonun Þifresini Buldum
20:52:41 | TunlordBeyWT(10): 1 ayda bizim interneti çok kesiyorlar
20:52:42 | [CMD] BoykoXD(6) => /tiryazi Arabam þekil önümden çekil
20:52:45 | [CMD] WatchGoodMan(26) => /convoylider 30
20:52:50 | [CMD] WatchGoodMan(26) => /convoy
20:52:51 | TheS1LKENAdam BeylerBeyi'i öldürdü. Oldurme Sekli: 49
20:52:55 | BeylerBeyi(16) Pizzaci olarak spawn oldu.
20:52:55 | hakanbaba(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:52:57 | [CMD] TunlordBeyWT(10) => /sac
20:53:1 | [CMD] DeathStroke(9) => /rescue
20:53:2 | [CMD] huseyin(19) => /getid umut
20:53:3 | TheS1LKENAdam Emirbaba3373'i öldürdü. Oldurme Sekli: 49
20:53:7 | {FFCC00}Emirbaba3373(17) {FFFFFF}Kamyoncu olarak spawn oldu.
20:53:7 | TheS1LKENAdam Berkay08'i öldürdü. Oldurme Sekli: 49
20:53:8 | [CMD] TunlordBeyWT(10) => /d istek þarký varmý beyler
20:53:8 | Umut(12) oyuna girdi [IP: 46.1.133.228]
20:53:9 | [CMD] BeylerBeyi(16) => /asay Ýstek þarkýnýz çalýnýyor iyi oyunlar dileriz... 
20:53:9 | Berkay08(33): yav
20:53:10 | DeathStroke(9): sende barzolandýn
20:53:11 | iYasinBey ubeydo'i öldürdü. Oldurme Sekli: 49
20:53:11 | Berkay08(33) Itfaiyeci olarak spawn oldu.
20:53:14 | [CMD] huseyin(19) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýnýz.  
20:53:15 | {FFCC00}ubeydo(0) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
20:53:16 | [CMD] huseyin(19) => /asay Yeni Gelen Oyuncularýmýz /kurallar yazýp okuyup kabul ediniz 5 skor 30k para veriyor Ýyi Oyunlar.  
20:53:17 | [CMD] huseyin(19) => /asay Kendi Chatinizi Temizlemek Ýsterseniz /pcc Komutunu Kullanabilirsiniz.  
20:53:17 | [CMD] BeylerBeyi(16) => /d yok
20:53:19 | [CMD] huseyin(19) => /dtemizle 
20:53:19 | [CMD] huseyin(19) => /asay2 s  
20:53:20 | [CMD] DeathStroke(9) => /work
20:53:22 | Umut(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
