0:0:4 | [CMD] GeneralRookie(8) => /work
19:46:15 | Hic(13): Seni kaçýrcam
19:46:19 | [CMD] Emirhan4427(23) => /musait
19:46:20 | RavlyCoder(21): asifekasdfk
19:46:20 | Muya(6): kimi
19:46:21 | [CMD] [eN]Overlord(25) => /gc xd
19:46:21 | [CMD] Hic(13) => /gc Müsaitim sorun nedir ?
19:46:22 | [CMD] BoykoXD(12) => /a ok
19:46:25 | [CMD] Emineen28352688(10) => /saat 13
19:46:25 | [CMD] Hic(13) => /work
19:46:33 | [CMD] emre_cool(16) => /gc gezelimmi az hem sohbet ederiz
19:46:34 | [CMD] [eN]Overlord(25) => /work
19:46:35 | [CMD] [KGT]BurakCGG(9) => /work
19:46:35 | [CMD] ozantr12345(22) => /satmir
19:46:37 | [CMD] ozantr12345(22) => /tamir
19:46:38 | [CMD] Emineen28352688(10) => /saat 19 46
19:46:40 | [LOCAL]DeathStroke(20): ben baktýðýmda ödenmiþ olarak göründü
19:46:40 | [CMD] DeathStroke(20) => /l ben baktýðýmda ödenmiþ olarak göründü
19:46:40 | [CMD] Hic(13) => /gc Olur
19:46:43 | [CMD] [eN]Overlord(25) => /gc xd
19:46:46 | [CMD] Mike_(24) => /afk
19:46:47 | [CMD] RavlyCoder(21) => /work
19:46:47 | [CMD] [KGT]BurakCGG(9) => /work
19:46:48 | [CMD] Hic(13) => /goto 16
19:46:48 | [CMD] emre_cool(16) => /gc yanýma ýþýnlan
19:46:49 | HeRquL(30): warth the tympo
19:46:49 | [CMD] NazmBabalk5334(15) => /meslek
19:46:51 | {FFCC00}NazmBabalk5334(15) {FFFFFF}Kamyoncu olarak spawn oldu.
19:46:54 | [LOCAL]emre_cool(16): hg
19:46:54 | [CMD] emre_cool(16) => /l hg
19:46:54 | {FFCC00}NazmBabalk5334(15) Otobus Soforu olarak spawn oldu.
19:46:57 | [LOCAL]DeathStroke(20): olmadýysa sonra alýrým
19:46:57 | [CMD] DeathStroke(20) => /l olmadýysa sonra alýrým
19:46:57 | [LOCAL]Hic(13): Selamün Aleyküm
19:46:57 | [CMD] Hic(13) => /l Selamün Aleyküm
19:46:57 | [CMD] NazmBabalk5334(15) => /work
19:46:58 | [CMD] Gezegen(19) => /sorusor ETK Olucakmý ?
19:46:59 | [CMD] [eN]Overlord(25) => /work
19:46:59 | [CMD] NazmBabalk5334(15) => /meslek
19:47:0 | HeRquL(30): watch*
19:47:1 | {FFCC00}NazmBabalk5334(15) {FFFFFF}Kamyoncu olarak spawn oldu.
19:47:2 | [LOCAL]emre_cool(16): /as
19:47:2 | [CMD] emre_cool(16) => /l /as
19:47:2 | [LOCAL]Hic(13): Hoþ Bulduk.
19:47:2 | [CMD] Hic(13) => /l Hoþ Bulduk.
19:47:4 | [CMD] Hic(13) => /kemer
19:47:5 | [CMD] BoykoXD(12) => /sorular
19:47:8 | [CMD] emre_cool(16) => /kemer
19:47:9 | [LOCAL]Hic(13): Az bekle soru düþtü
19:47:9 | [CMD] Hic(13) => /l Az bekle soru düþtü
19:47:11 | [LOCAL]Emirhan4427(23): bakýcam 1 dk
19:47:11 | [CMD] Emirhan4427(23) => /l bakýcam 1 dk
19:47:13 | [CMD] BoykoXD(12) => /sorukabul 19
19:47:13 | [CMD] Hic(13) => /sorular
19:47:14 | [LOCAL]emre_cool(16): ok
19:47:14 | [CMD] emre_cool(16) => /l ok
19:47:15 | RavlyCoder(21): tam kýrmýzý daireye gelince entere bastýn kapýya ucuyo ksdjfsal
19:47:18 | [LOCAL]DeathStroke(20): okey
19:47:18 | [CMD] DeathStroke(20) => /l okey
19:47:21 | [CMD] oktayacar(0) => /skapat
19:47:21 | [CMD] BoykoXD(12) => /ypm Ýyi günler iyi akþamlar
19:47:23 | [LOCAL]Hic(13): Neyse Boyko kaptý soruyu
19:47:23 | [CMD] Hic(13) => /l Neyse Boyko kaptý soruyu
19:47:23 | [CMD] [KGT]BurakCGG(9) => /work
19:47:27 | [CMD] BoykoXD(12) => /ypm Buyrun
19:47:28 | [CMD] Gezegen(19) => /ypm Eyw Sanada
19:47:30 | [LOCAL]emre_cool(16): ne sorusu bilemezsen bana sorabilirsin ?
19:47:30 | [CMD] emre_cool(16) => /l ne sorusu bilemezsen bana sorabilirsin ?
19:47:31 | [CMD] NazmBabalk5334(15) => /kemer
19:47:31 | Muya(6): ls sf treni gacýrýyo simdi beni .D
19:47:34 | RavlyCoder(21): tam kýrmýzý daireye gelince entere bastýn kapýya ucuyo ksdjfsal
19:47:34 | [CMD] [eN]Overlord(25) => /work
19:47:35 | [CMD] Gezegen(19) => /ypm ETK Olucakmý ?
19:47:36 | [CMD] NazmBabalk5334(15) => /modifiye
19:47:36 | [CMD] RavlyCoder(21) => /work
19:47:38 | ismayil(7) oyuna girdi [IP: 194.135.152.131]
19:47:41 | Muya(6): special
19:47:42 | [CMD] Emineen28352688(10) => /ýs
19:47:43 | [LOCAL]Hic(13): Soruyu göremedimki :D
19:47:43 | [CMD] Hic(13) => /l Soruyu göremedimki :D
19:47:45 | Muya(6): trende bot yok
19:47:47 | [CMD] Emineen28352688(10) => /ýd
19:47:47 | Muya(6): kullanabilrimiyim
19:47:48 | Muya(6): :D
19:47:48 | [LOCAL]emre_cool(16): :D
19:47:48 | [CMD] emre_cool(16) => /l :D
19:47:49 | 
19:47:50 | [eN]Overlord(25): asdýoaskj
19:47:51 | Muya(6): emirhan ?
19:47:52 | [CMD] NazmBabalk5334(15) => /modifiye
19:47:53 | [CMD] HeRquL(30) => /goto 4427
19:47:53 | {FFCC00}ismayil(7) {FFFFFF}Kamyoncu olarak spawn oldu.
19:47:54 | [CMD] BoykoXD(12) => /ypm Suanlýk hayýr olunca ztn servera duyuruluyor
19:47:56 | [LOCAL]Hic(13): Reiz sen atýlmadan önce kaç lvl rehberdin ?
19:47:56 | [CMD] Hic(13) => /l Reiz sen atýlmadan önce kaç lvl rehberdin ?
19:47:56 | [CMD] ismayil(7) => /sa
19:47:59 | [CMD] Hic(13) => /as
19:48:0 | [CMD] HeRquL(30) => /goto emirhan
19:48:1 | [CMD] Hic(13) => /hg
19:48:1 | RavlyCoder(21): sþldkfspdofkjsdofhzýduc
19:48:1 | [SirketCHT] ismayil(7): ! sa
19:48:2 | Muya(6): afklar glba :D
19:48:3 | [KGT]BurakCGG(9): yavaþ kardeþ
19:48:4 | emre_cool(16): @6 kullanamazsýn
19:48:4 | [eN]Overlord(25): oha
19:48:6 | [CMD] emre_cool(16) => /hg
19:48:7 | [CMD] emre_cool(16) => /as
19:48:9 | CcCAtakan1907(28) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:48:11 | [CMD] Gezegen(19) => /pm 18 Kankan Nerede Hapise Atýyým Az
19:48:11 | [LOCAL]DeathStroke(20): gelmiþmi para
19:48:11 | [CMD] DeathStroke(20) => /l gelmiþmi para
19:48:11 | Hic(13): Muya
19:48:11 | [LOCAL]emre_cool(16): 1 dk beklermisin
19:48:11 | [CMD] emre_cool(16) => /l 1 dk beklermisin
19:48:12 | [CMD] [KGT]Ruhatcan(11) => /sa
19:48:12 | Muya(6): lv sf treni kacýrýyo simdide bni :D
19:48:13 | [CMD] ismayil(7) => /sirket
19:48:13 | [CMD] emre_cool(16) => /afk
19:48:16 | [LOCAL]DeathStroke(20): olmadýysa akþam deneyeyim
19:48:16 | [CMD] DeathStroke(20) => /l olmadýysa akþam deneyeyim
19:48:16 | [LOCAL]emre_cool(16): 1 dk beklermisin
19:48:16 | [CMD] emre_cool(16) => /l 1 dk beklermisin
19:48:16 | Hic(13): Tren kullanma öperüm
19:48:16 | [eN]Overlord(25): Allahtan ben gitmedim sadkjas
19:48:16 | [CMD] RavlyCoder(21) => /work
19:48:17 | [CMD] Gezegen(19) => /ypm eyw saolun
19:48:17 | [CMD] Hic(13) => /as
19:48:18 | [CMD] Hic(13) => /hg
19:48:19 | [CMD] [eN]Overlord(25) => /work
19:48:23 | [CMD] [KGT]Ruhatcan(11) => /hb
19:48:23 | [CMD] [transit](18) => /pm 19 napacan
19:48:24 | [CMD] BoykoXD(12) => /ypm Rica ederim
19:48:25 | [CMD] HeRquL(30) => /duyuru /sac
19:48:26 | Muya(6): kullanmýyomki üstünde hava alýyom :D
19:48:26 | [KGT]BurakCGG(9): yavaþ kardeþ
19:48:30 | [CMD] [KGT]BurakCGG(9) => /work
19:48:30 | [KGT]Ruhatcan(11): bu ne la
19:48:31 | [CMD] Gezegen(19) => /pm 18 Hapse Atýcam
19:48:31 | [eN]Overlord(25): Hoca yoklama alýyo koþun
19:48:31 | [CMD] BoykoXD(12) => /ypm Ýyi oyunlar 
19:48:31 | Muya(6): sfye gidiyom simdi :D
19:48:33 | [CMD] BoykoXD(12) => /ybitir
19:48:34 | [eN]Overlord(25): Hoca yoklama alýyo koþun
19:48:35 | Hic(13): Onu bende yapýyorum bazen :D
19:48:40 | [CMD] [transit](18) => /pm 19 tuan tiniayýn baný açýlýnca gelir o
19:48:41 | [CMD] [KGT]Ruhatcan(11) => /work
19:48:44 | [CMD] ismayil(7) => /kemer
19:48:46 | [CMD] NazmBabalk5334(15) => /kemer
19:48:46 | [CMD] RavlyCoder(21) => /work
19:48:46 | ozantr12345(22): 9 aranma
19:48:48 | [CMD] Gezegen(19) => /pm 18 tuan deil
19:48:52 | [CMD] ismayil(7) => /sirketdorse
19:48:53 | [KGT]BurakCGG(9): yavaþ lan
19:48:54 | [CMD] Gezegen(19) => /om 18 neden 
19:48:55 | Muya(6): tren ray kenarlarýndada hic insan yoh :D
19:48:55 | [CMD] [eN]Overlord(25) => /araba
19:48:57 | [CMD] [transit](18) => /pm 19 tamam iþte oda tuan girince girer
19:48:57 | [LOCAL]Emirhan4427(23): satýn almaný market kayýtlarda göremedim foruma konu aç halleder kurucular
19:48:57 | [CMD] Emirhan4427(23) => /l satýn almaný market kayýtlarda göremedim foruma konu aç halleder kurucular
19:48:59 | [CMD] Gezegen(19) => /pm 18 neden 
19:48:59 | RavlyCoder(21): asdasd
19:49:4 | [eN]Overlord(25): 35lv oldum alýrým h.o
19:49:6 | [CMD] [eN]Overlord(25) => /kemer
19:49:8 | [KGT]BurakCGG(9): @21 yavaþ ADSAD:DAS:
19:49:8 | [CMD] [transit](18) => /pm 19 öyle
19:49:9 | Hic(13): Muya Kader dostu  lazým mý ?
19:49:9 | RavlyCoder(21): hylrý olsn ýknk
19:49:10 | [LOCAL]DeathStroke(20): nasýl ya
19:49:10 | [CMD] DeathStroke(20) => /l nasýl ya
19:49:10 | BoykoXD(12): Arkadaþlar /sorusor yaptýgýnýzda lütfen etkinlik olacakmý soru sorusu sormayýnýz
19:49:12 | [eN]Overlord(25): þimdi fcr alayým
19:49:12 | Hic(13): Hayýrlý Olsun.
19:49:12 | Muya(6): bkayým sfde biri cýkcakmý :D
19:49:13 | [LOCAL]DeathStroke(20): hayda gitti para
19:49:13 | [CMD] DeathStroke(20) => /l hayda gitti para
19:49:14 | [KGT]Ruhatcan(11): o.h
19:49:15 | ismayil(7): ben 10lvlim
19:49:16 | [CMD] [eN]Overlord(25) => /eyw
19:49:16 | [CMD] emre_cool(16) => /geldim
19:49:17 | [CMD] [eN]Overlord(25) => /ho
19:49:19 | [CMD] [KGT]BurakCGG(9) => /work
19:49:20 | [CMD] Gezegen(19) => /pm 18 Sen Onun Neyi Oluyorsun
19:49:20 | [LOCAL]emre_cool(16): geldim
19:49:20 | [CMD] emre_cool(16) => /l geldim
19:49:21 | [CMD] Emineen28352688(10) => /work
19:49:22 | [LOCAL]DeathStroke(20): neyse açayým ben konu
19:49:22 | [CMD] DeathStroke(20) => /l neyse açayým ben konu
19:49:22 | BoykoXD(12): ztn olunca duyuruluyor
19:49:22 | Muya(6): boyko
19:49:24 | [CMD] ismayil(7) => /work
19:49:25 | [LOCAL]Hic(13): Hoþ Geldin.
19:49:25 | [CMD] Hic(13) => /l Hoþ Geldin.
19:49:25 | BoykoXD(12): He
19:49:26 | Muya(6): bna dorumu gl ola :D
19:49:26 | [CMD] [transit](18) => /pm 19 arkadaþý
19:49:27 | [CMD] ozantr12345(22) => /stamir
19:49:28 | [LOCAL]emre_cool(16): hb
19:49:28 | [CMD] emre_cool(16) => /l hb
19:49:30 | [CMD] ozantr12345(22) => /m1
19:49:30 | [CMD] ismayil(7) => /pm 12 knk
19:49:30 | [LOCAL]DeathStroke(20): saol vaktini ayýrdýðýn için
19:49:30 | [CMD] DeathStroke(20) => /l saol vaktini ayýrdýðýn için
19:49:35 | [CMD] BoykoXD(12) => /pm 7 he
19:49:35 | RavlyCoder(21): 30 level çokmu hedefim 30 da WD:ad
19:49:36 | [CMD] Gezegen(19) => /pm 18 Tuanýda az atmadým
19:49:37 | Muya(6): a kafam :D
19:49:37 | [CMD] RavlyCoder(21) => /work
19:49:38 | [CMD] [KGT]BurakCGG(9) => /work
19:49:42 | [eN]Overlord(25): kaç lvsin
19:49:43 | [CMD] [transit](18) => /pm 19 hapse mi
19:49:45 | ozantr12345(22): 11 aranmaa
19:49:46 | [CMD] Gezegen(19) => /pm 18 Neyse Kendine Ýyi Bak daha yenisin
19:49:46 | [LOCAL]Hic(13): Reiz sen atýlmadan önce kaç level Rehber'din ?
19:49:46 | [CMD] Hic(13) => /l Reiz sen atýlmadan önce kaç level Rehber'din ?
19:49:48 | [eN]Overlord(25): kasarsýn
19:49:50 | [CMD] Gezegen(19) => /pm 18 aynen
19:49:51 | [CMD] DeathStroke(20) => /afk
19:49:52 | [CMD] [transit](18) => /pm 19 saðol
19:49:53 | [CMD] ismayil(7) => /pm 12 yanima gel sen takip et gorevdeyim
19:49:57 | [LOCAL]emre_cool(16): neden sordun
19:49:57 | [CMD] emre_cool(16) => /l neden sordun
19:49:59 | [CMD] Gezegen(19) => /pm 18 sen yokken onlarý her gün atardým 
19:50:0 | [LOCAL]emre_cool(16): neden sordun merak ?
19:50:0 | [CMD] emre_cool(16) => /l neden sordun merak ?
19:50:2 | [CMD] BoykoXD(12) => /pm 7 knk bnde görevdeyim
19:50:2 | [CMD] [eN]Overlord(25) => /galeri
19:50:3 | [LOCAL]Hic(13): Merak ettimde
19:50:3 | [CMD] Hic(13) => /l Merak ettimde
19:50:4 | [KAMYONCU] [transit], El Quebrados Depot'den Kastamonu Lider Kargo'e Degerli Esyalar tasidi. Kazanc: 34223$, 1 Skor ve 5 EXP Sure: 265 Saniye
19:50:5 | [CMD] emre_cool(16) => /tamir
19:50:6 | [CMD] Gezegen(19) => /pm 18 yine akýllanmazdýlar :D
19:50:8 | [CMD] ismayil(7) => /pm 12 tmm
19:50:9 | [ARAC] [eN]Overlord(25), 407 ID'li 
19:50:10 | [LOCAL]Emirhan4427(23): konu aç kurucular  daha iyi bilir marketi ben ilgilenmiyorum marketle
19:50:10 | [CMD] Emirhan4427(23) => /l konu aç kurucular  daha iyi bilir marketi ben ilgilenmiyorum marketle
19:50:10 | [CMD] [transit](18) => /pm 19 :D
19:50:11 | [CMD] RavlyCoder(21) => /work
19:50:13 | [CMD] Gezegen(19) => /pm 18 hep inf alý kaçarlardý
19:50:19 | [CMD] BoykoXD(12) => /pm 7 knk neden geç  girdim ya
19:50:20 | [CMD] [eN]Overlord(25) => /pm 14 Aldým FCR'y,
19:50:21 | [CMD] [eN]Overlord(25) => /araba
19:50:23 | [LOCAL]emre_cool(16): daha yeniydim rehberlik 5 veya 6 gün yaptým R1 dim :D
19:50:23 | [CMD] emre_cool(16) => /l daha yeniydim rehberlik 5 veya 6 gün yaptým R1 dim :D
19:50:25 | [CMD] Gezegen(19) => /pm 18 neyse iyi oyunlar hadi görüþürüz
19:50:25 | [CMD] [transit](18) => /work
19:50:26 | [eN]Overlord(25): Öff
19:50:28 | [CMD] BoykoXD(12) => /pm 7 bn tamda çýkýcaktým ya
19:50:29 | [LOCAL]Hic(13): :d
19:50:29 | [CMD] Hic(13) => /l :d
19:50:29 | [CMD] [KGT]Ruhatcan(11) => /work
19:50:31 | RavlyCoder(21): ayný eve iki kere
19:50:31 | [CMD] Gezegen(19) => /meslek
19:50:32 | [CMD] [transit](18) => /pm 19 görüþürüz
19:50:32 | [eN]Overlord(25): Fcr aldým alýrým h.o
19:50:33 | {FFCC00}Gezegen(19) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
19:50:34 | RavlyCoder(21): sipars
19:50:35 | [KGT]Ruhatcan(11): o.h
19:50:36 | [CMD] Gezegen(19) => /araba
19:50:36 | RavlyCoder(21): verdi
19:50:37 | Muya(6): ls lv treni kacýrýyo simdi bni :D
19:50:38 | Hic(13): Hayýrlý Olsun.
19:50:38 | [CMD] Gezegen(19) => /rescue
19:50:40 | [CMD] RavlyCoder(21) => /work
19:50:42 | [LOCAL]emre_cool(16): rehber olduðum günde de öyle hastaydým ki
19:50:42 | [CMD] emre_cool(16) => /l rehber olduðum günde de öyle hastaydým ki
19:50:42 | [CMD] [KGT]BurakCGG(9) => /work
19:50:42 | [CMD] Gezegen(19) => /araba
19:50:43 | [CMD] ismayil(7) => /pm 12 yemek yedim
19:50:47 | [CMD] [eN]Overlord(25) => /araba
19:50:47 | [CMD] Emirhan4427(23) => /musait
19:50:47 | [CMD] BoykoXD(12) => /pm 7 yarýn  gezeriz
19:50:50 | Muya(6): tren degistire degistire bi hal oldum :D
19:50:51 | Muya(6): emirhan
19:50:53 | [CMD] Emirhan4427(23) => /goto spe
19:50:54 | ozantr12345(22): emirhan reis
19:50:54 | [CMD] BoykoXD(12) => /pm 7 bn görevden çýkcam
19:50:55 | Muya(6): tren kullanabilirmiyim :D
19:50:57 | [LOCAL]emre_cool(16): rehberliði görünce hastalýk kalmadý bende
19:50:57 | [CMD] emre_cool(16) => /l rehberliði görünce hastalýk kalmadý bende
19:50:57 | [LOCAL]Hic(13): Ben Rehber olduðum aný öðrenince þok olmuþtum.
19:50:57 | [CMD] Hic(13) => /l Ben Rehber olduðum aný öðrenince þok olmuþtum.
19:50:58 | [CMD] ozantr12345(22) => /stamir
19:50:59 | [CMD] BoykoXD(12) => /pm 7 afiyet olsun
19:51:0 | [LOCAL]emre_cool(16): qnq
19:51:0 | [CMD] emre_cool(16) => /l qnq
19:51:2 | [CMD] ismayil(7) => /pm 12 yarin saat 3 de burda ol
19:51:3 | [CMD] [eN]Overlord(25) => /gohome
19:51:4 | [LOCAL]Hic(13): Hea
19:51:4 | [CMD] Hic(13) => /l Hea
19:51:5 | HeRquL(30): hayýrü
19:51:7 | [CMD] ismayil(7) => /pm 12 saol
19:51:7 | HeRquL(30): yasak
19:51:8 | TurkPower(8) oyuna girdi [IP: 85.96.128.156]
19:51:9 | Muya(6): pü :(
19:51:12 | [LOCAL]emre_cool(16): kaçak sf gidekmi ?
19:51:12 | [CMD] emre_cool(16) => /l kaçak sf gidekmi ?
19:51:12 | [CMD] Emirhan4427(23) => /aa tren yasakmý
19:51:12 | [eN]Overlord(25): Araç res
19:51:12 | [CMD] [KGT]BurakCGG(9) => /work
19:51:13 | [CMD] RavlyCoder(21) => /work
19:51:13 | [CMD] HeRquL(30) => /kurallar
19:51:14 | [CMD] [eN]Overlord(25) => /araba
19:51:14 | [CMD] BoykoXD(12) => /pm 7 yarýn 3 te okuldan çýkýyom .d
19:51:15 | [CMD] ismayil(7) => /pm 12 ben 1 saat kalcam knk
19:51:17 | 
19:51:19 | [LOCAL]Hic(13): Beleþ ise olur
19:51:19 | [CMD] Hic(13) => /l Beleþ ise olur
19:51:22 | [eN]Overlord(25): Araç res
19:51:23 | [LOCAL]emre_cool(16): he
19:51:23 | [CMD] emre_cool(16) => /l he
19:51:29 | RavlyCoder(21): 10 göreve 26 lvl
19:51:32 | [CMD] ismayil(7) => /pm 12 azerbaycanda kapandi okullar tatil
19:51:33 | [CMD] [eN]Overlord(25) => /kemer
19:51:33 | {FFCC00}TurkPower(8) {FFFFFF}Kamyoncu olarak spawn oldu.
19:51:33 | [LOCAL]Hic(13): Beleþ = Ben Bas bas
19:51:33 | [CMD] Hic(13) => /l Beleþ = Ben Bas bas
19:51:33 | [CMD] [KGT]BurakCGG(9) => /work
19:51:34 | [CMD] [eN]Overlord(25) => /araba
19:51:34 | ozantr12345(22): 15 yýldýzz
19:51:36 | [CMD] Mike_(24) => /geldim
19:51:37 | [CMD] Emineen28352688(10) => /isteksarki 1519
19:51:39 | [CMD] Emirhan4427(23) => /A  hangi tren boþta
19:51:42 | RavlyCoder(21): yýldýzý veriyonmu
19:51:45 | [CMD] Emineen28352688(10) => /sac
19:51:47 | [CMD] [KGT]BurakCGG(9) => /work
19:51:49 | [LOCAL]emre_cool(16): :D
19:51:49 | [CMD] emre_cool(16) => /l :D
19:51:50 | [CMD] [eN]Overlord(25) => /araba
19:51:51 | [CMD] [KGT]BurakCGG(9) => /work
19:51:52 | [CMD] emre_cool(16) => /tamir
19:51:52 | [LOCAL]Hic(13): Benim baya bi level ihtiyacým var lo
19:51:52 | [CMD] Hic(13) => /l Benim baya bi level ihtiyacým var lo
19:51:52 | [CMD] BoykoXD(12) => /pm 7 iyi o zmaan yarýn saat 4-5 gibi burda ol
19:51:56 | [CMD] BoykoXD(12) => /pm 7 gezeriz
19:51:58 | [LOCAL]emre_cool(16): oha
19:51:58 | [CMD] emre_cool(16) => /l oha
19:52:1 | [CMD] TurkPower(8) => /kemer
19:52:4 | [eN]Overlord(25): ben foruma gideyim
19:52:4 | [CMD] NazmBabalk5334(15) => /kemer
19:52:6 | [CMD] TurkPower(8) => /motor
19:52:9 | [CMD] RavlyCoder(21) => /pcc
19:52:10 | [LOCAL]emre_cool(16): son anda gördüm treni :D
19:52:10 | [CMD] emre_cool(16) => /l son anda gördüm treni :D
19:52:11 | [CMD] NazmBabalk5334(15) => /convoy
19:52:11 | [CMD] [eN]Overlord(25) => /pm 14 Gelir misin bi
19:52:13 | [CMD] [KGT]Ruhatcan(11) => /work
19:52:14 | [CMD] ismayil(7) => /pm 12 tmm
19:52:15 | [LOCAL]Hic(13): :D
19:52:15 | [CMD] Hic(13) => /l :D
19:52:16 | [CMD] HeRquL(30) => /duyuru /sac
19:52:17 | [CMD] Emirhan4427(23) => /sac
19:52:17 | Muya(6): bni bulmak istiyen lsdeyim :D
19:52:19 | [CMD] [KGT]Ruhatcan(11) => /stats
19:52:19 | [CMD] ismayil(7) => /sac
19:52:21 | RavlyCoder(21): pcc yapýnca kendimi admin gibi hissedyirm
19:52:22 | RavlyCoder(21): isdkfasdf
19:52:22 | [CMD] emre_cool(16) => /sac
19:52:23 | [CMD] [KGT]BurakCGG(9) => /work
19:52:24 | [LOCAL]emre_cool(16): qnq
19:52:24 | [CMD] emre_cool(16) => /l qnq
19:52:28 | Hic(13): Bu Þarký Benden Emre'Ye gelsin :D
19:52:28 | [CMD] ismayil(7) => /pcc
19:52:28 | [KGT]BurakCGG(9): SDA:AD:DAS
19:52:29 | [CMD] RavlyCoder(21) => /work
19:52:30 | [LOCAL]Hic(13): Heð
19:52:30 | [CMD] Hic(13) => /l Heð
19:52:34 | [CMD] Emirhan4427(23) => /a duyuruyu gereksiz kullanma 
19:52:34 | [LOCAL]emre_cool(16): modifiyeden hidrolik takarmýsýn araca
19:52:34 | [CMD] emre_cool(16) => /l modifiyeden hidrolik takarmýsýn araca
19:52:34 | [CMD] Gezegen(19) => /rescue
19:52:38 | [CMD] Gezegen(19) => /gobus
19:52:38 | [LOCAL]Hic(13): +
19:52:38 | [CMD] Hic(13) => /l +
19:52:39 | Muya(6): bi dolmuscu gördüm orda :D
19:52:40 | [CMD] Hic(13) => /modifiye
19:52:41 | [CMD] BoykoXD(12) => /pm 7 orda kaç ay tatil okul
19:52:42 | [CMD] Gezegen(19) => /araba
19:52:42 | NazmBabalk5334(15): convoy
19:52:43 | [KGT]Ruhatcan(11): :D
19:52:43 | [CMD] [KGT]BurakCGG(9) => /work
19:52:47 | [LOCAL]emre_cool(16): eyw
19:52:47 | [CMD] emre_cool(16) => /l eyw
19:52:50 | [LOCAL]Hic(13): dö
19:52:50 | [CMD] Hic(13) => /l dö
19:52:51 | RavlyCoder(21): muya senide hatýrlýyoz D:
19:52:51 | [CMD] BoykoXD(12) => /a kim
19:52:52 | [LOCAL]Hic(13): öd-
19:52:52 | [CMD] Hic(13) => /l öd-
19:52:53 | [CMD] Gezegen(19) => /tamir
19:52:53 | [CMD] [eN]Overlord(25) => /pm 14 Special 
19:52:54 | [LOCAL]Hic(13): öd*
19:52:54 | [CMD] Hic(13) => /l öd*
19:52:55 | Muya(6): sf lv trenine geçiþ yptým :D
19:52:56 | [CMD] BoykoXD(12) => /atamir
19:53:0 | [CMD] HeRquL(30) => /a o biliyor kendini
19:53:1 | RavlyCoder(21): emkatu dolmuscusu
19:53:1 | [CMD] TurkPower(8) => /convoy
19:53:2 | [CMD] Gezegen(19) => /araba
19:53:7 | Hic(13): Ravly yi bini
19:53:9 | [eN]Overlord(25): Koca yüreqqli
19:53:12 | Muya(6): 208 :D
19:53:13 | [CMD] Emirhan4427(23) => /plane
19:53:13 | RavlyCoder(21): ayný eve sipraþ veriyoz
19:53:14 | [CMD] NazmBabalk5334(15) => /work
19:53:16 | [eN]Overlord(25): sipra
19:53:19 | [eN]Overlord(25): Sipraþ
19:53:19 | RavlyCoder(21): bunlar ne anormal
19:53:20 | [CMD] ismayil(7) => /pm 12 burda 5 gunden bir 2 gunluk tatil
19:53:21 | [KGT]BurakCGG(9): ayn :D
19:53:21 | [LOCAL]emre_cool(16): sen kaç lv sin ?
19:53:21 | [CMD] emre_cool(16) => /l sen kaç lv sin ?
19:53:24 | [CMD] [eN]Overlord(25) => /galeri
19:53:25 | [CMD] ismayil(7) => /pm 12 burda 5 gunden bir 2 gunluk tatil
19:53:26 | [CMD] Gezegen(19) => /araba
19:53:26 | [CMD] emre_cool(16) => /tamir
19:53:27 | [LOCAL]Hic(13): 47 Level
19:53:27 | [CMD] Hic(13) => /l 47 Level
19:53:27 | RavlyCoder(21): türkiye olsa
19:53:30 | RavlyCoder(21): erfþlsrtksdfþl
19:53:30 | [CMD] Gezegen(19) => /rescue
19:53:33 | [CMD] [KGT]BurakCGG(9) => /work
19:53:34 | [CMD] Gezegen(19) => /araba
19:53:38 | Muya(6): lv sf :D
19:53:38 | [CMD] Emineen28352688(10) => /sac
19:53:39 | [LOCAL]emre_cool(16): yine iyi lv sin
19:53:39 | [CMD] emre_cool(16) => /l yine iyi lv sin
19:53:44 | [CMD] ozantr12345(22) => /stamir
19:53:45 | Emirhan4427(23) Pizzaci olarak spawn oldu.
19:53:46 | [CMD] BoykoXD(12) => /pm 7 yarýn ama 1 saat gezeriz sonra bn çýkatrým 
19:53:47 | [CMD] Emirhan4427(23) => /goto spe
19:53:47 | [KGT]BurakCGG(9): hay pinge
19:53:47 | Muya(6): tren kenarlarýnda dolasýn la biraz
19:53:50 | Muya(6): insan yüzü görem :D
19:53:51 | ManyakErman(27) oyuna girdi [IP: 95.65.164.88]
19:53:51 | [CMD] Emineen28352688(10) => /isteksarki 1519
19:53:52 | [LOCAL]Hic(13): Ýnf alcak para var level yok :d
19:53:52 | [CMD] Hic(13) => /l Ýnf alcak para var level yok :d
19:53:53 | [LOCAL]emre_cool(16): ev aldýma
19:53:53 | [CMD] emre_cool(16) => /l ev aldýma
19:53:54 | RavlyCoder(21): dominostan ve pizzapizaadan pizza aldým ! videosu gibi
19:53:55 | RavlyCoder(21): asþldfkmaspdlfkja
19:53:57 | [CMD] Gezegen(19) => /araba
19:53:57 | [CMD] BoykoXD(12) => /pm 7 saat 4-5 gibi gel 1 saat gezeriz
19:54:0 | 
19:54:0 | [CMD] Gezegen(19) => /araba
19:54:2 | [CMD] ismayil(7) => /pm 12 ok
19:54:2 | [CMD] [KGT]Ruhatcan(11) => /work
19:54:4 | {FFCC00}ManyakErman(27) Otobus Soforu olarak spawn oldu.
