0:0:5 | [CMD] Freezer3543(6) => /tamir
22:18:33 | [CMD] huso608(18) => /cantazele
22:18:33 | emre_cool(26): bb
22:18:34 | [CMD] BULDOZER(06)(25) => /pm 19 sinirliyim suan bakalým seni nerden tanýyo bu kýz 
22:18:34 | Hic(7): ßß
22:18:35 | [CMD] Moskova_Kurdu(12) => /araba 
22:18:36 | H.R.N.(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:18:36 | [CMD] Sancak(20) => /r evo bey
22:18:38 | [CMD] Fublary3003(16) => /araba
22:18:39 | [CMD] Sancak(20) => /r angaralýmýyýz
22:18:39 | EvoturK(24): Rehberimiz H.R.N vurdurmaya gitti kandil kandil püü
22:18:40 | [CMD] EvoturK(24) => /atamir
22:18:41 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:18:41 | [CMD] EvoturK(24) => /r tabi
22:18:43 | ASLANBEY(10) Tuan_Tiniay(6)'a 100000$ para gönderdi
22:18:43 | [CMD] ASLANBEY(10) => /paragonder 6 100000
22:18:44 | [CMD] Moskova_Kurdu(12) => /araba 
22:18:44 | [CMD] BULDOZER(06)(25) => /pm 19 neden istek atmýs
22:18:44 | [CMD] OkanMutlu(11) => /gobus
22:18:46 | [CMD] OkanMutlu(11) => /gobus
22:18:48 | [CMD] huso608(18) => /Atamir
22:18:48 | Konyali42(17): lag test
22:18:49 | [CMD] Moskova_Kurdu(12) => /araba 
22:18:50 | emre_cool(26): püü
22:18:50 | Konyali42(17): aloo
22:18:52 | [CMD] OkanMutlu(11) => /goreviptal
22:18:52 | [LOCAL]xqHost(22): ne kadar altýndaki
22:18:52 | [CMD] xqHost(22) => /l ne kadar altýndaki
22:18:52 | Konyali42(17): lag test
22:18:55 | [CMD] Moskova_Kurdu(12) => /araba 
22:18:56 | [CMD] OkanMutlu(11) => /gobus
22:18:56 | [CMD] BULDOZER(06)(25) => /pm 19 onu anlýcaz
22:18:57 | [CMD] Konyali42(17) => /rescue
22:18:58 | [CMD] Moskova_Kurdu(12) => /araba 
22:19:0 | [LOCAL]Fublary3003(16): 40 m
22:19:0 | [CMD] Fublary3003(16) => /l 40 m
22:19:2 | [CMD] Tuan_Tiniay(6) => /pm 10 100 bin attýn farkýndaysan
22:19:2 | [CMD] Moskova_Kurdu(12) => /araba 
22:19:4 | [LOCAL]xqHost(22): kaç basýyo
22:19:4 | [CMD] xqHost(22) => /l kaç basýyo
22:19:4 | huso608(18): @17 problem nedir
22:19:6 | [CMD] Moskova_Kurdu(12) => /araba 
22:19:7 | [CMD] EvoturK(24) => /r ulus cebeci çankaya
22:19:7 | [CMD] Hic(7) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
22:19:7 | [CMD] OkanMutlu(11) => /icerigir
22:19:9 | [CMD] Hic(7) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
22:19:9 | [CMD] OkanMutlu(11) => /gobus
22:19:10 | [LOCAL]Fublary3003(16): 130
22:19:10 | [CMD] Fublary3003(16) => /l 130
22:19:11 | [CMD] EvoturK(24) => /r gardaþ deriz gangaya
22:19:11 | [CMD] Moskova_Kurdu(12) => /araba 
22:19:12 | [CMD] ASLANBEY(10) => /pm 6 farkýndayým
22:19:12 | [CMD] OkanMutlu(11) => /icerigir
22:19:14 | Muya(8): olmadý :D
22:19:14 | [CMD] Tuan_Tiniay(6) => /paragonder 10 100000
22:19:15 | Konyali42(17): sirket mirket ortalikta yok
22:19:17 | {FFCC00}Muya(8) {FFFFFF}Pilot olarak spawn oldu.
22:19:17 | [CMD] EvoturK(24) => /r bize her yol paris deðil
22:19:20 | Konyali42(17): rescue cekemiyorum
22:19:20 | [CMD] emre_cool(26) => /pm 18 kargocu olakmý ?
22:19:21 | [CMD] OkanMutlu(11) => /isyerimenu
22:19:21 | [CMD] EvoturK(24) => /r la bize her yer angara
22:19:23 | [CMD] Konyali42(17) => /rescue
22:19:25 | Hic(7): Aha
22:19:26 | [CMD] OkanMutlu(11) => /isyerimenu
22:19:27 | emre2018(15) oyuna girdi [IP: 88.238.161.29]
22:19:27 | [CMD] EvoturK(24) => /atamir
22:19:28 | [CMD] Moskova_Kurdu(12) => /r dýn dýn dýn dýrýrýn 
22:19:29 | Konyali42(17): hapis pls
22:19:29 | Hic(7): Motor Pembiþ olmuþ
22:19:30 | [CMD] BULDOZER(06)(25) => /pm 19 sana güven medimden deyil yanls anlama
22:19:30 | [CMD] EvoturK(24) => /atamir
22:19:32 | Konyali42(17): 10 sn
22:19:32 | [CMD] Hic(7) => /kemer
22:19:33 | [CMD] OkanMutlu(11) => /arabs
22:19:34 | [CMD] EvoturK(24) => /atamir
22:19:34 | [CMD] OkanMutlu(11) => /araba
22:19:34 | [CMD] Sancak(20) => /bike
22:19:36 | [CMD] BULDOZER(06)(25) => /meslek
22:19:38 | [CMD] EvoturK(24) => /araba
22:19:38 | [CMD] BULDOZER(06)(25) => /karkaol
22:19:41 | 
22:19:42 | Muya(8): herqul :D
22:19:42 | [CMD] huso608(18) => /pm 26 sagol islerim var
22:19:43 | [CMD] BULDOZER(06)(25) => /karakol
22:19:45 | {FFCC00}emre2018(15) {FFFFFF}Kamyoncu olarak spawn oldu.
22:19:45 | [CMD] Hic(7) => /modifiye
22:19:45 | EvoturK(24): arabamýn plakasý çok efso ya
22:19:46 | [CMD] emre_cool(26) => /pm tmm iyi oyunlar...
22:19:47 | Konyali42(17): hapise atin pks
22:19:47 | [CMD] BULDOZER(06)(25) => /karakol
22:19:49 | OkanMutlu(11): stallationa karavan baðlanýrmý
22:19:51 | [CMD] emre_cool(26) => /pm 18 tmm iyi oyunlar...
22:19:53 | [CMD] huso608(18) => /pm 17 bi relog yap baskan istersen
22:19:55 | [CMD] Sancak(20) => /bike
22:19:57 | Fublary3003(16): lam
22:20:0 | emre2018(15): sa arkadaþlar uzun zaman aradan sonra tekar geldim
22:20:1 | Fublary3003(16): lan
22:20:2 | [CMD] EvoturK(24) => /as
22:20:2 | [eN]Overlord(21) oyuna girdi [IP: 178.245.44.134]
22:20:3 | Konyali42(17): pzv? pzvnk?
22:20:3 | Fublary3003(16): tuan
22:20:4 | xqHost(22): kim o çarpan
22:20:6 | EvoturK(24): evet evet
22:20:8 | Tuan_Tiniay(6): benim hayýrdýr
22:20:8 | emre_cool(26): emre2018 geldi
22:20:11 | Fublary3003(16): tuan adam gibi dur
22:20:12 | [CMD] huso608(18) => /duyuru hosgeldin
22:20:14 | Tuan_Tiniay(6): ters yönden geliyonuz olm hayýrdýr
22:20:15 | 
22:20:19 | Fublary3003(16): admin tuan görev engeliyo
22:20:19 | {FFCC00}[eN]Overlord(21) {FFFFFF}Kamyoncu olarak spawn oldu.
22:20:20 | Muya(8): ugurr
22:20:21 | [eN]Overlord(21): evo
22:20:21 | [CMD] emre2018(15) => /convoy
22:20:22 | [CMD] Konyali42(17) => /rescue
22:20:23 | EvoturK(24): evet
22:20:25 | Fublary3003(16): ters yö nedeðilim
22:20:25 | Muya(8): cýhmýs
22:20:26 | Konyali42(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:20:26 | [eN]Overlord(21): ya ahýr ya canýn
22:20:27 | [eN]Overlord(21): judh
22:20:28 | Tuan_Tiniay(6): yav hadi
22:20:29 | Fublary3003(16): içeri giriyorumw
22:20:30 | emre2018(15): evo
22:20:30 | [LOCAL]xqHost(22): hata bizde ters yön girdin
22:20:30 | [CMD] xqHost(22) => /l hata bizde ters yön girdin
22:20:31 | EvoturK(24): hmm
22:20:31 | Tuan_Tiniay(6): deðilmiþ
22:20:32 | [LOCAL]xqHost(22): hata bizde ters yön girdin
22:20:32 | [CMD] xqHost(22) => /l hata bizde ters yön girdin
22:20:32 | EvoturK(24): evet
22:20:33 | [CMD] emre_cool(26) => /admins
22:20:34 | EvoturK(24): over kardeþim
22:20:37 | emre2018(15): konovy yapak
22:20:40 | EvoturK(24): susmazsan daha güzel þeyler verecem
22:20:41 | [eN]Overlord(21): krdþ þaka yabtým sakin
22:20:43 | [CMD] Muya(8) => /tamir
22:20:43 | EvoturK(24): oo muya teðet geçti
22:20:48 | [CMD] emre_cool(26) => /pm 9 kargocu olakmý ?
22:20:48 | EvoturK(24): ben konvoy almýyým sevmiyom :D
22:20:50 | [CMD] huso608(18) => /woork
22:20:50 | [LOCAL]Fublary3003(16): olmadý
22:20:50 | [CMD] Fublary3003(16) => /l olmadý
22:20:50 | Hic(7): Aleyküm Selam Hoþgeldin.
22:20:51 | [CMD] Muya(8) => /tamir
22:20:52 | [CMD] emre_cool(26) => /pm 9 kargocu olakmý ?
22:20:53 | [CMD] emre_cool(26) => /as
22:20:53 | Konyali42(17) oyuna girdi [IP: 77.177.247.78]
22:20:54 | [CMD] Fublary3003(16) => /araba
22:20:54 | [CMD] OkanMutlu(11) => /as
22:20:55 | [CMD] [eN]Overlord(21) => /convoy
22:20:56 | [CMD] xqHost(22) => /rescue
22:20:59 | EvoturK(24): adam tekersiz iniþ yaptý
22:21:0 | [CMD] huso608(18) => /work
22:21:0 | Hic(7): Kasmasana oyun
22:21:1 | EvoturK(24): asfsaf
22:21:2 | [CMD] Fublary3003(16) => /araba
22:21:2 | [CMD] EvoturK(24) => /atamir
22:21:3 | [eN]Overlord(21): ben konvoya töbeliyim
22:21:6 | [CMD] Sancak(20) => /a gençler duyuru yapýn market ürünlerini
22:21:6 | [CMD] emre2018(15) => /rescue
22:21:10 | [CMD] [eN]Overlord(21) => /kemer
22:21:13 | Muya(8): ý am Muya
22:21:13 | [CMD] huso608(18) => /a her zaman reis
22:21:14 | [CMD] [eN]Overlord(21) => /modifiye
22:21:15 | 
22:21:17 | [CMD] Sancak(20) => /a face sayfasýna satýþa çýkarlýn evleri falan
22:21:18 | {FFCC00}Konyali42(17) {FFFFFF}Kamyoncu olarak spawn oldu.
22:21:21 | [CMD] EvoturK(24) => /a *asay TM yazýlý altýn yarrak 5 TL
22:21:22 | Muya(8): overlord
22:21:23 | emre2018(15): niye
22:21:23 | [eN]Overlord(21): he
22:21:24 | [CMD] EvoturK(24) => /a ops
22:21:25 | Konyali42(17): lagtest
22:21:25 | ASLANBEY(10): id 21 1 saat önce konvoya çaðýrýyordun :d
22:21:26 | Muya(8): lv savasý ne ara bitti :D
22:21:27 | [CMD] emre_cool(26) => /pm 9 kargocu olakmý ?
22:21:28 | [CMD] xqHost(22) => /kemer
22:21:29 | [CMD] xqHost(22) => /work
22:21:29 | Gazapizm_(23) oyuna girdi [IP: 178.247.144.121]
22:21:30 | [CMD] Fublary3003(16) => /kemer
22:21:31 | [CMD] emre2018(15) => /rescue
22:21:33 | [CMD] Fublary3003(16) => /modifiye
22:21:34 | [eN]Overlord(21): olabilü
22:21:34 | Konyali42(17): lagtest
22:21:38 | 
22:21:39 | Hic(7): Pððð
22:21:42 | [eN]Overlord(21): 15 dklýðýna töbeliyim
22:21:44 | [CMD] Hic(7) => /asay Hep ayný mesleði yapmaktanmý sýkýldýn ? /meslek komutu ile mesleðinizi deðiþtirebilirsiniz... 
22:21:44 | [CMD] Hic(7) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin...  
22:21:45 | [CMD] Strike(TR)(9) => /musait
22:21:46 | {FFCC00}Gazapizm_(23) Otobus Soforu olarak spawn oldu.
22:21:46 | ASLANBEY(10): :d
22:21:46 | [CMD] huso608(18) => /a baskan hayrola ya yarak mu satýyoruz
22:21:48 | Konyali42(17) oyundan cIktI (Hata/Crash) (IP: 77.177.247.78)
22:21:48 | Muya(8): evo lv de bi savas cýkdý varya :D
22:21:48 | [CMD] Gazapizm_(23) => /sa
22:21:50 | [CMD] EvoturK(24) => /a asfaf
22:21:50 | [CMD] Strike(TR)(9) => /goto sancak
22:21:50 | [ANTIHACK] Þüpheli Strike(TR)(9) => Airbreak-hack
22:21:50 | [CMD] EvoturK(24) => /as
22:21:50 | [CMD] emre_cool(26) => /pm 9 kargocu olakmý ?
22:21:51 | [CMD] xqHost(22) => /As
22:21:51 | [CMD] emre_cool(26) => /as
22:21:54 | Hic(7): Aleyküm Selam.
22:21:56 | [CMD] EvoturK(24) => /a benimkini satýþa çýkardým
22:21:57 | [CMD] Hic(7) => /kemer
22:21:58 | [CMD] [eN]Overlord(21) => /sirketdorse
22:22:0 | Gazapizm_(23): oh be sw mi ozledim
22:22:1 | [CMD] EvoturK(24) => /a ben kulalnmýyorum
22:22:1 | emre2018(15): ghost nasýlsýn
22:22:2 | [CMD] EvoturK(24) => /a asfafaf
22:22:2 | [CMD] Sancak(20) => /a özkaj abi sana 3 aylýk vip satak aS:Dsa:dA:S
22:22:3 | [CMD] huso608(18) => /a 5 lia mý
22:22:7 | [CMD] EvoturK(24) => /a vuþu
22:22:9 | Gazapizm_(23): hýrsýz polis oynadým çöp
22:22:10 | [CMD] [eN]Overlord(21) => /work
22:22:13 | Muya(8): abidin
22:22:14 | [CMD] Strike(TR)(9) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
22:22:16 | [CMD] EvoturK(24) => /a mart ayý deli para harcadým onun etkisinden çýkamadým zaten asf
22:22:17 | Muya(8): rekla
22:22:19 | [CMD] EvoturK(24) => /a evet
22:22:24 | {FFCC00}Muya(8) {FFFFFF}Pilot olarak spawn oldu.
22:22:25 | [CMD] EvoturK(24) => /a çok ucuza vermiþim de mi
22:22:26 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
22:22:27 | EvoturK(24): ula patladým asff
22:22:28 | Muya(8): düsdüm ynlýskla
22:22:29 | [CMD] emre_cool(26) => /pm 9 Strike abi kargocu olakmý ?
22:22:29 | [CMD] Moskova_Kurdu(12) => /a neden mart 
22:22:29 | [CMD] Gazapizm_(23) => /kemer
22:22:31 | emre2018(15): yokmu konvoy yapacak
22:22:35 | [CMD] Gazapizm_(23) => /modifiye
22:22:37 | [CMD] Strike(TR)(9) => /pm 26 yok
22:22:40 | [LOCAL][eN]Overlord(21): yakýyosun cnm
22:22:40 | [CMD] [eN]Overlord(21) => /l yakýyosun cnm
22:22:41 | [CMD] Sancak(20) => /aa geçenlerde matite hüseyin  abiye 4 aylýk vip vermiþ
22:22:43 | [CMD] emre_cool(26) => /pm 9 tmm iyi oyunlar...
22:22:44 | [CMD] Moskova_Kurdu(12) => /dtemizle
22:22:44 | [CMD] Sancak(20) => /a hemde beleþ
22:22:46 | [CMD] Sancak(20) => /cc
22:22:46 | emre2018(15): s
22:22:48 | [CMD] Muya(8) => /kemer
22:22:48 | [CMD] Sancak(20) => /aa hemde beleþ
22:22:52 | [CMD] Sancak(20) => /aa ulan caným gitti :D
22:22:55 | emre2018(15): konvoy yapacak yokmu
22:22:56 | Muya(8): sovyetkurdu
22:22:58 | Gazapizm_(23): gel
22:22:59 | [CMD] ASLANBEY(10) => /convoyiptal
22:23:0 | Gazapizm_(23): otobus
22:23:1 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:23:1 | [CMD] Sancak(20) => /aa 4 aylýk vip 100 tl ye geliyor :D
22:23:2 | Gazapizm_(23): var
22:23:3 | Konyali42(17) oyuna girdi [IP: 77.177.247.78]
22:23:3 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:23:4 | [eN]Overlord(21): Stallion iyi bir araç mý?
22:23:5 | [CMD] emre2018(15) => /convoy
22:23:8 | [CMD] Moskova_Kurdu(12) => /pm 9 strike abi kargocu olakmý ? 
22:23:11 | [CMD] Gazapizm_(23) => /work
22:23:14 | [CMD] Strike(TR)(9) => /pm 12 yo
22:23:15 | 
22:23:15 | Hic(7): @21 Fiyatýna göre müthiþ
22:23:17 | Sancak(20): strike
22:23:18 | {FFCC00}Konyali42(17) {FFFFFF}Kamyoncu olarak spawn oldu.
22:23:19 | Strike(TR)(9): he
22:23:20 | Fublary3003(16): @21 tavsiye etmem
22:23:20 | [CMD] Moskova_Kurdu(12) => /pm 9 tmm iyi oyunlar... 
22:23:23 | emre2018(15): konvoy varmý
22:23:23 | Hic(7): 12m 148 basýyor
22:23:23 | [eN]Overlord(21): fiyatý ne kadardýo
22:23:25 | Konyali42(17): lagtest
22:23:25 | Sancak(20): bi git la sokacam kazma sapýný artýk
22:23:27 | huso608(18): @21 babus istersen san fierrodan kirala bak hosuna giderse alýrsýn
22:23:27 | [CMD] ASLANBEY(10) => /rescue
22:23:28 | Konyali42(17): test
22:23:28 | Hic(7): 12m 
22:23:28 | [eN]Overlord(21): 148 mi
22:23:28 | EvoturK(24): deniz toprak - mevlam ayrýlýk vermiþ
22:23:31 | Konyali42(17): helesükür
22:23:31 | Sancak(20): az daha beni eziyodun cavat
22:23:32 | [CMD] emre_cool(26) => /pm 7 kargocu olakmý ?
22:23:34 | EvoturK(24): deniz toprak - mevlam ayrýlýk vermiþ arþive ekleyelim
22:23:35 | [SirketCHT] Konyali42(17): ! kb
22:23:36 | Gazapizm_(23): telefon yok
22:23:36 | [CMD] emre2018(15) => /convoy
22:23:36 | Strike(TR)(9): yok ezmem 
22:23:38 | [CMD] EvoturK(24) => /sac
22:23:40 | Gazapizm_(23): açýlmýomu
22:23:40 | [eN]Overlord(21): 148 basýyor
22:23:41 | [CMD] Hic(7) => /pm 26 yok qnq
22:23:41 | Gazapizm_(23): y
22:23:42 | [SirketCHT] Konyali42(17): ! crash yiyip duruyordum
22:23:43 | [CMD] Konyali42(17) => /sirket
22:23:44 | [eN]Overlord(21): 12m mi
22:23:46 | [CMD] emre_cool(26) => /pm 7 tmm iyi oyunlar... qnq
22:23:46 | Sancak(20): özkan bey
22:23:48 | Hic(7): Evet
22:23:50 | [eN]Overlord(21): hmm
22:23:50 | Strike(TR)(9): canýna kurban olam sncak :D
22:23:51 | [CMD] emre2018(15) => /rescue
22:23:53 | [eN]Overlord(21): uygunmul
22:23:54 | Hic(7): Önce bi kirala bak
22:23:55 | Sancak(20): eskiden mythic canlý radyo yapýyordu hatýrlarmýsýn :D
22:23:56 | Muya(8): özkan kimdi ula :D
22:23:57 | [eN]Overlord(21): uyghunmuþ
22:23:57 | [CMD] huso608(18) => /work
22:23:57 | [CMD] EvoturK(24) => /aa 4 ay 100 tl vay :D
22:23:59 | [CMD] emre_cool(26) => /gobus
22:24:0 | emre2018(15): admin map yok
22:24:0 | [CMD] ASLANBEY(10) => /sirket
22:24:1 | [CMD] Hic(7) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin...  
22:24:1 | Moskova_Kurdu(12): :P
22:24:2 | Gazapizm_(23): beyler
22:24:2 | [eN]Overlord(21): ama sabre de bana göre
22:24:6 | [CMD] Strike(TR)(9) => /atamir
22:24:7 | [eN]Overlord(21): ikisi arasýnda kaldým
22:24:7 | Gazapizm_(23): tel açýlmýo
22:24:9 | EvoturK(24): valla yayýnlarý hiç dinlemedim
22:24:9 | Sancak(20): sende bi canlý yayýn yap ta o gül sesini duyak asd:SA.DA
22:24:11 | [CMD] emre_cool(26) => /gobus
22:24:12 | [CMD] Sancak(20) => /aa aynen D:
22:24:12 | BULDOZER(06)(25) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:24:13 | Hic(7): Sabre 37m ama
22:24:14 | [CMD] ASLANBEY(10) => /srespawncars
22:24:15 | Moskova_Kurdu(12): .d
22:24:18 | [CMD] emre_cool(26) => /icerigir
22:24:18 | EvoturK(24): fusideyken yaptýydým canlý yayýn
22:24:20 | emre2018(15): map yok
22:24:21 | EvoturK(24): pü rezil muya
22:24:22 | [CMD] emre_cool(26) => /isyerimenu
22:24:23 | Hic(7): @23 Lagdandýr
22:24:24 | [eN]Overlord(21): tamam akrdeþ stallionu tavsiye ediyim ben .s
22:24:26 | Moskova_Kurdu(12): burda da yap .d 
22:24:27 | [CMD] emre_cool(26) => /isyerimenu
22:24:30 | emre2018(15): nasýl gitcek lag
22:24:31 | Muya(8): can res
22:24:32 | Gazapizm_(23): lag mý var
22:24:32 | [CMD] emre_cool(26) => /isyerimenu
22:24:34 | Hic(7): Relog ile
22:24:34 | [CMD] Muya(8) => /rescue
22:24:35 | [eN]Overlord(21): sende var
22:24:36 | [CMD] emre_cool(26) => /gobus
22:24:36 | EvoturK(24): programý kurmam lazým sw ayarlanmasý lazým
22:24:37 | [CMD] EvoturK(24) => /kemer
22:24:37 | [CMD] Moskova_Kurdu(12) => /cantazele
22:24:39 | Gazapizm_(23): sw de 
22:24:40 | [CMD] emre_cool(26) => /gobus
22:24:41 | [SirketCHT] Moskova_Kurdu(12): ! Muya 
22:24:45 | [SirketCHT] Moskova_Kurdu(12): ! Bana evü verð 
22:24:46 | EvoturK(24): cahit ayarladýydý bizde serveri vds ye kurduyduk
22:24:46 | [SirketCHT] Muya(8): ! sovyetkurdu
22:24:47 | [CMD] OkanMutlu(11) => /sirket
22:24:48 | [CMD] Tuan_Tiniay(6) => /tamir
22:24:48 | [CMD] emre_cool(26) => /icerigir
22:24:50 | [CMD] emre_cool(26) => /isyerimenu
22:24:54 | [CMD] emre_cool(26) => /isyerimenu
22:24:56 | Sancak(20): sen programý kur ben sunucuyu kurarum ÇSA:d
22:24:58 | Tuan_Tiniay(6): admin tamir edince benzin 67 oluyo
22:24:58 | [CMD] emre2018(15) => /motor
22:24:59 | EvoturK(24): findows vds vardý
22:25:0 | [CMD] emre_cool(26) => /gobus
22:25:1 | [eN]Overlord(21): Hic
22:25:4 | [CMD] emre2018(15) => /motor
22:25:5 | Hic(7): Heð ?
22:25:6 | [CMD] emre_cool(26) => /isyerimenu
22:25:9 | [eN]Overlord(21): beni Whetstone farm'a götür
22:25:9 | EvoturK(24): nays
22:25:12 | Muya(8): sen bir hicsin
22:25:12 | emre2018(15): beni bi hapse atsanýza
22:25:13 | [CMD] emre_cool(26) => /icerigir
22:25:13 | EvoturK(24): olabilir
22:25:14 | [LOCAL]xqHost(22): fiyatýna göre hýzlý araç var mý
22:25:14 | [CMD] xqHost(22) => /l fiyatýna göre hýzlý araç var mý
22:25:15 | Hic(7): Oqey
22:25:15 | [CMD] emre_cool(26) => /isyerimenu
22:25:16 | OkanMutlu(11) oyundan cIktI (Hata/Crash) (IP: 95.10.190.255)
22:25:16 | EvoturK(24): userleri coþtururum
22:25:20 | [CMD] Hic(7) => /goto 21
22:25:21 | EvoturK(24): kendi sesimi de veririm
22:25:22 | [CMD] Strike(TR)(9) => /asay2 ~g~~h~~h~ Kandiliniz Mübarek Olsun
22:25:23 | EvoturK(24): çýldýrsýnlar
22:25:23 | Gazapizm_(23): ahýr yaasak demi
22:25:24 | [CMD] emre_cool(26) => /gobus
22:25:25 | [CMD] EvoturK(24) => /kemer
22:25:26 | [eN]Overlord(21): seninde strike
22:25:26 | huso608(18): @15 problem nedir
22:25:28 | Muya(8): :SADDSA
22:25:28 | Moskova_Kurdu(12): @15 sebep 
22:25:29 | {FFCC00}Muya(8) {FFFFFF}Pilot olarak spawn oldu.
22:25:29 | Sancak(20): ah ah deme de canlý yayýnda :ASD
22:25:29 | [LOCAL]Fublary3003(16): var
22:25:29 | [CMD] Fublary3003(16) => /l var
22:25:30 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
22:25:31 | EvoturK(24): rko çekti lan asf
22:25:33 | [CMD] ASLANBEY(10) => /kemer
22:25:33 | [CMD] emre2018(15) => /convoy
22:25:34 | Strike(TR)(9): ahh
22:25:34 | OkanMutlu(11) oyuna girdi [IP: 95.10.190.255]
22:25:34 | [LOCAL]xqHost(22): ?
22:25:34 | [CMD] xqHost(22) => /L ?
22:25:35 | [CMD] emre_cool(26) => /icerigir
22:25:35 | EvoturK(24): oh oh diyecem
22:25:36 | [LOCAL]Fublary3003(16): araban varmý senin ?
22:25:36 | [CMD] Fublary3003(16) => /l araban varmý senin ?
22:25:36 | Gazapizm_(23): ts3 ne
22:25:38 | Gazapizm_(23): g
22:25:38 | [CMD] xqHost(22) => /work
22:25:38 | Muya(8): evoyu öldürdüm byler
22:25:39 | [CMD] emre_cool(26) => /isyerimenu
22:25:41 | Moskova_Kurdu(12): team speak 3 
22:25:42 | EvoturK(24): hatta görüntü de olursa meme de açarým
22:25:43 | huso608(18): sohbet programý
22:25:45 | Strike(TR)(9): of deme oh de
22:25:47 | Gazapizm_(23): onu biliom
22:25:48 | [CMD] xqHost(22) => /tamir
22:25:49 | EvoturK(24): Evonmoss gibi
22:25:49 | Gazapizm_(23): ajksdflaslf
22:25:49 | [LOCAL]Fublary3003(16): yoksa alak
22:25:49 | [CMD] Fublary3003(16) => /l yoksa alak
22:25:50 | [CMD] EvoturK(24) => /kemer
22:25:52 | [LOCAL]Fublary3003(16): bitane
22:25:52 | [CMD] Fublary3003(16) => /l bitane
22:25:58 | Muya(8): evo daha istonmu :D
22:25:58 | [CMD] Strike(TR)(9) => /admins
22:25:59 | Gazapizm_(23): swnin ip ne
22:26:0 | OkanMutlu(11) oyundan cIktI (Hata/Crash) (IP: 95.10.190.255)
22:26:1 | EvoturK(24): istiyom
22:26:2 | [eN]Overlord(21): godlessturtletr
22:26:4 | Fublary3003(16): kendin baþladýn göreve
22:26:5 | [CMD] Sancak(20) => /write
22:26:6 | Hic(7): ts3.trucksamp.coö
22:26:8 | Moskova_Kurdu(12): ts3.trucksamp.com
22:26:8 | Konyali42(17): ts3.trucksamp.com
22:26:8 | (BANKA) emre_cool(26) 1096 nolu banka hesabina 1000000$ yatirdi.
22:26:8 | Gazapizm_(23): hz yasuo
22:26:8 | Hic(7): com*
22:26:9 | Muya(8): alýcakmý 
22:26:10 | [CMD] xqHost(22) => /goreiptal
22:26:10 | [eN]Overlord(21): coö saduash
22:26:11 | Hic(7): ts3.trucksamp.com
22:26:11 | [LOCAL]xqHost(22): bin
22:26:11 | [CMD] xqHost(22) => /L bin
22:26:16 | EvoturK(24): Hz.EvoturK girmiyor mu la hiç
22:26:16 | [CMD] Strike(TR)(9) => /odulall
22:26:16 | [CMD] xqHost(22) => /goreviptal
22:26:17 | [CMD] Strike(TR)(9) => /odulall
22:26:17 | OkanMutlu(11) oyuna girdi [IP: 95.10.190.255]
22:26:17 | [eN]Overlord(21): hz yasuo
22:26:17 | [CMD] emre2018(15) => /rescue
22:26:17 | [CMD] Strike(TR)(9) => /odulall
22:26:18 | [CMD] Konyali42(17) => /convoy
22:26:18 | [CMD] Strike(TR)(9) => /odulall
22:26:19 | [CMD] Strike(TR)(9) => /odulall
22:26:20 | [CMD] Konyali42(17) => /rescue
22:26:23 | [CMD] emre2018(15) => /rescue
22:26:23 | Gazapizm_(23): mis mis
22:26:23 | Hic(7): Görmedim vallaha
22:26:23 | Fublary3003(16): spam yapýn
22:26:23 | EvoturK(24): Hz.EvoturK girmiyor mu la hiç
22:26:25 | 
22:26:29 | [CMD] emre_cool(26) => /isyerimenu
22:26:29 | {FFCC00}OkanMutlu(11) {FFFFFF}Kamyoncu olarak spawn oldu.
22:26:29 | EvoturK(24): adam nick deðiþtirdi yokbi daha
22:26:30 | [CMD] emre2018(15) => /rescue
22:26:31 | [CMD] xqHost(22) => /Work
22:26:32 | EvoturK(24): dur
22:26:33 | [CMD] OkanMutlu(11) => /sa
22:26:33 | EvoturK(24): sancak bekle
22:26:34 | [eN]Overlord(21): tamam çýksýn
22:26:34 | [LOCAL]xqHost(22): geldi mi
22:26:34 | [CMD] xqHost(22) => /l geldi mi
22:26:35 | [CMD] Moskova_Kurdu(12) => /write
22:26:36 | [CMD] OkanMutlu(11) => /sac
22:26:36 | EvoturK(24): çýkacan mý cidden
22:26:38 | Muya(8): sancak kim
22:26:38 | [CMD] EvoturK(24) => /as
22:26:38 | [CMD] EvoturK(24) => /write
22:26:41 | Konyali42(17): cikis icin skor ve para dagitacaktir
22:26:43 | Sancak(20): he noldu :ASd
